image_id,x1,y1,x2,y2,score,detector_name
day4/members/luca/11_0578.webp,837,1381,1002,1575,0.9382962584495544,yolo_scrfd_fallback
day4/members/luca/11_0578.webp,1883,1121,2007,1275,0.9028706550598145,yolo_scrfd_fallback
day4/members/luca/11_0578.webp,2619,1174,2724,1291,0.8699589371681213,yolo_scrfd_fallback
day4/members/luca/11_0578.webp,3613,1168,3778,1374,0.7861849665641785,yolo_scrfd_fallback
day4/members/luca/11_0578.webp,3719,1313,3840,1649,0.495913565158844,yolo_scrfd_fallback
day4/members/werner/18_0672.webp,1438,469,1594,770,0.8330032825469971,yolo_scrfd_fallback
day4/members/werner/18_0672.webp,2525,245,2638,406,0.7898059487342834,yolo_scrfd_fallback
day4/members/werner/18_0672.webp,2894,363,3079,601,0.6864927411079407,yolo_scrfd_fallback
day2/members/luca/11_0416.webp,2756,1249,3048,1617,0.9687146544456482,yolo_scrfd_fallback
day2/members/luca/11_0416.webp,118,793,304,1021,0.9395195245742798,yolo_scrfd_fallback
day2/members/luca/11_0416.webp,913,886,1073,1075,0.9108380675315857,yolo_scrfd_fallback
day2/members/luca/11_0416.webp,1943,1056,2060,1189,0.9056321382522583,yolo_scrfd_fallback
day2/members/luca/11_0416.webp,2557,1158,2640,1293,0.7255494594573975,yolo_scrfd_fallback
day3/members/luca/17_0412.webp,1596,1437,1790,1665,0.9667565226554871,yolo_scrfd_fallback
day3/members/luca/17_0412.webp,2287,1475,2699,1988,0.9016543626785278,yolo_scrfd_fallback
day3/members/luca/17_0412.webp,3514,1465,3604,1569,0.31221383810043335,yolo_scrfd_fallback
day3/members/luca/17_0412.webp,2866,1451,2911,1510,0.5352689296007156,yolo_scrfd_fallback
day4/members/onanong/13_0378.webp,2436,1174,2635,1403,0.9455819129943848,yolo_scrfd_fallback
day4/members/onanong/13_0378.webp,3041,1339,3322,1725,0.8944988250732422,yolo_scrfd_fallback
day4/members/onanong/13_0378.webp,1758,1206,1906,1358,0.8651185035705566,yolo_scrfd_fallback
day4/members/onanong/13_0378.webp,1455,1080,1585,1220,0.8109309673309326,yolo_scrfd_fallback
day4/members/onanong/13_0378.webp,1133,944,1235,1057,0.7855291366577148,yolo_scrfd_fallback
day4/members/onanong/13_0378.webp,670,934,790,1052,0.6596631407737732,yolo_scrfd_fallback
day3/members/luca/11_0126.webp,2080,436,2317,699,0.9691495895385742,yolo_scrfd_fallback
day3/members/luca/11_0126.webp,2970,382,3225,785,0.9354661107063293,yolo_scrfd_fallback
day3/members/luca/11_0126.webp,1472,0,1744,439,0.37318894267082214,yolo_scrfd_fallback
day4/members/cathal/13_0074.webp,495,1013,635,1177,0.9438127875328064,yolo_scrfd_fallback
day4/members/cathal/13_0074.webp,2987,446,3227,776,0.9308809638023376,yolo_scrfd_fallback
day4/members/cathal/13_0074.webp,1408,852,1518,996,0.844227135181427,yolo_scrfd_fallback
day4/members/cathal/13_0074.webp,1940,683,2041,798,0.8395853042602539,yolo_scrfd_fallback
day4/members/cathal/13_0074.webp,2445,632,2566,769,0.8238752484321594,yolo_scrfd_fallback
day4/members/cathal/13_0074.webp,2625,748,2764,919,0.7846099734306335,yolo_scrfd_fallback
day4/members/cathal/13_0074.webp,2448,738,2645,1045,0.6702740788459778,yolo_scrfd_fallback
day2/members/cathal/19_0687.webp,2680,421,2820,579,0.9040024280548096,yolo_scrfd_fallback
day2/members/cathal/19_0687.webp,1139,935,1328,1126,0.8681885600090027,yolo_scrfd_fallback
day2/members/cathal/19_0687.webp,399,1232,595,1437,0.7577183842658997,yolo_scrfd_fallback
day1/members/allie/09_0273.webp,3263,931,3445,1155,0.9458906054496765,yolo_scrfd_fallback
day1/members/allie/09_0273.webp,1962,1014,2104,1185,0.9303976893424988,yolo_scrfd_fallback
day1/members/allie/09_0273.webp,1074,1040,1179,1163,0.8776276111602783,yolo_scrfd_fallback
day1/members/allie/09_0273.webp,504,1105,593,1230,0.7993901968002319,yolo_scrfd_fallback
day1/members/allie/09_0273.webp,370,1126,523,1387,0.6710896492004395,yolo_scrfd_fallback
day1/members/allie/09_0273.webp,0,924,119,1400,0.48384976387023926,yolo_scrfd_fallback
day3/members/luca/13_0698.webp,1082,1251,1429,1678,0.9285758137702942,yolo_scrfd_fallback
day4/members/allie/09_0480.webp,1946,963,2040,1080,0.8112793564796448,yolo_scrfd_fallback
day1/members/luca/18_0040.webp,2357,486,2601,784,0.9597475528717041,yolo_scrfd_fallback
day2/members/luca/10_0654.webp,294,896,564,1254,0.9356784224510193,yolo_scrfd_fallback
day2/members/luca/10_0654.webp,2646,692,2797,868,0.9091048836708069,yolo_scrfd_fallback
day2/members/luca/10_0654.webp,1960,736,2132,940,0.8176791667938232,yolo_scrfd_fallback
day2/members/luca/10_0654.webp,1292,685,1489,930,0.8141635060310364,yolo_scrfd_fallback
day1/members/klaus/10_0063.webp,2404,916,3147,1713,0.25266575813293457,yolo_scrfd_fallback
day3/members/tien/20_0155.webp,1471,1604,1661,1814,0.9111714363098145,yolo_scrfd_fallback
day3/members/tien/20_0155.webp,1622,1220,1728,1349,0.7019006609916687,yolo_scrfd_fallback
day3/members/tien/20_0155.webp,390,1177,743,1567,0.556097149848938,yolo_scrfd_fallback
day1/members/onanong/08_0611.webp,1645,1095,1942,1423,0.9568429589271545,yolo_scrfd_fallback
day4/members/stevan/13_0714.webp,3608,978,3760,1160,0.9381513595581055,yolo_scrfd_fallback
day4/members/stevan/13_0714.webp,2449,1230,2577,1382,0.9371477365493774,yolo_scrfd_fallback
day4/members/stevan/13_0714.webp,1786,1618,1931,1777,0.9304988384246826,yolo_scrfd_fallback
day4/members/stevan/13_0714.webp,653,1709,795,1947,0.918040931224823,yolo_scrfd_fallback
day1/members/cathal/09_0001.webp,2011,155,2196,372,0.9616295695304871,yolo_scrfd_fallback
day1/members/cathal/09_0001.webp,948,317,1240,656,0.9211305379867554,yolo_scrfd_fallback
day1/members/cathal/09_0001.webp,106,868,633,1468,0.8415741920471191,yolo_scrfd_fallback
day1/members/cathal/09_0001.webp,3504,12,3616,209,0.700893759727478,yolo_scrfd_fallback
day1/members/cathal/09_0001.webp,3394,4,3622,215,0.49475106596946716,yolo_scrfd_fallback
day1/members/luca/08_0225.webp,764,985,886,1138,0.9028799533843994,yolo_scrfd_fallback
day1/members/luca/08_0225.webp,1001,922,1131,1083,0.8274401426315308,yolo_scrfd_fallback
day1/members/allie/14_0135.webp,1846,1172,2059,1439,0.9810212850570679,yolo_scrfd_fallback
day1/members/allie/14_0135.webp,3595,1140,3664,1224,0.5510827898979187,yolo_scrfd_fallback
day1/members/allie/14_0135.webp,2136,923,2215,1018,0.5507242679595947,yolo_scrfd_fallback
day1/members/allie/14_0135.webp,2923,898,3144,1080,0.37888363003730774,yolo_scrfd_fallback
day1/members/allie/14_0135.webp,3584,1127,3640,1216,0.5396893143653869,yolo_scrfd_fallback
day1/members/allie/10_0099.webp,2664,771,2792,1025,0.8634003400802612,yolo_scrfd_fallback
day1/members/allie/10_0099.webp,58,892,152,1000,0.7872143387794495,yolo_scrfd_fallback
day1/members/allie/10_0099.webp,2267,581,2355,683,0.7310124039649963,yolo_scrfd_fallback
day1/members/allie/10_0099.webp,2504,698,2580,862,0.6900238990783691,yolo_scrfd_fallback
day1/members/luca/15_0236.webp,1848,1464,1968,1635,0.9136982560157776,yolo_scrfd_fallback
day1/members/luca/15_0236.webp,2847,1190,3100,1515,0.9128609895706177,yolo_scrfd_fallback
day1/members/luca/15_0236.webp,2123,1469,2342,1712,0.9111012816429138,yolo_scrfd_fallback
day1/members/werner/18_0484.webp,3108,514,3311,776,0.971169650554657,yolo_scrfd_fallback
day1/members/werner/18_0484.webp,2056,340,2277,587,0.9525123834609985,yolo_scrfd_fallback
day1/members/werner/18_0484.webp,585,300,869,657,0.9480844736099243,yolo_scrfd_fallback
day4/members/allie/08_0040.webp,3107,1186,3751,2055,0.7739628553390503,yolo_scrfd_fallback
day1/members/florian/08_0717.webp,3398,819,3551,1045,0.9523441195487976,yolo_scrfd_fallback
day1/members/florian/08_0717.webp,1978,664,2128,833,0.8686414957046509,yolo_scrfd_fallback
day1/members/florian/08_0717.webp,1377,673,1521,834,0.8652534484863281,yolo_scrfd_fallback
day1/members/florian/08_0717.webp,600,823,775,1031,0.8441358208656311,yolo_scrfd_fallback
day1/members/florian/08_0717.webp,434,1310,781,1861,0.7176743149757385,yolo_scrfd_fallback
day1/members/bjorn/15_0004.webp,2165,1154,2289,1303,0.9424934387207031,yolo_scrfd_fallback
day1/members/bjorn/15_0004.webp,1381,1516,1501,1671,0.8902966976165771,yolo_scrfd_fallback
day1/members/bjorn/15_0004.webp,1858,1310,1982,1455,0.8432575464248657,yolo_scrfd_fallback
day1/members/bjorn/15_0004.webp,2895,1517,3068,1742,0.7193732261657715,yolo_scrfd_fallback
day2/members/klaus/10_0629.webp,730,0,883,198,0.9415426254272461,yolo_scrfd_fallback
day2/members/klaus/10_0629.webp,2987,643,3101,782,0.9404522180557251,yolo_scrfd_fallback
day2/members/klaus/10_0629.webp,1658,190,1855,415,0.9099070429801941,yolo_scrfd_fallback
day2/members/klaus/10_0629.webp,2082,213,2215,370,0.886050820350647,yolo_scrfd_fallback
day2/members/klaus/10_0629.webp,3348,881,3461,1016,0.6988619565963745,yolo_scrfd_fallback
day4/members/werner/08_0337.webp,1190,507,1354,708,0.9661961793899536,yolo_scrfd_fallback
day4/members/werner/08_0337.webp,3411,682,3580,878,0.9242595434188843,yolo_scrfd_fallback
day2/members/werner/17_0115.webp,0,0,191,325,0.727969229221344,yolo_scrfd_fallback
day4/members/stevan/13_0149.webp,941,1417,1195,1680,0.8919073343276978,yolo_scrfd_fallback
day4/members/stevan/13_0149.webp,2793,1294,2920,1453,0.8238855004310608,yolo_scrfd_fallback
day4/members/stevan/13_0149.webp,3524,1127,3707,1310,0.26688724756240845,yolo_scrfd_fallback
day4/members/stevan/13_0149.webp,2236,1274,2388,1452,0.7837095588445663,yolo_scrfd_fallback
day1/members/luca/08_0716.webp,1427,220,1630,436,0.9717832803726196,yolo_scrfd_fallback
day1/members/luca/08_0716.webp,347,340,559,590,0.9187542200088501,yolo_scrfd_fallback
day4/members/florian/10_0112.webp,1039,292,1231,543,0.9955726861953735,yolo_scrfd_fallback
day4/members/florian/10_0112.webp,227,807,540,1307,0.7589583992958069,yolo_scrfd_fallback
day1/members/florian/13_0133.webp,2243,353,2446,636,0.9619348645210266,yolo_scrfd_fallback
day2/members/tien/19_0311.webp,2130,532,2325,824,0.5762643814086914,yolo_scrfd_fallback
day2/members/tien/19_0311.webp,2825,643,2984,835,0.3677017390727997,yolo_scrfd_fallback
day3/members/werner/08_0688.webp,1193,1184,1361,1386,0.8894719481468201,yolo_scrfd_fallback
day3/members/werner/08_0688.webp,2152,579,2287,823,0.865656852722168,yolo_scrfd_fallback
day3/members/werner/08_0688.webp,994,941,1096,1060,0.80715012550354,yolo_scrfd_fallback
day3/members/onanong/11_0042.webp,1474,952,1805,1366,0.9366540312767029,yolo_scrfd_fallback
day3/members/onanong/11_0042.webp,3721,315,3838,786,0.355718731880188,yolo_scrfd_fallback
day3/members/luca/18_0573.webp,2762,1492,2940,1693,0.9773083329200745,yolo_scrfd_fallback
day3/members/luca/18_0573.webp,2017,1434,2228,1667,0.9740672707557678,yolo_scrfd_fallback
day3/members/luca/18_0573.webp,1055,1636,1240,1841,0.9198518395423889,yolo_scrfd_fallback
day3/members/luca/18_0573.webp,352,1790,536,1964,0.6308757066726685,yolo_scrfd_fallback
day3/members/allie/17_0205.webp,2423,340,2870,746,0.8045965433120728,yolo_scrfd_fallback
day3/members/bjorn/18_0629.webp,1989,425,2110,568,0.9208785891532898,yolo_scrfd_fallback
day3/members/bjorn/18_0629.webp,612,841,766,1030,0.8773380517959595,yolo_scrfd_fallback
day3/members/bjorn/18_0629.webp,2789,161,3460,943,0.8408823609352112,yolo_scrfd_fallback
day3/members/bjorn/18_0629.webp,2501,423,2672,649,0.7436995506286621,yolo_scrfd_fallback
day3/members/bjorn/18_0629.webp,1137,712,1260,840,0.6233816146850586,yolo_scrfd_fallback
day3/members/allie/17_0399.webp,2701,787,2863,977,0.960192859172821,yolo_scrfd_fallback
day3/members/allie/17_0399.webp,3132,635,3373,930,0.9560985565185547,yolo_scrfd_fallback
day3/members/allie/17_0399.webp,573,993,838,1295,0.9445551037788391,yolo_scrfd_fallback
day1/members/klaus/09_0114.webp,1875,4,2013,161,0.9479092359542847,yolo_scrfd_fallback
day1/members/klaus/09_0114.webp,3551,0,3691,162,0.8979395627975464,yolo_scrfd_fallback
day1/members/klaus/09_0114.webp,2400,6,2516,133,0.8719093203544617,yolo_scrfd_fallback
day1/members/klaus/09_0114.webp,393,486,897,918,0.8368049263954163,yolo_scrfd_fallback
day1/members/klaus/09_0114.webp,1591,0,1750,200,0.8359428644180298,yolo_scrfd_fallback
day4/members/klaus/11_0401.webp,2818,838,3050,1132,0.9453310966491699,yolo_scrfd_fallback
day4/members/klaus/11_0401.webp,1240,1143,1325,1239,0.8695293664932251,yolo_scrfd_fallback
day4/members/klaus/11_0401.webp,2273,1000,2398,1188,0.8678840398788452,yolo_scrfd_fallback
day4/members/klaus/11_0401.webp,573,1307,692,1479,0.7783276438713074,yolo_scrfd_fallback
day4/members/klaus/11_0401.webp,842,1257,919,1347,0.6531445980072021,yolo_scrfd_fallback
day4/members/klaus/11_0401.webp,616,1311,715,1457,0.48642346262931824,yolo_scrfd_fallback
day4/members/luca/14_0559.webp,1991,758,2116,901,0.8197951316833496,yolo_scrfd_fallback
day2/members/cathal/12_0044.webp,2568,705,3004,1244,0.9311896562576294,yolo_scrfd_fallback
day2/members/cathal/12_0044.webp,71,1518,212,1657,0.7442163228988647,yolo_scrfd_fallback
day1/members/onanong/10_0201.webp,79,1037,244,1235,0.9513465762138367,yolo_scrfd_fallback
day1/members/onanong/10_0201.webp,2677,954,2764,1050,0.8632299304008484,yolo_scrfd_fallback
day1/members/onanong/10_0201.webp,3522,1279,3620,1433,0.8612259030342102,yolo_scrfd_fallback
day1/members/onanong/10_0201.webp,3205,1176,3289,1290,0.5950225591659546,yolo_scrfd_fallback
day2/members/florian/14_0324.webp,187,277,311,426,0.9488865733146667,yolo_scrfd_fallback
day2/members/florian/14_0324.webp,2865,923,3083,1175,0.947821319103241,yolo_scrfd_fallback
day2/members/florian/14_0324.webp,8,573,210,840,0.9249972105026245,yolo_scrfd_fallback
day2/members/florian/14_0324.webp,758,346,854,454,0.8969672322273254,yolo_scrfd_fallback
day2/members/florian/14_0324.webp,1676,592,1816,756,0.8811431527137756,yolo_scrfd_fallback
day2/members/florian/14_0324.webp,2243,750,2339,917,0.852433443069458,yolo_scrfd_fallback
day2/members/florian/14_0324.webp,1473,512,1569,643,0.7102363109588623,yolo_scrfd_fallback
day2/members/florian/14_0324.webp,2509,1125,2903,1799,0.30022329092025757,yolo_scrfd_fallback
day2/members/florian/14_0324.webp,2992,1144,3288,1615,0.6739088773727416,yolo_scrfd_fallback
day4/members/bao/11_0549.webp,859,1804,1018,2018,0.9273272752761841,yolo_scrfd_fallback
day4/members/bao/11_0549.webp,1331,1628,1461,1778,0.8984328508377075,yolo_scrfd_fallback
day4/members/bao/11_0549.webp,1715,1629,1823,1758,0.8920637369155884,yolo_scrfd_fallback
day4/members/bao/11_0549.webp,2474,1487,2561,1583,0.8558027148246765,yolo_scrfd_fallback
day4/members/bao/11_0549.webp,2082,1568,2156,1663,0.8122416734695435,yolo_scrfd_fallback
day4/members/bao/11_0549.webp,2890,1425,3115,1713,0.7009434103965759,yolo_scrfd_fallback
day4/members/bao/11_0549.webp,3672,1193,3840,1557,0.2624298930168152,yolo_scrfd_fallback
day4/members/bao/11_0549.webp,2878,1421,3182,1847,0.2565386891365051,yolo_scrfd_fallback
day4/members/bao/11_0549.webp,2256,1794,2341,1896,0.6704384237527847,yolo_scrfd_fallback
day3/members/florian/12_0302.webp,2238,755,2361,895,0.8249154686927795,yolo_scrfd_fallback
day4/members/luca/10_0077.webp,1101,1169,1327,1679,0.8868744969367981,yolo_scrfd_fallback
day3/members/klaus/18_0283.webp,0,480,185,740,0.9544093012809753,yolo_scrfd_fallback
day3/members/klaus/18_0283.webp,2833,422,2987,608,0.9532329440116882,yolo_scrfd_fallback
day3/members/klaus/18_0283.webp,2169,378,2289,529,0.9422322511672974,yolo_scrfd_fallback
day3/members/klaus/18_0283.webp,781,378,947,584,0.9395236372947693,yolo_scrfd_fallback
day3/members/klaus/18_0283.webp,1412,358,1510,492,0.8638879656791687,yolo_scrfd_fallback
day3/members/klaus/18_0283.webp,3004,672,3185,940,0.7871572971343994,yolo_scrfd_fallback
day3/members/klaus/18_0283.webp,2998,1141,3321,1554,0.3459954261779785,yolo_scrfd_fallback
day4/members/bjorn/08_0670.webp,2722,396,2931,643,0.9710507988929749,yolo_scrfd_fallback
day3/members/luca/18_0517.webp,2298,1323,2502,1553,0.9632871747016907,yolo_scrfd_fallback
day3/members/luca/18_0517.webp,762,1307,942,1536,0.9594679474830627,yolo_scrfd_fallback
day3/members/luca/18_0517.webp,3061,1356,3233,1554,0.9557476043701172,yolo_scrfd_fallback
day3/members/luca/18_0517.webp,0,1114,96,1301,0.9051799774169922,yolo_scrfd_fallback
day3/members/luca/18_0517.webp,1382,1477,1554,1677,0.8976381421089172,yolo_scrfd_fallback
day1/members/onanong/14_0049.webp,3114,1113,3537,1611,0.8582210540771484,yolo_scrfd_fallback
day1/members/luca/15_0372.webp,1631,1407,1814,1652,0.9798183441162109,yolo_scrfd_fallback
day1/members/luca/15_0372.webp,3288,1704,3692,2160,0.9001712799072266,yolo_scrfd_fallback
day1/members/luca/15_0372.webp,2377,1399,2643,1723,0.8132900595664978,yolo_scrfd_fallback
day4/members/cathal/13_0418.webp,2952,187,3085,333,0.9215392470359802,yolo_scrfd_fallback
day4/members/cathal/13_0418.webp,1565,698,1705,863,0.9180959463119507,yolo_scrfd_fallback
day4/members/cathal/13_0418.webp,2483,362,2588,466,0.6952113509178162,yolo_scrfd_fallback
day4/members/cathal/13_0418.webp,3523,0,3690,116,0.6684232354164124,yolo_scrfd_fallback
day4/members/cathal/13_0418.webp,1224,955,1495,1262,0.4410509467124939,yolo_scrfd_fallback
day1/members/bjorn/10_0088.webp,3430,53,3521,187,0.8437618613243103,yolo_scrfd_fallback
day1/members/bjorn/10_0088.webp,2478,188,2557,289,0.6903538107872009,yolo_scrfd_fallback
day1/members/bjorn/10_0088.webp,3340,115,3436,224,0.6441953778266907,yolo_scrfd_fallback
day1/members/bjorn/10_0088.webp,3703,210,3825,441,0.6596870332956314,yolo_scrfd_fallback
day2/members/werner/10_0252.webp,2340,245,2672,800,0.5349218845367432,yolo_scrfd_fallback
day2/members/werner/10_0252.webp,2034,390,2490,857,0.4474460184574127,yolo_scrfd_fallback
day4/members/bjorn/13_0126.webp,1258,1189,1403,1352,0.9205090403556824,yolo_scrfd_fallback
day4/members/bjorn/13_0126.webp,547,1467,650,1609,0.835178017616272,yolo_scrfd_fallback
day4/members/bjorn/13_0126.webp,1833,805,1982,972,0.8044444918632507,yolo_scrfd_fallback
day4/members/bjorn/13_0126.webp,2927,459,3165,734,0.7843502759933472,yolo_scrfd_fallback
day4/members/bjorn/13_0126.webp,71,1783,230,1915,0.5405678153038025,yolo_scrfd_fallback
day4/members/bjorn/13_0126.webp,909,1326,1035,1452,0.38146108388900757,yolo_scrfd_fallback
day1/members/bjorn/11_0116.webp,1757,1119,2067,1493,0.929896891117096,yolo_scrfd_fallback
day1/members/bjorn/11_0116.webp,3507,801,3594,961,0.7426038980484009,yolo_scrfd_fallback
day1/members/bjorn/11_0116.webp,2752,1240,2817,1318,0.7196522951126099,yolo_scrfd_fallback
day1/members/bjorn/11_0116.webp,2944,1197,3012,1275,0.6274371147155762,yolo_scrfd_fallback
day3/members/klaus/09_0194.webp,1488,217,1647,397,0.96253502368927,yolo_scrfd_fallback
day3/members/klaus/20_0128.webp,2161,1484,2246,1578,0.8098813891410828,yolo_scrfd_fallback
day3/members/klaus/20_0128.webp,3399,1732,3507,1865,0.7640612125396729,yolo_scrfd_fallback
day3/members/klaus/20_0128.webp,2992,1657,3087,1763,0.7144650220870972,yolo_scrfd_fallback
day3/members/klaus/20_0128.webp,1397,868,1576,1052,0.6707085371017456,yolo_scrfd_fallback
day3/members/klaus/20_0128.webp,1476,879,1584,1049,0.7035913378000259,yolo_scrfd_fallback
day2/members/onanong/17_0009.webp,3671,1119,3839,1392,0.34501367807388306,yolo_scrfd_fallback
day1/members/werner/19_0255.webp,2127,317,2331,611,0.661256730556488,yolo_scrfd_fallback
day1/members/bjorn/18_0134.webp,52,441,270,763,0.3537411093711853,yolo_scrfd_fallback
day1/members/bjorn/18_0134.webp,3297,1328,3758,2128,0.35199251770973206,yolo_scrfd_fallback
day4/members/luca/10_0115.webp,847,914,1136,1481,0.9235551357269287,yolo_scrfd_fallback
day3/members/bjorn/18_0483.webp,3608,197,3754,363,0.9707038402557373,yolo_scrfd_fallback
day3/members/bjorn/18_0483.webp,162,1479,383,1754,0.9233739972114563,yolo_scrfd_fallback
day3/members/bjorn/18_0483.webp,3146,428,3266,577,0.9212943315505981,yolo_scrfd_fallback
day3/members/bjorn/18_0483.webp,1742,856,1905,1055,0.8973014950752258,yolo_scrfd_fallback
day3/members/bjorn/18_0483.webp,1058,1065,1218,1245,0.8201543092727661,yolo_scrfd_fallback
day3/members/bjorn/18_0483.webp,2138,692,2290,846,0.7010263204574585,yolo_scrfd_fallback
day3/members/bjorn/18_0483.webp,2742,541,2837,670,0.47483235597610474,yolo_scrfd_fallback
day3/members/bjorn/18_0483.webp,1172,1512,1355,1699,0.48154187500476836,yolo_scrfd_fallback
day2/members/tien/19_0512.webp,440,1308,653,1542,0.9539512991905212,yolo_scrfd_fallback
day2/members/tien/19_0512.webp,2953,842,3153,1140,0.9481312036514282,yolo_scrfd_fallback
day2/members/tien/19_0512.webp,1283,1147,1395,1284,0.8880296945571899,yolo_scrfd_fallback
day2/members/tien/19_0512.webp,2528,815,2688,989,0.8258352279663086,yolo_scrfd_fallback
day2/members/tien/19_0512.webp,2369,897,2503,1044,0.7174347043037415,yolo_scrfd_fallback
