relative_path,method,output_path,boxes_processed,runtime_seconds,status
day1/members/klaus/12_0400.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/klaus/12_0400.webp,0,0.385002,ok
day1/members/klaus/12_0632.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/klaus/12_0632.webp,2,0.462509,ok
day1/members/klaus/15_0547.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/klaus/15_0547.webp,0,0.499729,ok
day1/members/klaus/16_0531.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/klaus/16_0531.webp,1,0.458209,ok
day1/members/klaus/17_0002.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/klaus/17_0002.webp,1,0.485814,ok
day1/members/klaus/17_0206.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/klaus/17_0206.webp,2,0.479863,ok
day1/members/klaus/17_0521.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/klaus/17_0521.webp,4,0.469010,ok
day1/members/luca/08_0069.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/luca/08_0069.webp,0,0.423413,ok
day1/members/luca/08_0225.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/luca/08_0225.webp,2,0.484430,ok
day1/members/luca/08_0716.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/luca/08_0716.webp,2,0.522494,ok
day1/members/luca/11_0691.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/luca/11_0691.webp,1,0.506901,ok
day1/members/luca/12_0078.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/luca/12_0078.webp,0,0.423348,ok
day1/members/luca/12_0168.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/luca/12_0168.webp,0,0.500155,ok
day1/members/luca/12_0202.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/luca/12_0202.webp,1,0.507621,ok
day1/members/luca/13_0044.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/luca/13_0044.webp,1,0.480880,ok
day1/members/luca/14_0698.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/luca/14_0698.webp,3,0.462696,ok
day1/members/luca/15_0236.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/luca/15_0236.webp,3,0.463250,ok
day1/members/luca/15_0372.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/luca/15_0372.webp,3,0.474349,ok
day1/members/luca/18_0040.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/luca/18_0040.webp,1,0.537987,ok
day1/members/luca/19_0006.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/luca/19_0006.webp,2,0.491755,ok
day1/members/onanong/08_0572.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/onanong/08_0572.webp,2,0.469589,ok
day1/members/onanong/08_0611.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/onanong/08_0611.webp,1,0.452388,ok
day1/members/onanong/10_0201.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/onanong/10_0201.webp,4,0.490427,ok
day1/members/onanong/10_0422.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/onanong/10_0422.webp,2,0.465078,ok
day1/members/onanong/11_0119.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/onanong/11_0119.webp,0,0.418438,ok
day1/members/onanong/14_0049.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/onanong/14_0049.webp,1,0.496417,ok
day1/members/onanong/14_0406.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/onanong/14_0406.webp,6,0.519338,ok
day1/members/onanong/14_0681.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/onanong/14_0681.webp,4,0.452041,ok
day1/members/onanong/15_0060.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/onanong/15_0060.webp,4,0.490287,ok
day1/members/onanong/16_0577.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/onanong/16_0577.webp,1,0.487142,ok
day1/members/onanong/17_0253.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/onanong/17_0253.webp,0,0.422054,ok
day1/members/onanong/17_0468.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/onanong/17_0468.webp,1,0.465675,ok
day1/members/onanong/18_0512.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/onanong/18_0512.webp,1,0.466960,ok
day1/members/onanong/19_0261.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/onanong/19_0261.webp,0,0.425698,ok
day1/members/onanong/19_0481.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/onanong/19_0481.webp,0,0.454904,ok
day1/members/stevan/08_0330.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/stevan/08_0330.webp,0,0.477124,ok
day1/members/stevan/08_0631.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/stevan/08_0631.webp,0,0.511261,ok
day1/members/stevan/10_0179.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/stevan/10_0179.webp,4,0.475452,ok
day1/members/stevan/10_0250.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/stevan/10_0250.webp,4,0.487701,ok
day1/members/stevan/11_0011.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/stevan/11_0011.webp,6,0.483761,ok
day1/members/stevan/11_0456.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/stevan/11_0456.webp,0,0.398107,ok
day1/members/stevan/17_0340.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/stevan/17_0340.webp,1,0.430836,ok
day1/members/stevan/18_0014.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/stevan/18_0014.webp,6,0.481779,ok
day1/members/stevan/18_0567.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/stevan/18_0567.webp,4,0.471982,ok
day1/members/stevan/18_0597.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/stevan/18_0597.webp,3,0.506405,ok
day1/members/stevan/18_0660.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/stevan/18_0660.webp,0,0.467436,ok
day1/members/stevan/19_0205.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/stevan/19_0205.webp,0,0.493450,ok
day1/members/tien/08_0068.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/tien/08_0068.webp,0,0.509648,ok
day1/members/tien/08_0310.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/tien/08_0310.webp,3,0.423712,ok
day1/members/tien/08_0483.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/tien/08_0483.webp,0,0.481395,ok
day1/members/tien/09_0404.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/tien/09_0404.webp,0,0.425126,ok
day1/members/tien/10_0032.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/tien/10_0032.webp,4,0.441914,ok
day1/members/tien/10_0152.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/tien/10_0152.webp,4,0.471746,ok
day1/members/tien/13_0571.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/tien/13_0571.webp,3,0.392943,ok
day1/members/tien/14_0026.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/tien/14_0026.webp,2,0.438849,ok
day1/members/tien/14_0211.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/tien/14_0211.webp,6,0.534239,ok
day1/members/tien/15_0093.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/tien/15_0093.webp,5,0.530703,ok
day1/members/tien/15_0585.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/tien/15_0585.webp,1,0.434140,ok
day1/members/tien/19_0050.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/tien/19_0050.webp,0,0.566113,ok
day1/members/tien/19_0392.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/tien/19_0392.webp,9,0.478240,ok
day1/members/werner/08_0280.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/werner/08_0280.webp,1,0.433719,ok
day1/members/werner/10_0429.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/werner/10_0429.webp,7,0.494331,ok
day1/members/werner/11_0515.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/werner/11_0515.webp,1,0.516052,ok
day1/members/werner/11_0547.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/werner/11_0547.webp,0,0.372231,ok
day1/members/werner/13_0365.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/werner/13_0365.webp,0,0.460740,ok
day1/members/werner/13_0606.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/werner/13_0606.webp,0,0.470101,ok
day1/members/werner/14_0048.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/werner/14_0048.webp,0,0.446183,ok
day1/members/werner/14_0080.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/werner/14_0080.webp,0,0.470488,ok
day1/members/werner/15_0198.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/werner/15_0198.webp,0,0.494861,ok
day1/members/werner/15_0199.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/werner/15_0199.webp,0,0.466961,ok
day1/members/werner/15_0312.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/werner/15_0312.webp,0,0.456272,ok
day1/members/werner/17_0457.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/werner/17_0457.webp,0,0.473273,ok
day1/members/werner/18_0011.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/werner/18_0011.webp,5,0.497422,ok
day1/members/werner/18_0148.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/werner/18_0148.webp,6,0.505770,ok
day1/members/werner/18_0484.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/werner/18_0484.webp,3,0.482178,ok
day1/members/werner/19_0255.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/werner/19_0255.webp,1,0.492124,ok
day1/members/werner/19_0438.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/werner/19_0438.webp,4,0.542175,ok
day2/members/allie/10_0201.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/allie/10_0201.webp,4,0.371742,ok
day2/members/allie/10_0243.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/allie/10_0243.webp,2,0.404219,ok
day2/members/allie/11_0188.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/allie/11_0188.webp,6,0.518493,ok
day2/members/allie/11_0505.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/allie/11_0505.webp,6,0.496221,ok
day2/members/allie/13_0179.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/allie/13_0179.webp,0,0.576797,ok
day2/members/allie/13_0355.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/allie/13_0355.webp,0,0.509728,ok
day2/members/allie/15_0703.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/allie/15_0703.webp,0,0.493054,ok
day2/members/allie/16_0153.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/allie/16_0153.webp,1,0.495044,ok
day2/members/allie/16_0556.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/allie/16_0556.webp,0,0.496110,ok
day2/members/allie/17_0093.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/allie/17_0093.webp,1,0.511162,ok
day2/members/allie/17_0175.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/allie/17_0175.webp,1,0.465627,ok
day2/members/allie/17_0331.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/allie/17_0331.webp,1,0.489954,ok
day2/members/allie/19_0622.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/allie/19_0622.webp,7,0.507753,ok
day2/members/bjorn/11_0031.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/bjorn/11_0031.webp,5,0.525961,ok
day2/members/bjorn/12_0518.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/bjorn/12_0518.webp,1,0.515338,ok
day2/members/bjorn/15_0627.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/bjorn/15_0627.webp,0,0.486559,ok
day2/members/bjorn/16_0250.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/bjorn/16_0250.webp,0,0.564780,ok
day2/members/bjorn/16_0632.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/bjorn/16_0632.webp,2,0.495817,ok
day2/members/bjorn/17_0110.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/bjorn/17_0110.webp,0,0.575146,ok
day2/members/bjorn/17_0327.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/bjorn/17_0327.webp,0,0.447172,ok
day2/members/bjorn/19_0139.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/bjorn/19_0139.webp,2,0.451202,ok
day2/members/bjorn/19_0187.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/bjorn/19_0187.webp,2,0.462633,ok
day2/members/bjorn/19_0429.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/bjorn/19_0429.webp,0,0.499601,ok
day2/members/bjorn/19_0586.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/bjorn/19_0586.webp,3,0.481019,ok
day2/members/bjorn/20_0121.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/bjorn/20_0121.webp,4,0.531773,ok
day2/members/cathal/10_0273.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/cathal/10_0273.webp,1,0.443392,ok
day2/members/cathal/10_0597.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/cathal/10_0597.webp,4,0.472416,ok
day2/members/cathal/11_0012.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/cathal/11_0012.webp,4,0.497434,ok
day2/members/cathal/11_0063.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/cathal/11_0063.webp,6,0.491354,ok
day2/members/cathal/12_0044.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/cathal/12_0044.webp,2,0.436212,ok
day2/members/cathal/14_0185.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/cathal/14_0185.webp,1,0.528392,ok
day2/members/cathal/14_0312.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/cathal/14_0312.webp,7,0.494838,ok
day2/members/cathal/14_0361.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/cathal/14_0361.webp,3,0.478046,ok
day2/members/cathal/18_0081.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/cathal/18_0081.webp,2,0.469269,ok
day2/members/cathal/19_0198.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/cathal/19_0198.webp,0,0.503619,ok
day2/members/cathal/19_0211.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/cathal/19_0211.webp,2,0.516944,ok
day2/members/cathal/19_0687.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/cathal/19_0687.webp,3,0.479689,ok
day2/members/florian/10_0103.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/florian/10_0103.webp,2,0.495102,ok
day2/members/florian/11_0279.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/florian/11_0279.webp,3,0.517923,ok
day2/members/florian/12_0020.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/florian/12_0020.webp,0,0.518806,ok
day2/members/florian/12_0418.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/florian/12_0418.webp,0,0.565740,ok
day2/members/florian/12_0439.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/florian/12_0439.webp,0,0.514446,ok
day2/members/florian/14_0042.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/florian/14_0042.webp,0,0.526721,ok
day2/members/florian/14_0293.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/florian/14_0293.webp,9,0.534969,ok
day2/members/florian/14_0303.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/florian/14_0303.webp,8,0.535619,ok
day2/members/florian/14_0324.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/florian/14_0324.webp,9,0.554519,ok
day2/members/florian/14_0672.webp,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/florian/14_0672.webp,2,0.507048,ok
