case_id,relative_path,raw_path,raw_exists,raw_sha256,image_width,image_height,participant_id,day_id,timestamp_id,box_source,box_count,boxes_json,rp_output_path,diffusion_output_path
locked500_0010,day1/members/allie/18_0412.webp,data/castle2024/raw/day1/members/allie/18_0412.webp,True,23b19a0c8786c7384f7fc2c15858fa9539ecfc27db6f55ca8b41f2af5c5b6f4a,3840,2160,allie,day1,18_0412,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,3,"[[3299,1432,3624,1849],[2260,1445,2558,1795],[1224,1241,1430,1506]]",outputs/03_anonymisation/05_reverse_personalization/images/day1/members/allie/18_0412.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/allie/18_0412.webp
locked500_0011,day2/members/klaus/18_0601.webp,data/castle2024/raw/day2/members/klaus/18_0601.webp,True,3673635377aecbb7ae192cbcc8d840fefcac7cdf9fd8ce696eaf85855d957dc9,3840,2160,klaus,day2,18_0601,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,2,"[[2370,879,2507,1056],[2673,1067,2832,1243]]",outputs/03_anonymisation/05_reverse_personalization/images/day2/members/klaus/18_0601.webp,outputs/03_anonymisation/04_diffusion/images/day2/members/klaus/18_0601.webp
locked500_0012,day4/members/allie/12_0604.webp,data/castle2024/raw/day4/members/allie/12_0604.webp,True,57a3a5902cca0699797047b21b18b092834f2e1dba4687206f77bd03f71e1d1f,3840,2160,allie,day4,12_0604,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,3,"[[3584,749,3798,1009],[2531,1005,2690,1207],[2396,1203,2498,1340]]",outputs/03_anonymisation/05_reverse_personalization/images/day4/members/allie/12_0604.webp,outputs/03_anonymisation/04_diffusion/images/day4/members/allie/12_0604.webp
locked500_0013,day1/members/onanong/08_0572.webp,data/castle2024/raw/day1/members/onanong/08_0572.webp,True,b8effcf0c1b28b058d2c2dd55fc016fb071c929453d2c2eee622e419ea50fcb3,3840,2160,onanong,day1,08_0572,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,2,"[[2007,1342,2275,1659],[3566,1044,3655,1159]]",outputs/03_anonymisation/05_reverse_personalization/images/day1/members/onanong/08_0572.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/onanong/08_0572.webp
locked500_0014,day3/members/stevan/09_0286.webp,data/castle2024/raw/day3/members/stevan/09_0286.webp,True,45ef4290a7d69d1be50488391a587767b568238f6f4a598451a01c9109d86d3b,3840,2160,stevan,day3,09_0286,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,2,"[[2217,1145,2391,1343],[1369,1024,1599,1198]]",outputs/03_anonymisation/05_reverse_personalization/images/day3/members/stevan/09_0286.webp,outputs/03_anonymisation/04_diffusion/images/day3/members/stevan/09_0286.webp
locked500_0015,day3/members/tien/20_0434.webp,data/castle2024/raw/day3/members/tien/20_0434.webp,True,ce0ab71b85123abfe957ed586579c163bb7539d52c412f2a84c8111606111393,3840,2160,tien,day3,20_0434,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,3,"[[3543,794,3752,1057],[1786,1696,1931,1869],[1230,1919,1361,2080]]",outputs/03_anonymisation/05_reverse_personalization/images/day3/members/tien/20_0434.webp,outputs/03_anonymisation/04_diffusion/images/day3/members/tien/20_0434.webp
locked500_0016,day4/members/werner/18_0362.webp,data/castle2024/raw/day4/members/werner/18_0362.webp,True,2e1da6d8d980c63dd084d413c21e129c0892770537d3653de422b24d533c52b8,3840,2160,werner,day4,18_0362,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,0,[],outputs/03_anonymisation/05_reverse_personalization/images/day4/members/werner/18_0362.webp,outputs/03_anonymisation/04_diffusion/images/day4/members/werner/18_0362.webp
locked500_0017,day1/members/cathal/12_0342.webp,data/castle2024/raw/day1/members/cathal/12_0342.webp,True,9a6fa90fdbcf7018b5587cd84068fce49f5e171175f139368d5d1b454ffe06e1,3840,2160,cathal,day1,12_0342,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,4,"[[1591,510,1747,707],[35,525,254,794],[2626,1071,2953,1409],[912,1211,1088,1478]]",outputs/03_anonymisation/05_reverse_personalization/images/day1/members/cathal/12_0342.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/cathal/12_0342.webp
locked500_0018,day3/members/florian/19_0198.webp,data/castle2024/raw/day3/members/florian/19_0198.webp,True,f5554ae6f2e973c176309f9948a771af5cc20aa7f8c0978fbf91758762af8d29,3840,2160,florian,day3,19_0198,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,1,"[[3247,253,3412,485]]",outputs/03_anonymisation/05_reverse_personalization/images/day3/members/florian/19_0198.webp,outputs/03_anonymisation/04_diffusion/images/day3/members/florian/19_0198.webp
locked500_0019,day4/members/allie/18_0334.webp,data/castle2024/raw/day4/members/allie/18_0334.webp,True,e39a1dc1b6841d10c0e472d5faa5a9d8ebfcb156fddb7849e3b15e111f77a2cc,3840,2160,allie,day4,18_0334,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,1,"[[729,0,1230,573]]",outputs/03_anonymisation/05_reverse_personalization/images/day4/members/allie/18_0334.webp,outputs/03_anonymisation/04_diffusion/images/day4/members/allie/18_0334.webp
locked500_0020,day4/members/werner/09_0017.webp,data/castle2024/raw/day4/members/werner/09_0017.webp,True,2044e5e99df8ef8d662571c96a56569aeaaf0683c07b0bdb47eb069bef38d1db,3840,2160,werner,day4,09_0017,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,0,[],outputs/03_anonymisation/05_reverse_personalization/images/day4/members/werner/09_0017.webp,outputs/03_anonymisation/04_diffusion/images/day4/members/werner/09_0017.webp
locked500_0021,day4/members/werner/12_0528.webp,data/castle2024/raw/day4/members/werner/12_0528.webp,True,fac55c5dfe7bb465c1e7ab84f3208672e97e9305332dc0e8c3f4498c89e0109f,3840,2160,werner,day4,12_0528,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,3,"[[1702,842,1851,1017],[3427,1143,3587,1335],[441,1454,513,1529]]",outputs/03_anonymisation/05_reverse_personalization/images/day4/members/werner/12_0528.webp,outputs/03_anonymisation/04_diffusion/images/day4/members/werner/12_0528.webp
locked500_0022,day3/members/bjorn/20_0140.webp,data/castle2024/raw/day3/members/bjorn/20_0140.webp,True,e9bcdfbd98651529826bc7bd4d0e4fed001941f56e2e9318636dc9b2ac26d58a,3840,2160,bjorn,day3,20_0140,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,5,"[[977,771,1129,963],[2711,672,2897,875],[125,1240,264,1415],[2428,416,2511,531],[2053,305,2195,472]]",outputs/03_anonymisation/05_reverse_personalization/images/day3/members/bjorn/20_0140.webp,outputs/03_anonymisation/04_diffusion/images/day3/members/bjorn/20_0140.webp
locked500_0023,day3/members/onanong/15_0413.webp,data/castle2024/raw/day3/members/onanong/15_0413.webp,True,302b646fda8b3921622f1649d03c2f13439433ac66785d72e1db1fad560e06ef,3840,2160,onanong,day3,15_0413,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,2,"[[3477,141,3737,458],[1105,780,1470,1170]]",outputs/03_anonymisation/05_reverse_personalization/images/day3/members/onanong/15_0413.webp,outputs/03_anonymisation/04_diffusion/images/day3/members/onanong/15_0413.webp
locked500_0024,day1/members/luca/13_0044.webp,data/castle2024/raw/day1/members/luca/13_0044.webp,True,d2ab18c1a741c455271112e19c173d014a00c736342f8bd0f8acdb21d4742238,3840,2160,luca,day1,13_0044,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,1,"[[3531,1343,3822,1726]]",outputs/03_anonymisation/05_reverse_personalization/images/day1/members/luca/13_0044.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/luca/13_0044.webp
locked500_0025,day4/members/luca/11_0578.webp,data/castle2024/raw/day4/members/luca/11_0578.webp,True,a019e4f0bf586598d173584e8b97175e2abf5f6bf89a979d5039f86689c1a6f4,3840,2160,luca,day4,11_0578,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,6,"[[1635,1224,1802,1434],[837,1381,1002,1575],[1883,1121,2007,1275],[2619,1174,2724,1291],[3613,1168,3778,1374],[3719,1313,3840,1649]]",outputs/03_anonymisation/05_reverse_personalization/images/day4/members/luca/11_0578.webp,outputs/03_anonymisation/04_diffusion/images/day4/members/luca/11_0578.webp
locked500_0026,day4/members/werner/18_0672.webp,data/castle2024/raw/day4/members/werner/18_0672.webp,True,42fdffbe833a2df69abea8279658a25e0b78ae913b30d64143cde36d9673d249,3840,2160,werner,day4,18_0672,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,3,"[[1438,469,1594,770],[2525,245,2638,406],[2894,363,3079,601]]",outputs/03_anonymisation/05_reverse_personalization/images/day4/members/werner/18_0672.webp,outputs/03_anonymisation/04_diffusion/images/day4/members/werner/18_0672.webp
locked500_0027,day2/members/luca/11_0416.webp,data/castle2024/raw/day2/members/luca/11_0416.webp,True,27e090293156f55ac9ab6a2fc1ce6fff4668f204b4846c9fe321abef5645e5aa,3840,2160,luca,day2,11_0416,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,5,"[[2756,1249,3048,1617],[118,793,304,1021],[913,886,1073,1075],[1943,1056,2060,1189],[2557,1158,2640,1293]]",outputs/03_anonymisation/05_reverse_personalization/images/day2/members/luca/11_0416.webp,outputs/03_anonymisation/04_diffusion/images/day2/members/luca/11_0416.webp
locked500_0028,day1/members/stevan/08_0631.webp,data/castle2024/raw/day1/members/stevan/08_0631.webp,True,a82ae9f1037533870e4580f359d9e9f6f29425e705e92a5c1413e950209e3256,3840,2160,stevan,day1,08_0631,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,0,[],outputs/03_anonymisation/05_reverse_personalization/images/day1/members/stevan/08_0631.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/stevan/08_0631.webp
locked500_0029,day3/members/luca/17_0412.webp,data/castle2024/raw/day3/members/luca/17_0412.webp,True,b1333f03c68a43aca0cd57b450b09f4223a3d0afe5afdd3bc24e23e64556a3f6,3840,2160,luca,day3,17_0412,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,4,"[[1596,1437,1790,1665],[2287,1475,2699,1988],[3514,1465,3604,1569],[2866,1451,2911,1510]]",outputs/03_anonymisation/05_reverse_personalization/images/day3/members/luca/17_0412.webp,outputs/03_anonymisation/04_diffusion/images/day3/members/luca/17_0412.webp
locked500_0030,day4/members/onanong/13_0378.webp,data/castle2024/raw/day4/members/onanong/13_0378.webp,True,933a8e39043b45e2495cf2aaf866d91f78a5ab7ae2d208aa2a6d9ccbddc46e67,3840,2160,onanong,day4,13_0378,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,6,"[[2436,1174,2635,1403],[3041,1339,3322,1725],[1758,1206,1906,1358],[1455,1080,1585,1220],[1133,944,1235,1057],[670,934,790,1052]]",outputs/03_anonymisation/05_reverse_personalization/images/day4/members/onanong/13_0378.webp,outputs/03_anonymisation/04_diffusion/images/day4/members/onanong/13_0378.webp
locked500_0031,day3/members/luca/11_0126.webp,data/castle2024/raw/day3/members/luca/11_0126.webp,True,a1da508cb61a554950c8ff2dab92877454246eb40200667306da911f0423a737,3840,2160,luca,day3,11_0126,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,3,"[[2080,436,2317,699],[2970,382,3225,785],[1472,0,1744,439]]",outputs/03_anonymisation/05_reverse_personalization/images/day3/members/luca/11_0126.webp,outputs/03_anonymisation/04_diffusion/images/day3/members/luca/11_0126.webp
locked500_0032,day4/members/cathal/13_0074.webp,data/castle2024/raw/day4/members/cathal/13_0074.webp,True,b4bcf78b9f92c87701955eb397a46103a7f0091f5b489a969758b7155177e66d,3840,2160,cathal,day4,13_0074,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,7,"[[495,1013,635,1177],[2987,446,3227,776],[1408,852,1518,996],[1940,683,2041,798],[2445,632,2566,769],[2625,748,2764,919],[2448,738,2645,1045]]",outputs/03_anonymisation/05_reverse_personalization/images/day4/members/cathal/13_0074.webp,outputs/03_anonymisation/04_diffusion/images/day4/members/cathal/13_0074.webp
locked500_0033,day2/members/cathal/19_0687.webp,data/castle2024/raw/day2/members/cathal/19_0687.webp,True,379ce361c71d764d00fa3c49b32b29b95f5ee9e2c8f635eabd175e140473dc07,3840,2160,cathal,day2,19_0687,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,3,"[[2680,421,2820,579],[1139,935,1328,1126],[399,1232,595,1437]]",outputs/03_anonymisation/05_reverse_personalization/images/day2/members/cathal/19_0687.webp,outputs/03_anonymisation/04_diffusion/images/day2/members/cathal/19_0687.webp
locked500_0034,day1/members/allie/09_0273.webp,data/castle2024/raw/day1/members/allie/09_0273.webp,True,e6d049b1b87b138c6d80b22d6822fd6cec547722b6960822d5bbd1275accdeae,3840,2160,allie,day1,09_0273,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,6,"[[3263,931,3445,1155],[1962,1014,2104,1185],[1074,1040,1179,1163],[504,1105,593,1230],[370,1126,523,1387],[0,924,119,1400]]",outputs/03_anonymisation/05_reverse_personalization/images/day1/members/allie/09_0273.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/allie/09_0273.webp
locked500_0035,day3/members/luca/13_0698.webp,data/castle2024/raw/day3/members/luca/13_0698.webp,True,f53b06fccb053d5dc94dbe2c295472f213cbaf33352e3ff25fe40dacfe5930d1,3840,2160,luca,day3,13_0698,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,1,"[[1082,1251,1429,1678]]",outputs/03_anonymisation/05_reverse_personalization/images/day3/members/luca/13_0698.webp,outputs/03_anonymisation/04_diffusion/images/day3/members/luca/13_0698.webp
locked500_0036,day4/members/allie/09_0480.webp,data/castle2024/raw/day4/members/allie/09_0480.webp,True,cd5bbc38a14ed81efc5c94a0bb183f2e7f440e9658e2b1fe25d9e7e8a25bac1d,3840,2160,allie,day4,09_0480,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,1,"[[1946,963,2040,1080]]",outputs/03_anonymisation/05_reverse_personalization/images/day4/members/allie/09_0480.webp,outputs/03_anonymisation/04_diffusion/images/day4/members/allie/09_0480.webp
locked500_0037,day1/members/luca/18_0040.webp,data/castle2024/raw/day1/members/luca/18_0040.webp,True,f93d83a034ab85a9847bffe4ecab3c2b94cd5de8d5cacd9e3ab449b6d0120397,3840,2160,luca,day1,18_0040,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,1,"[[2357,486,2601,784]]",outputs/03_anonymisation/05_reverse_personalization/images/day1/members/luca/18_0040.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/luca/18_0040.webp
locked500_0038,day2/members/luca/10_0654.webp,data/castle2024/raw/day2/members/luca/10_0654.webp,True,6e9b795acfe629b0457b821f297b10630854496b64fe4c9847bcccb8a4142b2a,3840,2160,luca,day2,10_0654,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,4,"[[294,896,564,1254],[2646,692,2797,868],[1960,736,2132,940],[1292,685,1489,930]]",outputs/03_anonymisation/05_reverse_personalization/images/day2/members/luca/10_0654.webp,outputs/03_anonymisation/04_diffusion/images/day2/members/luca/10_0654.webp
locked500_0039,day1/members/klaus/10_0063.webp,data/castle2024/raw/day1/members/klaus/10_0063.webp,True,07e2508dc407bae5182216d12f7cc000598265023680983aba339bf115182034,3840,2160,klaus,day1,10_0063,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,1,"[[2404,916,3147,1713]]",outputs/03_anonymisation/05_reverse_personalization/images/day1/members/klaus/10_0063.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/klaus/10_0063.webp
locked500_0040,day3/members/tien/20_0155.webp,data/castle2024/raw/day3/members/tien/20_0155.webp,True,8afa368b0f59d73175df1aeb21f6f56bd19659247db4c8077ef882bc3aa49baf,3840,2160,tien,day3,20_0155,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,3,"[[1471,1604,1661,1814],[1622,1220,1728,1349],[390,1177,743,1567]]",outputs/03_anonymisation/05_reverse_personalization/images/day3/members/tien/20_0155.webp,outputs/03_anonymisation/04_diffusion/images/day3/members/tien/20_0155.webp
locked500_0041,day1/members/onanong/08_0611.webp,data/castle2024/raw/day1/members/onanong/08_0611.webp,True,ea706d7ae9f98450bdec6d621aa8e747e5ce68de638c07cece36893b8c9f6e54,3840,2160,onanong,day1,08_0611,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,1,"[[1645,1095,1942,1423]]",outputs/03_anonymisation/05_reverse_personalization/images/day1/members/onanong/08_0611.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/onanong/08_0611.webp
locked500_0042,day4/members/stevan/13_0714.webp,data/castle2024/raw/day4/members/stevan/13_0714.webp,True,de0a4706157fcf72f4dde6aa1c7203ea2b0269835288248b1cb3441721d36823,3840,2160,stevan,day4,13_0714,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,4,"[[3608,978,3760,1160],[2449,1230,2577,1382],[1786,1618,1931,1777],[653,1709,795,1947]]",outputs/03_anonymisation/05_reverse_personalization/images/day4/members/stevan/13_0714.webp,outputs/03_anonymisation/04_diffusion/images/day4/members/stevan/13_0714.webp
locked500_0043,day2/members/florian/12_0020.webp,data/castle2024/raw/day2/members/florian/12_0020.webp,True,9937d7e289fc5b91a1cdf79834a99eea563b839a9235e298e8830cfed375ce4e,3840,2160,florian,day2,12_0020,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,0,[],outputs/03_anonymisation/05_reverse_personalization/images/day2/members/florian/12_0020.webp,outputs/03_anonymisation/04_diffusion/images/day2/members/florian/12_0020.webp
locked500_0044,day1/members/cathal/09_0001.webp,data/castle2024/raw/day1/members/cathal/09_0001.webp,True,078e750bdc8faf285602d747031719adc48556ade378ea3557d91c8526815a49,3840,2160,cathal,day1,09_0001,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,5,"[[2011,155,2196,372],[948,317,1240,656],[106,868,633,1468],[3504,12,3616,209],[3394,4,3622,215]]",outputs/03_anonymisation/05_reverse_personalization/images/day1/members/cathal/09_0001.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/cathal/09_0001.webp
locked500_0045,day1/members/luca/08_0225.webp,data/castle2024/raw/day1/members/luca/08_0225.webp,True,67b9b7f0f200457392674b0921902b7ec7b52b0650e4525c9f7db3410267f0c8,3840,2160,luca,day1,08_0225,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,2,"[[764,985,886,1138],[1001,922,1131,1083]]",outputs/03_anonymisation/05_reverse_personalization/images/day1/members/luca/08_0225.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/luca/08_0225.webp
locked500_0046,day1/members/allie/14_0135.webp,data/castle2024/raw/day1/members/allie/14_0135.webp,True,0cbb743070887e7ae5d0730a3973e40eaba0363e69ef4cbad7847647ee7e4f5b,3840,2160,allie,day1,14_0135,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,5,"[[1846,1172,2059,1439],[3595,1140,3664,1224],[2136,923,2215,1018],[2923,898,3144,1080],[3584,1127,3640,1216]]",outputs/03_anonymisation/05_reverse_personalization/images/day1/members/allie/14_0135.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/allie/14_0135.webp
locked500_0047,day1/members/allie/10_0099.webp,data/castle2024/raw/day1/members/allie/10_0099.webp,True,7ed9e74d8ac249175029582f9d9ce4dea9cb0a8222ed73e1c4da638e734abcc6,3840,2160,allie,day1,10_0099,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,4,"[[2664,771,2792,1025],[58,892,152,1000],[2267,581,2355,683],[2504,698,2580,862]]",outputs/03_anonymisation/05_reverse_personalization/images/day1/members/allie/10_0099.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/allie/10_0099.webp
locked500_0048,day4/members/bao/08_0028.webp,data/castle2024/raw/day4/members/bao/08_0028.webp,True,2a17870fc705c0137689ab023bfccc9ef2e9874413a4cbb2aa69f41175fba871,3840,2160,bao,day4,08_0028,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,0,[],outputs/03_anonymisation/05_reverse_personalization/images/day4/members/bao/08_0028.webp,outputs/03_anonymisation/04_diffusion/images/day4/members/bao/08_0028.webp
locked500_0049,day1/members/bjorn/18_0340.webp,data/castle2024/raw/day1/members/bjorn/18_0340.webp,True,d0c50c51e24f19bcae9d575fb8495f337f75b9eb48fcfb46201f1c2bf19aa619,3840,2160,bjorn,day1,18_0340,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,0,[],outputs/03_anonymisation/05_reverse_personalization/images/day1/members/bjorn/18_0340.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/bjorn/18_0340.webp
locked500_0050,day1/members/luca/15_0236.webp,data/castle2024/raw/day1/members/luca/15_0236.webp,True,854b990dc1449b896fa43e6209d7a7f9321b7b772eb9413df2127176df42d33f,3840,2160,luca,day1,15_0236,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,3,"[[1848,1464,1968,1635],[2847,1190,3100,1515],[2123,1469,2342,1712]]",outputs/03_anonymisation/05_reverse_personalization/images/day1/members/luca/15_0236.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/luca/15_0236.webp
locked500_0051,day2/members/florian/19_0363.webp,data/castle2024/raw/day2/members/florian/19_0363.webp,True,9304ee40efac0d541a12e31c8c1603d8d3dbff225b45b2802f8f498dbb42b952,3840,2160,florian,day2,19_0363,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,0,[],outputs/03_anonymisation/05_reverse_personalization/images/day2/members/florian/19_0363.webp,outputs/03_anonymisation/04_diffusion/images/day2/members/florian/19_0363.webp
locked500_0052,day1/members/werner/18_0484.webp,data/castle2024/raw/day1/members/werner/18_0484.webp,True,a9478ca4195a6433f5701b72b6f375093a85ad738936d3d6fa50feadab0c4006,3840,2160,werner,day1,18_0484,outputs/02_face_detection/13_anonymisation_protocol_face_boxes.csv,3,"[[3108,514,3311,776],[2056,340,2277,587],[585,300,869,657]]",outputs/03_anonymisation/05_reverse_personalization/images/day1/members/werner/18_0484.webp,outputs/03_anonymisation/04_diffusion/images/day1/members/werner/18_0484.webp
