protocol_id,relative_path,checksum_sha256,image_width,image_height,camera_stream_id,view_type,participant_id,day_or_session_id,event_key,selection_stratum,review_status
MM2_0038,day1/members/onanong/19_0549.webp,3e5dcc5a753588032e81fe5fb3bc2f9119b2daccfbe53cb3e4391f45c08cd4d3,3840,2160,onanong,egocentric,onanong,day1,day1/19/5,privacy_risk_enriched,reviewed
MM2_0039,day1/members/allie/19_0644.webp,a27778cff8f13a5488e62f37d987d920d6b5e46d36fdbe0c0b461bb48d6168e3,3840,2160,allie,egocentric,allie,day1,day1/19/6,privacy_risk_enriched,reviewed
MM2_0040,day1/members/tien/19_0234.webp,82429cb4ad46ca85b8ef9f747922c3d613cafca389e88facc3f5c7a7e346972a,3840,2160,tien,egocentric,tien,day1,day1/19/2,privacy_risk_enriched,reviewed
MM2_0041,day1/members/florian/20_0272.webp,4e2024b88f2f75f18f4236dcca08a0ab95243eb3c742c501973c2ad63cf54ef9,3840,2160,florian,egocentric,florian,day1,day1/20/2,privacy_risk_enriched,reviewed
MM2_0042,day1/members/florian/20_0329.webp,6ed0fb20d3e2d700cbd90786987e4c33c9ffd7154dba4c099ae9ddded14daebe,3840,2160,florian,egocentric,florian,day1,day1/20/3,privacy_risk_enriched,reviewed
MM2_0043,day1/members/cathal/20_0173.webp,cfe28051ee1fd4249cba3b7617897abb04099d98180caacc0c8af150c55dab56,3840,2160,cathal,egocentric,cathal,day1,day1/20/1,privacy_risk_enriched,reviewed
MM2_0044,day1/members/onanong/20_0021.webp,b831efa8426f6c8f02f9c134f114a4798efc40cfe7c9c1078e2e06cae0e12e0a,3840,2160,onanong,egocentric,onanong,day1,day1/20/0,privacy_risk_enriched,reviewed
MM2_0045,day1/members/cathal/08_0423.webp,2ce98b0916941f92bdd6cee94058aecf1da939d0d82aa2b74e7737f35df2ceef,3840,2160,cathal,egocentric,cathal,day1,day1/8/4,privacy_risk_enriched,reviewed
MM2_0046,day1/members/luca/08_0255.webp,bda888264f2e137aac94b3dc91bf1a9dc05955192f62731f4c9b58237d313bb3,3840,2160,luca,egocentric,luca,day1,day1/8/2,privacy_risk_enriched,reviewed
MM2_0047,day1/members/werner/08_0632.webp,39d678c1a5bcb7b4c992dcb3c1bc86d5235a10244a06568aad8861b1f0c81a51,3840,2160,werner,egocentric,werner,day1,day1/8/6,privacy_risk_enriched,reviewed
MM2_0048,day1/members/florian/08_0344.webp,5a1b562061f4a7a24f6ea79d73747453f9011ae6ab3d1a1851579497b9525f1c,3840,2160,florian,egocentric,florian,day1,day1/8/3,privacy_risk_enriched,reviewed
MM2_0049,day1/members/onanong/09_0581.webp,bc1cc1244b4dd55266ea1b166da192b815c6cbc83e55666678aa878501c158ce,3840,2160,onanong,egocentric,onanong,day1,day1/9/5,privacy_risk_enriched,reviewed
MM2_0050,day1/members/luca/09_0045.webp,84d624eeac332e416e58eedd93c4951db68f374a55fac7942830e675a2ef696f,3840,2160,luca,egocentric,luca,day1,day1/9/0,privacy_risk_enriched,reviewed
MM2_0051,day1/members/onanong/09_0482.webp,59c6c4a3841dd8fe6461afd5f30871249420b5e6cdc15f583cb809264cc8dbb2,3840,2160,onanong,egocentric,onanong,day1,day1/9/4,privacy_risk_enriched,reviewed
MM2_0052,day1/members/onanong/09_0283.webp,4cd6c36c5d4fb4d3fb4c36c0329d93ae76156d310e2efdffcec91e88da4b44df,3840,2160,onanong,egocentric,onanong,day1,day1/9/2,privacy_risk_enriched,reviewed
MM2_0053,day2/members/tien/10_0485.webp,2a38fb3e115093f1aeb984951fb45ea59a1b7e83a6b60915835363591aedb58d,3840,2160,tien,egocentric,tien,day2,day2/10/4,privacy_risk_enriched,reviewed
MM2_0054,day2/members/florian/10_0037.webp,86dc6d3209a026407da7a22e466b70e120b643bf1a19ca0e1a60f259b289afb3,3840,2160,florian,egocentric,florian,day2,day2/10/0,privacy_risk_enriched,reviewed
MM2_0055,day2/members/klaus/10_0583.webp,6141aac48d10e76742272c0b29a770abe488cc230c9933607f1cc2928d68486a,3840,2160,klaus,egocentric,klaus,day2,day2/10/5,privacy_risk_enriched,reviewed
MM2_0056,day2/members/klaus/10_0709.webp,7fc1e72f09bf4e2bd495e0784be8296249a44e194fb8b8ab6811620b651f8cd6,3840,2160,klaus,egocentric,klaus,day2,day2/10/7,privacy_risk_enriched,reviewed
MM2_0057,day2/members/stevan/11_0550.webp,31c444152c4b7bfee18d4ab3b5c32094e83ddc1efacc0b6e648a787935088b5b,3840,2160,stevan,egocentric,stevan,day2,day2/11/5,privacy_risk_enriched,reviewed
MM2_0058,day2/members/stevan/11_0346.webp,38d7fbc2ed32ad4da41277b11456c88eba7db00f5200455173b91ada9f0f1cf4,3840,2160,stevan,egocentric,stevan,day2,day2/11/3,privacy_risk_enriched,reviewed
MM2_0059,day2/members/stevan/11_0104.webp,9651e6232d5f0f26e60f2216059ef492095c806c2a5bbb5463123d78aa745903,3840,2160,stevan,egocentric,stevan,day2,day2/11/1,privacy_risk_enriched,reviewed
MM2_0060,day2/members/stevan/11_0245.webp,24675722a038088d58fa08708dcc2706451b034ccc4d96aa218733a1a099bb71,3840,2160,stevan,egocentric,stevan,day2,day2/11/2,privacy_risk_enriched,reviewed
MM2_0061,day2/members/klaus/12_0131.webp,000502bc3a2c457c18d7e5f8833e294ab13b64a11e145f494d6f4d1d89141da2,3840,2160,klaus,egocentric,klaus,day2,day2/12/1,privacy_risk_enriched,reviewed
MM2_0062,day2/members/luca/12_0322.webp,dbb60fe2459e63dc7990bbfb6780bfe429423a9706b29e1b0443e1d849b8a837,3840,2160,luca,egocentric,luca,day2,day2/12/3,privacy_risk_enriched,reviewed
MM2_0063,day2/members/klaus/12_0217.webp,fc64f2ba65e37bc9737d7b1cd8364337bd4120b18f57db6a4dd026a1758ae26d,3840,2160,klaus,egocentric,klaus,day2,day2/12/2,privacy_risk_enriched,reviewed
MM2_0064,day2/members/cathal/12_0720.webp,3c4b6676cebedf837b70b253d5c8b586819036399ee5cb8916c49515e91759eb,3840,2160,cathal,egocentric,cathal,day2,day2/12/7,privacy_risk_enriched,reviewed
MM2_0065,day2/members/tien/13_0301.webp,f4f60755c3b89c129feb57caf8c3722534f528e9287894e0424a317797791ecf,3840,2160,tien,egocentric,tien,day2,day2/13/3,privacy_risk_enriched,reviewed
MM2_0066,day2/members/tien/13_0227.webp,4fd55b3e9d83e388b2246bd0da1e87ad7f92412a3a89a586b2a950322c6a78e7,3840,2160,tien,egocentric,tien,day2,day2/13/2,privacy_risk_enriched,reviewed
MM2_0067,day2/members/tien/13_0078.webp,7b93f7ab3d5d7cd890646e25365f1e54d916269c51b577ba0b29795f150032ec,3840,2160,tien,egocentric,tien,day2,day2/13/0,privacy_risk_enriched,reviewed
MM2_0068,day2/members/tien/13_0190.webp,500606e66caa1ae5a86c5977689243ff909eecab53544d4d919f6c6fb410fbef,3840,2160,tien,egocentric,tien,day2,day2/13/1,privacy_risk_enriched,reviewed
MM2_0069,day2/members/bjorn/14_0689.webp,0412a9ef8ada86496d737919526615dfdd8b2d4e3f589c420afe577337925984,3840,2160,bjorn,egocentric,bjorn,day2,day2/14/6,privacy_risk_enriched,reviewed
MM2_0070,day2/members/werner/14_0023.webp,6d3c1c256042983baebacbfc99c49de9ccde19b91379359d39f5b08c5428c770,3840,2160,werner,egocentric,werner,day2,day2/14/0,privacy_risk_enriched,reviewed
MM2_0071,day2/members/luca/14_0216.webp,4cf02ab4464376047ffccb6305ec75bc4b273260d3c7f020449c026ddd8c38cf,3840,2160,luca,egocentric,luca,day2,day2/14/2,privacy_risk_enriched,reviewed
MM2_0072,day2/members/bjorn/14_0374.webp,c5bc3c439b4405b3549fa5a38f5c21810bcadf36c06a14be8ecb3e4f63551ec7,3840,2160,bjorn,egocentric,bjorn,day2,day2/14/3,privacy_risk_enriched,reviewed
MM2_0073,day2/members/klaus/15_0332.webp,7441255f79a1d42ffc6f05fd1ede39a9e5c2727312fad6d54c32a8775fb7ca8e,3840,2160,klaus,egocentric,klaus,day2,day2/15/3,privacy_risk_enriched,reviewed
MM2_0074,day2/members/klaus/15_0290.webp,18f01d56d6490baffccbed11c3a717b9f5cf21294883837f4ede0c314e451867,3840,2160,klaus,egocentric,klaus,day2,day2/15/2,privacy_risk_enriched,reviewed
MM2_0075,day2/members/klaus/15_0417.webp,c826fb7befcabdb04fc103c9c088a354ba6000f79b5ba37182502c24f002c2f7,3840,2160,klaus,egocentric,klaus,day2,day2/15/4,privacy_risk_enriched,reviewed
MM2_0076,day2/members/florian/15_0625.webp,26766a127fed710c1e96968b975110c870769744ace71735f3ee66bcb49f60aa,3840,2160,florian,egocentric,florian,day2,day2/15/6,privacy_risk_enriched,reviewed
MM2_0077,day2/members/florian/16_0007.webp,c4246f524b4e64a7a687f49220d0488917555c11bc4a9f66c36aad969ea7c518,3840,2160,florian,egocentric,florian,day2,day2/16/0,privacy_risk_enriched,reviewed
MM2_0078,day2/members/florian/16_0111.webp,c9f56667ece494611f7ef90cab47f6b6527039eeccc060f26eac7bcfe1b78a56,3840,2160,florian,egocentric,florian,day2,day2/16/1,privacy_risk_enriched,reviewed
MM2_0079,day2/members/allie/16_0461.webp,041aad4b98484fd213175ee8c4430c8c4ef70857b74928f80414fd4f62c460dc,3840,2160,allie,egocentric,allie,day2,day2/16/4,privacy_risk_enriched,reviewed
MM2_0080,day2/members/allie/16_0504.webp,3919e590c4b1a4aeb1c94591006285fdc0ff6673ef57f10958cc158b70b0f898,3840,2160,allie,egocentric,allie,day2,day2/16/5,privacy_risk_enriched,reviewed
MM2_0081,day2/members/florian/17_0708.webp,ae3d590379941604974323258623f08220319a9b524dc7065e7e7d1d8b2ac564,3840,2160,florian,egocentric,florian,day2,day2/17/7,privacy_risk_enriched,reviewed
MM2_0082,day2/members/cathal/17_0514.webp,3370641cc3ca6ed06377fe957f6f225924d5d63428f70bf49f6b1c7390eb3bd1,3840,2160,cathal,egocentric,cathal,day2,day2/17/5,privacy_risk_enriched,reviewed
MM2_0083,day2/members/cathal/17_0031.webp,d7e67c347ffebc46539a999e2e10ccc840e0ad697dd861d4845443114d92e5b6,3840,2160,cathal,egocentric,cathal,day2,day2/17/0,privacy_risk_enriched,reviewed
MM2_0084,day2/members/cathal/17_0470.webp,8eb0b9deb16c26cc15c04f20d7e8d526e4ce7b99783c09d5fa78a2ab0201591c,3840,2160,cathal,egocentric,cathal,day2,day2/17/4,privacy_risk_enriched,reviewed
MM2_0085,day2/members/allie/18_0481.webp,31aa22c758a734d878c322d1461b7b75e0646937a4f1e56c69d12dc323c4353a,3840,2160,allie,egocentric,allie,day2,day2/18/4,privacy_risk_enriched,reviewed
MM2_0086,day2/members/cathal/18_0623.webp,b4037d6143fa3abf977ae473588fe2acdabb456bd320dd8466ad3591544f3d02,3840,2160,cathal,egocentric,cathal,day2,day2/18/6,privacy_risk_enriched,reviewed
MM2_0087,day2/members/cathal/18_0165.webp,d969d4c63b381a1910344d9bf2ef5f8923ae496536716daee12f0d533edfa8ae,3840,2160,cathal,egocentric,cathal,day2,day2/18/1,privacy_risk_enriched,reviewed
MM2_0088,day2/members/cathal/18_0330.webp,95344cc56ecaf367b1b8e1b4dda926e16bac610b866d05c94b086e547d5f66cb,3840,2160,cathal,egocentric,cathal,day2,day2/18/3,privacy_risk_enriched,reviewed
MM2_0089,day2/members/cathal/19_0065.webp,29b9158e1355a71d03c02e8de2a1e9e0ba2dbd72fe8691f9cbffe772f1dd282c,3840,2160,cathal,egocentric,cathal,day2,day2/19/0,privacy_risk_enriched,reviewed
MM2_0090,day2/members/allie/19_0540.webp,20b9f2d1b92fd29226fc00a5e83bf4b193ba11d39e429f1badb4ce4568088199,3840,2160,allie,egocentric,allie,day2,day2/19/5,privacy_risk_enriched,reviewed
MM2_0091,day2/members/cathal/19_0188.webp,8d9bc3406672e50fa799087bbfe23621887160b63ce98fe8863d2d32c69de723,3840,2160,cathal,egocentric,cathal,day2,day2/19/1,privacy_risk_enriched,reviewed
MM2_0092,day2/members/cathal/19_0230.webp,7fcae09f0c755cb91022733b21d8c811cde814b19ff5e4539dcbc958fd0c9694,3840,2160,cathal,egocentric,cathal,day2,day2/19/2,privacy_risk_enriched,reviewed
MM2_0093,day2/members/cathal/20_0186.webp,0c85665df3a369b0a8d183cf91bc738b290f4bcb7ef5188f7ea98d7563abf5b2,3840,2160,cathal,egocentric,cathal,day2,day2/20/1,privacy_risk_enriched,reviewed
MM2_0094,day2/members/stevan/20_0437.webp,da8d73e45dbd29358a4a2c8870f83d03dd1a89fb068c1b9a9c5b6cb020125e9f,3840,2160,stevan,egocentric,stevan,day2,day2/20/4,privacy_risk_enriched,reviewed
MM2_0095,day2/members/werner/20_0669.webp,cccb7dd7b8581dec464ba5f1429b5eaf57d123abb1e458f959e6e5e5d9c4b8eb,3840,2160,werner,egocentric,werner,day2,day2/20/6,privacy_risk_enriched,reviewed
MM2_0096,day2/members/werner/20_0510.webp,a84711e0790f4edfdd4907412675b7d8b8b2416bf602a85b731dcdef8e8300d5,3840,2160,werner,egocentric,werner,day2,day2/20/5,privacy_risk_enriched,reviewed
MM2_0097,day2/members/werner/08_0068.webp,55d293dbb527d2911bce6a6fd10a45254bf903df91e05bc4c4a620821a48ce0f,3840,2160,werner,egocentric,werner,day2,day2/8/0,privacy_risk_enriched,reviewed
MM2_0098,day2/members/luca/08_0586.webp,d1995055801604e417f1e59b07bb4bdccf23653be50d711d1fd65c62bb075659,3840,2160,luca,egocentric,luca,day2,day2/8/5,privacy_risk_enriched,reviewed
MM2_0099,day2/members/luca/08_0637.webp,ec7fdf900d0132bd1c4500bdcc302e55f6265eaac8880bab20ae313655b87674,3840,2160,luca,egocentric,luca,day2,day2/8/6,privacy_risk_enriched,reviewed
MM2_0100,day2/members/luca/08_0482.webp,747630b7c97b058ca893ae0464bf5948636b92375f2b4573861a339e91ababaa,3840,2160,luca,egocentric,luca,day2,day2/8/4,privacy_risk_enriched,reviewed
MM2_0101,day2/members/werner/09_0713.webp,e391e44246e54858caf15101a01d081039266ac7068139712d37964f65a5c0cd,3840,2160,werner,egocentric,werner,day2,day2/9/7,privacy_risk_enriched,reviewed
MM2_0102,day2/members/florian/09_0551.webp,01277d1ce820a7ba01493b7009b882da3caec372546abdcec2bd7df2c7085d3d,3840,2160,florian,egocentric,florian,day2,day2/9/5,privacy_risk_enriched,reviewed
MM2_0103,day2/members/florian/09_0655.webp,c3c65c47e30c103830bd794ea2b29342be04e0c87d02ae00d8245d8ca180c75f,3840,2160,florian,egocentric,florian,day2,day2/9/6,privacy_risk_enriched,reviewed
MM2_0104,day2/members/florian/09_0290.webp,44379bf8d450790967f72da37629ea9ef290437df0c7c742eb498cd28feba2d6,3840,2160,florian,egocentric,florian,day2,day2/9/2,privacy_risk_enriched,reviewed
MM2_0105,day3/members/allie/10_0309.webp,e4cefa495ddd64e7a28a19f2fe1ccdbadaf7d7a93a458214f7eb1ac6a06f80d2,3840,2160,allie,egocentric,allie,day3,day3/10/3,privacy_risk_enriched,reviewed
MM2_0106,day3/members/klaus/10_0640.webp,9e08c25ceb011fb1fb80f9b2e0babbcb31939ca14306474ff6e69271fdb7fd56,3840,2160,klaus,egocentric,klaus,day3,day3/10/6,privacy_risk_enriched,reviewed
MM2_0107,day3/members/bjorn/10_0208.webp,d00a2adb1aee1db6d931e034845b55d4b169d29bf886dc2385257ac8ce7c1487,3840,2160,bjorn,egocentric,bjorn,day3,day3/10/2,privacy_risk_enriched,reviewed
MM2_0108,day3/members/tien/10_0459.webp,90f5f3b77f10b9516979d1ef8ad4bae747ffdfe576f932f1583a7e3f65959146,3840,2160,tien,egocentric,tien,day3,day3/10/4,privacy_risk_enriched,reviewed
MM2_0109,day3/members/klaus/11_0126.webp,c49ed4f44247120fa9781a05896ef6232727d3b292ee78b41d4b6bb1be246db0,3840,2160,klaus,egocentric,klaus,day3,day3/11/1,privacy_risk_enriched,reviewed
MM2_0110,day3/members/cathal/11_0222.webp,834ffaab847fde43968e6f8fa23b87b725fa326b5ce13ce00a98f8d342b4e2a1,3840,2160,cathal,egocentric,cathal,day3,day3/11/2,privacy_risk_enriched,reviewed
MM2_0111,day3/members/klaus/11_0085.webp,e37e230b550cd699e164112a3e6273f916f06112d28e9186e93642908a1f958c,3840,2160,klaus,egocentric,klaus,day3,day3/11/0,privacy_risk_enriched,reviewed
MM2_0112,day3/members/tien/11_0629.webp,d0130bca13a0ff078ab310cb0dc0697b1ecb224b8280506475583f871074692f,3840,2160,tien,egocentric,tien,day3,day3/11/6,privacy_risk_enriched,reviewed
MM2_0113,day3/members/klaus/12_0549.webp,205a27982d5de519cf1ac7d8b1a45c0da35eb827bd6c7c1afbeed1e2de938204,3840,2160,klaus,egocentric,klaus,day3,day3/12/5,privacy_risk_enriched,reviewed
MM2_0114,day3/members/florian/12_0423.webp,23006b1206e2d4f8ee21323dc15501df1d6134c059f668d6fc2ebacd93f4f52f,3840,2160,florian,egocentric,florian,day3,day3/12/4,privacy_risk_enriched,reviewed
MM2_0115,day3/members/cathal/12_0103.webp,5fbf7c298ba48dafc952dba6e99161416ebca620ecc5bffe7aa79c952127ac2f,3840,2160,cathal,egocentric,cathal,day3,day3/12/1,privacy_risk_enriched,reviewed
MM2_0116,day3/members/onanong/12_0079.webp,2acf55f6a09a9c835de06f11e6e80b44a1bf1105967d0c7732a7041d2631df75,3840,2160,onanong,egocentric,onanong,day3,day3/12/0,privacy_risk_enriched,reviewed
MM2_0117,day3/members/florian/13_0155.webp,92fc23f38d2287b9f3bc39cc1fcc8fd3d1e5dc107351cb0b6545af2a39d07d03,3840,2160,florian,egocentric,florian,day3,day3/13/1,privacy_risk_enriched,reviewed
MM2_0118,day3/members/florian/13_0715.webp,7d2198c59e457f0b52f8bda329349d52e156aec2b1e608b5d0b9aeb95cc15cc0,3840,2160,florian,egocentric,florian,day3,day3/13/7,privacy_risk_enriched,reviewed
MM2_0119,day3/members/klaus/13_0050.webp,cc979c234a072cd9f0d0657f9a3fbee9de0cc9c31525c1b1364636bcc1f717cd,3840,2160,klaus,egocentric,klaus,day3,day3/13/0,privacy_risk_enriched,reviewed
MM2_0120,day3/members/florian/13_0205.webp,23b7443e55d001511b1781295f372a19a268cdb394ba512078d19d1cf90e3fe8,3840,2160,florian,egocentric,florian,day3,day3/13/2,privacy_risk_enriched,reviewed
MM2_0121,day3/members/stevan/14_0173.webp,a771e5d55738e901edab2a9b5b771762299cb71e33c7da8e29d014d78662ad73,3840,2160,stevan,egocentric,stevan,day3,day3/14/1,privacy_risk_enriched,reviewed
MM2_0122,day3/members/stevan/14_0466.webp,7a16c6085286bf2765bb4c475c0eeb0a96f05ebf3bff8ef200c3bf473b4c67ce,3840,2160,stevan,egocentric,stevan,day3,day3/14/4,privacy_risk_enriched,reviewed
MM2_0123,day3/members/stevan/14_0592.webp,67490bb942816b8cc1f493cf26ada5eecce11dbe65df3080329559b4e24c8de1,3840,2160,stevan,egocentric,stevan,day3,day3/14/5,privacy_risk_enriched,reviewed
MM2_0124,day3/members/stevan/14_0340.webp,ed11586aa80a5d4a02297456931183432cdd2a9717414e1303f77e11630f1eb4,3840,2160,stevan,egocentric,stevan,day3,day3/14/3,privacy_risk_enriched,reviewed
MM2_0125,day3/members/onanong/15_0248.webp,f8564498462e4365f1a591db9f41d9ce555f42acda53af67f19f6d562faf84ed,3840,2160,onanong,egocentric,onanong,day3,day3/15/2,privacy_risk_enriched,reviewed
