relative_path,method,output_path,status,box_count,runtime_seconds
day2/members/florian/12_0020.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/florian/12_0020.webp,copied_no_face,0,16.623069160474
day1/members/cathal/09_0001.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/cathal/09_0001.webp,ok,5,16.623069160474
day1/members/luca/08_0225.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/luca/08_0225.webp,ok,2,16.623069160474
day1/members/allie/14_0135.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/allie/14_0135.webp,ok,5,16.623069160474
day1/members/allie/10_0099.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/allie/10_0099.webp,ok,4,16.623069160474
day4/members/bao/08_0028.webp,falco,outputs/03_anonymisation/13_falco/images/day4/members/bao/08_0028.webp,copied_no_face,0,16.623069160474
day1/members/bjorn/18_0340.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/bjorn/18_0340.webp,copied_no_face,0,16.623069160474
day1/members/luca/15_0236.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/luca/15_0236.webp,ok,3,16.623069160474
day2/members/florian/19_0363.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/florian/19_0363.webp,copied_no_face,0,16.623069160474
day1/members/werner/18_0484.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/werner/18_0484.webp,ok,3,16.623069160474
day4/members/allie/08_0040.webp,falco,outputs/03_anonymisation/13_falco/images/day4/members/allie/08_0040.webp,ok,1,16.623069160474
day2/members/klaus/12_0264.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/klaus/12_0264.webp,copied_no_face,0,16.623069160474
day1/members/florian/08_0717.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/florian/08_0717.webp,ok,5,16.623069160474
day2/members/allie/13_0355.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/allie/13_0355.webp,copied_no_face,0,16.623069160474
day1/members/bjorn/15_0004.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/bjorn/15_0004.webp,ok,4,16.623069160474
day2/members/klaus/10_0629.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/klaus/10_0629.webp,ok,5,16.623069160474
day1/members/luca/08_0069.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/luca/08_0069.webp,copied_no_face,0,16.623069160474
day4/members/werner/08_0337.webp,falco,outputs/03_anonymisation/13_falco/images/day4/members/werner/08_0337.webp,ok,2,16.623069160474
day2/members/werner/17_0115.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/werner/17_0115.webp,ok,1,16.623069160474
day3/members/klaus/12_0484.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/klaus/12_0484.webp,copied_no_face,0,16.623069160474
day4/members/stevan/13_0149.webp,falco,outputs/03_anonymisation/13_falco/images/day4/members/stevan/13_0149.webp,ok,4,16.623069160474
day1/members/luca/08_0716.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/luca/08_0716.webp,ok,2,16.623069160474
day1/members/cathal/08_0346.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/cathal/08_0346.webp,copied_no_face,0,16.623069160474
day4/members/florian/10_0112.webp,falco,outputs/03_anonymisation/13_falco/images/day4/members/florian/10_0112.webp,ok,2,16.623069160474
day1/members/florian/13_0133.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/florian/13_0133.webp,ok,1,16.623069160474
day2/members/tien/19_0311.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/tien/19_0311.webp,ok,2,16.623069160474
day3/members/werner/08_0688.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/werner/08_0688.webp,ok,3,16.623069160474
day3/members/onanong/11_0042.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/onanong/11_0042.webp,ok,2,16.623069160474
day3/members/luca/18_0573.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/luca/18_0573.webp,ok,4,16.623069160474
day3/members/allie/17_0205.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/allie/17_0205.webp,ok,1,16.623069160474
day3/members/bjorn/18_0629.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/bjorn/18_0629.webp,ok,5,16.623069160474
day3/members/florian/19_0349.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/florian/19_0349.webp,copied_no_face,0,16.623069160474
day3/members/cathal/11_0509.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/cathal/11_0509.webp,copied_no_face,0,16.623069160474
day3/members/allie/17_0399.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/allie/17_0399.webp,ok,3,16.623069160474
day1/members/klaus/09_0114.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/klaus/09_0114.webp,ok,5,16.623069160474
day4/members/klaus/11_0401.webp,falco,outputs/03_anonymisation/13_falco/images/day4/members/klaus/11_0401.webp,ok,6,16.623069160474
day4/members/luca/14_0559.webp,falco,outputs/03_anonymisation/13_falco/images/day4/members/luca/14_0559.webp,ok,1,16.623069160474
day2/members/bjorn/19_0429.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/bjorn/19_0429.webp,copied_no_face,0,16.623069160474
day1/members/luca/12_0168.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/luca/12_0168.webp,copied_no_face,0,16.623069160474
day4/members/onanong/12_0450.webp,falco,outputs/03_anonymisation/13_falco/images/day4/members/onanong/12_0450.webp,copied_no_face,0,16.623069160474
day2/members/cathal/12_0044.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/cathal/12_0044.webp,ok,2,16.623069160474
day3/members/klaus/15_0375.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/klaus/15_0375.webp,copied_no_face,0,16.623069160474
day1/members/onanong/10_0201.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/onanong/10_0201.webp,ok,4,16.623069160474
day2/members/florian/14_0324.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/florian/14_0324.webp,ok,9,16.623069160474
day4/members/bao/11_0549.webp,falco,outputs/03_anonymisation/13_falco/images/day4/members/bao/11_0549.webp,ok,9,16.623069160474
day3/members/florian/12_0302.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/florian/12_0302.webp,ok,1,16.623069160474
day3/members/allie/12_0570.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/allie/12_0570.webp,copied_no_face,0,16.623069160474
day3/members/tien/09_0391.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/tien/09_0391.webp,copied_no_face,0,16.623069160474
day4/members/luca/10_0077.webp,falco,outputs/03_anonymisation/13_falco/images/day4/members/luca/10_0077.webp,ok,1,16.623069160474
day3/members/stevan/20_0090.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/stevan/20_0090.webp,copied_no_face,0,16.623069160474
day3/members/klaus/18_0283.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/klaus/18_0283.webp,ok,7,16.623069160474
day4/members/bjorn/08_0670.webp,falco,outputs/03_anonymisation/13_falco/images/day4/members/bjorn/08_0670.webp,ok,1,16.623069160474
day3/members/luca/18_0517.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/luca/18_0517.webp,ok,5,16.623069160474
day1/members/onanong/14_0049.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/onanong/14_0049.webp,ok,1,16.623069160474
day1/members/luca/15_0372.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/luca/15_0372.webp,ok,3,16.623069160474
day4/members/cathal/13_0418.webp,falco,outputs/03_anonymisation/13_falco/images/day4/members/cathal/13_0418.webp,ok,5,16.623069160474
day1/members/bjorn/10_0088.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/bjorn/10_0088.webp,ok,4,16.623069160474
day2/members/werner/10_0252.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/werner/10_0252.webp,ok,2,16.623069160474
day4/members/bjorn/13_0126.webp,falco,outputs/03_anonymisation/13_falco/images/day4/members/bjorn/13_0126.webp,ok,6,16.623069160474
day1/members/bjorn/11_0116.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/bjorn/11_0116.webp,ok,4,16.623069160474
day3/members/klaus/09_0194.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/klaus/09_0194.webp,ok,1,16.623069160474
day3/members/klaus/20_0128.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/klaus/20_0128.webp,ok,5,16.623069160474
day1/members/florian/08_0341.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/florian/08_0341.webp,copied_no_face,0,16.623069160474
day3/members/cathal/12_0524.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/cathal/12_0524.webp,copied_no_face,0,16.623069160474
day2/members/onanong/17_0009.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/onanong/17_0009.webp,ok,1,16.623069160474
day3/members/klaus/12_0480.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/klaus/12_0480.webp,copied_no_face,0,16.623069160474
day1/members/werner/19_0255.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/werner/19_0255.webp,ok,1,16.623069160474
day1/members/werner/13_0606.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/werner/13_0606.webp,copied_no_face,0,16.623069160474
day4/members/bjorn/10_0076.webp,falco,outputs/03_anonymisation/13_falco/images/day4/members/bjorn/10_0076.webp,copied_no_face,0,16.623069160474
day3/members/luca/19_0582.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/luca/19_0582.webp,copied_no_face,0,16.623069160474
day1/members/bjorn/18_0134.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/bjorn/18_0134.webp,ok,2,16.623069160474
day4/members/luca/10_0115.webp,falco,outputs/03_anonymisation/13_falco/images/day4/members/luca/10_0115.webp,ok,1,16.623069160474
day3/members/bjorn/18_0483.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/bjorn/18_0483.webp,ok,8,16.623069160474
day2/members/tien/19_0512.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/tien/19_0512.webp,ok,8,16.623069160474
day2/members/stevan/11_0452.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/stevan/11_0452.webp,ok,7,16.623069160474
day1/members/tien/08_0068.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/tien/08_0068.webp,copied_no_face,0,16.623069160474
day1/members/florian/18_0328.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/florian/18_0328.webp,copied_no_face,0,16.623069160474
day2/members/onanong/18_0325.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/onanong/18_0325.webp,ok,3,16.623069160474
day2/members/cathal/10_0597.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/cathal/10_0597.webp,ok,4,16.623069160474
day3/members/klaus/11_0207.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/klaus/11_0207.webp,copied_no_face,0,16.623069160474
day2/members/bjorn/15_0627.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/bjorn/15_0627.webp,copied_no_face,0,16.623069160474
day2/members/onanong/14_0193.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/onanong/14_0193.webp,ok,5,16.623069160474
day2/members/onanong/10_0373.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/onanong/10_0373.webp,ok,2,16.623069160474
day4/members/bao/11_0220.webp,falco,outputs/03_anonymisation/13_falco/images/day4/members/bao/11_0220.webp,ok,7,16.623069160474
day2/members/klaus/15_0590.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/klaus/15_0590.webp,copied_no_face,0,16.623069160474
day1/members/werner/11_0547.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/werner/11_0547.webp,copied_no_face,0,16.623069160474
day3/members/klaus/18_0613.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/klaus/18_0613.webp,ok,5,16.623069160474
day1/members/cathal/10_0708.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/cathal/10_0708.webp,ok,5,16.623069160474
day1/members/tien/19_0392.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/tien/19_0392.webp,ok,9,16.623069160474
day4/members/luca/11_0464.webp,falco,outputs/03_anonymisation/13_falco/images/day4/members/luca/11_0464.webp,ok,6,16.623069160474
day3/members/allie/10_0655.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/allie/10_0655.webp,copied_no_face,0,16.623069160474
day2/members/allie/13_0179.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/allie/13_0179.webp,copied_no_face,0,16.623069160474
day1/members/florian/15_0647.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/florian/15_0647.webp,copied_no_face,0,16.623069160474
day2/members/klaus/12_0531.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/klaus/12_0531.webp,copied_no_face,0,16.623069160474
day1/members/bjorn/15_0586.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/bjorn/15_0586.webp,copied_no_face,0,16.623069160474
day1/members/bjorn/09_0318.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/bjorn/09_0318.webp,copied_no_face,0,16.623069160474
day3/members/allie/12_0148.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/allie/12_0148.webp,ok,3,16.623069160474
day1/members/klaus/17_0521.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/klaus/17_0521.webp,ok,4,16.623069160474
day2/members/luca/10_0586.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/luca/10_0586.webp,ok,4,16.623069160474
day4/members/onanong/11_0656.webp,falco,outputs/03_anonymisation/13_falco/images/day4/members/onanong/11_0656.webp,ok,7,16.623069160474
day1/members/onanong/17_0468.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/onanong/17_0468.webp,ok,1,16.623069160474
day2/members/werner/14_0229.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/werner/14_0229.webp,ok,1,16.623069160474
day3/members/allie/18_0514.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/allie/18_0514.webp,ok,5,16.623069160474
day1/members/bjorn/10_0130.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/bjorn/10_0130.webp,ok,5,16.623069160474
day2/members/onanong/16_0470.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/onanong/16_0470.webp,copied_no_face,0,16.623069160474
day2/members/werner/20_0620.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/werner/20_0620.webp,copied_no_face,0,16.623069160474
day4/members/bjorn/08_0126.webp,falco,outputs/03_anonymisation/13_falco/images/day4/members/bjorn/08_0126.webp,copied_no_face,0,16.623069160474
day1/members/allie/10_0296.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/allie/10_0296.webp,ok,4,16.623069160474
day1/members/tien/08_0310.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/tien/08_0310.webp,ok,3,16.623069160474
day1/members/florian/18_0375.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/florian/18_0375.webp,copied_no_face,0,16.623069160474
day1/members/bjorn/14_0017.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/bjorn/14_0017.webp,copied_no_face,0,16.623069160474
day4/members/luca/18_0521.webp,falco,outputs/03_anonymisation/13_falco/images/day4/members/luca/18_0521.webp,copied_no_face,0,16.623069160474
day3/members/onanong/12_0488.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/onanong/12_0488.webp,ok,1,16.623069160474
day1/members/allie/10_0546.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/allie/10_0546.webp,ok,7,16.623069160474
day2/members/luca/20_0211.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/luca/20_0211.webp,ok,4,16.623069160474
day4/members/allie/11_0376.webp,falco,outputs/03_anonymisation/13_falco/images/day4/members/allie/11_0376.webp,ok,5,16.623069160474
day1/members/klaus/09_0268.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/klaus/09_0268.webp,ok,7,16.623069160474
day1/members/tien/15_0093.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/tien/15_0093.webp,ok,5,16.623069160474
day3/members/florian/19_0282.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/florian/19_0282.webp,copied_no_face,0,16.623069160474
day4/members/bjorn/12_0570.webp,falco,outputs/03_anonymisation/13_falco/images/day4/members/bjorn/12_0570.webp,ok,1,16.623069160474
day1/members/cathal/15_0298.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/cathal/15_0298.webp,ok,4,16.623069160474
day4/members/cathal/17_0524.webp,falco,outputs/03_anonymisation/13_falco/images/day4/members/cathal/17_0524.webp,copied_no_face,0,16.623069160474
day4/members/luca/14_0018.webp,falco,outputs/03_anonymisation/13_falco/images/day4/members/luca/14_0018.webp,ok,6,16.623069160474
day1/members/bjorn/10_0501.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/bjorn/10_0501.webp,ok,7,16.623069160474
day1/members/allie/15_0458.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/allie/15_0458.webp,ok,1,16.623069160474
day4/members/klaus/14_0224.webp,falco,outputs/03_anonymisation/13_falco/images/day4/members/klaus/14_0224.webp,ok,9,16.623069160474
day1/members/stevan/11_0011.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/stevan/11_0011.webp,ok,6,16.623069160474
day1/members/cathal/13_0040.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/cathal/13_0040.webp,ok,1,16.623069160474
day2/members/bjorn/20_0121.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/bjorn/20_0121.webp,ok,4,16.623069160474
day4/members/stevan/10_0044.webp,falco,outputs/03_anonymisation/13_falco/images/day4/members/stevan/10_0044.webp,ok,4,16.623069160474
day1/members/tien/13_0571.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/tien/13_0571.webp,ok,3,16.623069160474
day1/members/tien/14_0211.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/tien/14_0211.webp,ok,6,16.623069160474
day2/members/cathal/19_0198.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/cathal/19_0198.webp,copied_no_face,0,16.623069160474
day3/members/stevan/18_0537.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/stevan/18_0537.webp,ok,6,16.623069160474
day2/members/florian/12_0439.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/florian/12_0439.webp,copied_no_face,0,16.623069160474
day2/members/allie/11_0505.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/allie/11_0505.webp,ok,6,16.623069160474
day3/members/stevan/08_0717.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/stevan/08_0717.webp,ok,3,16.623069160474
day3/members/werner/08_0594.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/werner/08_0594.webp,ok,2,16.623069160474
day2/members/klaus/18_0665.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/klaus/18_0665.webp,ok,3,16.623069160474
day4/members/allie/09_0451.webp,falco,outputs/03_anonymisation/13_falco/images/day4/members/allie/09_0451.webp,ok,2,16.623069160474
day3/members/allie/10_0210.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/allie/10_0210.webp,copied_no_face,0,16.623069160474
day4/members/klaus/12_0644.webp,falco,outputs/03_anonymisation/13_falco/images/day4/members/klaus/12_0644.webp,ok,8,16.623069160474
day2/members/allie/10_0243.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/allie/10_0243.webp,ok,2,16.623069160474
day3/members/stevan/17_0661.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/stevan/17_0661.webp,ok,8,16.623069160474
day1/members/klaus/16_0531.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/klaus/16_0531.webp,ok,1,16.623069160474
day2/members/luca/17_0249.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/luca/17_0249.webp,copied_no_face,0,16.623069160474
day2/members/cathal/14_0361.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/cathal/14_0361.webp,ok,3,16.623069160474
day4/members/werner/14_0045.webp,falco,outputs/03_anonymisation/13_falco/images/day4/members/werner/14_0045.webp,ok,5,16.623069160474
day3/members/tien/11_0464.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/tien/11_0464.webp,ok,2,16.623069160474
day3/members/werner/10_0468.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/werner/10_0468.webp,ok,2,16.623069160474
day3/members/allie/12_0237.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/allie/12_0237.webp,copied_no_face,0,16.623069160474
day1/members/stevan/10_0250.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/stevan/10_0250.webp,ok,4,16.623069160474
day2/members/tien/18_0209.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/tien/18_0209.webp,ok,2,16.623069160474
day2/members/allie/17_0331.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/allie/17_0331.webp,ok,1,16.623069160474
day1/members/onanong/16_0577.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/onanong/16_0577.webp,ok,1,16.623069160474
day2/members/allie/11_0188.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/allie/11_0188.webp,ok,6,16.623069160474
day3/members/stevan/20_0667.webp,falco,outputs/03_anonymisation/13_falco/images/day3/members/stevan/20_0667.webp,ok,6,16.623069160474
day4/members/luca/18_0590.webp,falco,outputs/03_anonymisation/13_falco/images/day4/members/luca/18_0590.webp,ok,5,16.623069160474
day1/members/onanong/18_0512.webp,falco,outputs/03_anonymisation/13_falco/images/day1/members/onanong/18_0512.webp,ok,1,16.623069160474
day2/members/tien/20_0019.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/tien/20_0019.webp,ok,8,16.623069160474
day2/members/cathal/14_0312.webp,falco,outputs/03_anonymisation/13_falco/images/day2/members/cathal/14_0312.webp,ok,7,16.623069160474
