relative_path,file_name,file_ext,file_size_bytes,checksum_sha256,image_width,image_height,camera_stream_id,view_type,participant_id,day_or_session_id,read_status,integrity_status,day_id,timestamp_id,selection_seed,image_id,manual_review_status,manual_face_count,review_method,reviewed_face_boxes_json,face_count_category,face_scale_category,edge_partial_face,profile_occluded_face,downward_egocentric_view,blur_low_sharpness,low_light_dim,clutter_level,text_screen_risk,outdoor_vehicle_scene,condition_label,category_notes,category_review_status
day3/members/florian/20_0331.webp,20_0331.webp,webp,240670,a62892b7f9366c5f6cb6472245f0256491d053fbb110e320ab9da68079380623,3840,2160,florian,egocentric,florian,day3,ok,valid,day3,20_0331,42,day3/members/florian/20_0331.webp,yes,2,manual reviewer-app verification by the project reviewers,"[{""x1"":236,""y1"":327,""x2"":431,""y2"":558},{""x1"":770,""y1"":18,""x2"":943,""y2"":217}]",multi_face,small,yes,pending_review,no,no,no,high,not_assessed_in_face_review,no,multi_face|small|edge_or_partial|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day4/members/allie/08_0286.webp,08_0286.webp,webp,163918,89834e06ba4ec378f768ed88c25e5d0999a6d3638a3707edef2a76941abeb1da,3840,2160,allie,egocentric,allie,day4,ok,valid,day4,08_0286,42,day4/members/allie/08_0286.webp,yes,1,manual reviewer-app verification by the project reviewers,"[{""x1"":2756,""y1"":990,""x2"":2960,""y2"":1241}]",single_face,small,no,pending_review,no,yes,no,medium,not_assessed_in_face_review,no,single_face|small|motion_blur_or_low_sharpness|clutter_medium,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day4/members/werner/10_0612.webp,10_0612.webp,webp,202876,0537cb1c38cedfd450613e5fc2c58a2894d4c0a30ba920fe5095ad1a00219ee9,3840,2160,werner,egocentric,werner,day4,ok,valid,day4,10_0612,42,day4/members/werner/10_0612.webp,yes,4,manual reviewer-app verification by the project reviewers,"[{""x1"":1023,""y1"":1199,""x2"":1234,""y2"":1445},{""x1"":2967,""y1"":1113,""x2"":3184,""y2"":1390},{""x1"":184,""y1"":1517,""x2"":509,""y2"":1905},{""x1"":1968,""y1"":1189,""x2"":2169,""y2"":1434}]",multi_face,medium,no,,yes,no,no,medium,not_assessed_in_face_review,no,multi_face|medium|downward_egocentric|clutter_medium,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day4/members/werner/08_0207.webp,08_0207.webp,webp,218776,111aaa6f8a172a4a081969e5935f3374423a73565994712c90e515cae8e15061,3840,2160,werner,egocentric,werner,day4,ok,valid,day4,08_0207,42,day4/members/werner/08_0207.webp,yes,3,manual reviewer-app verification by the project reviewers,"[{""x1"":1560,""y1"":82,""x2"":1694,""y2"":221},{""x1"":3508,""y1"":145,""x2"":3783,""y2"":449},{""x1"":1026,""y1"":408,""x2"":1177,""y2"":701}]",multi_face,mixed_scale,yes,pending_review,no,no,no,high,not_assessed_in_face_review,no,multi_face|mixed_scale|edge_or_partial|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day3/members/bjorn/12_0491.webp,12_0491.webp,webp,992676,50f67dbb486a6ab2d38ac52902a28e8464acb83562ecf860003b167c57a4b5c6,3840,2160,bjorn,egocentric,bjorn,day3,ok,valid,day3,12_0491,42,day3/members/bjorn/12_0491.webp,yes,0,manual reviewer-app verification by the project reviewers,[],no_face,none,no,pending_review,no,no,no,high,not_assessed_in_face_review,no,no_face|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day3/members/onanong/10_0300.webp,10_0300.webp,webp,202378,372f8b5049056be537a72ddc7bd4abac073070abcf57e0c9c9cca449d13039ad,3840,2160,onanong,egocentric,onanong,day3,ok,valid,day3,10_0300,42,day3/members/onanong/10_0300.webp,yes,2,manual reviewer-app verification by the project reviewers,"[{""x1"":2683,""y1"":1072,""x2"":2834,""y2"":1217},{""x1"":1928,""y1"":1041,""x2"":2019,""y2"":1136}]",multi_face,very_small_or_distant,no,pending_review,no,no,no,low,not_assessed_in_face_review,no,multi_face|very_small_or_distant|clutter_low,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day1/members/luca/14_0397.webp,14_0397.webp,webp,269240,2746a1c1ab4ef173b544c7773bd523b8cec47ac614ed126e5d69ca560614fbe6,3840,2160,luca,egocentric,luca,day1,ok,valid,day1,14_0397,42,day1/members/luca/14_0397.webp,yes,7,manual reviewer-app verification by the project reviewers,"[{""x1"":3472,""y1"":840,""x2"":3710,""y2"":1115},{""x1"":0,""y1"":1403,""x2"":412,""y2"":2080},{""x1"":2288,""y1"":1028,""x2"":2439,""y2"":1213},{""x1"":2797,""y1"":978,""x2"":2937,""y2"":1161},{""x1"":562,""y1"":1343,""x2"":704,""y2"":1502},{""x1"":1174,""y1"":1251,""x2"":1284,""y2"":1361},{""x1"":3714,""y1"":117,""x2"":3769,""y2"":177}]",multi_face,mixed_scale,yes,pending_review,yes,no,no,high,not_assessed_in_face_review,no,multi_face|mixed_scale|edge_or_partial|downward_egocentric|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day4/members/luca/08_0033.webp,08_0033.webp,webp,218634,adbb4b18184527f6337055517a736240e2bf72f634c4bedf94050b9527c26164,3840,2160,luca,egocentric,luca,day4,ok,valid,day4,08_0033,42,day4/members/luca/08_0033.webp,yes,1,manual reviewer-app verification by the project reviewers,"[{""x1"":3068,""y1"":336,""x2"":3142,""y2"":405}]",single_face,very_small_or_distant,no,pending_review,no,no,no,medium,not_assessed_in_face_review,no,single_face|very_small_or_distant|clutter_medium,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day4/members/werner/10_0394.webp,10_0394.webp,webp,208508,0b4cac6d8dcd5d72f3061d7b480f41eb7c6ecfcc905e2d8612f83d418eeb45c7,3840,2160,werner,egocentric,werner,day4,ok,valid,day4,10_0394,42,day4/members/werner/10_0394.webp,yes,1,manual reviewer-app verification by the project reviewers,"[{""x1"":1659,""y1"":1038,""x2"":2244,""y2"":1311}]",single_face,small,no,pending_review,no,no,no,medium,not_assessed_in_face_review,no,single_face|small|clutter_medium,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day2/members/luca/13_0221.webp,13_0221.webp,webp,118900,283ace4bea983cfb8bc7f50249b8e38231ab28d51dc67cb6903962bfdc51113a,3840,2160,luca,egocentric,luca,day2,ok,valid,day2,13_0221,42,day2/members/luca/13_0221.webp,yes,0,manual reviewer-app verification by the project reviewers,[],no_face,none,no,pending_review,no,yes,no,low,not_assessed_in_face_review,yes,no_face|motion_blur_or_low_sharpness|outdoor_or_vehicle|clutter_low,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day1/members/stevan/11_0191.webp,11_0191.webp,webp,261452,f190d70fe3cc56957f9f00daaa2c5e14089d31d73376a95d2ad1933dd5f8c363,3840,2160,stevan,egocentric,stevan,day1,ok,valid,day1,11_0191,42,day1/members/stevan/11_0191.webp,yes,4,manual reviewer-app verification by the project reviewers,"[{""x1"":2432,""y1"":458,""x2"":2694,""y2"":816},{""x1"":3416,""y1"":114,""x2"":3663,""y2"":412},{""x1"":657,""y1"":292,""x2"":816,""y2"":480},{""x1"":1259,""y1"":250,""x2"":1391,""y2"":402}]",multi_face,mixed_scale,no,pending_review,no,no,no,high,not_assessed_in_face_review,no,multi_face|mixed_scale|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day3/members/luca/18_0673.webp,18_0673.webp,webp,180362,2230508db425ba67b1d0fedd18f2c689e12a6bb61d9846dae217b29610d71f84,3840,2160,luca,egocentric,luca,day3,ok,valid,day3,18_0673,42,day3/members/luca/18_0673.webp,yes,4,manual reviewer-app verification by the project reviewers,"[{""x1"":2306,""y1"":995,""x2"":2508,""y2"":1218},{""x1"":752,""y1"":1244,""x2"":924,""y2"":1423},{""x1"":3078,""y1"":992,""x2"":3253,""y2"":1212},{""x1"":1332,""y1"":1161,""x2"":1506,""y2"":1348}]",multi_face,small,no,pending_review,no,no,yes,medium,not_assessed_in_face_review,no,multi_face|small|low_light_or_dim|clutter_medium,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day4/members/onanong/10_0022.webp,10_0022.webp,webp,234012,4db8d287e16dec4296480416d83d7254316bef7f02fd82de859630ee2b6e24da,3840,2160,onanong,egocentric,onanong,day4,ok,valid,day4,10_0022,42,day4/members/onanong/10_0022.webp,yes,4,manual reviewer-app verification by the project reviewers,"[{""x1"":3067,""y1"":840,""x2"":3549,""y2"":1433},{""x1"":1842,""y1"":329,""x2"":1931,""y2"":456},{""x1"":1702,""y1"":266,""x2"":1747,""y2"":332},{""x1"":1392,""y1"":0,""x2"":1479,""y2"":78}]",multi_face,mixed_scale,yes,pending_review,no,no,no,high,not_assessed_in_face_review,no,multi_face|mixed_scale|edge_or_partial|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day3/members/luca/18_0653.webp,18_0653.webp,webp,120334,35ddaee35f5e5e3d24a5d02f9d933506e19c7a33853f1fba841ba2b7d7f2a81c,3840,2160,luca,egocentric,luca,day3,ok,valid,day3,18_0653,42,day3/members/luca/18_0653.webp,yes,5,manual reviewer-app verification by the project reviewers,"[{""x1"":2097,""y1"":1213,""x2"":2307,""y2"":1432},{""x1"":517,""y1"":1405,""x2"":693,""y2"":1638},{""x1"":2808,""y1"":1156,""x2"":2988,""y2"":1369},{""x1"":3749,""y1"":1155,""x2"":3838,""y2"":1398},{""x1"":1081,""y1"":1484,""x2"":1253,""y2"":1657}]",multi_face,small,yes,,yes,yes,yes,low,not_assessed_in_face_review,no,multi_face|small|edge_or_partial|downward_egocentric|motion_blur_or_low_sharpness|low_light_or_dim|clutter_low,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day4/members/cathal/17_0646.webp,17_0646.webp,webp,192526,d9dd31975384dd19b2005ce14228df482db9795d0148dc87ed90415881bf9758,3840,2160,cathal,egocentric,cathal,day4,ok,valid,day4,17_0646,42,day4/members/cathal/17_0646.webp,yes,0,manual reviewer-app verification by the project reviewers,[],no_face,none,no,pending_review,no,no,no,medium,not_assessed_in_face_review,no,no_face|clutter_medium,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day2/members/cathal/19_0702.webp,19_0702.webp,webp,161322,8cf8c6799bc26b7bbb5b55825773b4490c309bfe326f8772d306f7d1365d1f3f,3840,2160,cathal,egocentric,cathal,day2,ok,valid,day2,19_0702,42,day2/members/cathal/19_0702.webp,yes,2,manual reviewer-app verification by the project reviewers,"[{""x1"":0,""y1"":891,""x2"":380,""y2"":1598},{""x1"":1350,""y1"":203,""x2"":1631,""y2"":462}]",multi_face,mixed_scale,yes,pending_review,no,yes,yes,medium,not_assessed_in_face_review,no,multi_face|mixed_scale|edge_or_partial|motion_blur_or_low_sharpness|low_light_or_dim|clutter_medium,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day1/members/allie/10_0243.webp,10_0243.webp,webp,273634,5e061138cb1614b8c3d8463391b32ad6f97c840dc4c5ec54e24d12a7c8835ae3,3840,2160,allie,egocentric,allie,day1,ok,valid,day1,10_0243,42,day1/members/allie/10_0243.webp,yes,3,manual reviewer-app verification by the project reviewers,"[{""x1"":1973,""y1"":725,""x2"":2068,""y2"":835},{""x1"":2377,""y1"":1027,""x2"":2493,""y2"":1209},{""x1"":2344,""y1"":892,""x2"":2428,""y2"":1032}]",multi_face,very_small_or_distant,no,pending_review,no,no,no,high,not_assessed_in_face_review,no,multi_face|very_small_or_distant|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
day3/members/luca/18_0523.webp,18_0523.webp,webp,142718,a220d91e998f2c7a50fa138533e4a90c4d0fbe54e068c9406dfb301ad1173ce6,3840,2160,luca,egocentric,luca,day3,ok,valid,day3,18_0523,42,day3/members/luca/18_0523.webp,yes,4,manual reviewer-app verification by the project reviewers,"[{""x1"":2078,""y1"":1084,""x2"":2286,""y2"":1318},{""x1"":2866,""y1"":1126,""x2"":3028,""y2"":1317},{""x1"":529,""y1"":1128,""x2"":709,""y2"":1365},{""x1"":1154,""y1"":1350,""x2"":1326,""y2"":1531}]",multi_face,small,no,pending_review,yes,yes,yes,medium,not_assessed_in_face_review,no,multi_face|small|downward_egocentric|motion_blur_or_low_sharpness|low_light_or_dim|clutter_medium,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.,reviewed
