relative_path,method,output_path,status,box_count,runtime_seconds,source
day2/members/cathal/19_0687.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/cathal/19_0687.webp,ok,3,178.373815,original_comparable_run
day1/members/allie/09_0273.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/allie/09_0273.webp,recovered_after_retry,6,,padding040_det005_face512_two_shards
day3/members/luca/13_0698.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/luca/13_0698.webp,ok,1,60.118765,original_comparable_run
day4/members/allie/09_0480.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/allie/09_0480.webp,ok,1,60.222098,original_comparable_run
day1/members/luca/18_0040.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/luca/18_0040.webp,ok,1,60.215636,original_comparable_run
day2/members/luca/10_0654.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/luca/10_0654.webp,ok,4,236.572049,original_comparable_run
day1/members/klaus/10_0063.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/klaus/10_0063.webp,recovered_after_retry,1,,padding040_det005_face512_two_shards
day3/members/tien/20_0155.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/tien/20_0155.webp,ok,3,178.678871,original_comparable_run
day1/members/onanong/08_0611.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/onanong/08_0611.webp,ok,1,60.166515,original_comparable_run
day4/members/stevan/13_0714.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/stevan/13_0714.webp,ok,4,236.330661,original_comparable_run
day2/members/florian/12_0020.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/florian/12_0020.webp,copied,0,0.754678,original_comparable_run
day1/members/cathal/09_0001.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/cathal/09_0001.webp,ok,5,298.186756,original_comparable_run
day1/members/luca/08_0225.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/luca/08_0225.webp,ok,2,119.349262,original_comparable_run
day1/members/allie/14_0135.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/allie/14_0135.webp,ok,5,297.450518,original_comparable_run
day1/members/allie/10_0099.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/allie/10_0099.webp,ok,4,238.631883,original_comparable_run
day4/members/bao/08_0028.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/bao/08_0028.webp,copied,0,0.648647,original_comparable_run
day1/members/bjorn/18_0340.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/bjorn/18_0340.webp,copied,0,0.614459,original_comparable_run
day1/members/luca/15_0236.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/luca/15_0236.webp,ok,3,178.632143,original_comparable_run
day2/members/florian/19_0363.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/florian/19_0363.webp,copied,0,0.653104,original_comparable_run
day1/members/werner/18_0484.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/werner/18_0484.webp,ok,3,179.128639,original_comparable_run
day4/members/allie/08_0040.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/allie/08_0040.webp,ok,1,60.211344,original_comparable_run
day2/members/klaus/12_0264.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/klaus/12_0264.webp,copied,0,0.753301,original_comparable_run
day1/members/florian/08_0717.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/florian/08_0717.webp,ok,5,296.524162,original_comparable_run
day2/members/allie/13_0355.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/allie/13_0355.webp,copied,0,0.729954,original_comparable_run
day1/members/bjorn/15_0004.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/bjorn/15_0004.webp,ok,4,237.550646,original_comparable_run
day2/members/klaus/10_0629.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/klaus/10_0629.webp,ok,5,297.47792,original_comparable_run
day1/members/luca/08_0069.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/luca/08_0069.webp,copied,0,0.602819,original_comparable_run
day4/members/werner/08_0337.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/werner/08_0337.webp,ok,2,119.769887,original_comparable_run
day2/members/werner/17_0115.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/werner/17_0115.webp,ok,1,60.274749,original_comparable_run
day3/members/klaus/12_0484.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/klaus/12_0484.webp,copied,0,1.212049,original_comparable_run
day4/members/stevan/13_0149.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/stevan/13_0149.webp,recovered_after_retry,4,,padding040_det005_face512_two_shards
day1/members/luca/08_0716.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/luca/08_0716.webp,ok,2,119.545111,original_comparable_run
day1/members/cathal/08_0346.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/cathal/08_0346.webp,copied,0,0.657902,original_comparable_run
day4/members/florian/10_0112.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/florian/10_0112.webp,ok,2,119.562632,original_comparable_run
day1/members/florian/13_0133.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/florian/13_0133.webp,ok,1,59.962141,original_comparable_run
day2/members/tien/19_0311.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/tien/19_0311.webp,ok,2,119.531623,original_comparable_run
day3/members/werner/08_0688.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/werner/08_0688.webp,ok,3,178.853067,original_comparable_run
day3/members/onanong/11_0042.webp,reverse_personalization,,failed_after_retry,2,,persistent_failure
day3/members/luca/18_0573.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/luca/18_0573.webp,ok,4,237.626278,original_comparable_run
day3/members/allie/17_0205.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/allie/17_0205.webp,ok,1,60.202941,original_comparable_run
day3/members/bjorn/18_0629.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/bjorn/18_0629.webp,ok,5,297.451256,original_comparable_run
day3/members/florian/19_0349.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/florian/19_0349.webp,copied,0,0.662956,original_comparable_run
day3/members/cathal/11_0509.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/cathal/11_0509.webp,copied,0,0.68938,original_comparable_run
day3/members/allie/17_0399.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/allie/17_0399.webp,ok,3,179.097237,original_comparable_run
day1/members/klaus/09_0114.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/klaus/09_0114.webp,ok,5,297.060512,original_comparable_run
day4/members/klaus/11_0401.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/klaus/11_0401.webp,ok,6,356.696862,original_comparable_run
day4/members/luca/14_0559.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/luca/14_0559.webp,ok,1,60.116369,original_comparable_run
day2/members/bjorn/19_0429.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/bjorn/19_0429.webp,copied,0,0.712596,original_comparable_run
day1/members/luca/12_0168.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/luca/12_0168.webp,copied,0,0.669786,original_comparable_run
day4/members/onanong/12_0450.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/onanong/12_0450.webp,copied,0,0.631736,original_comparable_run
day2/members/cathal/12_0044.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/cathal/12_0044.webp,ok,2,119.827144,original_comparable_run
day3/members/klaus/15_0375.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/klaus/15_0375.webp,copied,0,0.71051,original_comparable_run
day1/members/onanong/10_0201.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/onanong/10_0201.webp,ok,4,237.775259,original_comparable_run
day2/members/florian/14_0324.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/florian/14_0324.webp,ok,9,533.998073,original_comparable_run
day4/members/bao/11_0549.webp,reverse_personalization,,failed_after_retry,9,,persistent_failure
day3/members/florian/12_0302.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/florian/12_0302.webp,ok,1,60.366685,original_comparable_run
day3/members/allie/12_0570.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/allie/12_0570.webp,copied,0,0.608557,original_comparable_run
day3/members/tien/09_0391.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/tien/09_0391.webp,copied,0,0.682584,original_comparable_run
day4/members/luca/10_0077.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/luca/10_0077.webp,ok,1,59.907545,original_comparable_run
day3/members/stevan/20_0090.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/stevan/20_0090.webp,copied,0,0.602134,original_comparable_run
day3/members/klaus/18_0283.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/klaus/18_0283.webp,ok,7,417.173173,original_comparable_run
day4/members/bjorn/08_0670.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/bjorn/08_0670.webp,ok,1,59.728558,original_comparable_run
day3/members/luca/18_0517.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/luca/18_0517.webp,ok,5,296.118254,original_comparable_run
day1/members/onanong/14_0049.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/onanong/14_0049.webp,ok,1,60.363145,original_comparable_run
day1/members/luca/15_0372.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/luca/15_0372.webp,ok,3,178.683589,original_comparable_run
day4/members/cathal/13_0418.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/cathal/13_0418.webp,ok,5,296.661963,original_comparable_run
day1/members/bjorn/10_0088.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/bjorn/10_0088.webp,ok,4,238.262446,original_comparable_run
day2/members/werner/10_0252.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/werner/10_0252.webp,recovered_after_retry,2,,padding040_det005_face512_two_shards
day4/members/bjorn/13_0126.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/bjorn/13_0126.webp,existing,6,1.2e-05,original_comparable_run
day1/members/bjorn/11_0116.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/bjorn/11_0116.webp,existing,4,1.1e-05,original_comparable_run
day3/members/klaus/09_0194.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/klaus/09_0194.webp,existing,1,1e-05,original_comparable_run
day3/members/klaus/20_0128.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/klaus/20_0128.webp,existing,5,1.1e-05,original_comparable_run
day1/members/florian/08_0341.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/florian/08_0341.webp,existing,0,1.1e-05,original_comparable_run
day3/members/cathal/12_0524.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/cathal/12_0524.webp,existing,0,1.1e-05,original_comparable_run
day2/members/onanong/17_0009.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/onanong/17_0009.webp,recovered_after_retry,1,,padding040_det005_face512_two_shards
day3/members/klaus/12_0480.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/klaus/12_0480.webp,existing,0,1.2e-05,original_comparable_run
day1/members/werner/19_0255.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/werner/19_0255.webp,existing,1,1e-05,original_comparable_run
day1/members/werner/13_0606.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/werner/13_0606.webp,existing,0,1e-05,original_comparable_run
day4/members/bjorn/10_0076.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/bjorn/10_0076.webp,existing,0,1e-05,original_comparable_run
day3/members/luca/19_0582.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/luca/19_0582.webp,existing,0,1e-05,original_comparable_run
day1/members/bjorn/18_0134.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/bjorn/18_0134.webp,recovered_after_retry,2,,padding040_det005_face512_two_shards
day4/members/luca/10_0115.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/luca/10_0115.webp,existing,1,1.3e-05,original_comparable_run
day3/members/bjorn/18_0483.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/bjorn/18_0483.webp,ok,8,483.885563,original_comparable_run
day2/members/tien/19_0512.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/tien/19_0512.webp,recovered_after_retry,8,,padding040_det005_face512_two_shards
day2/members/stevan/11_0452.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/stevan/11_0452.webp,ok,7,417.019429,original_comparable_run
day1/members/tien/08_0068.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/tien/08_0068.webp,copied,0,0.712172,original_comparable_run
day1/members/florian/18_0328.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/florian/18_0328.webp,copied,0,0.654397,original_comparable_run
day2/members/onanong/18_0325.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/onanong/18_0325.webp,ok,3,178.997213,original_comparable_run
day2/members/cathal/10_0597.webp,reverse_personalization,,failed_after_retry,4,,persistent_failure
day3/members/klaus/11_0207.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/klaus/11_0207.webp,copied,0,0.655641,original_comparable_run
day2/members/bjorn/15_0627.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/bjorn/15_0627.webp,copied,0,0.702125,original_comparable_run
day2/members/onanong/14_0193.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/onanong/14_0193.webp,ok,5,297.446668,original_comparable_run
day2/members/onanong/10_0373.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/onanong/10_0373.webp,ok,2,120.08104,original_comparable_run
day4/members/bao/11_0220.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/bao/11_0220.webp,ok,7,416.525939,original_comparable_run
day2/members/klaus/15_0590.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/klaus/15_0590.webp,copied,0,0.713858,original_comparable_run
day1/members/werner/11_0547.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/werner/11_0547.webp,copied,0,0.584166,original_comparable_run
day3/members/klaus/18_0613.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/klaus/18_0613.webp,ok,5,298.458631,original_comparable_run
day1/members/cathal/10_0708.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/cathal/10_0708.webp,ok,5,297.954368,original_comparable_run
day1/members/tien/19_0392.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/tien/19_0392.webp,recovered_after_retry,9,,padding040_det005_face512_two_shards
day4/members/luca/11_0464.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/luca/11_0464.webp,recovered_after_retry,6,,padding040_det005_face512_two_shards
day3/members/allie/10_0655.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/allie/10_0655.webp,copied,0,0.684677,original_comparable_run
day2/members/allie/13_0179.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/allie/13_0179.webp,copied,0,0.798274,original_comparable_run
day1/members/florian/15_0647.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/florian/15_0647.webp,copied,0,0.693321,original_comparable_run
day2/members/klaus/12_0531.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/klaus/12_0531.webp,copied,0,0.679532,original_comparable_run
day1/members/bjorn/15_0586.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/bjorn/15_0586.webp,copied,0,0.689088,original_comparable_run
day1/members/bjorn/09_0318.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/bjorn/09_0318.webp,copied,0,0.690784,original_comparable_run
day3/members/allie/12_0148.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/allie/12_0148.webp,ok,3,178.861453,original_comparable_run
day1/members/klaus/17_0521.webp,reverse_personalization,,failed_after_retry,4,,persistent_failure
day2/members/luca/10_0586.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/luca/10_0586.webp,ok,4,239.280672,original_comparable_run
day4/members/onanong/11_0656.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/onanong/11_0656.webp,recovered_after_retry,7,,padding040_det005_face512_two_shards
day1/members/onanong/17_0468.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/onanong/17_0468.webp,ok,1,60.357793,original_comparable_run
day2/members/werner/14_0229.webp,reverse_personalization,,failed_after_retry,1,,persistent_failure
day3/members/allie/18_0514.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/allie/18_0514.webp,ok,5,298.220316,original_comparable_run
day1/members/bjorn/10_0130.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/bjorn/10_0130.webp,ok,5,297.298674,original_comparable_run
day2/members/onanong/16_0470.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/onanong/16_0470.webp,copied,0,0.618841,original_comparable_run
day2/members/werner/20_0620.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/werner/20_0620.webp,copied,0,0.778212,original_comparable_run
day4/members/bjorn/08_0126.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/bjorn/08_0126.webp,copied,0,0.594285,original_comparable_run
day1/members/allie/10_0296.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/allie/10_0296.webp,ok,4,238.163692,original_comparable_run
day1/members/tien/08_0310.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/tien/08_0310.webp,ok,3,178.555842,original_comparable_run
day1/members/florian/18_0375.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/florian/18_0375.webp,copied,0,0.706324,original_comparable_run
day1/members/bjorn/14_0017.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/bjorn/14_0017.webp,copied,0,0.719302,original_comparable_run
day4/members/luca/18_0521.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/luca/18_0521.webp,copied,0,0.62733,original_comparable_run
day3/members/onanong/12_0488.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/onanong/12_0488.webp,ok,1,60.341977,original_comparable_run
day1/members/allie/10_0546.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/allie/10_0546.webp,recovered_after_retry,7,,padding040_det005_face512_two_shards
day2/members/luca/20_0211.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/luca/20_0211.webp,ok,4,238.409272,original_comparable_run
day4/members/allie/11_0376.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/allie/11_0376.webp,ok,5,298.561308,original_comparable_run
day1/members/klaus/09_0268.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/klaus/09_0268.webp,ok,7,416.505378,original_comparable_run
day1/members/tien/15_0093.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/tien/15_0093.webp,ok,5,296.856091,original_comparable_run
day3/members/florian/19_0282.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/florian/19_0282.webp,copied,0,0.764178,original_comparable_run
day4/members/bjorn/12_0570.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/bjorn/12_0570.webp,ok,1,60.401848,original_comparable_run
day1/members/cathal/15_0298.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/cathal/15_0298.webp,ok,4,238.149339,original_comparable_run
day4/members/cathal/17_0524.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/cathal/17_0524.webp,copied,0,0.722131,original_comparable_run
day4/members/luca/14_0018.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/luca/14_0018.webp,ok,6,358.108973,original_comparable_run
day1/members/bjorn/10_0501.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/bjorn/10_0501.webp,recovered_after_retry,7,,padding040_det005_face512_two_shards
day1/members/allie/15_0458.webp,reverse_personalization,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/allie/15_0458.webp,ok,1,60.32943,original_comparable_run
