relative_path,box_count,runtime_seconds,failure_reason,failure_subtype,missing_face_box,invalid_crop,too_small_face,multiple_faces,gpu_oom,timeout,method_exception,recommended_fix
day2/members/werner/14_0229.webp,1,0.18256,no_face_detected_in_rp_crop,fast_detector_rejection_or_invalid_crop,no,possible,possible_not_directly_measured,unlikely_from_box_count,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x79E1CC467640>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day1/members/allie/10_0546.webp,7,297.409968,no_face_detected_in_rp_crop,multi_face_or_cluttered_crop_detector_failure,no,not_proven,possible_not_directly_measured,possible,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x79E1CC4EFB80>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day1/members/bjorn/10_0501.webp,7,355.639651,no_face_detected_in_rp_crop,multi_face_or_cluttered_crop_detector_failure,no,not_proven,possible_not_directly_measured,possible,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x79E1CC4A7A90>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day4/members/klaus/14_0224.webp,9,296.646534,no_face_detected_in_rp_crop,multi_face_or_cluttered_crop_detector_failure,no,not_proven,possible_not_directly_measured,possible,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x79E1CC466560>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day2/members/bjorn/20_0121.webp,4,119.469786,no_face_detected_in_rp_crop,single_or_few_box_crop_detector_failure,no,not_proven,possible_not_directly_measured,possible,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x79E1CC48ED40>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day1/members/onanong/18_0512.webp,1,0.197038,no_face_detected_in_rp_crop,fast_detector_rejection_or_invalid_crop,no,possible,possible_not_directly_measured,unlikely_from_box_count,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x765D785E30A0>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day2/members/onanong/14_0331.webp,3,59.961881,no_face_detected_in_rp_crop,single_or_few_box_crop_detector_failure,no,not_proven,possible_not_directly_measured,possible,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x765D789933A0>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day3/members/onanong/16_0319.webp,1,0.187105,no_face_detected_in_rp_crop,fast_detector_rejection_or_invalid_crop,no,possible,possible_not_directly_measured,unlikely_from_box_count,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x765D78991FF0>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day3/members/onanong/11_0644.webp,2,60.087651,no_face_detected_in_rp_crop,single_or_few_box_crop_detector_failure,no,not_proven,possible_not_directly_measured,unlikely_from_box_count,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x765D789965F0>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day4/members/onanong/11_0635.webp,5,235.228171,no_face_detected_in_rp_crop,single_or_few_box_crop_detector_failure,no,not_proven,possible_not_directly_measured,possible,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x765D78756770>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day2/members/klaus/10_0464.webp,3,120.240523,no_face_detected_in_rp_crop,single_or_few_box_crop_detector_failure,no,not_proven,possible_not_directly_measured,possible,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x765EF8163040>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day4/members/florian/11_0305.webp,5,179.565141,no_face_detected_in_rp_crop,single_or_few_box_crop_detector_failure,no,not_proven,possible_not_directly_measured,possible,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x765D78997910>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day4/members/stevan/10_0629.webp,4,0.169683,no_face_detected_in_rp_crop,fast_detector_rejection_or_invalid_crop,no,possible,possible_not_directly_measured,possible,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x765D789933A0>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day3/members/florian/17_0490.webp,4,179.923752,no_face_detected_in_rp_crop,single_or_few_box_crop_detector_failure,no,not_proven,possible_not_directly_measured,possible,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x7669C6C0F130>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day2/members/klaus/19_0493.webp,5,179.004168,no_face_detected_in_rp_crop,single_or_few_box_crop_detector_failure,no,not_proven,possible_not_directly_measured,possible,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x7669C6CEEA70>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day3/members/stevan/18_0060.webp,11,536.450381,no_face_detected_in_rp_crop,multi_face_or_cluttered_crop_detector_failure,no,not_proven,possible_not_directly_measured,possible,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x7669C6CEEAA0>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day1/members/werner/08_0280.webp,1,0.169969,no_face_detected_in_rp_crop,fast_detector_rejection_or_invalid_crop,no,possible,possible_not_directly_measured,unlikely_from_box_count,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x7669D74B8760>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day2/members/cathal/10_0273.webp,1,0.183061,no_face_detected_in_rp_crop,fast_detector_rejection_or_invalid_crop,no,possible,possible_not_directly_measured,unlikely_from_box_count,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x7669D74BBF70>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day2/members/allie/10_0201.webp,4,117.280469,no_face_detected_in_rp_crop,single_or_few_box_crop_detector_failure,no,not_proven,possible_not_directly_measured,possible,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x7669C6CCB640>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day2/members/onanong/12_0404.webp,5,238.845082,no_face_detected_in_rp_crop,single_or_few_box_crop_detector_failure,no,not_proven,possible_not_directly_measured,possible,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x7669C6CEEAA0>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day2/members/tien/12_0017.webp,2,60.090957,no_face_detected_in_rp_crop,single_or_few_box_crop_detector_failure,no,not_proven,possible_not_directly_measured,unlikely_from_box_count,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x7669D74BBF70>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day2/members/bjorn/11_0031.webp,5,178.774988,no_face_detected_in_rp_crop,single_or_few_box_crop_detector_failure,no,not_proven,possible_not_directly_measured,possible,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x7669C6CCB400>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day4/members/bjorn/10_0048.webp,2,60.11802,no_face_detected_in_rp_crop,single_or_few_box_crop_detector_failure,no,not_proven,possible_not_directly_measured,unlikely_from_box_count,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x7669C6CCB640>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day1/members/werner/18_0148.webp,6,238.526495,no_face_detected_in_rp_crop,multi_face_or_cluttered_crop_detector_failure,no,not_proven,possible_not_directly_measured,possible,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x7669C6C0E0E0>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day2/members/bjorn/19_0187.webp,2,0.178048,no_face_detected_in_rp_crop,fast_detector_rejection_or_invalid_crop,no,possible,possible_not_directly_measured,unlikely_from_box_count,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x7669C6CEEAA0>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day3/members/luca/11_0192.webp,4,119.465922,no_face_detected_in_rp_crop,single_or_few_box_crop_detector_failure,no,not_proven,possible_not_directly_measured,possible,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x7669C6C2FF40>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day1/members/florian/18_0042.webp,5,224.315698,no_face_detected_in_rp_crop,single_or_few_box_crop_detector_failure,no,not_proven,possible_not_directly_measured,possible,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x7D279D49B020>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day4/members/stevan/11_0074.webp,7,447.683605,no_face_detected_in_rp_crop,multi_face_or_cluttered_crop_detector_failure,no,not_proven,possible_not_directly_measured,possible,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x7D279ECBE540>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day1/members/florian/16_0525.webp,1,0.155708,no_face_detected_in_rp_crop,fast_detector_rejection_or_invalid_crop,no,possible,possible_not_directly_measured,unlikely_from_box_count,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x7D279EDE2A50>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day4/members/werner/11_0358.webp,6,295.686742,no_face_detected_in_rp_crop,multi_face_or_cluttered_crop_detector_failure,no,not_proven,possible_not_directly_measured,possible,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x7D279D49B020>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day4/members/klaus/13_0503.webp,6,314.568231,no_face_detected_in_rp_crop,multi_face_or_cluttered_crop_detector_failure,no,not_proven,possible_not_directly_measured,possible,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x7B637125ECF0>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day3/members/cathal/20_0569.webp,8,443.35947,no_face_detected_in_rp_crop,multi_face_or_cluttered_crop_detector_failure,no,not_proven,possible_not_directly_measured,possible,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x7B605EDFB470>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day2/members/florian/14_0672.webp,2,74.291871,no_face_detected_in_rp_crop,single_or_few_box_crop_detector_failure,no,not_proven,possible_not_directly_measured,unlikely_from_box_count,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x7B605EE1E270>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day1/members/onanong/15_0060.webp,4,223.336863,no_face_detected_in_rp_crop,single_or_few_box_crop_detector_failure,no,not_proven,possible_not_directly_measured,possible,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x7B605EE3FB30>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day3/members/florian/10_0693.webp,1,0.143492,no_face_detected_in_rp_crop,fast_detector_rejection_or_invalid_crop,no,possible,possible_not_directly_measured,unlikely_from_box_count,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x7B605EDFAD50>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day3/members/tien/10_0690.webp,3,0.147186,no_face_detected_in_rp_crop,fast_detector_rejection_or_invalid_crop,no,possible,possible_not_directly_measured,possible,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x7B604FA77A10>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day1/members/bjorn/09_0300.webp,6,75.200174,no_face_detected_in_rp_crop,multi_face_or_cluttered_crop_detector_failure,no,not_proven,possible_not_directly_measured,possible,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x7B605EDFA660>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day3/members/onanong/11_0248.webp,2,0.149249,no_face_detected_in_rp_crop,fast_detector_rejection_or_invalid_crop,no,possible,possible_not_directly_measured,unlikely_from_box_count,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x7B605EF29940>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day1/members/florian/17_0649.webp,6,372.033403,no_face_detected_in_rp_crop,multi_face_or_cluttered_crop_detector_failure,no,not_proven,possible_not_directly_measured,possible,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x72078CA29370>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day3/members/luca/18_0524.webp,4,224.710854,no_face_detected_in_rp_crop,single_or_few_box_crop_detector_failure,no,not_proven,possible_not_directly_measured,possible,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x72078CA19340>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
day4/members/klaus/12_0118.webp,7,296.160799,no_face_detected_in_rp_crop,multi_face_or_cluttered_crop_detector_failure,no,not_proven,possible_not_directly_measured,possible,no_evidence,no_evidence,No face detected in <PIL.Image.Image image mode=RGB size=1024x1024 at 0x72078CA254C0>.,"retry with manifest boxes, crop padding sweep, lower detector threshold, smaller face-image option, and layered fallback on repeat failure"
