relative_path,file_name,file_ext,file_size_bytes,checksum_sha256,image_width,image_height,view_type,participant_id,day_or_session_id,read_status,integrity_status,timestamp_id,camera_stream_id,day_id,blur_score,webp_blockiness_score,face_count,largest_face_size_px,min_face_size_px,occlusion_ratio_value,screen_score,text_score,small_face_flag,motion_blur_flag,extreme_pose_flag,downward_view_flag,visible_screen_flag,visible_text_flag,multiple_faces_flag,no_face_flag,blur_level,face_size,occlusion_ratio,webp_artefact_severity,condition_matches,face_priority_score,dominant_face_confidence,candidate_score,target_condition,label_source,label_confidence,reviewed_condition_label,official_use,challenge_condition,gold_overlap,gold_label_match,condition_label,selection_seed
day4/members/luca/11_0280.webp,11_0280.webp,webp,200006,a5758632d59a89b3ba36b06d414a24d60ab918b2719b000d14ae788d6da0e27b,3840,2160,egocentric,luca,day4,ok,valid,11_0280,luca,day4,1796.279251328875,113.68075888388388,2,27.53,27.27,0.0,0.2217,4.0,True,False,False,False,True,False,True,False,medium,small,low,medium,"['small_face', 'visible_screen', 'multiple_faces']",37.53,1.0,1052.73,small_face,mtcnn_refined_proxy,0.598,,,False,False,False,small_face,42
day4/members/cathal/18_0442.webp,18_0442.webp,webp,187156,aa7c4dff4d170d4042187676efa7f897ab3950a1a00b175d39077227825c801b,3840,2160,egocentric,cathal,day4,ok,valid,18_0442,cathal,day4,1489.9755979938273,119.72946383883888,1,21.31,21.31,0.0,0.0,2.0,True,False,True,False,False,False,False,False,low,small,low,high,"['small_face', 'extreme_pose']",26.31,0.958,1058.69,small_face,mtcnn_refined_proxy,0.425,,,False,False,False,small_face,42
day4/fixed/meeting/14_0150.webp,14_0150.webp,webp,273020,18d5a5cf5f6172e98bef78ab8f77b79fd8f682e1478eb8db89540b5ecbf3db3d,3840,2160,exocentric,none,day4,ok,valid,14_0150,meeting,day4,2061.1436584849416,111.51016641641642,1,31.79,31.79,0.0,0.0933,5.0,True,False,True,True,False,False,False,False,medium,medium,low,medium,"['small_face', 'extreme_pose', 'downward_view']",36.79,0.989,1048.21,small_face,mtcnn_refined_proxy,0.736,,,False,False,False,small_face,42
day1/members/stevan/10_0321.webp,10_0321.webp,webp,146490,86b6dc756b4fd3bd69907b6e65130b6ed8b83bc76148f50f0e927d34d7c574fd,3840,2160,egocentric,stevan,day1,ok,valid,10_0321,stevan,day1,984.9992947583518,104.2678146896897,2,13.36,11.43,0.0,0.0,5.0,True,True,False,False,False,False,True,False,low,small,low,low,"['small_face', 'motion_blur', 'multiple_faces']",23.36,0.999,1068.57,small_face,mtcnn_refined_proxy,0.092,,,False,False,False,small_face,42
day4/members/bjorn/10_0668.webp,10_0668.webp,webp,211904,433b0ccdc699639e9713d782edae29222161ab79424b3a757dbd55c7e76efb81,3840,2160,egocentric,bjorn,day4,ok,valid,10_0668,bjorn,day4,2014.478329698481,115.65050988488488,1,15.57,15.57,0.0,0.0,2.0,True,False,True,False,False,False,False,False,medium,small,low,high,"['small_face', 'extreme_pose']",20.57,0.99,1064.43,small_face,mtcnn_refined_proxy,0.264,,,False,False,False,small_face,42
day3/fixed/living1/14_0080.webp,14_0080.webp,webp,387096,f1b2156ab8100eff5ff7e66c744eb4195cd81d5d358e0827df677a02ce2f6017,3840,2160,exocentric,none,day3,ok,valid,14_0080,living1,day3,2681.3691087887605,112.22691441441444,1,15.4,15.4,0.0,0.3033,1.0,True,False,False,False,True,False,False,False,high,small,low,medium,"['small_face', 'visible_screen']",20.4,0.765,1064.6,small_face,mtcnn_refined_proxy,0.253,,,False,False,False,small_face,42
day2/members/luca/11_0084.webp,11_0084.webp,webp,257322,b8663c7ed6e3f328406a2f09782c5808cf639e1b4a0f33f8bf380bd0975dbdf1,3840,2160,egocentric,luca,day2,ok,valid,11_0084,luca,day2,2297.0983069567687,109.93416854354352,4,30.07,21.93,0.0,0.35,1.0,True,False,True,False,True,False,True,False,high,medium,low,low,"['small_face', 'extreme_pose', 'visible_screen', 'multiple_faces']",50.07,0.998,1058.07,small_face,mtcnn_refined_proxy,0.437,,,False,False,False,small_face,42
day2/members/stevan/11_0342.webp,11_0342.webp,webp,180606,f089d0cf521c171e0c24648d397492e68bc4fb2137ecbeb396f4faa9a0809ac9,3840,2160,egocentric,stevan,day2,ok,valid,11_0342,stevan,day2,1497.4133337247918,115.90254316816818,4,27.87,20.82,0.0,0.0,1.0,True,False,False,True,False,False,True,False,low,small,low,high,"['small_face', 'downward_view', 'multiple_faces']",47.870000000000005,1.0,1059.18,small_face,mtcnn_refined_proxy,0.391,,,False,False,False,small_face,42
day3/fixed/kitchen/15_0432.webp,15_0432.webp,webp,251110,a45e3fdb22239cc233f6a53e8b15ac497ff1c88ffcb4b45fa4f2de4d21e2d9ef,3840,2160,exocentric,none,day3,ok,valid,15_0432,kitchen,day3,2726.0731694006804,116.56181181181182,1,15.16,15.16,0.0,0.1633,4.0,True,False,False,False,True,False,False,False,high,small,low,high,"['small_face', 'visible_screen']",20.16,0.815,1064.84,small_face,mtcnn_refined_proxy,0.241,,,False,False,False,small_face,42
day3/fixed/living2/16_0721.webp,16_0721.webp,webp,281968,964907210252b1fecfbd4087dd714f08c4cc3f62b6175674d5970580565c8c43,3840,2160,exocentric,none,day3,ok,valid,16_0721,living2,day3,2168.910738523623,114.3337087087087,1,18.04,18.04,0.0,0.2917,2.0,True,False,False,False,True,False,False,False,medium,small,low,medium,"['small_face', 'visible_screen']",23.04,0.998,1061.96,small_face,mtcnn_refined_proxy,0.356,,,False,False,False,small_face,42
day2/members/bjorn/14_0704.webp,14_0704.webp,webp,1089638,3c166618c237f855d7ebb266c9b75e65be34a9d10e8cabc7437c4811bff8cac7,3840,2160,egocentric,bjorn,day2,ok,valid,14_0704,bjorn,day2,1109.2986946030371,104.86614739739738,1,30.6,30.6,0.0,0.0233,4.0,True,True,True,True,False,False,False,False,low,medium,low,low,"['small_face', 'motion_blur', 'extreme_pose', 'downward_view']",35.6,0.855,1049.4,small_face,mtcnn_refined_proxy,0.701,,,False,False,False,small_face,42
day1/fixed/meeting/20_0093.webp,20_0093.webp,webp,261186,b3ab4235bdf9ff6f56a02ae2fb91a5438c00fdbeda9f86df76a16b2f794d15e2,3840,2160,exocentric,none,day1,ok,valid,20_0093,meeting,day1,1944.846990358864,111.56048235735734,1,10.9,10.9,0.0,0.0,2.0,True,False,True,False,False,False,False,False,medium,small,low,medium,"['small_face', 'extreme_pose']",15.9,0.979,1069.1,small_face,mtcnn_refined_proxy,0.069,,,False,False,False,small_face,42
day4/members/onanong/10_0684.webp,10_0684.webp,webp,268206,f7aa6c5c19fa0463f5477b6e2a582b11c599ee1673f6c49a1534edc6de99c1b0,3840,2160,egocentric,onanong,day4,ok,valid,10_0684,onanong,day4,2542.5509470244983,109.64588025525524,7,47.19,14.02,0.0,0.2217,5.0,False,False,False,False,True,False,True,False,high,medium,low,low,"['visible_screen', 'multiple_faces']",82.19,0.999,65.98,small_face,mtcnn_refined_proxy,0.897,,,False,False,False,small_face,42
day3/members/luca/12_0117.webp,12_0117.webp,webp,142000,30bb6f5aa08c85427a1ddbf6dadcb5938e30e35172e7d3acaca389bf2b6ecc03,3840,2160,egocentric,luca,day3,ok,valid,12_0117,luca,day3,815.5509866447896,109.60615302802805,1,23.88,23.88,0.0,0.0,2.0,True,True,True,False,False,False,False,False,low,small,low,low,"['small_face', 'motion_blur', 'extreme_pose']",28.88,0.94,1056.12,small_face,mtcnn_refined_proxy,0.506,,,False,False,False,small_face,42
day2/members/klaus/18_0589.webp,18_0589.webp,webp,281712,63c7a8410f2f830499bb8d90a129aacc975052aa7e543a3ebd4cd6513a28690e,3840,2160,egocentric,klaus,day2,ok,valid,18_0589,klaus,day2,2631.812611741966,109.11150212712714,3,31.12,18.62,0.0,0.2683,4.0,True,False,True,True,True,False,True,False,high,medium,low,low,"['small_face', 'extreme_pose', 'downward_view', 'visible_screen', 'multiple_faces']",46.120000000000005,0.967,1061.38,small_face,mtcnn_refined_proxy,0.379,,,False,False,False,small_face,42
day3/members/cathal/11_0179.webp,11_0179.webp,webp,345982,f4030ce345dd5b045b46383978d3d97c920716ea624c34da15905e2679668377,3840,2160,egocentric,cathal,day3,ok,valid,11_0179,cathal,day3,2397.2101837539617,116.51091716716716,1,29.2,29.2,0.0,0.3267,3.0,True,False,True,False,True,False,False,False,high,small,low,high,"['small_face', 'extreme_pose', 'visible_screen']",34.2,0.923,1050.8,small_face,mtcnn_refined_proxy,0.655,,,False,False,False,small_face,42
day3/fixed/meeting/10_0007.webp,10_0007.webp,webp,284242,9076458294d1e30489eccc8069981f12952934625cb77eb102c55f18a6987f53,3840,2160,exocentric,none,day3,ok,valid,10_0007,meeting,day3,1998.742194530532,112.76407657657656,2,15.03,8.89,0.0,0.0583,6.0,True,False,True,False,False,False,True,False,medium,small,low,medium,"['small_face', 'extreme_pose', 'multiple_faces']",25.03,0.998,1071.11,small_face,mtcnn_refined_proxy,0.034,,,False,False,False,small_face,42
day2/members/werner/19_0229.webp,19_0229.webp,webp,179410,930f8ba31a795b770652545f0e8d2cee05b862cd9c9901aac48b69babdaebb06,3840,2160,egocentric,werner,day2,ok,valid,19_0229,werner,day2,1373.714956589687,106.86114239239238,1,22.47,22.47,0.0,0.0,7.0,True,False,False,False,False,False,False,False,low,small,low,low,['small_face'],27.47,0.926,1057.53,small_face,mtcnn_refined_proxy,0.46,,,False,False,False,small_face,42
day4/fixed/kitchen/10_0302.webp,10_0302.webp,webp,236710,3a1a4c1a1c1d82fa775d2a59759b989e8a0db32e300cc26d9a8bb233c9c7d4c1,3840,2160,exocentric,none,day4,ok,valid,10_0302,kitchen,day4,2598.130772152682,118.07671734234238,1,12.95,12.95,0.0,0.1633,4.0,True,False,True,False,True,False,False,False,high,small,low,high,"['small_face', 'extreme_pose', 'visible_screen']",17.95,0.768,1067.05,small_face,mtcnn_refined_proxy,0.126,,,False,False,False,small_face,42
day2/members/luca/11_0071.webp,11_0071.webp,webp,370876,e7ddcc9fd0437d6c39d7ee57c161412eb3a0c2a6aec3d8c10aae9a997dc4bcf1,3840,2160,egocentric,luca,day2,ok,valid,11_0071,luca,day2,2381.8551841611416,111.7650462962963,8,54.42,14.46,0.25,0.0,3.0,False,False,True,True,False,False,True,False,high,medium,medium,medium,"['extreme_pose', 'downward_view', 'multiple_faces']",94.42,0.823,65.53999999999999,small_face,mtcnn_refined_proxy,0.954,,,False,False,False,small_face,42
day4/fixed/reading/08_0041.webp,08_0041.webp,webp,103192,534dd7da8fabe856393aa83ef9fa2a30a1a213cb928c5c7748d92ef2f5c8f62a,3840,2160,exocentric,none,day4,ok,valid,08_0041,reading,day4,82.1415913549434,109.61191358024692,1,33.0,33.0,0.0,0.0,15.0,False,True,False,False,False,True,False,False,high,medium,low,high,"['motion_blur', 'visible_text']",,,-57.1415913549434,motion_blur,condition_specific_proxy,0.022,,,False,False,False,motion_blur,42
day1/members/stevan/17_0434.webp,17_0434.webp,webp,156408,fa4e79507e895739fc3cddea044e67910b59ad8d072c41ab56bd32b069661546,3840,2160,egocentric,stevan,day1,ok,valid,17_0434,stevan,day1,1068.08393927308,111.68884509509512,3,35.12,22.07,0.25,0.105,1.0,False,True,False,True,True,False,True,False,low,medium,medium,medium,"['motion_blur', 'downward_view', 'visible_screen', 'multiple_faces']",0.0,1.0,-993.08393927308,motion_blur,condition_specific_proxy,0.587,,,False,False,False,motion_blur,42
day2/members/werner/19_0492.webp,19_0492.webp,webp,133890,1ab6b22f11050cbbb935aa1e2decfb033fddb82b3be68266f05af570278c2372,3840,2160,egocentric,werner,day2,ok,valid,19_0492,werner,day2,731.7130522318791,115.49474474474476,1,44.0,44.0,0.25,0.1167,6.0,False,True,False,False,True,False,False,False,high,medium,medium,high,"['motion_blur', 'visible_screen']",,,-706.7130522318791,motion_blur,condition_specific_proxy,0.13,,,False,False,False,motion_blur,42
day4/members/cathal/09_0717.webp,09_0717.webp,webp,150994,6b66c7677f8145437c17aa010bbfd9fc3520b90509260dfd2ab1de821de3cadc,3840,2160,egocentric,cathal,day4,ok,valid,09_0717,cathal,day4,827.4738725971256,121.08575763263262,1,34.58,34.58,0.0,0.1867,4.0,False,True,True,True,True,False,False,False,low,medium,low,high,"['motion_blur', 'extreme_pose', 'downward_view', 'visible_screen']",0.0,0.788,-802.4738725971256,motion_blur,condition_specific_proxy,0.196,,,False,False,False,motion_blur,42
day3/members/cathal/10_0097.webp,10_0097.webp,webp,171656,3e7ef9ebadb8b79f4d407543e68eec813731a33c6ab53efd3e14ea7a48bdf495,3840,2160,egocentric,cathal,day3,ok,valid,10_0097,cathal,day3,1186.2399208523518,102.421483983984,2,49.63,29.47,0.0,0.0,2.0,False,True,True,True,False,False,True,False,low,medium,low,low,"['motion_blur', 'extreme_pose', 'downward_view', 'multiple_faces']",0.0,1.0,-1136.2399208523518,motion_blur,condition_specific_proxy,0.783,,,False,False,False,motion_blur,42
day3/members/cathal/10_0085.webp,10_0085.webp,webp,179858,395ad66c353181355be7d73fe4714c73b49e2d99ad520fefd879b50dc9d0e71f,3840,2160,egocentric,cathal,day3,ok,valid,10_0085,cathal,day3,1277.263102657747,108.6838400900901,2,56.65,35.45,0.0,0.0,3.0,False,True,True,True,False,False,True,False,low,medium,low,low,"['motion_blur', 'extreme_pose', 'downward_view', 'multiple_faces']",0.0,1.0,-1227.263102657747,motion_blur,condition_specific_proxy,0.913,,,False,False,False,motion_blur,42
day4/members/werner/11_0702.webp,11_0702.webp,webp,144624,8e337cd9deef34bd098d1211679f671e7814b3ab4d9f37cef66a6501ea233045,3840,2160,egocentric,werner,day4,ok,valid,11_0702,werner,day4,930.9834453208912,114.43177552552552,2,73.54,48.54,0.0,0.0,4.0,False,True,True,True,False,False,True,False,low,medium,low,high,"['motion_blur', 'extreme_pose', 'downward_view', 'multiple_faces']",0.0,0.852,-880.9834453208912,motion_blur,condition_specific_proxy,0.326,,,False,False,False,motion_blur,42
day3/members/tien/10_0034.webp,10_0034.webp,webp,89824,5c07e2b37ad098bad397f03a9d0a09adda6493deb887f555223d4f222942e597,3840,2160,egocentric,tien,day3,ok,valid,10_0034,tien,day3,509.6929089372214,77.24346221221222,1,21.31,21.31,0.25,0.0,2.0,True,True,True,True,False,False,False,False,low,small,medium,low,"['small_face', 'motion_blur', 'extreme_pose', 'downward_view']",0.0,0.998,-484.6929089372214,motion_blur,condition_specific_proxy,0.065,,,False,False,False,motion_blur,42
day3/members/tien/09_0622.webp,09_0622.webp,webp,107762,aa0a7df5dfcf4dbb32bf416ec8858d20d68972edf4512624477b65457a28526a,3840,2160,egocentric,tien,day3,ok,valid,09_0622,tien,day3,726.614755684856,80.32764014014015,2,32.92,24.49,0.25,0.0,6.0,False,True,True,True,False,False,True,False,low,medium,medium,low,"['motion_blur', 'extreme_pose', 'downward_view', 'multiple_faces']",0.0,0.845,-676.614755684856,motion_blur,condition_specific_proxy,0.109,,,False,False,False,motion_blur,42
day2/members/florian/15_0496.webp,15_0496.webp,webp,229110,b21c117ada2ec70b3603d7c3acbdd971f786c5f7eb86c2fb7454796c32b78f4e,3840,2160,egocentric,florian,day2,ok,valid,15_0496,florian,day2,1265.6799382804422,119.55406969469468,1,24.85,24.85,0.0,0.07,4.0,True,True,True,False,False,False,False,False,low,small,low,high,"['small_face', 'motion_blur', 'extreme_pose']",0.0,0.794,-1240.6799382804422,motion_blur,condition_specific_proxy,0.935,,,False,False,False,motion_blur,42
day1/members/bjorn/11_0223.webp,11_0223.webp,webp,155284,5c52f6f3df66e9a00aec464809328586ae701f68408372b462a8870c827de9ad,3840,2160,egocentric,bjorn,day1,ok,valid,11_0223,bjorn,day1,1111.2739581454184,109.0486111111111,3,28.15,23.54,0.0,0.0,2.0,True,True,True,True,False,False,True,False,low,small,low,low,"['small_face', 'motion_blur', 'extreme_pose', 'downward_view', 'multiple_faces']",0.0,0.999,-1036.2739581454184,motion_blur,condition_specific_proxy,0.652,,,False,False,False,motion_blur,42
day4/fixed/reading/10_0278.webp,10_0278.webp,webp,172872,f7cb436e92296022e181506d44943bf608299bbaee49a9a0e8bc737186b2fd82,3840,2160,exocentric,none,day4,ok,valid,10_0278,reading,day4,989.4315189360992,113.68784409409412,1,16.94,16.94,0.0,0.1283,6.0,True,True,False,True,True,False,False,False,low,small,low,medium,"['small_face', 'motion_blur', 'downward_view', 'visible_screen']",0.0,0.803,-964.4315189360992,motion_blur,condition_specific_proxy,0.478,,,False,False,False,motion_blur,42
day1/members/bjorn/10_0484.webp,10_0484.webp,webp,135800,84b2c251a7b3699a83efbf5af46bc11fd47d1254ac4391d8ebd3e348c7d03f2c,3840,2160,egocentric,bjorn,day1,ok,valid,10_0484,bjorn,day1,995.885211709105,108.05402277277275,2,45.99,10.38,0.0,0.0,2.0,False,True,True,True,False,False,True,False,low,medium,low,low,"['motion_blur', 'extreme_pose', 'downward_view', 'multiple_faces']",0.0,0.898,-945.885211709105,motion_blur,condition_specific_proxy,0.413,,,False,False,False,motion_blur,42
day1/members/cathal/10_0140.webp,10_0140.webp,webp,158430,eb9438191ad25eacea7c6ef67316cd725d66936f97bc535a0a885b26c7bbdcf3,3840,2160,egocentric,cathal,day1,ok,valid,10_0140,cathal,day1,1209.70490894338,109.86064189189187,3,31.28,18.12,0.0,0.0,5.0,True,True,True,True,False,False,True,False,low,medium,low,low,"['small_face', 'motion_blur', 'extreme_pose', 'downward_view', 'multiple_faces']",0.0,0.964,-1134.70490894338,motion_blur,condition_specific_proxy,0.761,,,False,False,False,motion_blur,42
day1/members/onanong/10_0373.webp,10_0373.webp,webp,139626,ffde1bba16852e4ec898f4fd39b037f232a3ec5b7cae344bdad733fdb3224536,3840,2160,egocentric,onanong,day1,ok,valid,10_0373,onanong,day1,943.9606461294576,112.1110641891892,4,30.41,14.11,0.25,0.0,3.0,True,True,True,True,False,False,True,False,low,medium,medium,medium,"['small_face', 'motion_blur', 'extreme_pose', 'downward_view', 'multiple_faces']",0.0,0.964,-843.9606461294576,motion_blur,condition_specific_proxy,0.261,,,False,False,False,motion_blur,42
day4/members/stevan/18_0469.webp,18_0469.webp,webp,138180,4a8b0b5a1909ba56e62287ec552ea467146c4846a3f61745cef764d4aca7bf68,3840,2160,egocentric,stevan,day4,ok,valid,18_0469,stevan,day4,1217.6863010071015,96.23379629629628,1,16.77,16.77,0.0,0.1283,3.0,True,True,True,True,True,False,False,False,low,small,low,low,"['small_face', 'motion_blur', 'extreme_pose', 'downward_view', 'visible_screen']",0.0,0.968,-1192.6863010071015,motion_blur,condition_specific_proxy,0.848,,,False,False,False,motion_blur,42
day3/members/tien/18_0478.webp,18_0478.webp,webp,171352,997f931a66cb29540a2b7a120193dfb2e052086aacb58e782c9119a2339cd586,3840,2160,egocentric,tien,day3,ok,valid,18_0478,tien,day3,1213.694516698683,118.4179491991992,5,43.99,16.42,0.0,0.0,9.0,False,True,True,True,False,False,True,False,low,medium,low,high,"['motion_blur', 'extreme_pose', 'downward_view', 'multiple_faces']",0.0,0.909,-1088.694516698683,motion_blur,condition_specific_proxy,0.696,,,False,False,False,motion_blur,42
day1/members/onanong/11_0207.webp,11_0207.webp,webp,139960,28de4e2f2ae26e66cf258bcdf3aa9e68e0b3b9a4619e77231aa49b496b2ecf89,3840,2160,egocentric,onanong,day1,ok,valid,11_0207,onanong,day1,903.228477437328,96.06317254754754,2,26.91,26.91,0.0,0.0,1.0,True,True,True,True,False,False,True,False,low,small,low,low,"['small_face', 'motion_blur', 'extreme_pose', 'downward_view', 'multiple_faces']",0.0,0.983,-853.228477437328,motion_blur,condition_specific_proxy,0.283,,,False,False,False,motion_blur,42
day1/members/luca/12_0667.webp,12_0667.webp,webp,191022,77a6788bed35b408b3f17f147fdd84a0466f95d7d34272897f913df8f9fc820a,3840,2160,egocentric,luca,day1,ok,valid,12_0667,luca,day1,1278.834952444115,108.61717967967968,1,28.76,28.76,0.0,0.1167,4.0,True,True,False,True,True,False,False,False,low,small,low,low,"['small_face', 'motion_blur', 'downward_view', 'visible_screen']",0.0,1.0,-1253.834952444115,motion_blur,condition_specific_proxy,0.978,,,False,False,False,motion_blur,42
day1/members/werner/11_0596.webp,11_0596.webp,webp,104612,cf765a821da454d9a58a26a3dead97970e98bfc450c73ac02806ad7c5c098901,3840,2160,egocentric,werner,day1,ok,valid,11_0596,werner,day1,665.2135884384251,113.92162474974972,1,25.0,25.0,0.0,0.105,4.0,True,True,False,False,True,False,False,False,high,small,low,medium,"['small_face', 'motion_blur', 'visible_screen']",,,-640.2135884384251,motion_blur,condition_specific_proxy,0.087,,,False,False,False,motion_blur,42
day4/members/bao/13_0654.webp,13_0654.webp,webp,136358,d74ab21bfd4eac88903927599bb1b04e5b143d06a5027204dcffc67fe5cf47cc,3840,2160,egocentric,bao,day4,ok,valid,13_0654,bao,day4,904.4574758805549,108.1685591841842,3,42.24,19.91,0.0,0.1283,0.0,False,True,False,True,True,False,True,False,low,medium,low,low,"['motion_blur', 'downward_view', 'visible_screen', 'multiple_faces']",0.0,0.996,-829.4574758805549,motion_blur,condition_specific_proxy,0.239,,,False,False,False,motion_blur,42
day1/members/florian/09_0313.webp,09_0313.webp,webp,150844,6cc0f6971002b6d8566ac3e1138af50e52404dcf7bd5288f0d721773888675f6,3840,2160,egocentric,florian,day1,ok,valid,09_0313,florian,day1,1051.4229663743638,115.56813063063062,3,92.92,58.23,0.0,0.0,1.0,False,True,True,False,False,False,True,False,low,large,low,high,"['motion_blur', 'extreme_pose', 'multiple_faces']",0.0,0.816,-976.4229663743638,motion_blur,condition_specific_proxy,0.543,,,False,False,False,motion_blur,42
day4/members/bao/12_0395.webp,12_0395.webp,webp,171662,8c1917ca26a0fe1ca1ddf0932eb0f449c40b085cc686907ac477091ad7592d8f,3840,2160,egocentric,bao,day4,ok,valid,12_0395,bao,day4,1366.527744006573,119.27399274274276,1,90.0,90.0,0.0,0.035,3.0,False,True,False,False,False,False,False,False,high,large,low,high,['motion_blur'],,,-1341.527744006573,motion_blur,condition_specific_proxy,1.0,,,False,False,False,motion_blur,42
