egocentric_relative_path,file_name_ego,file_ext_ego,file_size_bytes_ego,checksum_sha256_ego,image_width_ego,image_height_ego,egocentric_stream_id,view_type_ego,egocentric_participant_id,day_or_session_id_ego,read_status_ego,integrity_status_ego,day_id,timestamp_id,exocentric_relative_path,file_name_exo,file_ext_exo,file_size_bytes_exo,checksum_sha256_exo,image_width_exo,image_height_exo,exocentric_stream_id,view_type_exo,participant_id,day_or_session_id_exo,read_status_exo,integrity_status_exo,pair_id
day1/members/allie/09_0610.webp,09_0610.webp,webp,245318,2f4f3be8d9fbb4ce6cfc479e5df814d0e62bda1158f3c0254ce2a40acbac1b1d,3840,2160,allie,egocentric,allie,day1,ok,valid,day1,09_0610,day1/fixed/living2/09_0610.webp,09_0610.webp,webp,355200,9380e7d012cbc4894371f9af99f41a61441d298fe4616abdcc3678c4334d015e,3840,2160,living2,exocentric,,day1,ok,valid,day1::09_0610::allie::living2
day1/members/klaus/10_0178.webp,10_0178.webp,webp,194784,9f2a1e6f493e8dfcc3c8e21081d62620aa81f684e259348762f2c9155022a591,3840,2160,klaus,egocentric,klaus,day1,ok,valid,day1,10_0178,day1/fixed/living2/10_0178.webp,10_0178.webp,webp,395642,10116f972b16877fd156b07f467e79c0e99311af93269e6697b5fb038c7be84b,3840,2160,living2,exocentric,,day1,ok,valid,day1::10_0178::klaus::living2
day1/members/cathal/10_0590.webp,10_0590.webp,webp,192268,d1439e267236c802e93b1ce3053e6e53cbdb882baff995f2b75b0cc62f080c47,3840,2160,cathal,egocentric,cathal,day1,ok,valid,day1,10_0590,day1/fixed/living2/10_0590.webp,10_0590.webp,webp,433044,3de69ca90ca1f4b2fd538e818baa245159fac3c2044b5dc47444c6d20b1b2961,3840,2160,living2,exocentric,,day1,ok,valid,day1::10_0590::cathal::living2
day1/members/onanong/11_0393.webp,11_0393.webp,webp,308918,da4f68fbbe2c814a9ddebb05558afde11634c3f670a7663e5f7c7e50ada6dfde,3840,2160,onanong,egocentric,onanong,day1,ok,valid,day1,11_0393,day1/fixed/living2/11_0393.webp,11_0393.webp,webp,386046,147c15d583b6a403467b2eb2447caee620908ea3e57717114282e90061aa3ec1,3840,2160,living2,exocentric,,day1,ok,valid,day1::11_0393::onanong::living2
day1/members/onanong/11_0625.webp,11_0625.webp,webp,174988,b7763ab4ad9598d9c71870203eff03e051670dbd7b8bd3b46b6055ff6e39a0a7,3840,2160,onanong,egocentric,onanong,day1,ok,valid,day1,11_0625,day1/fixed/living2/11_0625.webp,11_0625.webp,webp,438170,9f164f482710e079bb83c960e1c7f25da3b9e9b6f361d1b1b7608d5b9c89c2ad,3840,2160,living2,exocentric,,day1,ok,valid,day1::11_0625::onanong::living2
day1/members/werner/13_0645.webp,13_0645.webp,webp,142538,119e890eb1dbfe338f6ce9bbbf2a6241308f54684775bcf2dd77272e718375c7,3840,2160,werner,egocentric,werner,day1,ok,valid,day1,13_0645,day1/fixed/living2/13_0645.webp,13_0645.webp,webp,379562,cd70796fd44351d9ac99ea678db20b876d52d61189e2de16875e1d39c63e7f3b,3840,2160,living2,exocentric,,day1,ok,valid,day1::13_0645::werner::living2
day1/members/bjorn/13_0688.webp,13_0688.webp,webp,230166,e2dd9b533dc0933b4bde6c9de5a757e92e3f13b05aa31f231367ae6b1b3b0545,3840,2160,bjorn,egocentric,bjorn,day1,ok,valid,day1,13_0688,day1/fixed/living2/13_0688.webp,13_0688.webp,webp,365152,7ebc21de4b31cb6d9cbf5f3afdcbec70bbf3c635d43924a0c332fd1e00e74550,3840,2160,living2,exocentric,,day1,ok,valid,day1::13_0688::bjorn::living2
day1/members/florian/14_0013.webp,14_0013.webp,webp,269860,b31a13a1dee4c035ca56a298f1bc69e35979e85f35b105ea516fa087d48555b6,3840,2160,florian,egocentric,florian,day1,ok,valid,day1,14_0013,day1/fixed/living2/14_0013.webp,14_0013.webp,webp,374152,a7dab3bfa72992702f5160cfc359688beea4f796828d996e31981f9611d548ee,3840,2160,living2,exocentric,,day1,ok,valid,day1::14_0013::florian::living2
day1/members/tien/14_0511.webp,14_0511.webp,webp,189954,9bb9e5402d09bfe4c579f46821af2237cbb9714c5d81113237af6814e4858aee,3840,2160,tien,egocentric,tien,day1,ok,valid,day1,14_0511,day1/fixed/living2/14_0511.webp,14_0511.webp,webp,333364,2e0d90febb187c71689fc33d08198ae3a120fee34c337e8bd12a158ca652d545,3840,2160,living2,exocentric,,day1,ok,valid,day1::14_0511::tien::living2
day1/members/florian/15_0404.webp,15_0404.webp,webp,264878,f6a96edc7ad241586d484ec0554da0b6e69ab438656c6ac2111c527a3b424f14,3840,2160,florian,egocentric,florian,day1,ok,valid,day1,15_0404,day1/fixed/living2/15_0404.webp,15_0404.webp,webp,321896,52117efa41e311d1b80755a0903a6f6d4feb2c423b538372ee2d633e15bbcc4b,3840,2160,living2,exocentric,,day1,ok,valid,day1::15_0404::florian::living2
day1/members/cathal/18_0084.webp,18_0084.webp,webp,216796,d01962b5f59e0b82107b3388fb6f28fd987ee584712cea90b574bb759da56e03,3840,2160,cathal,egocentric,cathal,day1,ok,valid,day1,18_0084,day1/fixed/living2/18_0084.webp,18_0084.webp,webp,249606,8718c58e294e953d39b65dc92b6cd43b28419e0043f75edfa883f20fbca517fc,3840,2160,living2,exocentric,,day1,ok,valid,day1::18_0084::cathal::living2
day1/members/tien/19_0125.webp,19_0125.webp,webp,168144,10530840989e89313b95164afc37bf164a48f5f2f3a2f26e0f8399338b07dcaa,3840,2160,tien,egocentric,tien,day1,ok,valid,day1,19_0125,day1/fixed/living2/19_0125.webp,19_0125.webp,webp,251036,2bcf2c1ea5ae8a160d7416a72660d3ad89f10828f3001cc98ee3d127b2b3e796,3840,2160,living2,exocentric,,day1,ok,valid,day1::19_0125::tien::living2
day1/members/klaus/11_0659.webp,11_0659.webp,webp,917512,c5e99ede4d9d1da5fd8629d3c2384b08f3193bb1058a62ba480b0b7d2a7688a5,3840,2160,klaus,egocentric,klaus,day1,ok,valid,day1,11_0659,day1/fixed/meeting/11_0659.webp,11_0659.webp,webp,274590,9b40acd49742fbc37aff3de1cc3a90fc741dfb7e4b8f6e5bbcbd623dfb2cadb6,3840,2160,meeting,exocentric,,day1,ok,valid,day1::11_0659::klaus::meeting
day1/members/cathal/12_0228.webp,12_0228.webp,webp,296148,76901c855f2f1b44b6b3b8de1351da3b956686b76caf96b400282c867f7df5da,3840,2160,cathal,egocentric,cathal,day1,ok,valid,day1,12_0228,day1/fixed/meeting/12_0228.webp,12_0228.webp,webp,272782,f7e0df40bd736a0a99aa963513da47ac41562c3d12f7719b3b128e6bcfddf8e2,3840,2160,meeting,exocentric,,day1,ok,valid,day1::12_0228::cathal::meeting
day1/members/luca/12_0394.webp,12_0394.webp,webp,202232,42d9bc5a803cf4957d34ab98707fb98142afed500c26ee6fe88218d50f0d3435,3840,2160,luca,egocentric,luca,day1,ok,valid,day1,12_0394,day1/fixed/meeting/12_0394.webp,12_0394.webp,webp,270202,2ac0e3188ece9753eb508ae1f79ba33232f216a46740f3f124b06e5864bb55ec,3840,2160,meeting,exocentric,,day1,ok,valid,day1::12_0394::luca::meeting
day1/members/werner/13_0229.webp,13_0229.webp,webp,177760,c2f01ee0d6f2505117b17d2ca7b5138a5d69a5800202a276732d0ff2bddd73f9,3840,2160,werner,egocentric,werner,day1,ok,valid,day1,13_0229,day1/fixed/meeting/13_0229.webp,13_0229.webp,webp,278014,f1ec96db5f272bb50a468eb0d25b6d082730e8c1307b645babc386de44d8fb11,3840,2160,meeting,exocentric,,day1,ok,valid,day1::13_0229::werner::meeting
day1/members/onanong/14_0609.webp,14_0609.webp,webp,202660,12477be59e76babfef958a6a564c4bc37a20ef55dbc38a5bf4eae6d495dd6195,3840,2160,onanong,egocentric,onanong,day1,ok,valid,day1,14_0609,day1/fixed/meeting/14_0609.webp,14_0609.webp,webp,269056,2a0afda8075b4b83eccbb450a2bcf556d323e861079a95395f2eef08117c5ad8,3840,2160,meeting,exocentric,,day1,ok,valid,day1::14_0609::onanong::meeting
day1/members/onanong/14_0637.webp,14_0637.webp,webp,290808,81bbf5de9221bf58ff03a81866f14dbe84ed48005b79ae678ebae7efecf5ef5f,3840,2160,onanong,egocentric,onanong,day1,ok,valid,day1,14_0637,day1/fixed/meeting/14_0637.webp,14_0637.webp,webp,274142,696a74e273ab35dbfa73d54b6c97c9f0208bc38519202ed6882562d95c6e00c0,3840,2160,meeting,exocentric,,day1,ok,valid,day1::14_0637::onanong::meeting
day1/members/florian/17_0222.webp,17_0222.webp,webp,259718,03e25313dc7425aa5e29ee04725218cfdd02fc0c58cc7a5adc979a721c9bd17a,3840,2160,florian,egocentric,florian,day1,ok,valid,day1,17_0222,day1/fixed/meeting/17_0222.webp,17_0222.webp,webp,245232,9c318ed5097b1f514d86c20a512f7fb3519ae570c1ba447db616fddbe400d356,3840,2160,meeting,exocentric,,day1,ok,valid,day1::17_0222::florian::meeting
day1/members/florian/18_0019.webp,18_0019.webp,webp,173886,aabcac34e6b951f52e5ace904bdfe6882e4dae009876061f931006030c55b213,3840,2160,florian,egocentric,florian,day1,ok,valid,day1,18_0019,day1/fixed/meeting/18_0019.webp,18_0019.webp,webp,242496,17c3a19570fa12493a0cec3e5ea24d7dc21e23837740dd04ab713aa10bcb8151,3840,2160,meeting,exocentric,,day1,ok,valid,day1::18_0019::florian::meeting
day1/members/cathal/18_0020.webp,18_0020.webp,webp,308162,4c0ffc375d4b8d342717700208c29c3163dc3ce0ae670f86c92fa6e28954ab39,3840,2160,cathal,egocentric,cathal,day1,ok,valid,day1,18_0020,day1/fixed/meeting/18_0020.webp,18_0020.webp,webp,243196,6145a5faedc0277960d8edafdc76d63ee2447b6e12bae0347f26da07efe5c942,3840,2160,meeting,exocentric,,day1,ok,valid,day1::18_0020::cathal::meeting
day1/members/cathal/18_0210.webp,18_0210.webp,webp,130350,bff4d364b53e8e808119780697d12032c1a32c086b4cecfe93709fd05aa8360c,3840,2160,cathal,egocentric,cathal,day1,ok,valid,day1,18_0210,day1/fixed/meeting/18_0210.webp,18_0210.webp,webp,244360,0e3318bb6436c367e013700d667e053c7b1ba86b38e22da3eb12ee32a3b2d73d,3840,2160,meeting,exocentric,,day1,ok,valid,day1::18_0210::cathal::meeting
day1/members/werner/19_0415.webp,19_0415.webp,webp,292790,8ce96d7b6a227e58ef54154ff0a64ff6cc4d8958ba2825c8dac6317b94f33efc,3840,2160,werner,egocentric,werner,day1,ok,valid,day1,19_0415,day1/fixed/meeting/19_0415.webp,19_0415.webp,webp,246056,8ca386dd63f946d906f4a3d7498d6e242ad7b0de8540706cd92cfd5294824be2,3840,2160,meeting,exocentric,,day1,ok,valid,day1::19_0415::werner::meeting
day1/members/cathal/20_0028.webp,20_0028.webp,webp,90370,041694394fd17934ba8fddec491735a8d3f8fb21edcf6539a57878ea64ad9802,3840,2160,cathal,egocentric,cathal,day1,ok,valid,day1,20_0028,day1/fixed/meeting/20_0028.webp,20_0028.webp,webp,262204,9bf700fc8185908bcfcb3cb1e0ff687d61534a8f8bf9a4aa5d935caee35b1b4b,3840,2160,meeting,exocentric,,day1,ok,valid,day1::20_0028::cathal::meeting
day1/members/florian/10_0459.webp,10_0459.webp,webp,231106,134aed69ecbcd668e513c21752ca50b3afae9b925200789b3b3994ccc5ad3d62,3840,2160,florian,egocentric,florian,day1,ok,valid,day1,10_0459,day1/fixed/reading/10_0459.webp,10_0459.webp,webp,164972,f1375c7440c897c017873f33382021d2c9d67b18f45d1de7e689f9f01511e2d9,3840,2160,reading,exocentric,,day1,ok,valid,day1::10_0459::florian::reading
day1/members/klaus/11_0090.webp,11_0090.webp,webp,292410,47b2ee5a2d7c2fd9494778f5730187675a896e2b439f655591859e44d86bc0c1,3840,2160,klaus,egocentric,klaus,day1,ok,valid,day1,11_0090,day1/fixed/reading/11_0090.webp,11_0090.webp,webp,165104,8cfee6901f7521d3e3a966effca5e134f1371ba0aa5fab66b231ce8a5955976b,3840,2160,reading,exocentric,,day1,ok,valid,day1::11_0090::klaus::reading
day1/members/bjorn/11_0498.webp,11_0498.webp,webp,473018,454e848e700ac249f324a15167aecdf39c48c20ff6513a79423d5a534b523143,3840,2160,bjorn,egocentric,bjorn,day1,ok,valid,day1,11_0498,day1/fixed/reading/11_0498.webp,11_0498.webp,webp,161712,9315587e682e1e597a809c145d95edde48b80efa01b8ece1904538cbbe468cb2,3840,2160,reading,exocentric,,day1,ok,valid,day1::11_0498::bjorn::reading
day1/members/tien/11_0508.webp,11_0508.webp,webp,152542,24cc7ed857f31b1b27d2722d8a6e35296ba14438a491966c91c025ad18ecb4fd,3840,2160,tien,egocentric,tien,day1,ok,valid,day1,11_0508,day1/fixed/reading/11_0508.webp,11_0508.webp,webp,163780,19fe3ca49eaf9233ba66b31c294534e000ae9792cfb43c6f04c62114b4e500d4,3840,2160,reading,exocentric,,day1,ok,valid,day1::11_0508::tien::reading
day1/members/allie/12_0025.webp,12_0025.webp,webp,318944,e03c860a78bec8f6aa40581d5602e1bbb5cb507d66812a411f45697e7b29ea0c,3840,2160,allie,egocentric,allie,day1,ok,valid,day1,12_0025,day1/fixed/reading/12_0025.webp,12_0025.webp,webp,161586,d76c45d793140569fea4ba9d9d56e00978a7644043c97548966a29c19ccfbbc8,3840,2160,reading,exocentric,,day1,ok,valid,day1::12_0025::allie::reading
day1/members/bjorn/14_0135.webp,14_0135.webp,webp,231812,b3555ca25b1db6d2eb71943310d8bb52bc91f15e2f9ae82d21fe799e4c11be8a,3840,2160,bjorn,egocentric,bjorn,day1,ok,valid,day1,14_0135,day1/fixed/reading/14_0135.webp,14_0135.webp,webp,165208,fa05c1fe4b84233cf75ceb5197f9600dc5e62678b5b1e763e786b17deb33b2e0,3840,2160,reading,exocentric,,day1,ok,valid,day1::14_0135::bjorn::reading
day1/members/onanong/18_0186.webp,18_0186.webp,webp,181334,7454261e23992a1e4576ab7c1c190f310daca2d71b7e100181670584e0b317b3,3840,2160,onanong,egocentric,onanong,day1,ok,valid,day1,18_0186,day1/fixed/reading/18_0186.webp,18_0186.webp,webp,157648,d7917397dc23bb0855b5fb402f6518f52486fa826554388f108206331f153d1a,3840,2160,reading,exocentric,,day1,ok,valid,day1::18_0186::onanong::reading
day1/members/cathal/18_0442.webp,18_0442.webp,webp,198522,e20ae6fb91f1090ead4681d6e9f0375335119e604f9f8d98ad62fbe7ac519f47,3840,2160,cathal,egocentric,cathal,day1,ok,valid,day1,18_0442,day1/fixed/reading/18_0442.webp,18_0442.webp,webp,159184,bf46722721edce4a67453e67bb37968ae120a5f983fa5e67d4dd4b4385f4c26d,3840,2160,reading,exocentric,,day1,ok,valid,day1::18_0442::cathal::reading
day2/members/onanong/10_0716.webp,10_0716.webp,webp,285164,a6f3f3f035aabc4c92e181845a4a61142b7575061f963d2576e66c257ab4a22a,3840,2160,onanong,egocentric,onanong,day2,ok,valid,day2,10_0716,day2/fixed/kitchen/10_0716.webp,10_0716.webp,webp,294426,06e4c36930ca166f498022a1a24258ab01ee7dcb85f37a8110cab156271ce9f3,3840,2160,kitchen,exocentric,,day2,ok,valid,day2::10_0716::onanong::kitchen
day2/members/klaus/12_0576.webp,12_0576.webp,webp,249656,be562745ff9857297e58f1a49d0473bd07d6cdabe298438cd493f93f47c14bad,3840,2160,klaus,egocentric,klaus,day2,ok,valid,day2,12_0576,day2/fixed/kitchen/12_0576.webp,12_0576.webp,webp,268692,febfbe8ba50f62ade06ac45fdfc05d5fc8ea50064dc35ac0cd481ccfdcecbd64,3840,2160,kitchen,exocentric,,day2,ok,valid,day2::12_0576::klaus::kitchen
day2/members/onanong/14_0186.webp,14_0186.webp,webp,306614,c62365d5ee7b0a3b7984462f35be08f7941000fa99c83fe25a2cc00bb196857d,3840,2160,onanong,egocentric,onanong,day2,ok,valid,day2,14_0186,day2/fixed/kitchen/14_0186.webp,14_0186.webp,webp,278172,be1902965a40aa37033cd820b6da822a102b26e45e70ef8ff51ec5ef7ac64987,3840,2160,kitchen,exocentric,,day2,ok,valid,day2::14_0186::onanong::kitchen
