relative_path,file_name,file_ext,file_size_bytes,checksum_sha256,image_width,image_height,view_type,participant_id,day_or_session_id,read_status,integrity_status,timestamp_id,camera_stream_id,day_id,blur_score,webp_blockiness_score,screen_score,text_score,motion_blur_flag,visible_screen_flag,visible_text_flag,blur_level,face_size,occlusion_ratio,webp_artefact_severity,condition_matches,face_count,largest_face_size_px,min_face_size_px,occlusion_ratio_value,small_face_flag,extreme_pose_flag,downward_view_flag,multiple_faces_flag,no_face_flag,selection_seed
day4/members/florian/14_0315.webp,14_0315.webp,webp,215726,9c990af54a94bc05400e2c3461f5f287f805c780af9af5c8a677a1bff6f2d071,3840,2160,egocentric,florian,day4,ok,valid,14_0315,florian,day4,2054.522394841664,120.05636886886889,0.0,6.0,False,False,False,medium,medium,low,high,"['small_face', 'extreme_pose', 'multiple_faces']",6,30.46,13.45,0.0,True,True,False,True,False,42
day1/members/florian/11_0301.webp,11_0301.webp,webp,346590,734cdf91eba003809e3d341522b4f54bf12b2d866a75c5f14b3ee5f46aae692c,3840,2160,egocentric,florian,day1,ok,valid,11_0301,florian,day1,2502.0789087705725,119.96313501001,0.0,1.0,False,False,False,low,medium,low,high,['extreme_pose'],1,52.46,52.46,0.0,False,True,False,False,False,42
day4/members/cathal/12_0589.webp,12_0589.webp,webp,199446,54c233c27d34951029a7878937467b3369ef258822ce8c6e48c25e8bd8ac4b37,3840,2160,egocentric,cathal,day4,ok,valid,12_0589,cathal,day4,2280.5203937774136,123.9913038038038,0.2917,1.0,False,True,False,low,medium,low,high,"['extreme_pose', 'visible_screen', 'multiple_faces']",4,54.27,25.21,0.0,False,True,False,True,False,42
day2/members/onanong/13_0540.webp,13_0540.webp,webp,193110,df31c1a1aa6941ac3d1b2352ea2323515f3d4f4afe57a94469debbecd17edaf0,3840,2160,egocentric,onanong,day2,ok,valid,13_0540,onanong,day2,1787.2068137128329,112.16912224724724,0.21,2.0,False,True,False,medium,medium,medium,medium,"['extreme_pose', 'visible_screen', 'multiple_faces']",4,71.33,29.15,0.25,False,True,False,True,False,42
day4/members/allie/11_0610.webp,11_0610.webp,webp,336056,5ba564a1dca47c13960204c260997416e55e7d049ec4e740f9ec3cd261fd3b7b,3840,2160,egocentric,allie,day4,ok,valid,11_0610,allie,day4,2375.16454951608,120.774634009009,0.0,5.0,False,False,False,low,medium,high,high,"['extreme_pose', 'multiple_faces']",3,32.84,25.33,0.5,False,True,False,True,False,42
day4/fixed/living2/11_0582.webp,11_0582.webp,webp,371244,47a74d8df101a1e0fa2c404b39dd2b1c262328dc23f969642c01f35e6d12e6dd,3840,2160,exocentric,none,day4,ok,valid,11_0582,living2,day4,2313.5928789303625,110.01850287787788,0.2333,5.0,False,True,False,low,small,low,low,"['small_face', 'visible_screen']",1,12.23,12.23,0.0,True,False,False,False,False,42
day2/members/cathal/19_0570.webp,19_0570.webp,webp,251178,06c310f333b6fa6cb03476c25b45deac02d44b14e7f3b322bf1ac75e2f999880,3840,2160,egocentric,cathal,day2,ok,valid,19_0570,cathal,day2,2173.6253328676576,112.80952827827828,0.0,4.0,False,False,False,medium,small,high,medium,"['small_face', 'extreme_pose']",1,27.82,27.82,0.5,True,True,False,False,False,42
day4/members/onanong/10_0200.webp,10_0200.webp,webp,231214,cd15dfd440c0b8bd27f0893a94af9433da3618001ef4be49e21ba1de1da5df92,3840,2160,egocentric,onanong,day4,ok,valid,10_0200,onanong,day4,1812.1213470421776,117.49974974974972,0.175,9.0,False,True,False,medium,small,low,high,"['small_face', 'extreme_pose', 'downward_view', 'visible_screen', 'multiple_faces']",3,28.69,19.1,0.0,True,True,True,True,False,42
day2/members/tien/18_0413.webp,18_0413.webp,webp,152168,ad564aabcf911035d82c45470c0c2dfa9c97493e0b0dab2537d07a969d1c5cce,3840,2160,egocentric,tien,day2,ok,valid,18_0413,tien,day2,1492.7905911208836,121.12582895395394,0.0,3.0,False,False,False,high,medium,high,high,"['extreme_pose', 'downward_view', 'multiple_faces']",2,45.45,22.97,0.5,False,True,True,True,False,42
day4/fixed/reading/12_0098.webp,12_0098.webp,webp,175672,89235c05e969731b4428185dee548390293ee6d0dfaa035acd5ed2fe1f502bde,3840,2160,exocentric,none,day4,ok,valid,12_0098,reading,day4,1008.196362702844,115.16274086586589,0.105,9.0,True,True,False,high,small,low,high,"['small_face', 'motion_blur', 'downward_view', 'visible_screen']",1,16.82,16.82,0.0,True,False,True,False,False,42
day4/members/bao/14_0113.webp,14_0113.webp,webp,172998,fbaa640b65beb2b76dcf806ecc6dfac70edbe10dc305588067f0bd7d27340ef8,3840,2160,egocentric,bao,day4,ok,valid,14_0113,bao,day4,1353.5068974098842,110.47899461961964,0.0,2.0,True,False,False,high,small,low,low,"['small_face', 'motion_blur', 'extreme_pose', 'downward_view', 'multiple_faces']",6,25.8,14.61,0.0,True,True,True,True,False,42
day1/members/onanong/09_0597.webp,09_0597.webp,webp,240526,98285b76177699852fe3fa515d5d13a2828376d34be0844a7ef2250528791ebf,3840,2160,egocentric,onanong,day1,ok,valid,09_0597,onanong,day1,1456.6624461684062,120.13305492992994,0.21,3.0,True,True,False,high,medium,low,high,"['motion_blur', 'extreme_pose', 'visible_screen', 'multiple_faces']",2,49.63,26.43,0.0,False,True,False,True,False,42
day1/members/werner/09_0296.webp,09_0296.webp,webp,309634,90d59e1407c4e67cb400c3b1710f708ec6d3f3680580f7e47a4487361d016311,3840,2160,egocentric,werner,day1,ok,valid,09_0296,werner,day1,2760.809156294876,111.76395145145143,0.3033,3.0,False,True,False,low,medium,medium,medium,"['extreme_pose', 'visible_screen', 'multiple_faces']",6,32.3,18.84,0.25,False,True,False,True,False,42
day1/members/onanong/16_0706.webp,16_0706.webp,webp,261536,183223aeb8c2fefde0509cde4b9fa3ff16468fc009f1d50e1775a11b10b4925d,3840,2160,egocentric,onanong,day1,ok,valid,16_0706,onanong,day1,2421.494973997684,114.26773648648653,0.0,6.0,False,False,False,low,medium,medium,medium,['extreme_pose'],1,40.51,40.51,0.25,False,True,False,False,False,42
day3/fixed/meeting/15_0578.webp,15_0578.webp,webp,268826,853dc0794b988b13d1faf4aa2fdc8127f40359547e56c4a0aaede50e4c2667ab,3840,2160,exocentric,none,day3,ok,valid,15_0578,meeting,day3,1750.1749279299552,113.65637512512512,0.0583,8.0,False,False,False,medium,medium,low,medium,"['small_face', 'extreme_pose']",1,30.49,30.49,0.0,True,True,False,False,False,42
day3/members/allie/10_0091.webp,10_0091.webp,webp,256382,2bb7c17150627140edf53033654fc5959595f00fab4b0534990bb73789a7f542,3840,2160,egocentric,allie,day3,ok,valid,10_0091,allie,day3,1400.5543479878736,115.06920983483482,0.1983,5.0,True,True,False,high,small,low,high,"['small_face', 'motion_blur', 'extreme_pose', 'visible_screen', 'multiple_faces']",2,27.91,19.28,0.0,True,True,False,True,False,42
day2/members/cathal/10_0514.webp,10_0514.webp,webp,288442,5d2e1664c18c98c27d89984c7334840cc0071424303f61b073d6a8391995ebed,3840,2160,egocentric,cathal,day2,ok,valid,10_0514,cathal,day2,2235.9707360194234,115.72825950950951,0.0,5.0,False,False,False,medium,medium,medium,high,['multiple_faces'],5,63.5,20.27,0.25,False,False,False,True,False,42
day3/members/stevan/18_0485.webp,18_0485.webp,webp,196638,c0d3884601d6696d86c85085897275cb3f1cd62517b899415e2d355411ca4131,3840,2160,egocentric,stevan,day3,ok,valid,18_0485,stevan,day3,1408.7400057141035,106.6635541791792,0.0,6.0,True,False,False,high,small,medium,low,"['small_face', 'motion_blur', 'extreme_pose', 'downward_view', 'multiple_faces']",5,27.9,12.37,0.25,True,True,True,True,False,42
day2/fixed/living1/14_0452.webp,14_0452.webp,webp,312632,5a999b4b0747ebfe326f23ab3340f721695729d5aa178e70dc2e3c4d2b23c2a2,3840,2160,exocentric,none,day2,ok,valid,14_0452,living1,day2,2223.0285438359683,112.93398085585586,0.0,2.0,False,False,False,medium,medium,low,medium,['small_face'],1,30.24,30.24,0.0,True,False,False,False,False,42
day1/fixed/living2/12_0328.webp,12_0328.webp,webp,390202,f71169965768a4bbd95402431ad28a34d1bbe67270d91e9e55061f6897fc302b,3840,2160,exocentric,none,day1,ok,valid,12_0328,living2,day1,2329.366969444206,107.43584209209207,0.2333,8.0,False,True,False,low,medium,low,low,"['downward_view', 'visible_screen']",1,75.0,75.0,0.0,False,False,True,False,False,42
day4/members/bao/13_0291.webp,13_0291.webp,webp,225406,b83bb857bcdbe97df3471a1c7eeeacebf9ee2170c56cbf97290c560a6d4d9538,3840,2160,egocentric,bao,day4,ok,valid,13_0291,bao,day4,1690.4616196848528,107.16762074574577,0.1167,4.0,False,True,False,medium,small,medium,low,"['small_face', 'extreme_pose', 'downward_view', 'visible_screen', 'multiple_faces']",6,23.41,14.76,0.25,True,True,True,True,False,42
day3/members/tien/16_0213.webp,16_0213.webp,webp,394908,52e3de3a9c14f5ffaf4fc2a21230468a0e0ad3c7a30a666448521a4416e1f74e,3840,2160,egocentric,tien,day3,ok,valid,16_0213,tien,day3,1754.1312792533383,108.79190127627628,0.0,2.0,False,False,False,medium,medium,low,low,"['extreme_pose', 'downward_view']",1,59.7,59.7,0.0,False,True,True,False,False,42
day3/members/werner/18_0362.webp,18_0362.webp,webp,223112,21661811d53ad75d34809368fa97c0a39f79c2416203e61d4b15034ca2d4759a,3840,2160,egocentric,werner,day3,ok,valid,18_0362,werner,day3,1735.0579919918266,117.77760573073074,0.245,4.0,False,True,False,medium,medium,medium,high,"['extreme_pose', 'visible_screen', 'multiple_faces']",7,40.52,12.84,0.25,False,True,False,True,False,42
day4/members/werner/15_0023.webp,15_0023.webp,webp,209118,302fc959772d7bb54120f7835fd6dd797e4cb9510bf5290e23e3e440910082dc,3840,2160,egocentric,werner,day4,ok,valid,15_0023,werner,day4,1588.8159201921003,88.87212212212211,0.1167,3.0,False,True,False,high,medium,low,low,"['downward_view', 'visible_screen', 'multiple_faces']",2,42.69,20.24,0.0,False,False,True,True,False,42
day1/members/allie/09_0109.webp,09_0109.webp,webp,216014,92ae43d08c8d6cd12396b2fbe91abbc6c501b96b2f09ff529e45031bba77bebf,3840,2160,egocentric,allie,day1,ok,valid,09_0109,allie,day1,1753.0707151008587,114.69347472472472,0.0,2.0,False,False,False,medium,large,medium,medium,"['extreme_pose', 'multiple_faces']",4,91.33,17.66,0.25,False,True,False,True,False,42
day1/members/klaus/16_0336.webp,16_0336.webp,webp,371900,a9d34b1cf53969d8c7761f953e2a7aad75714e1f392fc3549812e0c2a9bdbd05,3840,2160,egocentric,klaus,day1,ok,valid,16_0336,klaus,day1,3257.2136244887965,115.9972628878879,0.0,2.0,False,False,False,low,medium,low,high,['extreme_pose'],1,43.46,43.46,0.0,False,True,False,False,False,42
day2/members/bjorn/12_0487.webp,12_0487.webp,webp,257140,a7bf3a270312cd26c7e462777d9baaf645bfaef6e3a01e6d75ea7360970a598b,3840,2160,egocentric,bjorn,day2,ok,valid,12_0487,bjorn,day2,2426.633351899705,112.34005880880882,0.0,3.0,False,False,False,low,medium,medium,medium,"['extreme_pose', 'multiple_faces']",4,44.73,22.5,0.25,False,True,False,True,False,42
day4/members/cathal/10_0693.webp,10_0693.webp,webp,188450,455e5974bcbb42d3a1fa7cd9d6be0b9d710f4a4668a1de5fc7468471c0a8ee81,3840,2160,egocentric,cathal,day4,ok,valid,10_0693,cathal,day4,1793.0592481941374,115.63399336836834,0.1283,7.0,False,True,False,medium,medium,low,high,"['extreme_pose', 'downward_view', 'visible_screen', 'multiple_faces']",4,63.93,21.97,0.0,False,True,True,True,False,42
day1/members/luca/11_0640.webp,11_0640.webp,webp,209506,08564f4a22f86c776607b00772914b14032028ca73d30e0cc5f34be66d7d49e1,3840,2160,egocentric,luca,day1,ok,valid,11_0640,luca,day1,2176.3264082920405,118.10904654654654,0.3033,3.0,False,True,False,medium,small,low,high,"['small_face', 'downward_view', 'visible_screen']",1,19.31,19.31,0.0,True,False,True,False,False,42
day2/members/allie/18_0558.webp,18_0558.webp,webp,246974,6a1a080befe14ee01d7d35444ef149720250dc86bed62cd896acadd280776499,3840,2160,egocentric,allie,day2,ok,valid,18_0558,allie,day2,2380.1461082473616,116.1150681931932,0.0,7.0,False,False,False,low,large,medium,high,"['extreme_pose', 'multiple_faces']",4,95.61,24.11,0.25,False,True,False,True,False,42
day1/members/onanong/15_0338.webp,15_0338.webp,webp,256672,d24ab912f1e465641b91d133b227d0b2078e228a545000dc3fb116ee7b654080,3840,2160,egocentric,onanong,day1,ok,valid,15_0338,onanong,day1,1986.089562433374,107.42278215715714,0.245,3.0,False,True,False,medium,medium,medium,low,"['extreme_pose', 'visible_screen', 'multiple_faces']",4,72.86,28.68,0.25,False,True,False,True,False,42
day1/members/allie/15_0208.webp,15_0208.webp,webp,145928,702e334f203a8d363d8194aa195e75b1f02af4286bc56b5ced268c99ed4879fd,3840,2160,egocentric,allie,day1,ok,valid,15_0208,allie,day1,884.446339213472,116.8555117617618,0.0,5.0,True,False,False,high,medium,low,high,"['motion_blur', 'multiple_faces']",4,73.86,29.28,0.0,False,False,False,True,False,42
day2/members/allie/11_0312.webp,11_0312.webp,webp,190768,3ad2a5ca90d0b74ac296501e2c065b8a635c8360e817a9b9a405d507c5ea2b07,3840,2160,egocentric,allie,day2,ok,valid,11_0312,allie,day2,1547.8341711643463,115.25444194194196,0.0,4.0,False,False,False,high,medium,low,high,"['extreme_pose', 'multiple_faces']",6,50.77,18.11,0.0,False,True,False,True,False,42
day4/members/cathal/12_0605.webp,12_0605.webp,webp,171666,ac083e0fa077ea6f46448a351d3b4e1a6f46899e310d7bd146bc83aa423694e4,3840,2160,egocentric,cathal,day4,ok,valid,12_0605,cathal,day4,1612.7335763776323,109.44094094094092,0.0,5.0,False,False,False,high,small,low,low,"['small_face', 'extreme_pose', 'multiple_faces']",3,28.85,23.55,0.0,True,True,False,True,False,42
day2/fixed/meeting/19_0278.webp,19_0278.webp,webp,259870,7e5f03c24696dd8f95afcb2f8c00bf56594c9735419882d8e351c5b937178c20,3840,2160,exocentric,none,day2,ok,valid,19_0278,meeting,day2,1825.979595110486,107.24649649649648,0.0,6.0,False,False,False,medium,small,low,low,"['small_face', 'extreme_pose', 'multiple_faces']",3,27.03,10.31,0.0,True,True,False,True,False,42
day4/members/allie/18_0212.webp,18_0212.webp,webp,105848,fea801d92e4948a1bff179809bd1050809dfab2b17ec036cd342c4d2c8f00115,3840,2160,egocentric,allie,day4,ok,valid,18_0212,allie,day4,973.4484973774328,94.74948385885884,0.0,4.0,True,False,False,high,large,low,low,"['motion_blur', 'extreme_pose', 'downward_view']",1,82.23,82.23,0.0,False,True,True,False,False,42
day3/fixed/meeting/19_0246.webp,19_0246.webp,webp,191658,63b95dbfdc6a82e0e96e89b54903dff8b8d7091b4e1e588f54ae2cb80aca5b7a,3840,2160,exocentric,none,day3,ok,valid,19_0246,meeting,day3,1022.1575268450496,102.91405467967968,0.0,6.0,True,False,False,high,small,low,low,"['small_face', 'motion_blur', 'downward_view']",1,17.36,17.36,0.0,True,False,True,False,False,42
day3/fixed/living2/14_0327.webp,14_0327.webp,webp,485948,ff4a9aa9d253bba96ff9badf0ea7a5e55a48c1e53fd851e9ba3237a2abb58432,3840,2160,exocentric,none,day3,ok,valid,14_0327,living2,day3,3198.2490337984063,108.16117680180182,0.0,4.0,False,False,False,low,small,low,low,['small_face'],1,11.88,11.88,0.0,True,False,False,False,False,42
