fold,relative_path,policy_category,selected_method,score,privacy,utility,selection_source
1,day1/members/werner/18_0011.webp,medium_face,riddle,0.8739531717950575,1.0,0.6165720146221975,train_fold_category
1,day1/members/werner/18_0148.webp,medium_face,riddle,0.8869088111240304,1.0,0.6666024540873923,train_fold_category
1,day1/members/werner/18_0484.webp,medium_face,riddle,0.8860722364434838,1.0,0.6464908011075023,train_fold_category
1,day1/members/werner/19_0255.webp,single_face,riddle,0.8846494416050011,1.0,0.6244884395988597,train_fold_category
1,day1/members/werner/19_0438.webp,medium_face,riddle,0.8879493131375844,1.0,0.6599724374110256,train_fold_category
1,day2/members/klaus/10_0219.webp,small_face,riddle,0.8897478068818789,1.0,0.6550419340829456,train_fold_category
1,day2/members/klaus/10_0464.webp,mixed_scale_face,riddle,0.8292332912205753,1.0,0.45332688187860015,train_fold_category
1,day2/members/klaus/10_0629.webp,small_face,riddle,0.8867118134490737,1.0,0.6649639717017375,train_fold_category
1,day2/members/klaus/12_0153.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
1,day2/members/klaus/12_0264.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
1,day2/members/klaus/12_0531.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
1,day2/members/klaus/13_0148.webp,medium_face,riddle,0.8536812029905979,1.0,0.5457454035877374,train_fold_category
1,day2/members/klaus/13_0331.webp,medium_face,riddle,0.8483620994020609,1.0,0.5242617668387309,train_fold_category
1,day2/members/klaus/15_0590.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
1,day2/members/klaus/18_0506.webp,small_face,riddle,0.8852592927175909,1.0,0.6472524112238311,train_fold_category
1,day2/members/klaus/18_0601.webp,small_face,riddle,0.8813984242888689,1.0,0.6223995395956199,train_fold_category
1,day2/members/klaus/18_0665.webp,small_face,riddle,0.9041217906478229,1.0,0.7066559817886329,train_fold_category
1,day2/members/klaus/19_0493.webp,medium_face,riddle,0.8807810728273444,1.0,0.6393316847298206,train_fold_category
1,day2/members/werner/10_0252.webp,single_face,riddle,0.8386874427193473,1.0,0.4800296010305476,train_fold_category
1,day2/members/werner/12_0480.webp,medium_face,riddle,0.8793251043443628,1.0,0.6129579733766632,train_fold_category
1,day2/members/werner/13_0432.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
1,day2/members/werner/13_0648.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
1,day2/members/werner/13_0683.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
1,day2/members/werner/14_0229.webp,single_face,riddle,0.8743904490273162,1.0,0.5902917976732431,train_fold_category
1,day2/members/werner/15_0625.webp,medium_face,riddle,0.7171184429302507,0.6666666666666667,0.6297971290694324,train_fold_category
1,day2/members/werner/16_0476.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
1,day2/members/werner/17_0039.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
1,day2/members/werner/17_0115.webp,single_face,riddle,0.8874858983300862,1.0,0.6339432953491432,train_fold_category
1,day2/members/werner/18_0289.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
1,day2/members/werner/19_0608.webp,single_face,riddle,0.8596213785166423,1.0,0.5397638381001997,train_fold_category
1,day2/members/werner/20_0007.webp,mixed_scale_face,riddle,0.8674086665820046,1.0,0.6016019722806394,train_fold_category
1,day2/members/werner/20_0389.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
1,day2/members/werner/20_0424.webp,medium_face,riddle,0.8497768303666292,1.0,0.5556117069017456,train_fold_category
1,day2/members/werner/20_0620.webp,high_clutter,pixelate,0.9882801909924328,1.0,0.9950633106927298,train_fold_category
1,day3/members/klaus/08_0380.webp,medium_face,riddle,0.8766251193874889,1.0,0.6141855844543503,train_fold_category
1,day3/members/klaus/09_0194.webp,single_face,riddle,0.9337169353655526,1.0,0.7880467521340311,train_fold_category
1,day3/members/klaus/11_0207.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
1,day3/members/klaus/12_0480.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
1,day3/members/klaus/12_0484.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
1,day3/members/klaus/13_0098.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
1,day3/members/klaus/15_0375.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
1,day3/members/klaus/17_0530.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
1,day3/members/klaus/18_0283.webp,medium_face,riddle,0.8600291663754501,1.0,0.5914934727585327,train_fold_category
1,day3/members/klaus/18_0613.webp,small_face,riddle,0.8850166218326522,1.0,0.6593133329803325,train_fold_category
1,day3/members/klaus/19_0688.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
1,day3/members/klaus/19_0704.webp,single_face,riddle,0.906966112352139,1.0,0.6985907207714588,train_fold_category
1,day3/members/klaus/20_0128.webp,motion_blur_or_low_sharpness,riddle,0.8777483462756264,1.0,0.6350857477902465,train_fold_category
1,day3/members/werner/08_0498.webp,single_face,riddle,0.8745389682058091,1.0,0.589489137064089,train_fold_category
1,day3/members/werner/08_0594.webp,small_face,riddle,0.8826184791166352,1.0,0.6264663890215071,train_fold_category
1,day3/members/werner/08_0619.webp,medium_face,riddle,0.8849016000550329,1.0,0.6340767921494997,train_fold_category
1,day3/members/werner/08_0688.webp,small_face,riddle,0.8921969158311471,1.0,0.6669063990663799,train_fold_category
1,day3/members/werner/10_0468.webp,small_face,riddle,0.8687721567292983,1.0,0.5803119810637177,train_fold_category
1,day3/members/werner/10_0493.webp,small_face,riddle,0.8780898418879834,1.0,0.6233542417918064,train_fold_category
1,day3/members/werner/12_0583.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
1,day3/members/werner/16_0328.webp,single_face,riddle,0.9049059645992144,1.0,0.6907124583754399,train_fold_category
1,day3/members/werner/17_0005.webp,single_face,riddle,0.8831666536756453,1.0,0.6182480886302096,train_fold_category
1,day3/members/werner/17_0301.webp,single_face,riddle,0.8961096164624572,1.0,0.6624024011391859,train_fold_category
1,day3/members/werner/19_0360.webp,motion_blur_or_low_sharpness,riddle,0.9675087324357781,1.0,0.8993883511639853,train_fold_category
1,day3/members/werner/20_0141.webp,single_face,riddle,0.7800614648068205,0.7333333333333334,0.7190085701785711,train_fold_category
1,day4/members/klaus/08_0554.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
1,day4/members/klaus/09_0320.webp,single_face,riddle,0.9189822073643877,1.0,0.7386443708122875,train_fold_category
1,day4/members/klaus/11_0401.webp,medium_face,riddle,0.8755689040294173,1.0,0.6356625164815675,train_fold_category
1,day4/members/klaus/12_0118.webp,medium_face,riddle,0.8499859321798869,1.0,0.556308712945938,train_fold_category
1,day4/members/klaus/12_0644.webp,medium_face,riddle,0.8565191541368057,1.0,0.5872177235593291,train_fold_category
1,day4/members/klaus/13_0393.webp,small_face,riddle,0.8604665992974351,1.0,0.5916814441375602,train_fold_category
1,day4/members/klaus/13_0503.webp,medium_face,riddle,0.879139872755514,1.0,0.6460624360408881,train_fold_category
1,day4/members/klaus/14_0224.webp,medium_face,riddle,0.8437629892303716,1.0,0.5519212256208877,train_fold_category
1,day4/members/klaus/14_0702.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
1,day4/members/werner/08_0208.webp,single_face,riddle,0.9246523431017463,1.0,0.7575448232701498,train_fold_category
1,day4/members/werner/08_0337.webp,small_face,riddle,0.9086115533113032,1.0,0.7131099696704005,train_fold_category
1,day4/members/werner/09_0017.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
1,day4/members/werner/10_0441.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
1,day4/members/werner/11_0358.webp,medium_face,riddle,0.8818544800944694,1.0,0.6551111271707395,train_fold_category
1,day4/members/werner/12_0528.webp,small_face,riddle,0.8891207505094466,1.0,0.6566525146607118,train_fold_category
1,day4/members/werner/13_0537.webp,small_face,riddle,0.885158382021755,1.0,0.6584989533952175,train_fold_category
1,day4/members/werner/14_0045.webp,medium_face,riddle,0.8855200002512997,1.0,0.6609912610424908,train_fold_category
1,day4/members/werner/18_0362.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
1,day4/members/werner/18_0672.webp,medium_face,riddle,0.8716910576859817,1.0,0.5985535385824952,train_fold_category
2,day1/members/florian/08_0341.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
2,day1/members/florian/08_0717.webp,mixed_scale_face,riddle,0.8630578163471931,1.0,0.586117314695469,train_fold_category
2,day1/members/florian/09_0596.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
2,day1/members/florian/10_0419.webp,medium_face,riddle,0.8739011829317843,1.0,0.6360262154522628,train_fold_category
2,day1/members/florian/11_0210.webp,small_face,riddle,0.8959002245992349,1.0,0.6701808457438241,train_fold_category
2,day1/members/florian/11_0219.webp,mixed_scale_face,riddle,0.8774787877066149,1.0,0.6170311455181038,train_fold_category
2,day1/members/florian/13_0133.webp,single_face,riddle,0.9206759225139007,1.0,0.7445767092951916,train_fold_category
2,day1/members/florian/15_0199.webp,medium_face,riddle,0.8829339031500604,1.0,0.6395011126653961,train_fold_category
2,day1/members/florian/15_0647.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
2,day1/members/florian/16_0525.webp,single_face,riddle,0.8885733682720937,1.0,0.6372815738379743,train_fold_category
2,day1/members/florian/17_0649.webp,medium_face,riddle,0.8761277668281778,1.0,0.6360220829497675,train_fold_category
2,day1/members/florian/18_0042.webp,medium_face,riddle,0.8590499795983519,1.0,0.5714709453172073,train_fold_category
2,day1/members/florian/18_0275.webp,medium_face,riddle,0.8801327679842533,1.0,0.6258777464435654,train_fold_category
2,day1/members/florian/18_0328.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
2,day1/members/florian/18_0375.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
2,day1/members/florian/19_0244.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
2,day1/members/florian/20_0151.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
2,day1/members/stevan/08_0330.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
2,day1/members/stevan/08_0631.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
2,day1/members/stevan/10_0179.webp,medium_face,riddle,0.8832287129887131,1.0,0.6452947039604132,train_fold_category
2,day1/members/stevan/10_0250.webp,medium_face,riddle,0.8365197155614206,0.9166666666666666,0.6284869347583273,train_fold_category
2,day1/members/stevan/11_0011.webp,small_face,riddle,0.8950645638884687,1.0,0.7006480493450716,train_fold_category
2,day1/members/stevan/11_0456.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
2,day1/members/stevan/17_0340.webp,single_face,riddle,0.8895419993113121,1.0,0.6394992407490988,train_fold_category
2,day1/members/stevan/18_0014.webp,small_face,riddle,0.8868882198337642,1.0,0.6718902596350556,train_fold_category
2,day1/members/stevan/18_0567.webp,medium_face,riddle,0.8776437278328711,1.0,0.625620486395315,train_fold_category
2,day1/members/stevan/18_0597.webp,medium_face,riddle,0.8877392973056154,1.0,0.651232844181439,train_fold_category
2,day1/members/stevan/18_0660.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
2,day1/members/stevan/19_0205.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
2,day2/members/florian/10_0103.webp,small_face,riddle,0.7968358800302668,0.8333333333333334,0.6157716701074543,train_fold_category
2,day2/members/florian/11_0279.webp,small_face,riddle,0.8509747314934477,0.9166666666666666,0.6646872383437306,train_fold_category
2,day2/members/florian/12_0020.webp,high_clutter,pixelate,0.989032989822626,1.0,0.9967915976714784,train_fold_category
2,day2/members/florian/12_0418.webp,large_face,riddle,0.9803804664122978,1.0,0.9433052343053214,train_fold_category
2,day2/members/florian/12_0439.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
2,day2/members/florian/14_0042.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
2,day2/members/florian/14_0293.webp,medium_face,riddle,0.8466888051845923,1.0,0.55213739175018,train_fold_category
2,day2/members/florian/14_0303.webp,medium_face,riddle,0.8567892530224412,1.0,0.5862186252793442,train_fold_category
2,day2/members/florian/14_0324.webp,mixed_scale_face,riddle,0.8331743799762655,1.0,0.5166258614405338,train_fold_category
2,day2/members/florian/14_0672.webp,medium_face,riddle,0.8933691166770392,1.0,0.6617438193365051,train_fold_category
2,day2/members/florian/14_0717.webp,single_face,riddle,0.9103972576995623,1.0,0.709016768709933,train_fold_category
2,day2/members/florian/15_0006.webp,high_clutter,pixelate,0.9889619524546736,1.0,0.9953355962559092,train_fold_category
2,day2/members/florian/15_0118.webp,single_face,riddle,0.9162413850684732,1.0,0.7284971932729691,train_fold_category
2,day2/members/florian/15_0395.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
2,day2/members/florian/19_0363.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
2,day2/members/stevan/09_0309.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
2,day2/members/stevan/10_0281.webp,single_face,riddle,0.8676953924189384,1.0,0.5666772177745203,train_fold_category
2,day2/members/stevan/11_0382.webp,small_face,riddle,0.8894388716228293,1.0,0.6750359890833888,train_fold_category
2,day2/members/stevan/11_0452.webp,mixed_scale_face,riddle,0.8493209864653389,1.0,0.5557995397248288,train_fold_category
2,day2/members/stevan/11_0699.webp,single_face,riddle,0.8742506872910719,1.0,0.5895393039012353,train_fold_category
2,day2/members/stevan/20_0706.webp,small_face,riddle,0.8987013742431905,1.0,0.6775455397060888,train_fold_category
2,day3/members/florian/10_0402.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
2,day3/members/florian/10_0693.webp,single_face,riddle,0.860702886958357,1.0,0.5443799694588523,train_fold_category
2,day3/members/florian/11_0647.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
2,day3/members/florian/12_0302.webp,single_face,riddle,0.9058150324231934,1.0,0.6950404089928338,train_fold_category
2,day3/members/florian/14_0452.webp,single_face,riddle,0.8407406771240562,0.8333333333333334,0.7546059445693569,train_fold_category
2,day3/members/florian/15_0318.webp,medium_face,riddle,0.8800138403133545,1.0,0.6489756612336899,train_fold_category
2,day3/members/florian/17_0490.webp,medium_face,riddle,0.8565949415176818,1.0,0.5517045738908009,train_fold_category
2,day3/members/florian/18_0329.webp,medium_face,riddle,0.8549279747806308,1.0,0.5796012904036414,train_fold_category
2,day3/members/florian/19_0086.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
2,day3/members/florian/19_0198.webp,single_face,riddle,0.8568449749316439,1.0,0.5318068840210021,train_fold_category
2,day3/members/florian/19_0282.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
2,day3/members/florian/19_0349.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
2,day3/members/florian/19_0684.webp,low_light_or_dim,riddle,0.97030700574797,1.0,0.9097270320908954,train_fold_category
2,day3/members/florian/20_0281.webp,small_face,riddle,0.8723248722418359,1.0,0.6111443494447921,train_fold_category
2,day3/members/florian/20_0698.webp,small_face,riddle,0.8797426259497148,1.0,0.6288635219975774,train_fold_category
2,day3/members/stevan/08_0717.webp,small_face,riddle,0.8874725300734416,1.0,0.6511584465406951,train_fold_category
2,day3/members/stevan/09_0144.webp,small_face,riddle,0.8916979137602109,1.0,0.6615422903440524,train_fold_category
2,day3/members/stevan/09_0286.webp,motion_blur_or_low_sharpness,riddle,0.8666785870519945,1.0,0.573333415472705,train_fold_category
2,day3/members/stevan/10_0619.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
2,day3/members/stevan/11_0119.webp,single_face,riddle,0.8657797268411908,1.0,0.5613027690682982,train_fold_category
2,day3/members/stevan/13_0343.webp,medium_face,riddle,0.8427513234954818,1.0,0.5093124719373501,train_fold_category
2,day3/members/stevan/17_0661.webp,medium_face,riddle,0.8298672125125669,0.9583333333333334,0.5678223625896441,train_fold_category
2,day3/members/stevan/18_0060.webp,mixed_scale_face,riddle,0.8276919498046276,1.0,0.501139954142025,train_fold_category
2,day3/members/stevan/18_0537.webp,medium_face,riddle,0.8816912662650691,1.0,0.6560703906004066,train_fold_category
2,day3/members/stevan/20_0090.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
2,day3/members/stevan/20_0527.webp,small_face,riddle,0.8807797889341393,1.0,0.6197793935268386,train_fold_category
2,day3/members/stevan/20_0667.webp,mixed_scale_face,riddle,0.8594304901224632,1.0,0.581867803458387,train_fold_category
2,day3/members/stevan/20_0682.webp,mixed_scale_face,riddle,0.8688053867256111,1.0,0.6052758826235289,train_fold_category
2,day4/members/florian/10_0112.webp,medium_face,riddle,0.8753175630988161,1.0,0.6021300022954438,train_fold_category
2,day4/members/florian/10_0427.webp,small_face,riddle,0.8679443631110523,1.0,0.5750221692656281,train_fold_category
2,day4/members/florian/11_0305.webp,large_face,riddle,0.8512274645809222,1.0,0.5408196572417469,train_fold_category
2,day4/members/florian/11_0372.webp,small_face,riddle,0.906741558954794,1.0,0.7188599653478416,train_fold_category
2,day4/members/florian/11_0412.webp,small_face,riddle,0.8611608688552153,1.0,0.5634529091466071,train_fold_category
2,day4/members/florian/13_0005.webp,small_face,riddle,0.8944982885129164,1.0,0.6919007120503454,train_fold_category
2,day4/members/florian/15_0498.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
2,day4/members/florian/18_0559.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
2,day4/members/stevan/10_0044.webp,mixed_scale_face,riddle,0.8647895966984159,1.0,0.5838309829927559,train_fold_category
2,day4/members/stevan/10_0227.webp,medium_face,riddle,0.8743614040101841,1.0,0.6146794069863581,train_fold_category
2,day4/members/stevan/10_0629.webp,motion_blur_or_low_sharpness,riddle,0.8636850936547606,1.0,0.5753384143477301,train_fold_category
2,day4/members/stevan/10_0720.webp,small_face,riddle,0.877369926505133,1.0,0.641493180579891,train_fold_category
2,day4/members/stevan/11_0074.webp,small_face,riddle,0.8767681445483915,1.0,0.6455827541742865,train_fold_category
2,day4/members/stevan/11_0365.webp,small_face,riddle,0.8879137428040406,1.0,0.6631072513188077,train_fold_category
2,day4/members/stevan/13_0149.webp,small_face,riddle,0.8521320476472027,1.0,0.5416391528220456,train_fold_category
2,day4/members/stevan/13_0462.webp,mixed_scale_face,riddle,0.840832573987954,1.0,0.510746259949214,train_fold_category
2,day4/members/stevan/13_0714.webp,small_face,riddle,0.8920310225729818,1.0,0.6746357359079757,train_fold_category
3,day1/members/luca/08_0069.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
3,day1/members/luca/08_0225.webp,small_face,riddle,0.8912845917266867,1.0,0.6553534310550124,train_fold_category
3,day1/members/luca/08_0716.webp,small_face,riddle,0.9051086326727177,1.0,0.7014335675417824,train_fold_category
3,day1/members/luca/11_0691.webp,single_face,riddle,0.9335198316842808,1.0,0.7860920153256612,train_fold_category
3,day1/members/luca/12_0078.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
3,day1/members/luca/12_0168.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
3,day1/members/luca/12_0202.webp,single_face,riddle,0.9114662113056683,1.0,0.7135910506165567,train_fold_category
3,day1/members/luca/13_0044.webp,single_face,riddle,0.906215804648615,1.0,0.6963763164109058,train_fold_category
3,day1/members/luca/14_0698.webp,medium_face,riddle,0.8988956020944083,1.0,0.6884205268107487,train_fold_category
3,day1/members/luca/15_0236.webp,medium_face,riddle,0.8749666749637172,1.0,0.6094722628416134,train_fold_category
3,day1/members/luca/15_0372.webp,medium_face,riddle,0.8810878976531674,1.0,0.6298763384731144,train_fold_category
3,day1/members/luca/18_0040.webp,single_face,riddle,0.9066339081986909,1.0,0.6977699949111591,train_fold_category
3,day1/members/luca/19_0006.webp,small_face,riddle,0.8727108401546108,1.0,0.5909104260774896,train_fold_category
3,day1/members/tien/08_0068.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
3,day1/members/tien/08_0310.webp,motion_blur_or_low_sharpness,riddle,0.8883966884126958,1.0,0.6542389743382089,train_fold_category
3,day1/members/tien/08_0483.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
3,day1/members/tien/09_0404.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
3,day1/members/tien/10_0032.webp,motion_blur_or_low_sharpness,riddle,0.9091784855172228,1.0,0.7269830538892709,train_fold_category
3,day1/members/tien/10_0152.webp,small_face,riddle,0.8879879768435672,1.0,0.6601013164309685,train_fold_category
3,day1/members/tien/13_0571.webp,motion_blur_or_low_sharpness,riddle,0.8786255283099507,1.0,0.6216684406623919,train_fold_category
3,day1/members/tien/14_0026.webp,mixed_scale_face,riddle,0.873063593425141,1.0,0.5920862703125904,train_fold_category
3,day1/members/tien/14_0211.webp,medium_face,riddle,0.8646402814782586,1.0,0.5992337746443712,train_fold_category
3,day1/members/tien/15_0093.webp,medium_face,riddle,0.8780893283869806,1.0,0.6362223548280941,train_fold_category
3,day1/members/tien/15_0585.webp,single_face,riddle,0.8892776444565265,1.0,0.6386180578998136,train_fold_category
3,day1/members/tien/19_0050.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
3,day1/members/tien/19_0392.webp,mixed_scale_face,riddle,0.8201568791647079,1.0,0.47323419206867545,train_fold_category
3,day2/members/luca/10_0406.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
3,day2/members/luca/10_0586.webp,small_face,riddle,0.8879247520333851,1.0,0.6609481674426531,train_fold_category
3,day2/members/luca/10_0654.webp,medium_face,riddle,0.8803025332940879,1.0,0.6355407716449961,train_fold_category
3,day2/members/luca/11_0416.webp,medium_face,riddle,0.8802592262804926,1.0,0.6434553478064672,train_fold_category
3,day2/members/luca/12_0565.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
3,day2/members/luca/13_0250.webp,single_face,riddle,0.8545641725895535,1.0,0.5229064850099039,train_fold_category
3,day2/members/luca/14_0016.webp,small_face,riddle,0.8998642920961794,1.0,0.6833944040669724,train_fold_category
3,day2/members/luca/14_0354.webp,medium_face,riddle,0.869872460501356,1.0,0.6165016272339677,train_fold_category
3,day2/members/luca/17_0072.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
3,day2/members/luca/17_0249.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
3,day2/members/luca/18_0188.webp,high_clutter,pixelate,0.9898106306836972,1.0,0.9962885285270932,train_fold_category
3,day2/members/luca/18_0197.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
3,day2/members/luca/18_0250.webp,motion_blur_or_low_sharpness,riddle,0.9096772464819208,1.0,0.7141317805018568,train_fold_category
3,day2/members/luca/19_0633.webp,mixed_scale_face,riddle,0.855547401489663,1.0,0.5552194469375494,train_fold_category
3,day2/members/luca/20_0211.webp,medium_face,riddle,0.8851750080510787,1.0,0.6517823541682988,train_fold_category
3,day2/members/tien/12_0007.webp,single_face,riddle,0.8948814857781225,1.0,0.6583086321914037,train_fold_category
3,day2/members/tien/12_0017.webp,medium_face,riddle,0.8869796772000532,1.0,0.6384732162289646,train_fold_category
3,day2/members/tien/12_0597.webp,medium_face,riddle,0.8873021937183552,1.0,0.639548271289971,train_fold_category
3,day2/members/tien/13_0043.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
3,day2/members/tien/13_0604.webp,medium_face,riddle,0.8654943879993864,1.0,0.5883760686366272,train_fold_category
3,day2/members/tien/18_0209.webp,motion_blur_or_low_sharpness,riddle,0.8973133432666115,1.0,0.6754492695214284,train_fold_category
3,day2/members/tien/19_0311.webp,motion_blur_or_low_sharpness,riddle,0.854495074833888,1.0,0.5327217080790166,train_fold_category
3,day2/members/tien/19_0472.webp,mixed_scale_face,riddle,0.8255925413062265,1.0,0.475434584166865,train_fold_category
3,day2/members/tien/19_0512.webp,mixed_scale_face,riddle,0.8205328544799736,1.0,0.4672633913698886,train_fold_category
3,day2/members/tien/20_0019.webp,medium_face,riddle,0.8670618982527406,1.0,0.6136657739885787,train_fold_category
3,day2/members/tien/20_0651.webp,motion_blur_or_low_sharpness,riddle,0.8657593284460058,1.0,0.5779662813160736,train_fold_category
3,day3/members/luca/10_0668.webp,mixed_scale_face,riddle,0.8817838774906002,1.0,0.6356676938005287,train_fold_category
3,day3/members/luca/11_0126.webp,medium_face,riddle,0.8781355063327821,1.0,0.62003503407183,train_fold_category
3,day3/members/luca/11_0192.webp,motion_blur_or_low_sharpness,riddle,0.8634797602415154,1.0,0.5746539696369126,train_fold_category
3,day3/members/luca/11_0673.webp,large_face,riddle,0.8283565667313605,1.0,0.45329040893392264,train_fold_category
3,day3/members/luca/12_0481.webp,no_face,no_action_copy,1.0,1.0,1.0,verified_no_face
3,day3/members/luca/13_0160.webp,small_face,riddle,0.8986917212093357,1.0,0.6794858344441603,train_fold_category
