label,support,precision,recall,f1,f2,route_eligible,included_in_primary_score,method_id,feature_set,estimator
very_small_or_distant_face,52,0.1,0.6346153846153846,0.17277486910994763,0.3066914498141264,False,True,detector_disagreement_only__logistic_regression,detector_disagreement_only,logistic_regression
downward_egocentric_view,242,0.35279187817258884,0.5743801652892562,0.4371069182389937,0.5102790014684288,False,True,handcrafted_scrfd__logistic_regression,handcrafted_scrfd,logistic_regression
edge_or_partial_face,376,0.735632183908046,0.6808510638297872,0.7071823204419889,0.6911447084233261,False,True,handcrafted_scrfd__logistic_regression,handcrafted_scrfd,logistic_regression
high_clutter,360,0.8589743589743589,0.9305555555555556,0.8933333333333333,0.9153005464480874,True,True,handcrafted_scrfd__logistic_regression,handcrafted_scrfd,logistic_regression
large_face,42,0.1513157894736842,0.5476190476190477,0.23711340206185566,0.359375,False,True,handcrafted_scrfd__logistic_regression,handcrafted_scrfd,logistic_regression
low_light_or_dim,199,0.8464912280701754,0.9698492462311558,0.9039812646370023,0.9423828125,True,True,handcrafted_scrfd__logistic_regression,handcrafted_scrfd,logistic_regression
medium_face,223,0.4540682414698163,0.7757847533632287,0.5728476821192053,0.6794972505891594,False,True,handcrafted_scrfd__logistic_regression,handcrafted_scrfd,logistic_regression
mixed_scale_face,171,0.46557377049180326,0.8304093567251462,0.5966386554621849,0.717896865520728,False,True,handcrafted_scrfd__logistic_regression,handcrafted_scrfd,logistic_regression
motion_blur_or_low_sharpness,194,0.6796875,0.8969072164948454,0.7733333333333333,0.8430232558139535,True,True,handcrafted_scrfd__logistic_regression,handcrafted_scrfd,logistic_regression
multi_face,556,0.9384057971014492,0.9316546762589928,0.9350180505415162,0.9329971181556196,True,True,handcrafted_scrfd__logistic_regression,handcrafted_scrfd,logistic_regression
no_face,283,0.84375,0.9540636042402827,0.8955223880597015,0.9297520661157025,True,True,handcrafted_scrfd__logistic_regression,handcrafted_scrfd,logistic_regression
outdoor_or_vehicle_scene,23,0.45454545454545453,0.6521739130434783,0.5357142857142857,0.6,False,False,handcrafted_scrfd__logistic_regression,handcrafted_scrfd,logistic_regression
profile_or_occluded_face,206,0.3484848484848485,0.6699029126213593,0.4584717607973422,0.5655737704918032,False,True,handcrafted_scrfd__logistic_regression,handcrafted_scrfd,logistic_regression
single_face,161,0.4627450980392157,0.7329192546583851,0.5673076923076923,0.6562847608453838,False,True,handcrafted_scrfd__logistic_regression,handcrafted_scrfd,logistic_regression
small_face,229,0.518005540166205,0.8165938864628821,0.6338983050847458,0.7321848081440877,False,True,handcrafted_scrfd__logistic_regression,handcrafted_scrfd,logistic_regression
text_or_screen_risk_in_face_protocol,0,0.0,0.0,0.0,0.0,False,False,handcrafted_scrfd__logistic_regression,handcrafted_scrfd,logistic_regression
very_small_or_distant_face,52,0.2582781456953642,0.75,0.3842364532019704,0.5431754874651811,False,True,handcrafted_scrfd__logistic_regression,handcrafted_scrfd,logistic_regression
downward_egocentric_view,242,0.3631713554987212,0.5867768595041323,0.4486571879936809,0.5224429727740986,False,True,handcrafted_yolo_multiscale__logistic_regression,handcrafted_yolo_multiscale,logistic_regression
edge_or_partial_face,376,0.8131868131868132,0.7872340425531915,0.8,0.7922912205567452,True,True,handcrafted_yolo_multiscale__logistic_regression,handcrafted_yolo_multiscale,logistic_regression
high_clutter,360,0.8524173027989822,0.9305555555555556,0.8897742363877822,0.9138025095471904,True,True,handcrafted_yolo_multiscale__logistic_regression,handcrafted_yolo_multiscale,logistic_regression
large_face,42,0.16666666666666666,0.5238095238095238,0.25287356321839083,0.36666666666666664,False,True,handcrafted_yolo_multiscale__logistic_regression,handcrafted_yolo_multiscale,logistic_regression
low_light_or_dim,199,0.8571428571428571,0.964824120603015,0.9078014184397163,0.9411764705882353,True,True,handcrafted_yolo_multiscale__logistic_regression,handcrafted_yolo_multiscale,logistic_regression
medium_face,223,0.44686648501362397,0.7354260089686099,0.5559322033898305,0.6513105639396346,False,True,handcrafted_yolo_multiscale__logistic_regression,handcrafted_yolo_multiscale,logistic_regression
mixed_scale_face,171,0.47202797202797203,0.7894736842105263,0.5908096280087527,0.6958762886597938,False,True,handcrafted_yolo_multiscale__logistic_regression,handcrafted_yolo_multiscale,logistic_regression
motion_blur_or_low_sharpness,194,0.6892430278884463,0.8917525773195877,0.7775280898876404,0.8422590068159689,True,True,handcrafted_yolo_multiscale__logistic_regression,handcrafted_yolo_multiscale,logistic_regression
multi_face,556,0.947841726618705,0.947841726618705,0.947841726618705,0.947841726618705,True,True,handcrafted_yolo_multiscale__logistic_regression,handcrafted_yolo_multiscale,logistic_regression
no_face,283,0.8576051779935275,0.9363957597173145,0.8952702702702703,0.919500346981263,True,True,handcrafted_yolo_multiscale__logistic_regression,handcrafted_yolo_multiscale,logistic_regression
outdoor_or_vehicle_scene,23,0.41025641025641024,0.6956521739130435,0.5161290322580645,0.6106870229007634,False,False,handcrafted_yolo_multiscale__logistic_regression,handcrafted_yolo_multiscale,logistic_regression
profile_or_occluded_face,206,0.35459183673469385,0.6747572815533981,0.46488294314381273,0.571546052631579,False,True,handcrafted_yolo_multiscale__logistic_regression,handcrafted_yolo_multiscale,logistic_regression
single_face,161,0.4959349593495935,0.7577639751552795,0.5995085995085995,0.6853932584269663,False,True,handcrafted_yolo_multiscale__logistic_regression,handcrafted_yolo_multiscale,logistic_regression
small_face,229,0.510752688172043,0.8296943231441049,0.632279534109817,0.7375776397515528,False,True,handcrafted_yolo_multiscale__logistic_regression,handcrafted_yolo_multiscale,logistic_regression
text_or_screen_risk_in_face_protocol,0,0.0,0.0,0.0,0.0,False,False,handcrafted_yolo_multiscale__logistic_regression,handcrafted_yolo_multiscale,logistic_regression
very_small_or_distant_face,52,0.2867647058823529,0.75,0.4148936170212766,0.5668604651162791,False,True,handcrafted_yolo_multiscale__logistic_regression,handcrafted_yolo_multiscale,logistic_regression
downward_egocentric_view,242,0.34271099744245526,0.5537190082644629,0.42338072669826227,0.493009565857248,False,True,handcrafted_yolo_scrfd_disagreement__logistic_regression,handcrafted_yolo_scrfd_disagreement,logistic_regression
edge_or_partial_face,376,0.8285714285714286,0.7712765957446809,0.7988980716253443,0.7820927723840345,True,True,handcrafted_yolo_scrfd_disagreement__logistic_regression,handcrafted_yolo_scrfd_disagreement,logistic_regression
high_clutter,360,0.8487179487179487,0.9194444444444444,0.8826666666666667,0.9043715846994536,True,True,handcrafted_yolo_scrfd_disagreement__logistic_regression,handcrafted_yolo_scrfd_disagreement,logistic_regression
large_face,42,0.18421052631578946,0.5,0.2692307692307692,0.3723404255319149,False,True,handcrafted_yolo_scrfd_disagreement__logistic_regression,handcrafted_yolo_scrfd_disagreement,logistic_regression
low_light_or_dim,199,0.834061135371179,0.9597989949748744,0.8925233644859814,0.9317073170731708,True,True,handcrafted_yolo_scrfd_disagreement__logistic_regression,handcrafted_yolo_scrfd_disagreement,logistic_regression
medium_face,223,0.49117647058823527,0.7488789237668162,0.5932504440497336,0.6777597402597403,False,True,handcrafted_yolo_scrfd_disagreement__logistic_regression,handcrafted_yolo_scrfd_disagreement,logistic_regression
mixed_scale_face,171,0.4852941176470588,0.7719298245614035,0.5959367945823928,0.6903765690376569,False,True,handcrafted_yolo_scrfd_disagreement__logistic_regression,handcrafted_yolo_scrfd_disagreement,logistic_regression
motion_blur_or_low_sharpness,194,0.6707818930041153,0.8402061855670103,0.7459954233409611,0.7998037291462218,True,True,handcrafted_yolo_scrfd_disagreement__logistic_regression,handcrafted_yolo_scrfd_disagreement,logistic_regression
multi_face,556,0.9547101449275363,0.947841726618705,0.9512635379061372,0.9492074927953891,True,True,handcrafted_yolo_scrfd_disagreement__logistic_regression,handcrafted_yolo_scrfd_disagreement,logistic_regression
no_face,283,0.8627450980392157,0.9328621908127208,0.8964346349745331,0.9179415855354659,True,True,handcrafted_yolo_scrfd_disagreement__logistic_regression,handcrafted_yolo_scrfd_disagreement,logistic_regression
outdoor_or_vehicle_scene,23,0.4594594594594595,0.7391304347826086,0.5666666666666667,0.6589147286821705,False,False,handcrafted_yolo_scrfd_disagreement__logistic_regression,handcrafted_yolo_scrfd_disagreement,logistic_regression
profile_or_occluded_face,206,0.3477088948787062,0.6262135922330098,0.44714038128249567,0.5397489539748954,False,True,handcrafted_yolo_scrfd_disagreement__logistic_regression,handcrafted_yolo_scrfd_disagreement,logistic_regression
single_face,161,0.5063829787234042,0.7391304347826086,0.601010101010101,0.676905574516496,False,True,handcrafted_yolo_scrfd_disagreement__logistic_regression,handcrafted_yolo_scrfd_disagreement,logistic_regression
small_face,229,0.5086206896551724,0.7729257641921398,0.6135181975736569,0.7001582278481012,False,True,handcrafted_yolo_scrfd_disagreement__logistic_regression,handcrafted_yolo_scrfd_disagreement,logistic_regression
text_or_screen_risk_in_face_protocol,0,0.0,0.0,0.0,0.0,False,False,handcrafted_yolo_scrfd_disagreement__logistic_regression,handcrafted_yolo_scrfd_disagreement,logistic_regression
very_small_or_distant_face,52,0.304,0.7307692307692307,0.4293785310734463,0.5705705705705706,False,True,handcrafted_yolo_scrfd_disagreement__logistic_regression,handcrafted_yolo_scrfd_disagreement,logistic_regression
downward_egocentric_view,242,0.3448275862068966,0.7024793388429752,0.46258503401360546,0.5817932922655715,False,True,scrfd_only__logistic_regression,scrfd_only,logistic_regression
edge_or_partial_face,376,0.8406779661016949,0.6595744680851063,0.7391952309985097,0.6892718176764869,False,True,scrfd_only__logistic_regression,scrfd_only,logistic_regression
high_clutter,360,0.5942857142857143,0.5777777777777777,0.5859154929577465,0.5810055865921788,False,True,scrfd_only__logistic_regression,scrfd_only,logistic_regression
large_face,42,0.2033898305084746,0.5714285714285714,0.3,0.4195804195804196,False,True,scrfd_only__logistic_regression,scrfd_only,logistic_regression
low_light_or_dim,199,0.24686940966010734,0.6934673366834171,0.3641160949868074,0.5092250922509225,False,True,scrfd_only__logistic_regression,scrfd_only,logistic_regression
medium_face,223,0.46055979643765904,0.8116591928251121,0.5876623376623377,0.7042801556420234,False,True,scrfd_only__logistic_regression,scrfd_only,logistic_regression
mixed_scale_face,171,0.4769736842105263,0.847953216374269,0.6105263157894737,0.7338056680161943,False,True,scrfd_only__logistic_regression,scrfd_only,logistic_regression
motion_blur_or_low_sharpness,194,0.2704280155642023,0.7164948453608248,0.3926553672316384,0.5387596899224806,False,True,scrfd_only__logistic_regression,scrfd_only,logistic_regression
multi_face,556,0.9773584905660377,0.9316546762589928,0.9539594843462247,0.9404502541757443,True,True,scrfd_only__logistic_regression,scrfd_only,logistic_regression
no_face,283,0.8509316770186336,0.9681978798586572,0.9057851239669421,0.9422283356258597,True,True,scrfd_only__logistic_regression,scrfd_only,logistic_regression
outdoor_or_vehicle_scene,23,0.04639175257731959,0.782608695652174,0.08759124087591241,0.1875,False,False,scrfd_only__logistic_regression,scrfd_only,logistic_regression
profile_or_occluded_face,206,0.3640776699029126,0.7281553398058253,0.4854368932038835,0.6067961165048543,False,True,scrfd_only__logistic_regression,scrfd_only,logistic_regression
single_face,161,0.6511627906976745,0.6956521739130435,0.6726726726726727,0.6862745098039216,False,True,scrfd_only__logistic_regression,scrfd_only,logistic_regression
small_face,229,0.5509641873278237,0.8733624454148472,0.6756756756756757,0.7818608287724785,False,True,scrfd_only__logistic_regression,scrfd_only,logistic_regression
text_or_screen_risk_in_face_protocol,0,0.0,0.0,0.0,0.0,False,False,scrfd_only__logistic_regression,scrfd_only,logistic_regression
very_small_or_distant_face,52,0.4166666666666667,0.7692307692307693,0.5405405405405406,0.6578947368421053,False,True,scrfd_only__logistic_regression,scrfd_only,logistic_regression
downward_egocentric_view,242,0.3534136546184739,0.7272727272727273,0.4756756756756757,0.6002728512960437,False,True,yolo640_only__logistic_regression,yolo640_only,logistic_regression
edge_or_partial_face,376,0.8347826086956521,0.7659574468085106,0.7988904299583911,0.7787993510005409,True,True,yolo640_only__logistic_regression,yolo640_only,logistic_regression
high_clutter,360,0.5906593406593407,0.5972222222222222,0.5939226519337016,0.5958980044345898,False,True,yolo640_only__logistic_regression,yolo640_only,logistic_regression
large_face,42,0.22764227642276422,0.6666666666666666,0.3393939393939394,0.48109965635738833,False,True,yolo640_only__logistic_regression,yolo640_only,logistic_regression
low_light_or_dim,199,0.21689059500959693,0.5678391959798995,0.3138888888888889,0.4290053151100987,False,True,yolo640_only__logistic_regression,yolo640_only,logistic_regression
medium_face,223,0.4316546762589928,0.8071748878923767,0.5625,0.6875477463712758,False,True,yolo640_only__logistic_regression,yolo640_only,logistic_regression
mixed_scale_face,171,0.47039473684210525,0.8362573099415205,0.6021052631578947,0.7236842105263158,False,True,yolo640_only__logistic_regression,yolo640_only,logistic_regression
motion_blur_or_low_sharpness,194,0.2845528455284553,0.7216494845360825,0.40816326530612246,0.5520504731861199,False,True,yolo640_only__logistic_regression,yolo640_only,logistic_regression
multi_face,556,0.968978102189781,0.9550359712230215,0.9619565217391305,0.9577922077922078,True,True,yolo640_only__logistic_regression,yolo640_only,logistic_regression
no_face,283,0.8442367601246106,0.9575971731448764,0.8973509933774835,0.9325533379215416,True,True,yolo640_only__logistic_regression,yolo640_only,logistic_regression
outdoor_or_vehicle_scene,23,0.04871060171919771,0.7391304347826086,0.0913978494623656,0.1927437641723356,False,False,yolo640_only__logistic_regression,yolo640_only,logistic_regression
profile_or_occluded_face,206,0.380352644836272,0.7330097087378641,0.5008291873963516,0.6183456183456183,False,True,yolo640_only__logistic_regression,yolo640_only,logistic_regression
single_face,161,0.5627705627705628,0.8074534161490683,0.6632653061224489,0.7428571428571429,False,True,yolo640_only__logistic_regression,yolo640_only,logistic_regression
small_face,229,0.5227272727272727,0.9039301310043668,0.6624,0.7888719512195121,False,True,yolo640_only__logistic_regression,yolo640_only,logistic_regression
text_or_screen_risk_in_face_protocol,0,0.0,0.0,0.0,0.0,False,False,yolo640_only__logistic_regression,yolo640_only,logistic_regression
very_small_or_distant_face,52,0.30935251798561153,0.8269230769230769,0.450261780104712,0.6195965417867435,False,True,yolo640_only__logistic_regression,yolo640_only,logistic_regression
downward_egocentric_view,242,0.3319919517102616,0.6818181818181818,0.4465493910690122,0.5631399317406144,False,True,yolo_multiscale_only__logistic_regression,yolo_multiscale_only,logistic_regression
edge_or_partial_face,376,0.8305084745762712,0.7819148936170213,0.8054794520547945,0.7911733046286329,True,True,yolo_multiscale_only__logistic_regression,yolo_multiscale_only,logistic_regression
high_clutter,360,0.5861111111111111,0.5861111111111111,0.5861111111111111,0.5861111111111111,False,True,yolo_multiscale_only__logistic_regression,yolo_multiscale_only,logistic_regression
large_face,42,0.2222222222222222,0.5714285714285714,0.32,0.43478260869565216,False,True,yolo_multiscale_only__logistic_regression,yolo_multiscale_only,logistic_regression
low_light_or_dim,199,0.22736418511066397,0.5678391959798995,0.32471264367816094,0.43696829079659705,False,True,yolo_multiscale_only__logistic_regression,yolo_multiscale_only,logistic_regression
medium_face,223,0.44642857142857145,0.7847533632286996,0.5691056910569106,0.6814641744548287,False,True,yolo_multiscale_only__logistic_regression,yolo_multiscale_only,logistic_regression
mixed_scale_face,171,0.5052631578947369,0.8421052631578947,0.631578947368421,0.7430340557275542,False,True,yolo_multiscale_only__logistic_regression,yolo_multiscale_only,logistic_regression
motion_blur_or_low_sharpness,194,0.2848360655737705,0.7164948453608248,0.40762463343108507,0.5498417721518988,False,True,yolo_multiscale_only__logistic_regression,yolo_multiscale_only,logistic_regression
multi_face,556,0.9653284671532847,0.9514388489208633,0.9583333333333334,0.9541847041847041,True,True,yolo_multiscale_only__logistic_regression,yolo_multiscale_only,logistic_regression
no_face,283,0.8503184713375797,0.9434628975265018,0.8944723618090452,0.9232365145228216,True,True,yolo_multiscale_only__logistic_regression,yolo_multiscale_only,logistic_regression
outdoor_or_vehicle_scene,23,0.0547945205479452,0.6956521739130435,0.10158730158730159,0.20833333333333334,False,False,yolo_multiscale_only__logistic_regression,yolo_multiscale_only,logistic_regression
profile_or_occluded_face,206,0.3948051948051948,0.7378640776699029,0.5143824027072758,0.6286186931348222,False,True,yolo_multiscale_only__logistic_regression,yolo_multiscale_only,logistic_regression
single_face,161,0.5394190871369294,0.8074534161490683,0.6467661691542289,0.7344632768361582,False,True,yolo_multiscale_only__logistic_regression,yolo_multiscale_only,logistic_regression
small_face,229,0.5328083989501312,0.8864628820960698,0.6655737704918033,0.7825751734772552,False,True,yolo_multiscale_only__logistic_regression,yolo_multiscale_only,logistic_regression
text_or_screen_risk_in_face_protocol,0,0.0,0.0,0.0,0.0,False,False,yolo_multiscale_only__logistic_regression,yolo_multiscale_only,logistic_regression
very_small_or_distant_face,52,0.34959349593495936,0.8269230769230769,0.49142857142857144,0.649546827794562,False,True,yolo_multiscale_only__logistic_regression,yolo_multiscale_only,logistic_regression
downward_egocentric_view,242,0.31910569105691056,0.6487603305785123,0.42779291553133514,0.5376712328767124,False,True,yolo_scrfd_disagreement__logistic_regression,yolo_scrfd_disagreement,logistic_regression
edge_or_partial_face,376,0.8662790697674418,0.7925531914893617,0.8277777777777777,0.8062770562770563,True,True,yolo_scrfd_disagreement__logistic_regression,yolo_scrfd_disagreement,logistic_regression
high_clutter,360,0.5824175824175825,0.5888888888888889,0.585635359116022,0.5875831485587583,False,True,yolo_scrfd_disagreement__logistic_regression,yolo_scrfd_disagreement,logistic_regression
large_face,42,0.25301204819277107,0.5,0.336,0.41832669322709165,False,True,yolo_scrfd_disagreement__logistic_regression,yolo_scrfd_disagreement,logistic_regression
low_light_or_dim,199,0.23880597014925373,0.5628140703517588,0.33532934131736525,0.4426877470355731,False,True,yolo_scrfd_disagreement__logistic_regression,yolo_scrfd_disagreement,logistic_regression
medium_face,223,0.484593837535014,0.7757847533632287,0.596551724137931,0.6925540432345877,False,True,yolo_scrfd_disagreement__logistic_regression,yolo_scrfd_disagreement,logistic_regression
mixed_scale_face,171,0.49642857142857144,0.8128654970760234,0.6164079822616408,0.720954356846473,False,True,yolo_scrfd_disagreement__logistic_regression,yolo_scrfd_disagreement,logistic_regression
motion_blur_or_low_sharpness,194,0.28293736501079914,0.6752577319587629,0.3987823439878234,0.5286521388216303,False,True,yolo_scrfd_disagreement__logistic_regression,yolo_scrfd_disagreement,logistic_regression
multi_face,556,0.9654545454545455,0.9550359712230215,0.9602169981916817,0.9571016582552271,True,True,yolo_scrfd_disagreement__logistic_regression,yolo_scrfd_disagreement,logistic_regression
no_face,283,0.8553459119496856,0.9611307420494699,0.9051580698835274,0.9379310344827586,True,True,yolo_scrfd_disagreement__logistic_regression,yolo_scrfd_disagreement,logistic_regression
outdoor_or_vehicle_scene,23,0.057971014492753624,0.6956521739130435,0.10702341137123746,0.21739130434782608,False,False,yolo_scrfd_disagreement__logistic_regression,yolo_scrfd_disagreement,logistic_regression
profile_or_occluded_face,206,0.3893333333333333,0.7087378640776699,0.5025817555938038,0.6088407005838199,False,True,yolo_scrfd_disagreement__logistic_regression,yolo_scrfd_disagreement,logistic_regression
single_face,161,0.5855855855855856,0.8074534161490683,0.6788511749347258,0.7505773672055427,False,True,yolo_scrfd_disagreement__logistic_regression,yolo_scrfd_disagreement,logistic_regression
small_face,229,0.5512465373961218,0.868995633187773,0.6745762711864407,0.7791699295223179,False,True,yolo_scrfd_disagreement__logistic_regression,yolo_scrfd_disagreement,logistic_regression
text_or_screen_risk_in_face_protocol,0,0.0,0.0,0.0,0.0,False,False,yolo_scrfd_disagreement__logistic_regression,yolo_scrfd_disagreement,logistic_regression
very_small_or_distant_face,52,0.44680851063829785,0.8076923076923077,0.5753424657534246,0.695364238410596,False,True,yolo_scrfd_disagreement__logistic_regression,yolo_scrfd_disagreement,logistic_regression
