protocol,relative_path,image_id,image_path,source_group,day_id,camera_stream_id,timestamp_id,manual_review_status,category_review_status,manual_face_count,face_count_category,face_scale_category,condition_label,label_no_face,label_single_face,label_multi_face,label_small_face,label_medium_face,label_large_face,label_mixed_scale_face,label_very_small_or_distant_face,label_edge_or_partial_face,label_profile_or_occluded_face,label_downward_egocentric_view,label_motion_blur_or_low_sharpness,label_low_light_or_dim,label_high_clutter,label_outdoor_or_vehicle_scene,label_text_or_screen_risk_in_face_protocol,geom_face_count,geom_max_area_ratio,geom_mean_area_ratio,geom_min_area_ratio,geom_face_coverage_ratio,geom_max_height_ratio,geom_mean_height_ratio,geom_edge_face_count,geom_lower_frame_face_count,geom_upper_frame_face_count,geom_center_face_count,image_read_status,img_brightness_mean,img_brightness_std,img_sharpness_laplacian_var,img_edge_density,img_saturation_mean
baseline_500,day1/members/allie/15_0148.webp,day1/members/allie/15_0148.webp,data/castle2024/raw/day1/members/allie/15_0148.webp,day1/allie/15,day1,allie,15_0148,yes,reviewed,0,no_face,none,no_face|motion_blur_or_low_sharpness|clutter_low,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,91.57372368706598,49.42515806133834,273.07652774558943,0.06270345052083333,127.25216335720486
baseline_500,day2/members/klaus/13_0438.webp,day2/members/klaus/13_0438.webp,data/castle2024/raw/day2/members/klaus/13_0438.webp,day2/klaus/13,day2,klaus,13_0438,yes,reviewed,3,multi_face,medium,multi_face|medium|edge_or_partial|clutter_medium,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3.0,0.015696373456790123,0.01266139403292181,0.010791859567901234,0.03798418209876543,0.19074074074074074,0.16882716049382718,2.0,0.0,3.0,0.0,ok,96.79567464192708,58.50876724212153,813.8350830429497,0.10939534505208333,99.99437798394098
baseline_500,day4/members/allie/11_0226.webp,day4/members/allie/11_0226.webp,data/castle2024/raw/day4/members/allie/11_0226.webp,day4/allie/11,day4,allie,11_0226,yes,reviewed,6,multi_face,mixed_scale,multi_face|mixed_scale|edge_or_partial|downward_egocentric|motion_blur_or_low_sharpness|clutter_low,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,6.0,0.027522665895061728,0.00860986529063786,0.001388888888888889,0.05165919174382716,0.24351851851851852,0.11180555555555555,2.0,1.0,0.0,2.0,ok,118.44937472873264,55.23817860267894,144.65955225585236,0.05836317274305555,70.32656521267361
baseline_500,day1/members/onanong/14_0475.webp,day1/members/onanong/14_0475.webp,data/castle2024/raw/day1/members/onanong/14_0475.webp,day1/onanong/14,day1,onanong,14_0475,yes,reviewed,8,multi_face,mixed_scale,multi_face|mixed_scale|edge_or_partial|downward_egocentric|clutter_high,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,8.0,0.019636863425925927,0.005806342230902778,0.0017124807098765431,0.04645073784722222,0.2722222222222222,0.11302083333333333,3.0,2.0,2.0,3.0,ok,101.96641710069444,57.5584869703772,1556.4792508261714,0.1577690972222222,114.30091010199652
baseline_500,day3/members/stevan/13_0254.webp,day3/members/stevan/13_0254.webp,data/castle2024/raw/day3/members/stevan/13_0254.webp,day3/stevan/13,day3,stevan,13_0254,yes,reviewed,2,multi_face,small,multi_face|small|edge_or_partial|clutter_high,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2.0,0.019097222222222224,0.012683256172839507,0.00626929012345679,0.025366512345679014,0.12731481481481483,0.12384259259259259,1.0,0.0,2.0,0.0,ok,99.26735432942708,66.56045836163847,1062.5437892629411,0.1254543728298611,83.36785210503473
baseline_500,day3/members/tien/11_0172.webp,day3/members/tien/11_0172.webp,data/castle2024/raw/day3/members/tien/11_0172.webp,day3/tien/11,day3,tien,11_0172,yes,reviewed,4,multi_face,small,multi_face|small|downward_egocentric|motion_blur_or_low_sharpness|low_light_or_dim|clutter_low,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,4.0,0.00791208526234568,0.005192690248842593,0.0025455729166666665,0.020770760995370372,0.14537037037037037,0.10416666666666666,0.0,2.0,0.0,1.0,ok,82.36195203993056,62.35440299759166,412.2029824433042,0.08412000868055555,91.67097303602431
baseline_500,day4/members/werner/14_0127.webp,day4/members/werner/14_0127.webp,data/castle2024/raw/day4/members/werner/14_0127.webp,day4/werner/14,day4,werner,14_0127,yes,reviewed,5,multi_face,small,multi_face|small|downward_egocentric|clutter_medium,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.0,0.005870707947530864,0.0031823881172839503,0.001954933449074074,0.015911940586419752,0.1162037037037037,0.0812037037037037,0.0,5.0,0.0,1.0,ok,97.91731092664931,54.602455623128726,518.9616800822134,0.11332194010416667,91.94684516059027
baseline_500,day1/members/cathal/15_0700.webp,day1/members/cathal/15_0700.webp,data/castle2024/raw/day1/members/cathal/15_0700.webp,day1/cathal/15,day1,cathal,15_0700,yes,reviewed,1,single_face,very_small_or_distant,single_face|very_small_or_distant|clutter_medium,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0008400848765432099,0.0008400848765432099,0.0008400848765432099,0.0008400848765432099,0.04814814814814815,0.04814814814814815,0.0,0.0,0.0,0.0,ok,107.10729302300348,57.267774108735075,866.4103216284218,0.09754774305555555,82.9893798828125
baseline_500,day3/members/florian/20_0331.webp,day3/members/florian/20_0331.webp,data/castle2024/raw/day3/members/florian/20_0331.webp,day3/florian/20,day3,florian,20_0331,yes,reviewed,2,multi_face,small,multi_face|small|edge_or_partial|clutter_high,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2.0,0.005430772569444444,0.004790702160493827,0.00415063175154321,0.009581404320987655,0.10694444444444444,0.09953703703703703,1.0,0.0,2.0,0.0,ok,92.88058810763889,60.83168315417777,1216.1740882760487,0.1251152886284722,108.60234917534723
baseline_500,day4/members/allie/08_0286.webp,day4/members/allie/08_0286.webp,data/castle2024/raw/day4/members/allie/08_0286.webp,day4/allie/08,day4,allie,08_0286,yes,reviewed,1,single_face,small,single_face|small|motion_blur_or_low_sharpness|clutter_medium,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0061733217592592595,0.0061733217592592595,0.0061733217592592595,0.0061733217592592595,0.1162037037037037,0.1162037037037037,0.0,0.0,0.0,0.0,ok,100.37240939670139,49.908485689677406,386.72517410578365,0.09691704644097222,92.92713080512152
baseline_500,day4/members/werner/10_0612.webp,day4/members/werner/10_0612.webp,data/castle2024/raw/day4/members/werner/10_0612.webp,day4/werner/10,day4,werner,10_0612,yes,reviewed,4,multi_face,medium,multi_face|medium|downward_egocentric|clutter_medium,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4.0,0.015203028549382717,0.008661265432098766,0.0059371383101851855,0.034645061728395064,0.17962962962962964,0.1337962962962963,1.0,1.0,0.0,1.0,ok,98.06463623046875,57.89642047155041,727.9835535420312,0.0958591037326389,76.09478081597223
baseline_500,day4/members/werner/08_0207.webp,day4/members/werner/08_0207.webp,data/castle2024/raw/day4/members/werner/08_0207.webp,day4/werner/08,day4,werner,08_0207,yes,reviewed,3,multi_face,mixed_scale,multi_face|mixed_scale|edge_or_partial|clutter_high,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,3.0,0.01007908950617284,0.005886260609567901,0.0022456114969135804,0.017658781828703705,0.14074074074074075,0.11358024691358026,2.0,0.0,3.0,0.0,ok,94.0462646484375,53.676828398214184,966.1694178580777,0.13105604383680555,71.16025119357639
baseline_500,day3/members/bjorn/12_0491.webp,day3/members/bjorn/12_0491.webp,data/castle2024/raw/day3/members/bjorn/12_0491.webp,day3/bjorn/12,day3,bjorn,12_0491,yes,reviewed,0,no_face,none,no_face|clutter_high,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,98.23231336805556,51.05534945437037,3420.1259629255464,0.2645602756076389,89.42003038194444
baseline_500,day3/members/onanong/10_0300.webp,day3/members/onanong/10_0300.webp,data/castle2024/raw/day3/members/onanong/10_0300.webp,day3/onanong/10,day3,onanong,10_0300,yes,reviewed,2,multi_face,very_small_or_distant,multi_face|very_small_or_distant|clutter_low,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,0.0026397328317901234,0.0018410011574074075,0.0010422694830246914,0.003682002314814815,0.06712962962962964,0.05555555555555556,0.0,0.0,0.0,1.0,ok,102.81922743055556,58.902951372882185,904.8684696045556,0.0916476779513889,64.01541476779514
baseline_500,day1/members/luca/14_0397.webp,day1/members/luca/14_0397.webp,data/castle2024/raw/day1/members/luca/14_0397.webp,day1/luca/14,day1,luca,14_0397,yes,reviewed,7,multi_face,mixed_scale,multi_face|mixed_scale|edge_or_partial|downward_egocentric|clutter_high,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,7.0,0.0336279899691358,0.0075077677193562615,0.0003978587962962963,0.05255437403549383,0.31342592592592594,0.10906084656084657,3.0,2.0,1.0,1.0,ok,105.86935763888889,55.73603304817822,1051.8435791494946,0.12675645616319445,80.35305447048611
baseline_500,day4/members/luca/08_0033.webp,day4/members/luca/08_0033.webp,data/castle2024/raw/day4/members/luca/08_0033.webp,day4/luca/08,day4,luca,08_0033,yes,reviewed,1,single_face,very_small_or_distant,single_face|very_small_or_distant|clutter_medium,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0006155960648148148,0.0006155960648148148,0.0006155960648148148,0.0006155960648148148,0.03194444444444444,0.03194444444444444,0.0,0.0,1.0,0.0,ok,104.03337266710069,54.490961491404356,924.9236737941794,0.12068684895833333,86.38722737630208
baseline_500,day4/members/werner/10_0394.webp,day4/members/werner/10_0394.webp,data/castle2024/raw/day4/members/werner/10_0394.webp,day4/werner/10,day4,werner,10_0394,yes,reviewed,1,single_face,small,single_face|small|clutter_medium,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.019254557291666665,0.019254557291666665,0.019254557291666665,0.019254557291666665,0.12638888888888888,0.12638888888888888,0.0,0.0,0.0,1.0,ok,96.09602186414931,61.36989893547691,971.8658669193586,0.11185709635416667,63.15007188585069
baseline_500,day2/members/luca/13_0221.webp,day2/members/luca/13_0221.webp,data/castle2024/raw/day2/members/luca/13_0221.webp,day2/luca/13,day2,luca,13_0221,yes,reviewed,0,no_face,none,no_face|motion_blur_or_low_sharpness|outdoor_or_vehicle|clutter_low,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,113.56268988715277,68.6921740562582,296.0906217484103,0.07305230034722222,62.58319769965278
baseline_500,day1/members/stevan/11_0191.webp,day1/members/stevan/11_0191.webp,data/castle2024/raw/day1/members/stevan/11_0191.webp,day1/stevan/11,day1,stevan,11_0191,yes,reviewed,4,multi_face,mixed_scale,multi_face|mixed_scale|clutter_high,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4.0,0.01130835262345679,0.006551347897376543,0.0024189814814814816,0.02620539158950617,0.16574074074074074,0.11527777777777777,1.0,0.0,4.0,0.0,ok,94.2874755859375,61.538687203401125,1228.7525101546426,0.1390652126736111,115.78204345703125
baseline_500,day3/members/luca/18_0673.webp,day3/members/luca/18_0673.webp,data/castle2024/raw/day3/members/luca/18_0673.webp,day3/luca/18,day3,luca,18_0673,yes,reviewed,4,multi_face,small,multi_face|small|low_light_or_dim|clutter_medium,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,4.0,0.005430893132716049,0.0044268422067901235,0.0037119020061728396,0.017707368827160494,0.10324074074074074,0.09363425925925926,0.0,0.0,0.0,2.0,ok,79.41435411241319,53.25529253113796,672.7458891292785,0.10981580946180555,96.12695990668402
baseline_500,day4/members/onanong/10_0022.webp,day4/members/onanong/10_0022.webp,data/castle2024/raw/day4/members/onanong/10_0022.webp,day4/onanong/10,day4,onanong,10_0022,yes,reviewed,4,multi_face,mixed_scale,multi_face|mixed_scale|edge_or_partial|clutter_high,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,4.0,0.034460117669753085,0.009249764901620371,0.00035807291666666664,0.036999059606481484,0.274537037037037,0.09999999999999999,1.0,0.0,3.0,0.0,ok,94.98114013671875,55.21561927101974,890.9011017907826,0.12953694661458334,102.32408989800348
baseline_500,day3/members/luca/18_0653.webp,day3/members/luca/18_0653.webp,data/castle2024/raw/day3/members/luca/18_0653.webp,day3/luca/18,day3,luca,18_0653,yes,reviewed,5,multi_face,small,multi_face|small|edge_or_partial|downward_egocentric|motion_blur_or_low_sharpness|low_light_or_dim|clutter_low,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,5.0,0.005544704861111111,0.004261212384259259,0.002607421875,0.021306061921296297,0.1125,0.10009259259259258,1.0,2.0,0.0,1.0,ok,86.95206027560764,50.30407687226513,214.83504474825327,0.07396104600694445,84.88567437065973
baseline_500,day4/members/cathal/17_0646.webp,day4/members/cathal/17_0646.webp,data/castle2024/raw/day4/members/cathal/17_0646.webp,day4/cathal/17,day4,cathal,17_0646,yes,reviewed,0,no_face,none,no_face|clutter_medium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,107.0562744140625,63.247069013427655,491.48826805088254,0.10557047526041667,72.80641004774306
baseline_500,day2/members/cathal/19_0702.webp,day2/members/cathal/19_0702.webp,data/castle2024/raw/day2/members/cathal/19_0702.webp,day2/cathal/19,day2,cathal,19_0702,yes,reviewed,2,multi_face,mixed_scale,multi_face|mixed_scale|edge_or_partial|motion_blur_or_low_sharpness|low_light_or_dim|clutter_medium,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,2.0,0.032390528549382715,0.020582501446759258,0.008774474344135802,0.041165002893518515,0.32731481481481484,0.22361111111111112,1.0,0.0,1.0,0.0,ok,85.92484537760417,52.85212504169052,269.5077281263139,0.0965847439236111,108.42303466796875
baseline_500,day1/members/allie/10_0243.webp,day1/members/allie/10_0243.webp,data/castle2024/raw/day1/members/allie/10_0243.webp,day1/allie/10,day1,allie,10_0243,yes,reviewed,3,multi_face,very_small_or_distant,multi_face|very_small_or_distant|clutter_high,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,0.0025453317901234567,0.0017410140174897119,0.001259886188271605,0.005223042052469136,0.08425925925925926,0.06666666666666667,0.0,0.0,1.0,3.0,ok,88.75064425998264,62.29198948880319,853.9793546328115,0.12506103515625,100.31410725911458
baseline_500,day3/members/luca/18_0523.webp,day3/members/luca/18_0523.webp,data/castle2024/raw/day3/members/luca/18_0523.webp,day3/luca/18,day3,luca,18_0523,yes,reviewed,4,multi_face,small,multi_face|small|downward_egocentric|motion_blur_or_low_sharpness|low_light_or_dim|clutter_medium,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,4.0,0.005868055555555555,0.004623782310956791,0.00373046875,0.018495129243827162,0.10972222222222222,0.09756944444444444,0.0,1.0,0.0,1.0,ok,83.65622287326389,51.76181982979173,320.9305011473688,0.0943942599826389,88.73356797960069
baseline_500,day4/members/allie/14_0034.webp,day4/members/allie/14_0034.webp,data/castle2024/raw/day4/members/allie/14_0034.webp,day4/allie/14,day4,allie,14_0034,yes,reviewed,3,multi_face,small,multi_face|small|downward_egocentric|clutter_medium,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3.0,0.004704981674382716,0.0039242139274691355,0.0031903452932098763,0.011772641782407407,0.10324074074074074,0.09660493827160493,0.0,1.0,0.0,1.0,ok,94.77318657769098,60.231223077902776,740.363441888197,0.10483805338541667,70.58285183376736
baseline_500,day1/members/luca/08_0407.webp,day1/members/luca/08_0407.webp,data/castle2024/raw/day1/members/luca/08_0407.webp,day1/luca/08,day1,luca,08_0407,yes,reviewed,1,single_face,medium,single_face|medium|edge_or_partial|downward_egocentric|motion_blur_or_low_sharpness|clutter_low,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1.0,0.02265625,0.02265625,0.02265625,0.02265625,0.2,0.2,1.0,1.0,0.0,0.0,ok,90.82428656684027,37.49737650553819,208.6926675836245,0.03729248046875,61.782938639322914
baseline_500,day2/members/luca/20_0597.webp,day2/members/luca/20_0597.webp,data/castle2024/raw/day2/members/luca/20_0597.webp,day2/luca/20,day2,luca,20_0597,yes,reviewed,0,no_face,none,no_face|clutter_high,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,97.4237060546875,64.24320506318418,1167.6022582947746,0.1258612738715278,78.38403998480902
baseline_500,day1/members/klaus/16_0178.webp,day1/members/klaus/16_0178.webp,data/castle2024/raw/day1/members/klaus/16_0178.webp,day1/klaus/16,day1,klaus,16_0178,yes,reviewed,0,no_face,none,no_face|motion_blur_or_low_sharpness|clutter_low,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,120.77570258246527,57.353841829962306,156.33026762637826,0.05378553602430555,97.50191243489583
baseline_500,day3/members/tien/20_0160.webp,day3/members/tien/20_0160.webp,data/castle2024/raw/day3/members/tien/20_0160.webp,day3/tien/20,day3,tien,20_0160,yes,reviewed,2,multi_face,small,multi_face|small|edge_or_partial|downward_egocentric|motion_blur_or_low_sharpness|low_light_or_dim|clutter_low,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,2.0,0.003536844135802469,0.002409818672839506,0.0012827932098765432,0.004819637345679012,0.08935185185185185,0.07060185185185185,1.0,2.0,0.0,0.0,ok,57.398295084635414,39.39834263270399,176.44810938720167,0.049201117621527776,107.31800672743056
baseline_500,day1/members/onanong/18_0324.webp,day1/members/onanong/18_0324.webp,data/castle2024/raw/day1/members/onanong/18_0324.webp,day1/onanong/18,day1,onanong,18_0324,yes,reviewed,0,no_face,none,no_face|clutter_low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,98.84625244140625,58.88544012564643,491.7661152113643,0.09138997395833333,81.95255533854167
baseline_500,day4/members/stevan/12_0264.webp,day4/members/stevan/12_0264.webp,data/castle2024/raw/day4/members/stevan/12_0264.webp,day4/stevan/12,day4,stevan,12_0264,yes,reviewed,5,multi_face,mixed_scale,multi_face|mixed_scale|edge_or_partial|downward_egocentric|clutter_medium,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,5.0,0.029566816165123456,0.006617380401234567,0.00041015625,0.033086902006172834,0.26342592592592595,0.08611111111111112,1.0,1.0,0.0,2.0,ok,104.45454915364583,52.67777488441069,517.5159395664102,0.09882948133680555,56.11674669053819
baseline_500,day2/members/florian/15_0120.webp,day2/members/florian/15_0120.webp,data/castle2024/raw/day2/members/florian/15_0120.webp,day2/florian/15,day2,florian,15_0120,yes,reviewed,0,no_face,none,no_face|motion_blur_or_low_sharpness|clutter_low,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,98.91585964626736,46.36205348041009,262.01489518375865,0.05510118272569445,113.81959364149306
baseline_500,day1/members/cathal/13_0067.webp,day1/members/cathal/13_0067.webp,data/castle2024/raw/day1/members/cathal/13_0067.webp,day1/cathal/13,day1,cathal,13_0067,yes,reviewed,1,single_face,small,single_face|small|clutter_medium,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0032412229938271605,0.0032412229938271605,0.0032412229938271605,0.0032412229938271605,0.08703703703703704,0.08703703703703704,0.0,0.0,1.0,1.0,ok,89.38810221354167,62.98452174054659,701.7746434327629,0.10942925347222222,91.4501953125
baseline_500,day1/members/luca/11_0071.webp,day1/members/luca/11_0071.webp,data/castle2024/raw/day1/members/luca/11_0071.webp,day1/luca/11,day1,luca,11_0071,yes,reviewed,8,multi_face,very_small_or_distant,multi_face|very_small_or_distant|edge_or_partial|downward_egocentric|clutter_low,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,8.0,0.002224392361111111,0.0012313880449459878,0.0006857638888888889,0.009851104359567903,0.06944444444444445,0.05075231481481481,1.0,6.0,0.0,4.0,ok,95.99189588758681,59.63103430242881,626.9437472702543,0.08660210503472222,63.358974880642364
baseline_500,day1/members/allie/15_0612.webp,day1/members/allie/15_0612.webp,data/castle2024/raw/day1/members/allie/15_0612.webp,day1/allie/15,day1,allie,15_0612,yes,reviewed,1,single_face,small,single_face|small|edge_or_partial|clutter_low,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0037319155092592595,0.0037319155092592595,0.0037319155092592595,0.0037319155092592595,0.10694444444444444,0.10694444444444444,1.0,0.0,1.0,0.0,ok,107.19061957465277,55.7828636642785,897.49993179389,0.09099663628472222,66.28335232204861
baseline_500,day1/members/allie/10_0464.webp,day1/members/allie/10_0464.webp,data/castle2024/raw/day1/members/allie/10_0464.webp,day1/allie/10,day1,allie,10_0464,yes,reviewed,6,multi_face,small,multi_face|small|clutter_medium,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.003087625385802469,0.0014901419431584363,0.0008076533564814815,0.008940851658950618,0.0912037037037037,0.05640432098765433,1.0,0.0,1.0,0.0,ok,93.29712592230902,61.41341441001105,736.6772131770849,0.11195203993055555,76.417236328125
