index,relative_path,image_id,scientific_selected_method,selection_reason,app_applied_method,face_count_live,detector_application_policy_id,status,error,output_path,output_sha256,runtime_seconds,candidate_counts
11,day1/members/allie/18_0412.webp,day1__members__allie__18_0412.webp,layered_blur_downscale_noise,highest_balanced_oapr_anonymisation_score_for_motion_blur_or_low_sharpness,layered,3,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day1__members__allie__18_0412.webp.webp,d57ae57037d2e4dbe10ac938de33cbd686fd36cc54654a4a9d434da2117f1bfa,1.4567,"{""rfdetr_medium_face_030"": 3, ""yolo11s_widerface_1280"": 3, ""scrfd_10g_current_640"": 3}"
12,day2/members/klaus/18_0601.webp,day2__members__klaus__18_0601.webp,layered_blur_downscale_noise,highest_balanced_oapr_anonymisation_score_for_small_face,layered,2,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day2__members__klaus__18_0601.webp.webp,770b2a643b1aa5027ad4dd45f9c84f82372c8bf4f0594399323f3c35dfc82652,1.5618,"{""rfdetr_medium_face_030"": 2, ""yolo11s_widerface_1280"": 2, ""scrfd_10g_current_640"": 2}"
13,day4/members/allie/12_0604.webp,day4__members__allie__12_0604.webp,layered_blur_downscale_noise,highest_balanced_oapr_anonymisation_score_for_small_face,layered,3,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day4__members__allie__12_0604.webp.webp,cae8cf18af8977afdccdc56e4bbe160ad63e4ac66641378550358231a1df19ea,1.5217,"{""rfdetr_medium_face_030"": 3, ""yolo11s_widerface_1280"": 3, ""scrfd_10g_current_640"": 3}"
14,day1/members/onanong/08_0572.webp,day1__members__onanong__08_0572.webp,layered_blur_downscale_noise,highest_balanced_oapr_anonymisation_score_for_medium_face,layered,2,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day1__members__onanong__08_0572.webp.webp,f30630d6a6150cf72940ae906d701a2f9d50b55ccff0049ad9ecc14ed98941dc,1.9106,"{""rfdetr_medium_face_030"": 2, ""yolo11s_widerface_1280"": 2, ""scrfd_10g_current_640"": 2}"
15,day3/members/stevan/09_0286.webp,day3__members__stevan__09_0286.webp,layered_blur_downscale_noise,highest_balanced_oapr_anonymisation_score_for_motion_blur_or_low_sharpness,layered,3,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day3__members__stevan__09_0286.webp.webp,4cc3006c0e585dbb8d0876885ac807243d23f253a999d0baf8b11614168bee4f,1.4751,"{""rfdetr_medium_face_030"": 3, ""yolo11s_widerface_1280"": 3, ""scrfd_10g_current_640"": 2}"
16,day3/members/tien/20_0434.webp,day3__members__tien__20_0434.webp,layered_blur_downscale_noise,highest_balanced_oapr_anonymisation_score_for_small_face,layered,4,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day3__members__tien__20_0434.webp.webp,27b5d5db6038c74cdd2de51877f1f5b9aac41f0da5fee3c60c09ff49e87de9b7,1.4676,"{""rfdetr_medium_face_030"": 4, ""yolo11s_widerface_1280"": 4, ""scrfd_10g_current_640"": 4}"
17,day4/members/werner/18_0362.webp,day4__members__werner__18_0362.webp,no_action_copy,condition_profiler_and_detector_safety_gate_confirm_no_face,copy,0,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day4__members__werner__18_0362.webp.webp,594c16c74285c2aa6a906a09bd0effe947f3ea241584d4c83904dd626b1a295d,1.4984,"{""rfdetr_medium_face_030"": 1}"
18,day1/members/cathal/12_0342.webp,day1__members__cathal__12_0342.webp,layered_blur_downscale_noise,highest_balanced_oapr_anonymisation_score_for_medium_face,layered,3,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day1__members__cathal__12_0342.webp.webp,3f1d8c411522974f7971459370a7cca150a0edca43b77ae971b543c44aed4594,1.543,"{""rfdetr_medium_face_030"": 4, ""yolo11s_widerface_1280"": 2, ""scrfd_10g_current_640"": 2}"
19,day3/members/florian/19_0198.webp,day3__members__florian__19_0198.webp,solid_mask_black,highest_balanced_oapr_anonymisation_score_for_single_face|live_zero_faces_override_to_copy,copy,0,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day3__members__florian__19_0198.webp.webp,d17ffa87600371ec5d077d8fb1c4b8e826d16bf539351a1017efbaf6e62f6772,1.4733,"{""yolo11s_widerface_1280"": 1}"
20,day4/members/allie/18_0334.webp,day4__members__allie__18_0334.webp,solid_mask_black,highest_balanced_oapr_anonymisation_score_for_single_face,solid_mask,1,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day4__members__allie__18_0334.webp.webp,90e17410d5ca53a5f830b4650692502169e7a18df3a08211748214e7087e5f8d,1.5701,"{""rfdetr_medium_face_030"": 1, ""yolo11s_widerface_1280"": 1, ""scrfd_10g_current_640"": 1}"
21,day4/members/werner/09_0017.webp,day4__members__werner__09_0017.webp,no_action_copy,condition_profiler_and_detector_safety_gate_confirm_no_face,copy,0,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day4__members__werner__09_0017.webp.webp,6282137f83b3ae83582d73f805e6aa89efefed5caef2ad66d7dfaba2131acd72,3.2241,{}
22,day4/members/werner/12_0528.webp,day4__members__werner__12_0528.webp,layered_blur_downscale_noise,highest_balanced_oapr_anonymisation_score_for_small_face,layered,3,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day4__members__werner__12_0528.webp.webp,90322cc487b0b256492349e491942811948e24fbc749ab6f8abd5cd568b16804,1.4205,"{""rfdetr_medium_face_030"": 4, ""yolo11s_widerface_1280"": 3, ""scrfd_10g_current_640"": 2}"
23,day3/members/bjorn/20_0140.webp,day3__members__bjorn__20_0140.webp,layered_blur_downscale_noise,highest_balanced_oapr_anonymisation_score_for_motion_blur_or_low_sharpness,layered,5,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day3__members__bjorn__20_0140.webp.webp,98f7b95fe59b20ccdc0b80117ccde1a0847358ce1e3e53a9e9c7f2539ecf4413,1.4182,"{""rfdetr_medium_face_030"": 5, ""yolo11s_widerface_1280"": 5, ""scrfd_10g_current_640"": 4}"
24,day3/members/onanong/15_0413.webp,day3__members__onanong__15_0413.webp,layered_blur_downscale_noise,highest_balanced_oapr_anonymisation_score_for_medium_face,layered,5,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day3__members__onanong__15_0413.webp.webp,6ca1156bc292b7b6c097959ef100deaea98f450716619499d270335cf3b30df8,1.4919,"{""rfdetr_medium_face_030"": 6, ""yolo11s_widerface_1280"": 6, ""scrfd_10g_current_640"": 4}"
25,day1/members/luca/13_0044.webp,day1__members__luca__13_0044.webp,solid_mask_black,highest_balanced_oapr_anonymisation_score_for_single_face,solid_mask,1,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day1__members__luca__13_0044.webp.webp,1fed5bfffcb36c19bbe2510bfd211cbdb986ea9ce87ce37c689090cb517473e5,1.4679,"{""rfdetr_medium_face_030"": 1, ""yolo11s_widerface_1280"": 1, ""scrfd_10g_current_640"": 1}"
26,day4/members/luca/11_0578.webp,day4__members__luca__11_0578.webp,layered_blur_downscale_noise,highest_balanced_oapr_anonymisation_score_for_medium_face,layered,6,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day4__members__luca__11_0578.webp.webp,9384b270208e65c9ea678b7b3e2acbcf66df29fd2b21b237d9797f3ff1d4bd51,1.4955,"{""rfdetr_medium_face_030"": 6, ""yolo11s_widerface_1280"": 6, ""scrfd_10g_current_640"": 6}"
27,day4/members/werner/18_0672.webp,day4__members__werner__18_0672.webp,layered_blur_downscale_noise,highest_balanced_oapr_anonymisation_score_for_medium_face,layered,3,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day4__members__werner__18_0672.webp.webp,6a61ee65173cafcf5e6f0d431a557741568903eb19016dd258b600fcaaa85022,1.5135,"{""rfdetr_medium_face_030"": 3, ""yolo11s_widerface_1280"": 3, ""scrfd_10g_current_640"": 3}"
28,day2/members/luca/11_0416.webp,day2__members__luca__11_0416.webp,layered_blur_downscale_noise,highest_balanced_oapr_anonymisation_score_for_medium_face,layered,5,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day2__members__luca__11_0416.webp.webp,3716cf94b463740d1926afa8a5da7d3fd1a350b98844370708b940c108eb2aad,1.5395,"{""rfdetr_medium_face_030"": 5, ""yolo11s_widerface_1280"": 5, ""scrfd_10g_current_640"": 5}"
29,day1/members/stevan/08_0631.webp,day1__members__stevan__08_0631.webp,no_action_copy,condition_profiler_and_detector_safety_gate_confirm_no_face,copy,0,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day1__members__stevan__08_0631.webp.webp,4f4e8bdfe07732389cb3fe4fd9e61592750902d49f1da8f84da0608c5af9a5eb,1.5507,{}
30,day3/members/luca/17_0412.webp,day3__members__luca__17_0412.webp,layered_blur_downscale_noise,highest_balanced_oapr_anonymisation_score_for_motion_blur_or_low_sharpness,layered,4,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day3__members__luca__17_0412.webp.webp,adea14ca58853d8a438aa65d50757897fb3cd8746743f930a78ffb4535cb8090,1.4371,"{""rfdetr_medium_face_030"": 4, ""yolo11s_widerface_1280"": 5, ""scrfd_10g_current_640"": 4}"
31,day4/members/onanong/13_0378.webp,day4__members__onanong__13_0378.webp,layered_blur_downscale_noise,highest_balanced_oapr_anonymisation_score_for_medium_face,layered,6,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day4__members__onanong__13_0378.webp.webp,3746eec75628266ae933092c49ffc2588f5abe0d02ac15a867f6df5d4ef17fac,1.4034,"{""rfdetr_medium_face_030"": 6, ""yolo11s_widerface_1280"": 7, ""scrfd_10g_current_640"": 6}"
32,day3/members/luca/11_0126.webp,day3__members__luca__11_0126.webp,layered_blur_downscale_noise,highest_balanced_oapr_anonymisation_score_for_medium_face,layered,3,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day3__members__luca__11_0126.webp.webp,470511e2ea79bde0e23b52b2cebf132cc559c8f703252cadda3e649d65b4bbcb,1.4733,"{""rfdetr_medium_face_030"": 3, ""yolo11s_widerface_1280"": 2, ""scrfd_10g_current_640"": 2}"
33,day4/members/cathal/13_0074.webp,day4__members__cathal__13_0074.webp,layered_blur_downscale_noise,highest_balanced_oapr_anonymisation_score_for_medium_face,layered,6,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day4__members__cathal__13_0074.webp.webp,c30b1e80d5d9232179d41c3b7f313c122c53715a658ae4b19c9359b30a4d36b7,1.5583,"{""rfdetr_medium_face_030"": 6, ""yolo11s_widerface_1280"": 6, ""scrfd_10g_current_640"": 6}"
34,day2/members/cathal/19_0687.webp,day2__members__cathal__19_0687.webp,layered_blur_downscale_noise,highest_balanced_oapr_anonymisation_score_for_small_face,layered,4,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day2__members__cathal__19_0687.webp.webp,3d5be4760e378e8bd6dd5880b6a808bf57dcce7e27936b8f30fdd308815dc9cd,1.6466,"{""rfdetr_medium_face_030"": 4, ""yolo11s_widerface_1280"": 4, ""scrfd_10g_current_640"": 4}"
35,day1/members/allie/09_0273.webp,day1__members__allie__09_0273.webp,layered_blur_downscale_noise,highest_balanced_oapr_anonymisation_score_for_medium_face,layered,6,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day1__members__allie__09_0273.webp.webp,bcc49dfc8ef08fc76ac976d2cba76bd51e84dde0c31ad3578d2f39e6ed473ed2,1.4746,"{""rfdetr_medium_face_030"": 7, ""yolo11s_widerface_1280"": 7, ""scrfd_10g_current_640"": 5}"
36,day3/members/luca/13_0698.webp,day3__members__luca__13_0698.webp,solid_mask_black,highest_balanced_oapr_anonymisation_score_for_single_face,solid_mask,1,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day3__members__luca__13_0698.webp.webp,b3fb37b75eb8bb8f598a145d3a7e9e59e129da24481e933506a7075d4e4b8ae2,1.5397,"{""rfdetr_medium_face_030"": 1, ""yolo11s_widerface_1280"": 1, ""scrfd_10g_current_640"": 1}"
37,day4/members/allie/09_0480.webp,day4__members__allie__09_0480.webp,solid_mask_black,highest_balanced_oapr_anonymisation_score_for_single_face,solid_mask,1,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day4__members__allie__09_0480.webp.webp,26576255bc9f3d79fe963bdfaa6bbd13a7bf9f32812929a80aed196e5190d054,1.4862,"{""rfdetr_medium_face_030"": 2, ""yolo11s_widerface_1280"": 1, ""scrfd_10g_current_640"": 1}"
38,day1/members/luca/18_0040.webp,day1__members__luca__18_0040.webp,solid_mask_black,highest_balanced_oapr_anonymisation_score_for_single_face,solid_mask,2,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day1__members__luca__18_0040.webp.webp,441e3825bf54f3a69ce13fdabfd9f3cb61e55e28cc661ff1b106f9fa4db64c8b,1.5346,"{""rfdetr_medium_face_030"": 2, ""yolo11s_widerface_1280"": 2, ""scrfd_10g_current_640"": 1}"
39,day2/members/luca/10_0654.webp,day2__members__luca__10_0654.webp,layered_blur_downscale_noise,highest_balanced_oapr_anonymisation_score_for_medium_face,layered,4,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day2__members__luca__10_0654.webp.webp,b2c217d97d60db9d02fb6ed60af3fe1ab05d25c89ae9915e251abed54c363582,1.5577,"{""rfdetr_medium_face_030"": 4, ""yolo11s_widerface_1280"": 4, ""scrfd_10g_current_640"": 4}"
40,day1/members/klaus/10_0063.webp,day1__members__klaus__10_0063.webp,solid_mask_black,highest_balanced_oapr_anonymisation_score_for_single_face|live_zero_faces_override_to_copy,copy,0,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day1__members__klaus__10_0063.webp.webp,36b4f305ef2e38ad4c47ec4ab36de0d0571d492dbed7148c6f789cf2fa237fe2,1.5182,{}
41,day3/members/tien/20_0155.webp,day3__members__tien__20_0155.webp,layered_blur_downscale_noise,highest_balanced_oapr_anonymisation_score_for_motion_blur_or_low_sharpness,layered,4,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day3__members__tien__20_0155.webp.webp,804099b15df504f7f46d898e9b99fb435922a37a7ae01f8cee66a7625fe93352,1.4098,"{""rfdetr_medium_face_030"": 4, ""yolo11s_widerface_1280"": 4, ""scrfd_10g_current_640"": 4}"
42,day1/members/onanong/08_0611.webp,day1__members__onanong__08_0611.webp,solid_mask_black,highest_balanced_oapr_anonymisation_score_for_single_face,solid_mask,1,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day1__members__onanong__08_0611.webp.webp,7e08577be7e07d8ee418ff54a7dc98a8ea36ab00ea9f290b31830024177f2061,1.4077,"{""rfdetr_medium_face_030"": 1, ""yolo11s_widerface_1280"": 1, ""scrfd_10g_current_640"": 1}"
43,day4/members/stevan/13_0714.webp,day4__members__stevan__13_0714.webp,layered_blur_downscale_noise,highest_balanced_oapr_anonymisation_score_for_small_face,layered,4,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day4__members__stevan__13_0714.webp.webp,ab5ee28375aacd2c53956a8779dd2694d939423f340e1d41e1a8074c99399b53,1.4458,"{""rfdetr_medium_face_030"": 4, ""yolo11s_widerface_1280"": 4, ""scrfd_10g_current_640"": 4}"
44,day2/members/florian/12_0020.webp,day2__members__florian__12_0020.webp,layered_blur_downscale_noise,highest_balanced_oapr_anonymisation_score_for_high_clutter,layered,1,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day2__members__florian__12_0020.webp.webp,aadaf03c25382324221b11a64340ea9e14345671ecf575ea7e6e8c37ffe09e43,1.5144,"{""rfdetr_medium_face_030"": 1}"
45,day1/members/cathal/09_0001.webp,day1__members__cathal__09_0001.webp,layered_blur_downscale_noise,highest_balanced_oapr_anonymisation_score_for_mixed_scale_face,layered,4,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day1__members__cathal__09_0001.webp.webp,5b54766e9a884fc250d3a0625e5d64c230f9936811ee7e2c9e4e44929c938f01,1.5058,"{""rfdetr_medium_face_030"": 5, ""yolo11s_widerface_1280"": 4, ""scrfd_10g_current_640"": 4}"
46,day1/members/luca/08_0225.webp,day1__members__luca__08_0225.webp,layered_blur_downscale_noise,highest_balanced_oapr_anonymisation_score_for_small_face,layered,2,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day1__members__luca__08_0225.webp.webp,7f2251a1f3b51f3f01b2936d2170e4ff47bd9e30c05a71d61f2ab5034c01bc23,1.4095,"{""rfdetr_medium_face_030"": 3, ""yolo11s_widerface_1280"": 2, ""scrfd_10g_current_640"": 2}"
47,day1/members/allie/14_0135.webp,day1__members__allie__14_0135.webp,layered_blur_downscale_noise,highest_balanced_oapr_anonymisation_score_for_small_face,layered,2,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day1__members__allie__14_0135.webp.webp,e7d066df9d4033192590ee3008afe89e56c515d5b1a3d1f72496be4b395fc928,1.4242,"{""rfdetr_medium_face_030"": 3, ""yolo11s_widerface_1280"": 4, ""scrfd_10g_current_640"": 3}"
48,day1/members/allie/10_0099.webp,day1__members__allie__10_0099.webp,layered_blur_downscale_noise,highest_balanced_oapr_anonymisation_score_for_small_face,layered,4,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day1__members__allie__10_0099.webp.webp,4013565074c0e23a78d28365b8a9bbd045f7266e02ebf9bc8e7519188e6a4438,1.458,"{""rfdetr_medium_face_030"": 4, ""yolo11s_widerface_1280"": 4, ""scrfd_10g_current_640"": 4}"
49,day4/members/bao/08_0028.webp,day4__members__bao__08_0028.webp,no_action_copy,condition_profiler_and_detector_safety_gate_confirm_no_face,copy,0,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day4__members__bao__08_0028.webp.webp,0fa1e980ad6624b2d6bea1a0e07add59a7649f0e9d8b1a0636662d88774b1185,1.3576,{}
50,day1/members/bjorn/18_0340.webp,day1__members__bjorn__18_0340.webp,no_action_copy,condition_profiler_and_detector_safety_gate_confirm_no_face,copy,0,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day1__members__bjorn__18_0340.webp.webp,268a01f221de7b37b1d27021f7709c4193b606b6ab5518e6c17581d1ff4ae945,1.4369,{}
51,day1/members/luca/15_0236.webp,day1__members__luca__15_0236.webp,layered_blur_downscale_noise,highest_balanced_oapr_anonymisation_score_for_medium_face,layered,3,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day1__members__luca__15_0236.webp.webp,06595c69b3bd19b23adb9a90926704735161445d24dd7535f1fa828917b9116b,1.4848,"{""rfdetr_medium_face_030"": 3, ""yolo11s_widerface_1280"": 3, ""scrfd_10g_current_640"": 3}"
52,day2/members/florian/19_0363.webp,day2__members__florian__19_0363.webp,no_action_copy,condition_profiler_and_detector_safety_gate_confirm_no_face,copy,1,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day2__members__florian__19_0363.webp.webp,69a56d77c993ae0c7e50957ffca6ba012f58e53921324bda90a79c288aff2209,1.5075,"{""rfdetr_medium_face_030"": 2}"
53,day1/members/werner/18_0484.webp,day1__members__werner__18_0484.webp,layered_blur_downscale_noise,highest_balanced_oapr_anonymisation_score_for_medium_face,layered,3,runtime_3_source_all_raw_rf_approximation,ok,,outputs/10_final_enhancement_evaluation/06_frozen_scientific_oapr_route_replay/anonymised/day1__members__werner__18_0484.webp.webp,3b40f6bce90521519a1f3d412761fc3c520fc4025a7ee6d47e94640d0219a1c4,1.7686,"{""rfdetr_medium_face_030"": 3, ""yolo11s_widerface_1280"": 4, ""scrfd_10g_current_640"": 3}"
