review_id,relative_path,source_condition,boxes_count,output_path
71,day3/members/onanong/11_0042.webp,manifest_fill,2,outputs/03_anonymisation/04_diffusion/images/day3/members/onanong/11_0042.webp
72,day3/members/luca/18_0573.webp,manifest_fill,4,outputs/03_anonymisation/04_diffusion/images/day3/members/luca/18_0573.webp
73,day3/members/allie/17_0205.webp,manifest_fill,1,outputs/03_anonymisation/04_diffusion/images/day3/members/allie/17_0205.webp
74,day3/members/bjorn/18_0629.webp,manifest_fill,5,outputs/03_anonymisation/04_diffusion/images/day3/members/bjorn/18_0629.webp
75,day3/members/florian/19_0349.webp,manifest_fill,0,outputs/03_anonymisation/04_diffusion/images/day3/members/florian/19_0349.webp
76,day3/members/cathal/11_0509.webp,manifest_fill,0,outputs/03_anonymisation/04_diffusion/images/day3/members/cathal/11_0509.webp
77,day3/members/allie/17_0399.webp,manifest_fill,3,outputs/03_anonymisation/04_diffusion/images/day3/members/allie/17_0399.webp
78,day1/members/klaus/09_0114.webp,manifest_fill,5,outputs/03_anonymisation/04_diffusion/images/day1/members/klaus/09_0114.webp
79,day4/members/klaus/11_0401.webp,manifest_fill,6,outputs/03_anonymisation/04_diffusion/images/day4/members/klaus/11_0401.webp
80,day4/members/luca/14_0559.webp,manifest_fill,1,outputs/03_anonymisation/04_diffusion/images/day4/members/luca/14_0559.webp
81,day2/members/bjorn/19_0429.webp,manifest_fill,0,outputs/03_anonymisation/04_diffusion/images/day2/members/bjorn/19_0429.webp
82,day1/members/luca/12_0168.webp,manifest_fill,0,outputs/03_anonymisation/04_diffusion/images/day1/members/luca/12_0168.webp
83,day4/members/onanong/12_0450.webp,manifest_fill,0,outputs/03_anonymisation/04_diffusion/images/day4/members/onanong/12_0450.webp
84,day2/members/cathal/12_0044.webp,manifest_fill,2,outputs/03_anonymisation/04_diffusion/images/day2/members/cathal/12_0044.webp
85,day3/members/klaus/15_0375.webp,manifest_fill,0,outputs/03_anonymisation/04_diffusion/images/day3/members/klaus/15_0375.webp
86,day1/members/onanong/10_0201.webp,manifest_fill,4,outputs/03_anonymisation/04_diffusion/images/day1/members/onanong/10_0201.webp
87,day2/members/florian/14_0324.webp,manifest_fill,9,outputs/03_anonymisation/04_diffusion/images/day2/members/florian/14_0324.webp
88,day4/members/bao/11_0549.webp,manifest_fill,9,outputs/03_anonymisation/04_diffusion/images/day4/members/bao/11_0549.webp
89,day3/members/florian/12_0302.webp,manifest_fill,1,outputs/03_anonymisation/04_diffusion/images/day3/members/florian/12_0302.webp
90,day3/members/allie/12_0570.webp,manifest_fill,0,outputs/03_anonymisation/04_diffusion/images/day3/members/allie/12_0570.webp
91,day3/members/tien/09_0391.webp,manifest_fill,0,outputs/03_anonymisation/04_diffusion/images/day3/members/tien/09_0391.webp
92,day4/members/luca/10_0077.webp,manifest_fill,1,outputs/03_anonymisation/04_diffusion/images/day4/members/luca/10_0077.webp
93,day3/members/stevan/20_0090.webp,manifest_fill,0,outputs/03_anonymisation/04_diffusion/images/day3/members/stevan/20_0090.webp
94,day3/members/klaus/18_0283.webp,manifest_fill,7,outputs/03_anonymisation/04_diffusion/images/day3/members/klaus/18_0283.webp
95,day4/members/bjorn/08_0670.webp,manifest_fill,1,outputs/03_anonymisation/04_diffusion/images/day4/members/bjorn/08_0670.webp
96,day3/members/luca/18_0517.webp,manifest_fill,5,outputs/03_anonymisation/04_diffusion/images/day3/members/luca/18_0517.webp
97,day1/members/onanong/14_0049.webp,manifest_fill,1,outputs/03_anonymisation/04_diffusion/images/day1/members/onanong/14_0049.webp
98,day1/members/luca/15_0372.webp,manifest_fill,3,outputs/03_anonymisation/04_diffusion/images/day1/members/luca/15_0372.webp
99,day4/members/cathal/13_0418.webp,manifest_fill,5,outputs/03_anonymisation/04_diffusion/images/day4/members/cathal/13_0418.webp
100,day1/members/bjorn/10_0088.webp,manifest_fill,4,outputs/03_anonymisation/04_diffusion/images/day1/members/bjorn/10_0088.webp
