relative_path,method,output_path,boxes_processed,tiling_required
day4/members/cathal/17_0524.webp,nullface,outputs/03_anonymisation/03_nullface/images/day4/members/cathal/17_0524.webp,0,False
day4/members/luca/14_0018.webp,nullface,outputs/03_anonymisation/03_nullface/images/day4/members/luca/14_0018.webp,6,False
day1/members/bjorn/10_0501.webp,nullface,outputs/03_anonymisation/03_nullface/images/day1/members/bjorn/10_0501.webp,7,False
day1/members/allie/15_0458.webp,nullface,outputs/03_anonymisation/03_nullface/images/day1/members/allie/15_0458.webp,1,False
day4/members/klaus/14_0224.webp,nullface,outputs/03_anonymisation/03_nullface/images/day4/members/klaus/14_0224.webp,9,False
day1/members/stevan/11_0011.webp,nullface,outputs/03_anonymisation/03_nullface/images/day1/members/stevan/11_0011.webp,6,False
day1/members/cathal/13_0040.webp,nullface,outputs/03_anonymisation/03_nullface/images/day1/members/cathal/13_0040.webp,1,False
day2/members/bjorn/20_0121.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/bjorn/20_0121.webp,4,False
day4/members/stevan/10_0044.webp,nullface,outputs/03_anonymisation/03_nullface/images/day4/members/stevan/10_0044.webp,4,False
day1/members/tien/13_0571.webp,nullface,outputs/03_anonymisation/03_nullface/images/day1/members/tien/13_0571.webp,3,False
day1/members/tien/14_0211.webp,nullface,outputs/03_anonymisation/03_nullface/images/day1/members/tien/14_0211.webp,6,False
day2/members/cathal/19_0198.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/cathal/19_0198.webp,0,False
day3/members/stevan/18_0537.webp,nullface,outputs/03_anonymisation/03_nullface/images/day3/members/stevan/18_0537.webp,6,False
day2/members/florian/12_0439.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/florian/12_0439.webp,0,False
day2/members/allie/11_0505.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/allie/11_0505.webp,6,False
day3/members/stevan/08_0717.webp,nullface,outputs/03_anonymisation/03_nullface/images/day3/members/stevan/08_0717.webp,3,False
day3/members/werner/08_0594.webp,nullface,outputs/03_anonymisation/03_nullface/images/day3/members/werner/08_0594.webp,2,False
day2/members/klaus/18_0665.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/klaus/18_0665.webp,3,False
day4/members/allie/09_0451.webp,nullface,outputs/03_anonymisation/03_nullface/images/day4/members/allie/09_0451.webp,2,False
day3/members/allie/10_0210.webp,nullface,outputs/03_anonymisation/03_nullface/images/day3/members/allie/10_0210.webp,0,False
day4/members/klaus/12_0644.webp,nullface,outputs/03_anonymisation/03_nullface/images/day4/members/klaus/12_0644.webp,8,False
day2/members/allie/10_0243.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/allie/10_0243.webp,2,False
day3/members/stevan/17_0661.webp,nullface,outputs/03_anonymisation/03_nullface/images/day3/members/stevan/17_0661.webp,8,False
day1/members/klaus/16_0531.webp,nullface,outputs/03_anonymisation/03_nullface/images/day1/members/klaus/16_0531.webp,1,False
day2/members/luca/17_0249.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/luca/17_0249.webp,0,False
day2/members/cathal/14_0361.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/cathal/14_0361.webp,3,False
day4/members/werner/14_0045.webp,nullface,outputs/03_anonymisation/03_nullface/images/day4/members/werner/14_0045.webp,5,False
day3/members/tien/11_0464.webp,nullface,outputs/03_anonymisation/03_nullface/images/day3/members/tien/11_0464.webp,2,False
day3/members/werner/10_0468.webp,nullface,outputs/03_anonymisation/03_nullface/images/day3/members/werner/10_0468.webp,2,False
day3/members/allie/12_0237.webp,nullface,outputs/03_anonymisation/03_nullface/images/day3/members/allie/12_0237.webp,0,False
day1/members/stevan/10_0250.webp,nullface,outputs/03_anonymisation/03_nullface/images/day1/members/stevan/10_0250.webp,4,False
day2/members/tien/18_0209.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/tien/18_0209.webp,2,False
day2/members/allie/17_0331.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/allie/17_0331.webp,1,False
day1/members/onanong/16_0577.webp,nullface,outputs/03_anonymisation/03_nullface/images/day1/members/onanong/16_0577.webp,1,False
day2/members/allie/11_0188.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/allie/11_0188.webp,6,False
day3/members/stevan/20_0667.webp,nullface,outputs/03_anonymisation/03_nullface/images/day3/members/stevan/20_0667.webp,6,False
day4/members/luca/18_0590.webp,nullface,outputs/03_anonymisation/03_nullface/images/day4/members/luca/18_0590.webp,5,False
day1/members/onanong/18_0512.webp,nullface,outputs/03_anonymisation/03_nullface/images/day1/members/onanong/18_0512.webp,1,False
day2/members/tien/20_0019.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/tien/20_0019.webp,8,False
day2/members/cathal/14_0312.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/cathal/14_0312.webp,7,False
day2/members/bjorn/19_0139.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/bjorn/19_0139.webp,2,False
day2/members/klaus/10_0219.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/klaus/10_0219.webp,3,False
day2/members/onanong/14_0331.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/onanong/14_0331.webp,3,False
day1/members/luca/19_0006.webp,nullface,outputs/03_anonymisation/03_nullface/images/day1/members/luca/19_0006.webp,2,False
day4/members/onanong/10_0182.webp,nullface,outputs/03_anonymisation/03_nullface/images/day4/members/onanong/10_0182.webp,3,False
day3/members/onanong/16_0319.webp,nullface,outputs/03_anonymisation/03_nullface/images/day3/members/onanong/16_0319.webp,1,False
day2/members/werner/12_0480.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/werner/12_0480.webp,2,False
day1/members/tien/19_0050.webp,nullface,outputs/03_anonymisation/03_nullface/images/day1/members/tien/19_0050.webp,0,False
day3/members/florian/20_0698.webp,nullface,outputs/03_anonymisation/03_nullface/images/day3/members/florian/20_0698.webp,4,False
day3/members/cathal/08_0097.webp,nullface,outputs/03_anonymisation/03_nullface/images/day3/members/cathal/08_0097.webp,0,False
day2/members/werner/20_0389.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/werner/20_0389.webp,0,False
day3/members/onanong/14_0121.webp,nullface,outputs/03_anonymisation/03_nullface/images/day3/members/onanong/14_0121.webp,0,False
day3/members/werner/12_0583.webp,nullface,outputs/03_anonymisation/03_nullface/images/day3/members/werner/12_0583.webp,0,False
day2/members/onanong/10_0518.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/onanong/10_0518.webp,5,False
day3/members/onanong/16_0114.webp,nullface,outputs/03_anonymisation/03_nullface/images/day3/members/onanong/16_0114.webp,0,False
day2/members/stevan/09_0309.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/stevan/09_0309.webp,0,False
day3/members/tien/11_0628.webp,nullface,outputs/03_anonymisation/03_nullface/images/day3/members/tien/11_0628.webp,1,False
day3/members/allie/08_0398.webp,nullface,outputs/03_anonymisation/03_nullface/images/day3/members/allie/08_0398.webp,0,False
day1/members/cathal/15_0162.webp,nullface,outputs/03_anonymisation/03_nullface/images/day1/members/cathal/15_0162.webp,4,False
day2/members/klaus/13_0331.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/klaus/13_0331.webp,4,False
day1/members/werner/11_0515.webp,nullface,outputs/03_anonymisation/03_nullface/images/day1/members/werner/11_0515.webp,1,False
day3/members/stevan/10_0619.webp,nullface,outputs/03_anonymisation/03_nullface/images/day3/members/stevan/10_0619.webp,0,False
day2/members/tien/13_0604.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/tien/13_0604.webp,5,False
day4/members/cathal/09_0426.webp,nullface,outputs/03_anonymisation/03_nullface/images/day4/members/cathal/09_0426.webp,0,False
