method,protocol,image_id,relative_path,x1,y1,x2,y2,score,source_detector,face_count_category,face_scale_category,edge_partial_face,blur_low_sharpness,clutter_level
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day1/members/allie/10_0464.webp,day1/members/allie/10_0464.webp,1155,1868,1288,2017,0.497673,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/allie/15_0146.webp,day4/members/allie/15_0146.webp,1649,943,2055,1530,0.541482,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day1/members/luca/14_0319.webp,day1/members/luca/14_0319.webp,1613,1014,1704,1116,0.860326,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day3/members/allie/12_0583.webp,day3/members/allie/12_0583.webp,3391,680,3532,976,0.580049,cv_box_reranker_with_rfdetr_predicted_conditions,single_face,medium,no,no,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day3/members/tien/14_0528.webp,day3/members/tien/14_0528.webp,1834,1851,1915,1963,0.956866,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,yes,no,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day3/members/tien/14_0528.webp,day3/members/tien/14_0528.webp,2208,1948,2322,2107,0.749101,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,yes,no,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/luca/10_0442.webp,day4/members/luca/10_0442.webp,3083,1717,3554,2095,0.651816,cv_box_reranker_with_rfdetr_predicted_conditions,single_face,large,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day3/members/stevan/08_0715.webp,day3/members/stevan/08_0715.webp,152,1252,258,1374,0.658415,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/bjorn/11_0562.webp,day4/members/bjorn/11_0562.webp,1372,1376,1530,1734,0.940301,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,yes,no,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day1/members/bjorn/10_0469.webp,day1/members/bjorn/10_0469.webp,2810,1417,2992,1551,0.656008,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day1/members/bjorn/10_0469.webp,day1/members/bjorn/10_0469.webp,3432,533,3540,653,0.515624,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day1/members/bjorn/10_0469.webp,day1/members/bjorn/10_0469.webp,3096,944,3186,1159,0.427742,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/onanong/10_0607.webp,day2/members/onanong/10_0607.webp,778,1419,911,1779,0.480033,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day3/members/klaus/11_0612.webp,day3/members/klaus/11_0612.webp,2735,388,2804,480,0.511277,cv_box_reranker_with_rfdetr_predicted_conditions,single_face,medium,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day3/members/klaus/11_0612.webp,day3/members/klaus/11_0612.webp,2722,389,2791,480,0.440064,cv_box_reranker_with_rfdetr_predicted_conditions,single_face,medium,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day1/members/werner/18_0572.webp,day1/members/werner/18_0572.webp,3301,671,3544,968,0.878195,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day3/members/luca/08_0403.webp,day3/members/luca/08_0403.webp,968,638,1140,985,0.960384,cv_box_reranker_with_rfdetr_predicted_conditions,single_face,medium,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day3/members/luca/08_0403.webp,day3/members/luca/08_0403.webp,1561,934,1827,1234,0.483613,cv_box_reranker_with_rfdetr_predicted_conditions,single_face,medium,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day1/members/bjorn/14_0337.webp,day1/members/bjorn/14_0337.webp,377,1506,562,1931,0.655438,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/klaus/13_0029.webp,day2/members/klaus/13_0029.webp,283,1285,447,1416,0.495629,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day1/members/bjorn/09_0277.webp,day1/members/bjorn/09_0277.webp,3663,507,3749,604,0.559066,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day1/members/bjorn/17_0553.webp,day1/members/bjorn/17_0553.webp,342,1153,598,1398,0.682672,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day1/members/bjorn/10_0697.webp,day1/members/bjorn/10_0697.webp,3039,668,3103,748,0.948375,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/bjorn/14_0229.webp,day2/members/bjorn/14_0229.webp,1465,2,1620,154,0.471287,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,yes,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/stevan/09_0680.webp,day4/members/stevan/09_0680.webp,524,671,590,753,0.909444,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,very_small_or_distant,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/stevan/09_0680.webp,day4/members/stevan/09_0680.webp,27,783,95,864,0.703086,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,very_small_or_distant,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/klaus/12_0609.webp,day4/members/klaus/12_0609.webp,1243,450,1348,579,0.583272,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day3/members/werner/13_0338.webp,day3/members/werner/13_0338.webp,3675,24,3839,685,0.854208,cv_box_reranker_with_rfdetr_predicted_conditions,no_face,none,no,no,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day3/members/allie/13_0349.webp,day3/members/allie/13_0349.webp,2711,0,3073,165,0.917382,cv_box_reranker_with_rfdetr_predicted_conditions,single_face,small,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/tien/20_0293.webp,day2/members/tien/20_0293.webp,497,1321,597,1478,0.670294,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day1/members/onanong/13_0124.webp,day1/members/onanong/13_0124.webp,0,825,81,1185,0.889942,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/allie/10_0629.webp,day2/members/allie/10_0629.webp,2133,1699,2239,1813,0.863449,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/bjorn/10_0545.webp,day2/members/bjorn/10_0545.webp,2083,507,2240,681,0.723471,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day1/members/luca/11_0369.webp,day1/members/luca/11_0369.webp,756,1786,1470,2160,0.660852,cv_box_reranker_with_rfdetr_predicted_conditions,single_face,large,yes,no,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/werner/12_0551.webp,day2/members/werner/12_0551.webp,2768,793,2996,1015,0.961263,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/onanong/11_0059.webp,day2/members/onanong/11_0059.webp,2198,999,2275,1097,0.745013,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day3/members/bjorn/13_0134.webp,day3/members/bjorn/13_0134.webp,2881,1433,3108,1533,0.582429,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day3/members/werner/08_0670.webp,day3/members/werner/08_0670.webp,309,1117,408,1225,0.505371,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day3/members/tien/12_0112.webp,day3/members/tien/12_0112.webp,1605,1683,1725,1801,0.448739,cv_box_reranker_with_rfdetr_predicted_conditions,no_face,none,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day1/members/luca/14_0258.webp,day1/members/luca/14_0258.webp,84,432,192,582,0.497614,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/klaus/18_0689.webp,day2/members/klaus/18_0689.webp,1572,1082,1690,1179,0.642137,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/bao/10_0378.webp,day4/members/bao/10_0378.webp,0,872,83,1542,0.728123,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/allie/10_0470.webp,day2/members/allie/10_0470.webp,3647,2006,3838,2160,0.531928,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/allie/10_0242.webp,day2/members/allie/10_0242.webp,2144,1681,2204,1780,0.831036,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/allie/10_0242.webp,day2/members/allie/10_0242.webp,2728,1703,2794,1811,0.554669,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/tien/14_0334.webp,day2/members/tien/14_0334.webp,1608,1254,1699,1378,0.685096,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/florian/12_0680.webp,day4/members/florian/12_0680.webp,2375,260,2442,341,0.645788,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day3/members/cathal/09_0659.webp,day3/members/cathal/09_0659.webp,235,1158,279,1216,0.606041,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day3/members/onanong/10_0458.webp,day3/members/onanong/10_0458.webp,83,932,227,1095,0.932788,cv_box_reranker_with_rfdetr_predicted_conditions,single_face,small,yes,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day3/members/florian/17_0665.webp,day3/members/florian/17_0665.webp,1269,775,1328,854,0.630881,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/allie/19_0554.webp,day2/members/allie/19_0554.webp,609,921,716,1069,0.983991,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/allie/19_0554.webp,day2/members/allie/19_0554.webp,44,927,237,1213,0.928486,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/tien/14_0509.webp,day2/members/tien/14_0509.webp,2370,1128,2442,1240,0.449249,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,very_small_or_distant,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/luca/18_0349.webp,day2/members/luca/18_0349.webp,3308,870,3504,1170,0.54365,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/werner/13_0517.webp,day2/members/werner/13_0517.webp,1567,1176,2424,1740,0.439868,cv_box_reranker_with_rfdetr_predicted_conditions,single_face,medium,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/bao/10_0629.webp,day4/members/bao/10_0629.webp,3688,890,3792,1021,0.48704,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day1/members/florian/10_0186.webp,day1/members/florian/10_0186.webp,3396,780,3481,903,0.910633,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day1/members/cathal/14_0428.webp,day1/members/cathal/14_0428.webp,438,705,964,1348,0.97333,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day3/members/allie/11_0484.webp,day3/members/allie/11_0484.webp,2973,1340,3244,1830,0.523657,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/bjorn/12_0718.webp,day4/members/bjorn/12_0718.webp,258,1199,330,1305,0.546326,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day3/members/bjorn/10_0177.webp,day3/members/bjorn/10_0177.webp,3026,1096,3406,1450,0.492358,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,no,no,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day1/members/werner/20_0497.webp,day1/members/werner/20_0497.webp,3006,720,3185,1027,0.984636,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day1/members/cathal/10_0677.webp,day1/members/cathal/10_0677.webp,230,1871,502,2131,0.535626,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/klaus/11_0237.webp,day4/members/klaus/11_0237.webp,1401,1120,1485,1237,0.674151,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day3/members/onanong/12_0051.webp,day3/members/onanong/12_0051.webp,3461,903,3838,1356,0.982901,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/florian/20_0654.webp,day2/members/florian/20_0654.webp,384,1125,731,1400,0.870085,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/florian/20_0654.webp,day2/members/florian/20_0654.webp,364,996,722,1276,0.546584,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/cathal/13_0464.webp,day4/members/cathal/13_0464.webp,100,1233,286,1436,0.754488,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,yes,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/cathal/13_0464.webp,day4/members/cathal/13_0464.webp,163,1413,346,1780,0.478741,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,yes,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/bao/14_0218.webp,day4/members/bao/14_0218.webp,1081,1232,1328,1816,0.835825,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/bao/14_0218.webp,day4/members/bao/14_0218.webp,2630,801,2695,879,0.428553,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day1/members/onanong/19_0588.webp,day1/members/onanong/19_0588.webp,3334,1599,3384,1663,0.869122,cv_box_reranker_with_rfdetr_predicted_conditions,single_face,very_small_or_distant,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day1/members/onanong/19_0588.webp,day1/members/onanong/19_0588.webp,142,924,425,1234,0.514706,cv_box_reranker_with_rfdetr_predicted_conditions,single_face,very_small_or_distant,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/tien/14_0263.webp,day2/members/tien/14_0263.webp,3785,862,3840,1168,0.649861,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/florian/15_0441.webp,day2/members/florian/15_0441.webp,3178,503,3320,664,0.724345,cv_box_reranker_with_rfdetr_predicted_conditions,single_face,very_small_or_distant,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/werner/11_0338.webp,day2/members/werner/11_0338.webp,1692,737,1807,828,0.529144,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/werner/11_0338.webp,day2/members/werner/11_0338.webp,2085,719,2186,817,0.453993,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day1/members/bjorn/15_0160.webp,day1/members/bjorn/15_0160.webp,2020,1358,2170,1508,0.994456,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day2/members/bjorn/19_0722.webp,day2/members/bjorn/19_0722.webp,1932,998,2043,1153,0.681612,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,no,yes,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/bao/09_0497.webp,day4/members/bao/09_0497.webp,2657,966,2704,1005,0.619462,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/luca/10_0418.webp,day4/members/luca/10_0418.webp,2446,1074,2742,1544,0.592886,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day1/members/tien/17_0319.webp,day1/members/tien/17_0319.webp,1227,1710,1367,1922,0.717959,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,01_baseline_500,01_baseline_500::day4/members/werner/11_0251.webp,day4/members/werner/11_0251.webp,3597,1977,3840,2158,0.86546,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,no,no,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/tien/10_0512.webp,day3/members/tien/10_0512.webp,114,1492,342,1778,0.995846,cv_box_reranker_with_rfdetr_predicted_conditions,no_face,none,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/allie/12_0604.webp,day4/members/allie/12_0604.webp,1499,836,2028,1344,0.992657,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,yes,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/stevan/09_0286.webp,day3/members/stevan/09_0286.webp,2573,1456,2731,1751,0.97035,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/stevan/09_0286.webp,day3/members/stevan/09_0286.webp,1387,1072,1508,1183,0.82553,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/tien/20_0434.webp,day3/members/tien/20_0434.webp,709,2072,844,2159,0.963664,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/cathal/12_0342.webp,day1/members/cathal/12_0342.webp,2708,1106,2949,1300,0.433965,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/werner/12_0528.webp,day4/members/werner/12_0528.webp,462,1472,508,1527,0.783193,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/onanong/15_0413.webp,day3/members/onanong/15_0413.webp,903,5,960,67,0.977981,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/onanong/15_0413.webp,day3/members/onanong/15_0413.webp,417,32,474,102,0.958646,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/onanong/15_0413.webp,day3/members/onanong/15_0413.webp,621,20,676,87,0.927256,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/onanong/15_0413.webp,day3/members/onanong/15_0413.webp,2537,223,2597,295,0.515103,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,high
