relative_path,day_id,camera_stream_id,view_type,blur_level_label,face_size_label,occlusion_ratio_label,webp_artefact_severity_label,blur_score,face_size_px,occlusion_ratio,webp_artifact_score,image_width,image_height,face_box_count,dominant_face_box
day2/fixed/living1/19_0675.webp,day2,living1,exocentric,high,small,low,medium,84.24158311553033,63.36402764976355,0.21768368617683687,0.578621708112216,3840,2160,3,"[2146, 316, 2201, 389]"
day3/fixed/meeting/10_0261.webp,day3,meeting,exocentric,high,large,low,low,58.921641315237224,63.21392251711643,0.02077077077077072,0.35383357345711985,3840,2160,1,"[883, 755, 937, 829]"
day1/fixed/reading/12_0327.webp,day1,reading,exocentric,low,medium,high,low,27.13100537629163,59.924953066314536,1.0,0.4750761224437494,3840,2160,3,"[2687, 842, 2750, 899]"
day2/fixed/meeting/12_0693.webp,day2,meeting,exocentric,medium,large,low,medium,56.84111983186134,78.37091297158659,0.15027678280690326,0.46874752028665245,3840,2160,1,"[2296, 346, 2370, 429]"
day3/members/stevan/13_0075.webp,day3,stevan,egocentric,high,large,low,high,209.9915638651148,0.0,1.0,0.2753340423794972,3840,2160,0,
day4/members/stevan/10_0426.webp,day4,stevan,egocentric,medium,medium,low,high,40.28112726486943,237.23406163533937,0.17858919687277897,0.5355974924310511,3840,2160,5,"[1791, 1305, 2001, 1573]"
day2/fixed/meeting/14_0487.webp,day2,meeting,exocentric,medium,small,low,high,50.610178334591694,49.98999899979995,0.37334933973589435,0.319365924862542,3840,2160,1,"[1832, 319, 1881, 370]"
day2/members/onanong/10_0490.webp,day2,onanong,egocentric,high,large,high,high,67.26304304599398,238.14281429428016,0.1702285230639018,0.25346669292663115,3840,2160,5,"[3296, 77, 3500, 355]"
day4/fixed/living1/11_0395.webp,day4,living1,exocentric,high,small,low,medium,100.35320806070474,0.0,1.0,0.4987171718224124,3840,2160,0,
day1/members/luca/12_0220.webp,day1,luca,egocentric,low,medium,high,high,22.411238522188032,0.0,1.0,0.4434193177003687,3840,2160,0,
day3/fixed/meeting/11_0007.webp,day3,meeting,exocentric,medium,large,low,low,59.32011302140819,47.0,0.9927569035762789,0.39183070144215826,3840,2160,1,"[2091, 163, 2138, 210]"
day3/members/werner/08_0220.webp,day3,werner,egocentric,high,medium,medium,high,62.827584146638586,245.01428529781688,0.1863839285714286,0.4664294347699327,3840,2160,1,"[646, 84, 870, 352]"
day2/members/klaus/18_0604.webp,day2,klaus,egocentric,medium,medium,low,medium,36.42384955861417,249.65976848503246,0.3166853842451468,0.34658733700387767,3840,2160,3,"[3173, 1077, 3403, 1348]"
day1/members/tien/10_0174.webp,day1,tien,egocentric,low,medium,medium,low,11.702809485522481,168.5704600456438,0.25506756756756754,0.49396208454989043,3840,2160,4,"[3221, 1485, 3349, 1707]"
day1/members/cathal/08_0113.webp,day1,cathal,egocentric,low,small,medium,high,9.240281515232788,162.6653005407115,0.21553287981859415,0.49047830374276513,3840,2160,1,"[1030, 627, 1156, 837]"
day1/members/bjorn/15_0320.webp,day1,bjorn,egocentric,high,large,medium,low,99.4600210852602,218.51773383412157,0.1803350785340314,0.27840743690350855,3840,2160,4,"[3135, 652, 3326, 902]"
day4/fixed/meeting/09_0280.webp,day4,meeting,exocentric,medium,large,low,medium,50.8112725406917,0.0,1.0,0.37434839997634795,3840,2160,0,
day1/fixed/reading/12_0452.webp,day1,reading,exocentric,low,large,high,medium,24.898662952736483,0.0,1.0,0.47505608254303966,3840,2160,0,
day1/fixed/meeting/19_0636.webp,day1,meeting,exocentric,medium,large,low,low,37.70138357389747,79.94998436522674,0.003911138923654578,0.3796842457273901,3840,2160,1,"[1059, 564, 1127, 658]"
day4/members/klaus/11_0193.webp,day4,klaus,egocentric,high,large,low,medium,53.94685232394613,487.11497616065964,0.35396491923078544,0.31696939864836127,3840,2160,10,"[0, 996, 407, 1579]"
day1/fixed/meeting/11_0654.webp,day1,meeting,exocentric,medium,large,low,medium,61.44560858650359,0.0,1.0,0.49800214678117216,3840,2160,0,
day1/members/werner/17_0696.webp,day1,werner,egocentric,medium,large,medium,low,40.70339389047469,284.2921033022198,0.05755858553364179,0.4095176726650962,3840,2160,6,"[151, 319, 402, 641]"
day1/members/cathal/12_0593.webp,day1,cathal,egocentric,medium,medium,medium,high,51.563994493919104,0.0,1.0,0.3630638015856631,3840,2160,0,
day3/members/klaus/12_0571.webp,day3,klaus,egocentric,high,small,low,high,188.2904401519774,0.0,1.0,0.5526587488963957,3840,2160,0,
day4/members/florian/18_0234.webp,day4,florian,egocentric,low,large,medium,low,19.211543567467913,272.913905838453,0.34560027926210357,0.4357113594974926,3840,2160,3,"[1365, 978, 1588, 1312]"
day3/members/onanong/10_0302.webp,day3,onanong,egocentric,medium,small,high,medium,32.98531056696603,194.4839324982915,0.14472292724196278,0.44319108617496816,3840,2160,2,"[2387, 439, 2579, 636]"
day3/fixed/living1/14_0720.webp,day3,living1,exocentric,high,large,low,medium,248.30200918131584,54.96362433464518,0.13141343925852367,0.42752503671483844,3840,2160,2,"[731, 357, 784, 414]"
day1/fixed/meeting/11_0369.webp,day1,meeting,exocentric,medium,medium,low,medium,52.947740159664605,0.0,1.0,0.42917108806643434,3840,2160,0,
day2/members/florian/20_0207.webp,day2,florian,egocentric,medium,small,medium,high,32.81991793352966,202.48950590092318,0.23806155797278183,0.5207696019158825,3840,2160,4,"[2261, 505, 2427, 752]"
day2/fixed/reading/19_0122.webp,day2,reading,exocentric,low,medium,high,medium,25.055429438838253,0.0,1.0,0.4828818326168747,3840,2160,0,
day2/members/florian/17_0607.webp,day2,florian,egocentric,high,small,medium,high,48.66617197556345,0.0,1.0,0.3513542491230073,3840,2160,0,
day4/fixed/living1/10_0292.webp,day4,living1,exocentric,high,large,low,medium,58.415885175540126,138.76959321119307,0.1750012982292154,0.3538664326358276,3840,2160,4,"[1156, 656, 1303, 787]"
day1/members/cathal/20_0312.webp,day1,cathal,egocentric,low,large,medium,high,26.10566031205801,121.84826629870447,0.3224893917963225,0.5075295629227812,3840,2160,1,"[552, 1274, 653, 1421]"
day1/members/onanong/15_0129.webp,day1,onanong,egocentric,medium,large,high,low,64.12407551346465,248.746859276655,0.17027878787878792,0.36955936342584783,3840,2160,3,"[2747, 1156, 2972, 1431]"
day4/fixed/kitchen/09_0556.webp,day4,kitchen,exocentric,medium,medium,high,high,61.398340204524075,98.28529900244492,0.14151138716356104,0.5062286363356705,3840,2160,3,"[2271, 135, 2355, 250]"
day1/fixed/living1/09_0411.webp,day1,living1,exocentric,high,large,low,low,166.8682813695882,66.07571414672717,0.0751259734310582,0.36289100254540774,3840,2160,1,"[368, 390, 427, 464]"
day1/members/werner/18_0361.webp,day1,werner,egocentric,low,medium,medium,high,25.819231287686257,342.2148447978258,0.06913953428798325,0.5332106690463769,3840,2160,3,"[1073, 185, 1382, 564]"
day3/members/onanong/19_0073.webp,day3,onanong,egocentric,medium,small,high,medium,45.03631087141659,299.5746985311009,0.47799598863446435,0.5005383341043088,3840,2160,2,"[3647, 458, 3840, 923]"
day2/members/onanong/11_0131.webp,day2,onanong,egocentric,low,large,high,medium,12.66558399525866,536.7159397670242,0.2244952510553211,0.48296404545543803,3840,2160,7,"[3248, 1501, 3696, 2144]"
day3/fixed/kitchen/19_0229.webp,day3,kitchen,exocentric,medium,large,high,high,62.153341385322,87.36131867136622,0.20296121593291405,0.3474539905755494,3840,2160,2,"[2720, 338, 2792, 444]"
day3/members/cathal/11_0228.webp,day3,cathal,egocentric,high,large,medium,medium,219.71529911069618,0.0,1.0,0.5051261981097763,3840,2160,0,
day4/members/florian/14_0315.webp,day4,florian,egocentric,medium,large,medium,high,13.748975062852894,209.6807096516034,0.23054178228631217,0.3799511943331968,3840,2160,5,"[352, 591, 530, 838]"
day3/members/tien/11_0348.webp,day3,tien,egocentric,low,large,medium,high,18.20141782372034,377.4599316483804,0.48028018754035773,0.48893245229270366,3840,2160,2,"[1346, 1777, 1718, 2160]"
day3/members/florian/13_0246.webp,day3,florian,egocentric,high,small,medium,high,123.49118032973372,0.0,1.0,0.4672920215764691,3840,2160,0,
day2/members/allie/15_0386.webp,day2,allie,egocentric,high,small,high,medium,76.06728865247486,0.0,1.0,0.2793808016206798,3840,2160,0,
day1/fixed/meeting/18_0249.webp,day1,meeting,exocentric,medium,medium,low,low,38.960553350133715,50.91168824543142,0.18287037037037035,0.3880915067394719,3840,2160,2,"[2271, 99, 2325, 147]"
day1/members/bjorn/19_0575.webp,day1,bjorn,egocentric,low,small,medium,low,7.094069122781901,0.0,1.0,0.4925861573592991,3840,2160,0,
day1/members/florian/11_0301.webp,day1,florian,egocentric,high,medium,medium,low,100.02415567356935,84.581321815162,0.16927592954990212,0.5740428216174935,3840,2160,1,"[2713, 1418, 2786, 1516]"
day4/members/cathal/12_0589.webp,day4,cathal,egocentric,low,large,medium,low,22.222598005123558,311.15108870129313,0.2146568197076899,0.483462829997797,3840,2160,5,"[2319, 1036, 2608, 1371]"
day2/fixed/reading/15_0544.webp,day2,reading,exocentric,low,medium,high,medium,25.75681396950418,0.0,1.0,0.46584283649839797,3840,2160,0,
day2/fixed/meeting/19_0012.webp,day2,meeting,exocentric,medium,small,low,medium,49.303575567613684,64.9307323229917,0.06759962049335866,0.36998308391095325,3840,2160,2,"[1800, 312, 1862, 380]"
day2/members/onanong/13_0540.webp,day2,onanong,egocentric,low,small,high,medium,17.264458550210456,406.8439504281709,0.3386999915419099,0.4521142529716706,3840,2160,5,"[0, 562, 294, 1125]"
day4/members/allie/11_0610.webp,day4,allie,egocentric,high,medium,high,medium,64.55466711737618,187.38196284594736,0.12269309637730685,0.265962175372211,3840,2160,4,"[1178, 80, 1346, 289]"
day3/members/allie/18_0149.webp,day3,allie,egocentric,high,large,high,high,41.4462136521138,187.0,0.08212988647087416,0.3359937795086352,3840,2160,5,"[1393, 427, 1580, 614]"
day4/fixed/living2/11_0582.webp,day4,living2,exocentric,high,large,low,high,192.79493706038477,50.47771785649585,0.055337519623233855,0.4505770886780365,3840,2160,1,"[2093, 190, 2145, 239]"
day1/fixed/living2/14_0519.webp,day1,living2,exocentric,high,medium,low,high,80.790717469125,75.0199973340442,0.9806325515280739,0.2827319563636266,3840,2160,2,"[2710, 564, 2777, 648]"
day2/fixed/reading/12_0714.webp,day2,reading,exocentric,low,large,high,low,31.640123070874264,0.0,1.0,0.4749643564826984,3840,2160,0,
day1/members/onanong/18_0504.webp,day1,onanong,egocentric,low,large,high,medium,27.217433798963953,0.0,1.0,0.482915111463984,3840,2160,0,
day2/fixed/meeting/08_0525.webp,day2,meeting,exocentric,medium,small,low,high,49.04910743449958,0.0,1.0,0.33612627888974966,3840,2160,0,
day2/members/cathal/19_0570.webp,day2,cathal,egocentric,medium,small,medium,high,23.345283049331478,254.30296891699868,0.15459254677593934,0.41657485419913165,3840,2160,1,"[0, 0, 223, 290]"
day2/fixed/meeting/11_0229.webp,day2,meeting,exocentric,medium,small,low,high,57.998109280305506,63.340350488452465,0.27118644067796616,0.4380865664344089,3840,2160,4,"[2150, 350, 2209, 418]"
day4/members/allie/08_0273.webp,day4,allie,egocentric,low,large,high,high,18.910327928406517,173.18198520631412,0.28404241130968255,0.49408457121671656,3840,2160,3,"[1381, 919, 1565, 1082]"
day4/members/onanong/10_0200.webp,day4,onanong,egocentric,medium,medium,high,low,40.08266770052799,198.89695824722912,0.14411021233569266,0.4209230846247327,3840,2160,4,"[3420, 1437, 3592, 1667]"
day2/members/tien/18_0413.webp,day2,tien,egocentric,low,medium,medium,medium,12.73719114145152,425.1235114646095,0.6115061140928457,0.5391195503727513,3840,2160,4,"[3499, 1615, 3840, 2145]"
day2/fixed/living2/12_0253.webp,day2,living2,exocentric,high,medium,low,low,154.94870269376213,52.38320341483518,0.657069970845481,0.45456302126362136,3840,2160,1,"[2399, 582, 2448, 638]"
day4/fixed/reading/12_0098.webp,day4,reading,exocentric,low,large,high,low,30.1723706336304,0.0,1.0,0.43924786154544915,3840,2160,0,
day2/members/bjorn/18_0414.webp,day2,bjorn,egocentric,low,medium,medium,medium,12.779217905492992,0.0,1.0,0.5115086427559634,3840,2160,0,
day4/members/bao/14_0113.webp,day4,bao,egocentric,low,large,low,medium,20.57327481858261,218.1742422927143,0.2871008403361345,0.48002287404999544,3840,2160,7,"[213, 1390, 383, 1670]"
day4/fixed/reading/10_0339.webp,day4,reading,exocentric,low,large,high,high,29.090200254692924,0.0,1.0,0.4354143619394497,3840,2160,0,
day1/fixed/meeting/16_0574.webp,day1,meeting,exocentric,medium,small,low,medium,50.71656804242052,0.0,1.0,0.4074369952548853,3840,2160,0,
day1/members/onanong/09_0597.webp,day1,onanong,egocentric,medium,large,high,low,29.54654116010195,309.6933967652523,0.15358148263997495,0.42963386188758035,3840,2160,2,"[3121, 899, 3399, 1244]"
day1/members/werner/09_0296.webp,day1,werner,egocentric,high,small,medium,high,67.95622226958214,227.76303475322769,0.2745392859896677,0.313172776877928,3840,2160,6,"[3453, 750, 3651, 1012]"
day1/members/onanong/16_0706.webp,day1,onanong,egocentric,medium,medium,high,low,38.67081798546547,255.36640342848548,0.13724467889345515,0.3950670094110236,3840,2160,2,"[1845, 9, 2083, 283]"
day3/members/allie/11_0586.webp,day3,allie,egocentric,low,small,high,low,23.856886117198798,293.6239091082332,0.355170213999884,0.5725685172440125,3840,2160,1,"[3118, 61, 3333, 462]"
day3/members/klaus/19_0328.webp,day3,klaus,egocentric,low,medium,low,medium,20.182467196582653,87.13208364316786,0.43743414120126445,0.5209206243826525,3840,2160,1,"[3374, 1026, 3447, 1130]"
day3/fixed/meeting/15_0578.webp,day3,meeting,exocentric,medium,small,low,medium,55.41130785372868,0.0,1.0,0.34957961617945443,3840,2160,0,
day3/members/allie/10_0091.webp,day3,allie,egocentric,medium,small,high,medium,46.97388852671229,191.02355875650522,0.17084132639079197,0.4200233626665266,3840,2160,2,"[945, 367, 1123, 572]"
day1/members/onanong/12_0076.webp,day1,onanong,egocentric,medium,large,high,medium,63.60777331547606,350.99857549568486,0.17560064935064934,0.5279856588282166,3840,2160,2,"[2018, 61, 2338, 446]"
day2/members/klaus/20_0131.webp,day2,klaus,egocentric,medium,large,low,high,34.79656490071405,0.0,1.0,0.46682260429135525,3840,2160,0,
day1/members/cathal/09_0046.webp,day1,cathal,egocentric,high,medium,medium,medium,41.11774616756151,268.98327085527086,0.23493476337903585,0.33899448732944926,3840,2160,3,"[819, 491, 1085, 763]"
day1/members/cathal/14_0221.webp,day1,cathal,egocentric,high,medium,medium,high,60.95967339345008,215.10927455598002,0.23730982019363764,0.4039551431739863,3840,2160,1,"[461, 0, 702, 192]"
day4/members/allie/12_0044.webp,day4,allie,egocentric,high,large,high,medium,75.52125687205925,227.92103895867095,0.1431046431046431,0.0799870918770571,3840,2160,5,"[1237, 4, 1459, 238]"
day4/fixed/living2/17_0590.webp,day4,living2,exocentric,high,small,low,low,71.2723579615796,0.0,1.0,0.51133398457924,3840,2160,0,
day2/members/cathal/10_0514.webp,day2,cathal,egocentric,high,medium,medium,high,62.853508631107815,249.09435963104423,0.1700618875709129,0.4921270347709843,3840,2160,4,"[2710, 691, 2934, 968]"
day2/members/werner/19_0339.webp,day2,werner,egocentric,low,large,medium,high,39.48625493631348,195.1409746824075,0.18009453781512608,0.4733411333317683,3840,2160,2,"[3373, 1255, 3533, 1493]"
day2/fixed/kitchen/14_0526.webp,day2,kitchen,exocentric,medium,small,high,low,64.78630026445634,151.49257407543118,0.43769063180827883,0.6154218412106376,3840,2160,3,"[384, 1003, 534, 1156]"
day4/fixed/meeting/09_0050.webp,day4,meeting,exocentric,medium,medium,low,high,56.41472679287609,0.0,1.0,0.5191480917797708,3840,2160,0,
day1/members/klaus/15_0090.webp,day1,klaus,egocentric,high,small,low,high,58.27318648570473,0.0,1.0,0.4433918974016926,3840,2160,0,
day1/fixed/living1/14_0101.webp,day1,living1,exocentric,high,medium,low,low,167.95436306146024,73.58668357794092,0.17100646352723914,0.4805365759137734,3840,2160,2,"[2253, 429, 2310, 524]"
day4/fixed/reading/13_0518.webp,day4,reading,exocentric,low,medium,high,medium,27.85944528775242,0.0,1.0,0.4253416448667757,3840,2160,0,
day3/members/stevan/18_0485.webp,day3,stevan,egocentric,low,medium,low,low,28.716034520422806,190.49409439665052,0.3947861552028219,0.4514808720014343,3840,2160,7,"[3067, 1343, 3235, 1559]"
day2/fixed/living1/14_0452.webp,day2,living1,exocentric,high,medium,low,medium,113.26701461222292,60.96720429870473,0.22437449556093625,0.5524421919813136,3840,2160,1,"[2797, 239, 2860, 298]"
day1/fixed/living2/12_0328.webp,day1,living2,exocentric,high,medium,low,medium,185.4582304928602,57.445626465380286,0.019393939393939408,0.4736597327145642,3840,2160,2,"[655, 595, 710, 655]"
day1/members/stevan/09_0680.webp,day1,stevan,egocentric,low,large,low,medium,7.349713177376028,195.79325831090304,0.2991782965958002,0.5072499364672289,3840,2160,1,"[1574, 932, 1761, 1137]"
day3/members/allie/12_0218.webp,day3,allie,egocentric,high,large,high,medium,187.69544499547393,0.0,1.0,0.43046800535599594,3840,2160,0,
day1/members/werner/09_0116.webp,day1,werner,egocentric,medium,medium,medium,high,33.37109784308534,374.83996585209536,0.16326109391124866,0.36355998836057646,3840,2160,5,"[510, 976, 833, 1411]"
day2/fixed/meeting/14_0494.webp,day2,meeting,exocentric,medium,medium,low,medium,50.91382777202166,49.90991885387112,0.40024086712163787,0.3103005816181126,3840,2160,1,"[1719, 315, 1772, 362]"
day4/members/bao/13_0291.webp,day4,bao,egocentric,medium,large,low,low,40.001807484283,150.0133327407934,0.15246178457163173,0.4319968040894149,3840,2160,5,"[1465, 1648, 1581, 1842]"
day2/members/cathal/17_0230.webp,day2,cathal,egocentric,low,medium,medium,medium,4.548958092206557,0.0,1.0,0.5701809414687967,3840,2160,0,
day1/members/werner/14_0281.webp,day1,werner,egocentric,high,large,medium,high,37.87062487663543,339.7690392016318,0.24830435799485462,0.29976476774023286,3840,2160,4,"[84, 342, 387, 723]"
day2/members/onanong/11_0333.webp,day2,onanong,egocentric,high,medium,high,high,88.92637681028397,213.607115986336,0.23231349171561322,0.46815172287247364,3840,2160,6,"[3527, 1072, 3714, 1316]"
day1/fixed/reading/12_0518.webp,day1,reading,exocentric,low,small,high,low,26.36477116874476,0.0,1.0,0.48866764059175205,3840,2160,0,
day3/members/werner/18_0362.webp,day3,werner,egocentric,medium,medium,medium,low,20.051938487150146,230.4690868641606,0.13135401762180887,0.4001190256451057,3840,2160,7,"[780, 78, 976, 349]"
day1/members/allie/09_0109.webp,day1,allie,egocentric,medium,large,high,low,26.422411262794252,550.2145036256314,0.4787451773162096,0.4653561227558223,3840,2160,4,"[0, 781, 408, 1523]"
day3/fixed/reading/16_0258.webp,day3,reading,exocentric,low,medium,high,low,33.24923959311327,0.0,1.0,0.446887009076987,3840,2160,0,
day4/fixed/kitchen/13_0558.webp,day4,kitchen,exocentric,medium,medium,high,low,59.521247338071284,0.0,1.0,0.47095290327506767,3840,2160,0,
day2/members/bjorn/12_0487.webp,day2,bjorn,egocentric,medium,medium,medium,medium,39.70786768989435,312.064095980297,0.48973137271009615,0.3802938107841376,3840,2160,4,"[308, 481, 604, 810]"
day3/members/tien/09_0154.webp,day3,tien,egocentric,low,small,medium,low,5.043289203184826,0.0,1.0,0.551401711676585,3840,2160,0,
day1/members/cathal/10_0086.webp,day1,cathal,egocentric,low,medium,medium,high,9.381800009611572,320.4122344730301,0.27913387360710673,0.36710274173215596,3840,2160,3,"[1116, 816, 1429, 1144]"
day4/members/cathal/10_0693.webp,day4,cathal,egocentric,low,large,medium,low,11.629085647697895,424.1721348697955,0.1966852302664488,0.42556363593696167,3840,2160,8,"[232, 1150, 614, 1621]"
day2/members/florian/16_0015.webp,day2,florian,egocentric,high,medium,medium,medium,237.56868404550104,0.0,1.0,0.4862172409691947,3840,2160,0,
day3/members/allie/17_0606.webp,day3,allie,egocentric,medium,medium,high,high,44.19432667086947,224.43707358633955,0.17783689351226872,0.35874170010646633,3840,2160,6,"[2749, 725, 2945, 982]"
day1/fixed/reading/15_0299.webp,day1,reading,exocentric,low,small,high,medium,26.039210068941575,0.0,1.0,0.4601750905709179,3840,2160,0,
day4/fixed/kitchen/10_0688.webp,day4,kitchen,exocentric,medium,medium,high,high,57.348571543718926,0.0,1.0,0.41862409220807084,3840,2160,0,
day2/members/allie/11_0312.webp,day2,allie,egocentric,low,medium,high,low,21.480021585783447,300.45299133142277,0.2629829847571783,0.47583429124204857,3840,2160,7,"[3371, 990, 3619, 1354]"
day2/members/allie/19_0403.webp,day2,allie,egocentric,high,medium,high,high,54.50040882951258,350.051424793558,0.33496605079323627,0.3274093198600898,3840,2160,6,"[0, 1112, 289, 1536]"
day4/members/cathal/12_0605.webp,day4,cathal,egocentric,low,medium,medium,low,13.587794536063448,243.2036183941349,0.11364712247244202,0.4483651007210505,3840,2160,7,"[1016, 1100, 1228, 1379]"
day4/members/allie/18_0212.webp,day4,allie,egocentric,low,large,high,high,5.740606908305232,515.5657087122843,0.08447450791548783,0.4729794385478021,3840,2160,2,"[1540, 1259, 1989, 1851]"
day3/fixed/meeting/19_0246.webp,day3,meeting,exocentric,low,small,low,medium,25.453002862783126,78.8416133777081,0.7623873873873874,0.4526771549037911,3840,2160,1,"[1150, 547, 1224, 631]"
day3/fixed/living1/13_0343.webp,day3,living1,exocentric,high,small,low,high,295.7131511583447,66.48308055437865,0.20045248868778276,0.3390870863529907,3840,2160,2,"[790, 433, 858, 498]"
day3/fixed/reading/17_0238.webp,day3,reading,exocentric,low,medium,high,high,24.266878720160086,0.0,1.0,0.41864736340618736,3840,2160,0,
day3/fixed/reading/15_0312.webp,day3,reading,exocentric,low,medium,high,high,34.07876289207202,0.0,1.0,0.4818773615625216,3840,2160,0,
day1/members/klaus/14_0535.webp,day1,klaus,egocentric,low,medium,low,high,16.41941342516646,0.0,1.0,0.4358517504266948,3840,2160,0,
day3/members/luca/11_0067.webp,day3,luca,egocentric,low,small,high,high,14.855138011053134,319.59974968701084,0.34577655075187974,0.47994903851105053,3840,2160,2,"[2322, 710, 2588, 1094]"
day3/members/bjorn/18_0120.webp,day3,bjorn,egocentric,medium,small,medium,medium,37.06084948788867,333.20714278058324,0.20746304952849304,0.3844820781222067,3840,2160,6,"[313, 738, 624, 1095]"
day3/members/klaus/19_0487.webp,day3,klaus,egocentric,low,medium,low,high,22.793308478409042,83.51646544245033,0.17218637992831543,0.5589719700898068,3840,2160,1,"[3182, 780, 3257, 873]"
day3/members/florian/14_0136.webp,day3,florian,egocentric,high,medium,medium,low,800.9873353105709,0.0,1.0,0.486482186740826,3840,2160,0,
day1/members/allie/14_0337.webp,day1,allie,egocentric,medium,medium,high,medium,35.200900690196335,321.86953878862164,0.24858108108108112,0.38018417060424925,3840,2160,4,"[562, 835, 858, 1185]"
day4/members/cathal/09_0204.webp,day4,cathal,egocentric,low,small,medium,low,11.499712576418078,199.5394697797907,0.055882057464335944,0.4952689813736779,3840,2160,3,"[1380, 990, 1548, 1227]"
day1/members/florian/10_0558.webp,day1,florian,egocentric,low,medium,medium,high,13.84481298532983,182.92621463311374,0.12760743529974294,0.43056921155399697,3840,2160,5,"[3600, 988, 3769, 1186]"
day1/members/werner/09_0185.webp,day1,werner,egocentric,high,large,medium,low,40.505593483399565,205.66963801203133,0.20278959810874708,0.3672759556817278,3840,2160,5,"[716, 588, 904, 813]"
