relative_path,method,output_path,boxes_processed,tiling_required,runtime_seconds,status,error
day4/members/werner/09_0017.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/werner/09_0017.webp,0,False,0.667549,ok,
day4/members/werner/12_0528.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/werner/12_0528.webp,3,False,1.691074,ok,
day3/members/bjorn/20_0140.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/bjorn/20_0140.webp,5,False,3.947459,ok,
day3/members/onanong/15_0413.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/onanong/15_0413.webp,2,False,2.376009,ok,
day1/members/luca/13_0044.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/luca/13_0044.webp,1,False,1.255139,ok,
day4/members/luca/11_0578.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/luca/11_0578.webp,6,False,4.688447,ok,
day4/members/werner/18_0672.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/werner/18_0672.webp,3,False,2.943568,ok,
day2/members/luca/11_0416.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/luca/11_0416.webp,5,False,4.114754,ok,
day1/members/stevan/08_0631.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/stevan/08_0631.webp,0,False,0.625558,ok,
day3/members/luca/17_0412.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/luca/17_0412.webp,4,False,3.553538,ok,
day4/members/onanong/13_0378.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/onanong/13_0378.webp,6,False,5.493017,ok,
day3/members/luca/11_0126.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/luca/11_0126.webp,3,False,2.780397,ok,
day4/members/cathal/13_0074.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/cathal/13_0074.webp,7,False,6.42394,ok,
day2/members/cathal/19_0687.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/cathal/19_0687.webp,3,False,3.010657,ok,
day1/members/allie/09_0273.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/allie/09_0273.webp,6,False,3.068795,ok,
day3/members/luca/13_0698.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/luca/13_0698.webp,1,False,1.081059,ok,
day4/members/allie/09_0480.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/allie/09_0480.webp,1,False,1.26352,ok,
day1/members/luca/18_0040.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/luca/18_0040.webp,1,False,1.627461,ok,
day2/members/luca/10_0654.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/luca/10_0654.webp,4,False,3.59834,ok,
day1/members/klaus/10_0063.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/klaus/10_0063.webp,1,False,1.316245,ok,
day3/members/tien/20_0155.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/tien/20_0155.webp,3,False,3.001497,ok,
day1/members/onanong/08_0611.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/onanong/08_0611.webp,1,False,1.201481,ok,
day4/members/stevan/13_0714.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/stevan/13_0714.webp,4,False,4.23983,ok,
day2/members/florian/12_0020.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/florian/12_0020.webp,0,False,0.672362,ok,
day1/members/cathal/09_0001.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/cathal/09_0001.webp,5,False,4.287317,ok,
day1/members/luca/08_0225.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/luca/08_0225.webp,2,False,2.439383,ok,
day1/members/allie/14_0135.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/allie/14_0135.webp,5,False,4.245422,ok,
day1/members/allie/10_0099.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/allie/10_0099.webp,4,False,2.984644,ok,
day4/members/bao/08_0028.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/bao/08_0028.webp,0,False,0.577487,ok,
day1/members/bjorn/18_0340.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/bjorn/18_0340.webp,0,False,0.536768,ok,
day1/members/luca/15_0236.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/luca/15_0236.webp,3,False,2.566304,ok,
day2/members/florian/19_0363.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/florian/19_0363.webp,0,False,0.571463,ok,
day1/members/werner/18_0484.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/werner/18_0484.webp,3,False,2.07567,ok,
day4/members/allie/08_0040.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/allie/08_0040.webp,1,False,1.070425,ok,
day2/members/klaus/12_0264.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/klaus/12_0264.webp,0,False,0.674051,ok,
day1/members/florian/08_0717.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/florian/08_0717.webp,5,False,4.626958,ok,
day2/members/allie/13_0355.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/allie/13_0355.webp,0,False,0.64861,ok,
day1/members/bjorn/15_0004.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/bjorn/15_0004.webp,4,False,3.966425,ok,
day2/members/klaus/10_0629.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/klaus/10_0629.webp,5,False,4.530607,ok,
day1/members/luca/08_0069.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/luca/08_0069.webp,0,False,0.517057,ok,
day4/members/werner/08_0337.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/werner/08_0337.webp,2,False,2.412403,ok,
day2/members/werner/17_0115.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/werner/17_0115.webp,1,False,1.454497,ok,
day3/members/klaus/12_0484.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/klaus/12_0484.webp,0,False,1.177177,ok,
day4/members/stevan/13_0149.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/stevan/13_0149.webp,4,False,3.660276,ok,
day1/members/luca/08_0716.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/luca/08_0716.webp,2,False,1.640779,ok,
day1/members/cathal/08_0346.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/cathal/08_0346.webp,0,False,0.586045,ok,
day4/members/florian/10_0112.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/florian/10_0112.webp,2,False,2.526701,ok,
day1/members/florian/13_0133.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/florian/13_0133.webp,1,False,1.347392,ok,
day2/members/tien/19_0311.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/tien/19_0311.webp,2,False,2.039101,ok,
day3/members/werner/08_0688.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/werner/08_0688.webp,3,False,3.12517,ok,
day3/members/onanong/11_0042.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/onanong/11_0042.webp,2,False,2.411259,ok,
day3/members/luca/18_0573.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/luca/18_0573.webp,4,False,3.584551,ok,
day3/members/allie/17_0205.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/allie/17_0205.webp,1,False,1.467267,ok,
day3/members/bjorn/18_0629.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/bjorn/18_0629.webp,5,False,4.639543,ok,
day3/members/florian/19_0349.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/florian/19_0349.webp,0,False,0.586642,ok,
day3/members/cathal/11_0509.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/cathal/11_0509.webp,0,False,0.625861,ok,
day3/members/allie/17_0399.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/allie/17_0399.webp,3,False,3.109217,ok,
day1/members/klaus/09_0114.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/klaus/09_0114.webp,5,False,4.589218,ok,
day4/members/klaus/11_0401.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/klaus/11_0401.webp,6,False,5.131183,ok,
day4/members/luca/14_0559.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/luca/14_0559.webp,1,False,1.516837,ok,
day2/members/bjorn/19_0429.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/bjorn/19_0429.webp,0,False,0.632242,ok,
day1/members/luca/12_0168.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/luca/12_0168.webp,0,False,0.594751,ok,
day4/members/onanong/12_0450.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/onanong/12_0450.webp,0,False,0.556356,ok,
day2/members/cathal/12_0044.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/cathal/12_0044.webp,2,False,1.97046,ok,
day3/members/klaus/15_0375.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/klaus/15_0375.webp,0,False,0.63295,ok,
day1/members/onanong/10_0201.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/onanong/10_0201.webp,4,False,3.581327,ok,
day2/members/florian/14_0324.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/florian/14_0324.webp,9,False,7.424451,ok,
day4/members/bao/11_0549.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/bao/11_0549.webp,9,False,7.079722,ok,
day3/members/florian/12_0302.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/florian/12_0302.webp,1,False,1.3067,ok,
day3/members/allie/12_0570.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/allie/12_0570.webp,0,False,0.545849,ok,
day3/members/tien/09_0391.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/tien/09_0391.webp,0,False,0.657171,ok,
day4/members/luca/10_0077.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/luca/10_0077.webp,1,False,1.558574,ok,
day3/members/stevan/20_0090.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/stevan/20_0090.webp,0,False,0.560915,ok,
day3/members/klaus/18_0283.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/klaus/18_0283.webp,7,False,5.361796,ok,
day4/members/bjorn/08_0670.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/bjorn/08_0670.webp,1,False,1.584813,ok,
day3/members/luca/18_0517.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/luca/18_0517.webp,5,False,4.226821,ok,
day1/members/onanong/14_0049.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/onanong/14_0049.webp,1,False,1.454435,ok,
day1/members/luca/15_0372.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/luca/15_0372.webp,3,False,3.394668,ok,
day4/members/cathal/13_0418.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/cathal/13_0418.webp,5,False,4.36207,ok,
day1/members/bjorn/10_0088.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/bjorn/10_0088.webp,4,False,2.867139,ok,
day2/members/werner/10_0252.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/werner/10_0252.webp,2,False,8.461398,ok,
day4/members/bjorn/13_0126.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/bjorn/13_0126.webp,6,False,4.652545,ok,
day1/members/bjorn/11_0116.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/bjorn/11_0116.webp,4,False,4.160278,ok,
day3/members/klaus/09_0194.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/klaus/09_0194.webp,1,False,1.142436,ok,
day3/members/klaus/20_0128.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/klaus/20_0128.webp,5,False,4.788923,ok,
day1/members/florian/08_0341.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/florian/08_0341.webp,0,False,0.578992,ok,
day3/members/cathal/12_0524.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/cathal/12_0524.webp,0,False,0.743541,ok,
day2/members/onanong/17_0009.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/onanong/17_0009.webp,1,False,1.209065,ok,
day3/members/klaus/12_0480.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/klaus/12_0480.webp,0,False,1.251212,ok,
day1/members/werner/19_0255.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/werner/19_0255.webp,1,False,1.288795,ok,
day1/members/werner/13_0606.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/werner/13_0606.webp,0,False,0.589345,ok,
day4/members/bjorn/10_0076.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/bjorn/10_0076.webp,0,False,0.549705,ok,
day3/members/luca/19_0582.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/luca/19_0582.webp,0,False,0.542003,ok,
day1/members/bjorn/18_0134.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/bjorn/18_0134.webp,2,False,2.025927,ok,
day4/members/luca/10_0115.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/luca/10_0115.webp,1,False,1.364275,ok,
day3/members/bjorn/18_0483.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/bjorn/18_0483.webp,8,False,5.621048,ok,
day2/members/tien/19_0512.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/tien/19_0512.webp,8,False,5.728723,ok,
day2/members/stevan/11_0452.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/stevan/11_0452.webp,7,False,5.204719,ok,
day1/members/tien/08_0068.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/tien/08_0068.webp,0,False,0.62486,ok,
day1/members/florian/18_0328.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/florian/18_0328.webp,0,False,0.613393,ok,
day2/members/onanong/18_0325.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/onanong/18_0325.webp,3,False,2.614608,ok,
day2/members/cathal/10_0597.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/cathal/10_0597.webp,4,False,3.812031,ok,
day3/members/klaus/11_0207.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/klaus/11_0207.webp,0,False,0.553733,ok,
day2/members/bjorn/15_0627.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/bjorn/15_0627.webp,0,False,0.617397,ok,
day2/members/onanong/14_0193.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/onanong/14_0193.webp,5,False,4.221336,ok,
day2/members/onanong/10_0373.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/onanong/10_0373.webp,2,False,2.218459,ok,
day4/members/bao/11_0220.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/bao/11_0220.webp,7,False,5.173621,ok,
day2/members/klaus/15_0590.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/klaus/15_0590.webp,0,False,0.678843,ok,
day1/members/werner/11_0547.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/werner/11_0547.webp,0,False,0.499446,ok,
day3/members/klaus/18_0613.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/klaus/18_0613.webp,5,False,4.424047,ok,
day1/members/cathal/10_0708.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/cathal/10_0708.webp,5,False,4.687714,ok,
day1/members/tien/19_0392.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/tien/19_0392.webp,9,False,7.59585,ok,
day4/members/luca/11_0464.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/luca/11_0464.webp,6,False,4.800029,ok,
day3/members/allie/10_0655.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/allie/10_0655.webp,0,False,0.605337,ok,
day2/members/allie/13_0179.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/allie/13_0179.webp,0,False,0.715765,ok,
day1/members/florian/15_0647.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/florian/15_0647.webp,0,False,0.623012,ok,
day2/members/klaus/12_0531.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/klaus/12_0531.webp,0,False,0.593362,ok,
day1/members/bjorn/15_0586.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/bjorn/15_0586.webp,0,False,0.613588,ok,
day1/members/bjorn/09_0318.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/bjorn/09_0318.webp,0,False,0.610737,ok,
day3/members/allie/12_0148.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/allie/12_0148.webp,3,False,2.914642,ok,
day1/members/klaus/17_0521.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/klaus/17_0521.webp,4,False,3.524687,ok,
day2/members/luca/10_0586.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/luca/10_0586.webp,4,False,3.762268,ok,
day4/members/onanong/11_0656.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/onanong/11_0656.webp,7,False,6.204636,ok,
day1/members/onanong/17_0468.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/onanong/17_0468.webp,1,False,1.290321,ok,
day2/members/werner/14_0229.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/werner/14_0229.webp,1,False,1.320484,ok,
day3/members/allie/18_0514.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/allie/18_0514.webp,5,False,4.698604,ok,
day1/members/bjorn/10_0130.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/bjorn/10_0130.webp,5,False,4.378795,ok,
day2/members/onanong/16_0470.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/onanong/16_0470.webp,0,False,0.579897,ok,
day2/members/werner/20_0620.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/werner/20_0620.webp,0,False,0.692916,ok,
day4/members/bjorn/08_0126.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/bjorn/08_0126.webp,0,False,0.572223,ok,
day1/members/allie/10_0296.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/allie/10_0296.webp,4,False,2.900122,ok,
day1/members/tien/08_0310.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/tien/08_0310.webp,3,False,2.601227,ok,
day1/members/florian/18_0375.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/florian/18_0375.webp,0,False,0.625972,ok,
day1/members/bjorn/14_0017.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/bjorn/14_0017.webp,0,False,0.666685,ok,
day4/members/luca/18_0521.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/luca/18_0521.webp,0,False,0.545149,ok,
day3/members/onanong/12_0488.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/onanong/12_0488.webp,1,False,1.26859,ok,
day1/members/allie/10_0546.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/allie/10_0546.webp,7,False,5.51083,ok,
day2/members/luca/20_0211.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/luca/20_0211.webp,4,False,3.897506,ok,
day4/members/allie/11_0376.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/allie/11_0376.webp,5,False,4.421472,ok,
day1/members/klaus/09_0268.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/klaus/09_0268.webp,7,False,5.223611,ok,
day1/members/tien/15_0093.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/tien/15_0093.webp,5,False,4.217701,ok,
day3/members/florian/19_0282.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/florian/19_0282.webp,0,False,0.750534,ok,
day4/members/bjorn/12_0570.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/bjorn/12_0570.webp,1,False,1.116375,ok,
day1/members/cathal/15_0298.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/cathal/15_0298.webp,4,False,3.789762,ok,
day4/members/cathal/17_0524.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/cathal/17_0524.webp,0,False,0.644281,ok,
day4/members/luca/14_0018.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/luca/14_0018.webp,6,False,4.929929,ok,
day1/members/bjorn/10_0501.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/bjorn/10_0501.webp,7,False,6.07663,ok,
day1/members/allie/15_0458.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/allie/15_0458.webp,1,False,1.526143,ok,
day4/members/klaus/14_0224.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/klaus/14_0224.webp,9,False,7.24203,ok,
day1/members/stevan/11_0011.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/stevan/11_0011.webp,6,False,5.071675,ok,
day1/members/cathal/13_0040.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/cathal/13_0040.webp,1,False,1.318565,ok,
day2/members/bjorn/20_0121.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/bjorn/20_0121.webp,4,False,4.262386,ok,
day4/members/stevan/10_0044.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day4/members/stevan/10_0044.webp,4,False,3.270143,ok,
day1/members/tien/13_0571.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/tien/13_0571.webp,3,False,2.336379,ok,
day1/members/tien/14_0211.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day1/members/tien/14_0211.webp,6,False,4.411187,ok,
day2/members/cathal/19_0198.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/cathal/19_0198.webp,0,False,0.646116,ok,
day3/members/stevan/18_0537.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/stevan/18_0537.webp,6,False,5.684897,ok,
day2/members/florian/12_0439.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/florian/12_0439.webp,0,False,0.71602,ok,
day2/members/allie/11_0505.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/allie/11_0505.webp,6,False,5.162235,ok,
day3/members/stevan/08_0717.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/stevan/08_0717.webp,3,False,2.794032,ok,
day3/members/werner/08_0594.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day3/members/werner/08_0594.webp,2,False,1.871649,ok,
day2/members/klaus/18_0665.webp,diffusion_low_step,outputs/03_anonymisation/04_diffusion/images/day2/members/klaus/18_0665.webp,3,False,2.336472,ok,
