relative_path,box_count,face_count_category,face_scale_category,condition_label,edge_partial_face,profile_occluded_face,downward_egocentric_view,blur_low_sharpness,low_light_dim,clutter_level,manual_no_face,manual_single_face,manual_multi_face,manual_small_face,manual_medium_face,manual_large_face,manual_mixed_scale_face,manual_very_small_or_distant_face,manual_edge_or_partial_face,manual_profile_or_occluded_face,manual_downward_egocentric_view,manual_motion_blur_or_low_sharpness,manual_low_light_or_dim,manual_high_clutter,text_present,screen_present,no_text_screen_risk,multimodal_risk_state,method,output_path,boxes_processed,runtime_seconds,status,success,SSIM,LPIPS,AdaFace_cosine_mean,AdaFace_reid_rate,ArcFace_cosine_mean,ArcFace_reid_rate,face_crop_count_x,runtime_for_score,privacy_residual_rate,privacy_score,lpips_utility_score,utility_score,runtime_score,success_score,privacy_first_score,balanced_oapr_anonymisation_score,utility_preserving_score,runtime_practical_score,tiling_required,error,box_count_manifest,source,face_crop_count_y,crop_ssim_mean,crop_lpips_mean,facenet_cosine_mean,facenet_reid_rate_050,facenet_reid_rate_060,facenet_reid_rate_070,landmark_pair_rate,landmark_error_mean,landmark_geometry_score,background_preservation_score,face_region_utility_score,metric_status,third_attacker_reid_rate,privacy_score_three_attacker,enhanced_success_score,enhanced_utility_score,runtime_score_constrained,runtime_score_high_compute,enhanced_balanced_score,enhanced_high_compute_score
day1/members/allie/18_0412.webp,3,multi_face,medium,multi_face|medium|motion_blur_or_low_sharpness|clutter_low,no,no,no,yes,no,low,False,False,True,False,True,False,False,False,False,False,False,True,False,False,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/allie/18_0412.webp,3.0,0.445315,ok,1.0,0.9931154433416006,0.0111100450158119,0.397107074658076,0.0,0.6126163403193156,0.6666666666666666,3.0,0.445315,0.3333333333333333,0.6666666666666667,0.7777990996837616,0.8854572715126812,0.910937,1.0,0.7450321073935688,0.7900642147871376,0.8338223357563407,0.8170392209692029,,,,,3,0.9414873663899712,0.1686691790819168,0.3560517132282257,0.0,0.0,0.0,0.0,,0.0,0.9992783665657043,0.4951859812449509,ok,0.0,0.7777777777777778,1.0,0.7017037358841184,0.9147879401187897,0.9265882504331743,0.7908788036660034,0.780814608969989
day2/members/klaus/18_0601.webp,2,multi_face,small,multi_face|small|low_light|clutter_high,no,no,no,no,yes,high,False,False,True,True,False,False,False,False,False,False,False,False,True,True,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/klaus/18_0601.webp,2.0,0.509726,ok,1.0,0.9949099609599912,0.0041711134836077,0.4844125360250473,0.0,0.3174913078546524,0.0,2.0,0.509726,0.0,1.0,0.9165777303278446,0.9557438456439178,0.8980548,1.0,0.9882643168465876,0.9765286336931752,0.9676774028219588,0.9605652091287836,,,,,2,0.7219855486515336,0.5829463005065918,0.1352149248123169,0.0,0.0,0.0,0.0,,0.0,0.99910306930542,0.2526949420280368,ok,0.0,1.0,1.0,0.6085553162021275,0.90307903904425,0.9178981059845794,0.8728744987650633,0.8588892659699736
day4/members/allie/12_0604.webp,3,multi_face,small,multi_face|small|edge_or_partial|profile_or_occluded|motion_blur_or_low_sharpness|low_light|clutter_low,yes,yes,no,yes,yes,low,False,False,True,True,False,False,False,False,True,True,False,True,True,False,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/allie/12_0604.webp,3.0,0.44826,ok,1.0,0.9935329177193224,0.0056110313162207,0.2333662311236063,0.0,0.3296412130196889,0.0,3.0,0.44826,0.0,1.0,0.8877793736755848,0.9406561456974536,0.910348,1.0,0.986615821854618,0.973231643709236,0.9613628728487268,0.9612356291394908,,,,,3,0.8758489053779878,0.3446670472621918,0.0564329512417316,0.0,0.0,0.0,0.0,,0.0,0.9992690682411194,0.3842136007017804,ok,0.0,1.0,1.0,0.6682961654539836,0.9142492886704837,0.92618254354912,0.8919137785032434,0.8802127850863503
day1/members/onanong/08_0572.webp,2,multi_face,medium,multi_face|medium|edge_or_partial|profile_or_occluded|clutter_medium,yes,yes,no,no,no,medium,False,False,True,False,True,False,False,False,True,True,False,False,False,False,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/onanong/08_0572.webp,2.0,0.469589,ok,1.0,0.9933324785744412,0.0077061047777533,0.3597089797258377,0.0,0.3613373562693596,0.0,2.0,0.469589,0.0,1.0,0.8458779044449329,0.919605191509687,0.9060822,1.0,0.983244888726453,0.966489777452906,0.9504108157548437,0.9557456983019372,,,,,2,0.7902855320180535,0.4658265113830566,0.0117485551163554,0.0,0.0,0.0,0.0,,0.0,0.9992323517799376,0.3092203363966721,ok,0.0,1.0,1.0,0.6223754799802046,0.9103575905592249,0.923268627148128,0.8777484030499839,0.863994849350478
day3/members/stevan/09_0286.webp,2,multi_face,small,multi_face|small|clutter_medium,no,no,no,no,no,medium,False,False,True,True,True,False,False,False,False,False,False,False,False,False,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day3/members/stevan/09_0286.webp,2.0,0.477391,ok,1.0,0.9954971124016088,0.0045178295113146,0.3356073647737503,0.0,0.4776944518089294,0.0,2.0,0.477391,0.0,1.0,0.9096434097737074,0.952570261087658,0.9045218,1.0,0.9881116291631488,0.9762232583262974,0.9667373105438288,0.9618705922175316,,,,,2,0.9039319234799787,0.2707443833351135,0.267266035079956,0.0,0.0,0.0,0.0,,0.0,0.9991973638534546,0.4310039815504358,ok,0.0,1.0,1.0,0.6964498315956266,0.908938176289934,0.9222132894706467,0.8998287671076813,0.8898681055320016
day3/members/tien/20_0434.webp,3,multi_face,small,multi_face|small|edge_or_partial|profile_or_occluded|clutter_medium,yes,yes,no,no,no,medium,False,False,True,True,True,False,False,False,True,True,False,False,False,False,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day3/members/tien/20_0434.webp,3.0,0.477986,ok,1.0,0.994011336393398,0.0053309639915823,0.1580847178896268,0.0,0.2093097989757855,0.3333333333333333,3.0,0.477986,0.1666666666666666,0.8333333333333334,0.8933807201683521,0.9436960282808752,0.9044028,1.0,0.8701078775754646,0.8902157551509292,0.9122882941404376,0.8933933789895084,,,,,3,0.8337267776823979,0.3891161382198334,0.1877458095550537,0.0,0.0,0.0,0.3333333333333333,1.1588283282423946,0.0,0.9993120431900024,0.3972463030789225,ok,0.0,0.8888888888888888,1.0,0.6760327671708116,0.908830019082437,0.9221330356432044,0.8381372765039317,0.8271625647363886
day4/members/werner/18_0362.webp,0,no_face,none,no_face|downward_egocentric|clutter_medium,no,no,yes,no,no,medium,True,False,False,False,True,False,False,False,False,False,True,False,False,False,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/werner/18_0362.webp,0.0,0.465062,ok,1.0,0.997916913668756,0.0005700223264284,,,,,,0.465062,0.0,1.0,0.9885995534714312,0.9932582335700936,0.9069876,1.0,0.994338115035514,0.988676230071028,0.9873278767850469,0.9707479267140188,,,,,0,,,,,,,,,,0.9993078112602234,,no_face,,1.0,1.0,0.9932582335700936,0.9111822015667892,0.9238835435108839,0.9890956902277069,0.9938345589250769
day1/members/cathal/12_0342.webp,4,multi_face,medium,multi_face|medium|edge_or_partial|profile_or_occluded|clutter_high,yes,yes,no,no,no,high,False,False,True,False,True,False,False,False,True,True,False,False,False,True,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/cathal/12_0342.webp,4.0,0.519758,ok,1.0,0.98479697356983,0.0207975320518016,0.1950262412428856,0.0,0.2504512667655945,0.0,4.0,0.519758,0.0,1.0,0.5840493589639664,0.7844231662668981,0.8960484,1.0,0.9624658949400346,0.9249317898800694,0.881816423133449,0.9256991532533796,,,,,4,0.750125868353095,0.5580918788909912,0.0277292244136333,0.0,0.0,0.0,0.5,1.152947118879117,0.0,0.9991288185119628,0.3436807134563687,ok,0.0,1.0,1.0,0.5855225050861399,0.9012689177812041,0.916578081097778,0.8657836433039623,0.8507617808350378
day3/members/florian/19_0198.webp,1,single_face,small,single_face|small|clutter_high,no,no,no,no,no,high,False,True,False,True,False,False,False,False,False,False,False,False,False,True,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day3/members/florian/19_0198.webp,1.0,0.502538,ok,1.0,0.996681880690106,0.002768509555608,0.534831166267395,1.0,0.5414530634880066,0.0,1.0,0.502538,0.5,0.5,0.9446298088878392,0.9706558447889726,0.8994924,1.0,0.6405729967183458,0.7311459934366917,0.8252771623944863,0.7639788889577944,,,,,1,0.8308601453471721,0.3582082390785217,0.5078188180923462,1.0,0.0,0.0,0.0,,0.0,0.9992125630378724,0.3616969313322493,ok,0.0,0.6666666666666667,1.0,0.669032059885501,0.9043782391120346,0.918849318449169,0.7244807752101872,0.7134370202157171
day4/members/allie/18_0334.webp,1,single_face,large,single_face|large|edge_or_partial|profile_or_occluded|motion_blur_or_low_sharpness|low_light|clutter_low,yes,yes,no,yes,yes,low,False,True,False,False,False,True,False,False,True,True,False,True,True,False,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/allie/18_0334.webp,1.0,0.456134,ok,1.0,0.9919579887625954,0.0111077753826975,0.4904255270957947,0.0,0.6449390649795532,1.0,1.0,0.456134,0.5,0.5,0.7778444923460484,0.884901240554322,0.9087732,1.0,0.6281738460831482,0.7063476921662966,0.783327940277161,0.7496122081108644,,,,,1,0.8799215418128622,0.2872270345687866,0.6904053688049316,1.0,1.0,0.0,1.0,0.0863982511326117,0.7531478539068236,0.9992385506629944,0.7526459858268144,ok,1.0,0.33333333333333337,1.0,0.8302073442014354,0.9128106619626708,0.9251018498610774,0.6070099361233644,0.603494329630223
day4/members/werner/09_0017.webp,0,no_face,none,no_face|downward_egocentric|clutter_high,no,no,yes,no,no,high,True,False,False,False,False,False,False,False,False,False,True,False,False,True,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/werner/09_0017.webp,0.0,0.500572,ok,1.0,0.9978640305285388,0.0002512268256396,,,,,,0.500572,0.0,1.0,0.994975463487208,0.9964197470078732,0.8998856,1.0,0.9944572420511808,0.988914484102362,0.9881984335039368,0.9692496294015748,,,,,0,,,,,,,,,,0.999155342578888,,no_face,,1.0,1.0,0.9964197470078732,0.904733910556077,0.9191102784870655,0.9893993151579696,0.9947024253771088
day4/members/werner/12_0528.webp,3,multi_face,small,multi_face|small|clutter_medium,no,no,no,no,no,medium,False,False,True,True,True,False,False,False,False,False,False,False,False,False,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/werner/12_0528.webp,3.0,0.486874,ok,1.0,0.9945889950189272,0.0059161237441003,0.3164713283379872,0.0,0.2778034706910451,0.0,3.0,0.486874,0.0,1.0,0.8816775251179934,0.9381332600684602,0.9026252,1.0,0.985851249010269,0.971702498020538,0.95932915003423,0.958414212013692,,,,,3,0.7639665138938048,0.5058178305625916,0.2727647721767425,0.0,0.0,0.0,0.0,,0.0,0.9992053508758544,0.2858362396584258,ok,0.0,1.0,1.0,0.6180919589441825,0.9072159178786939,0.9209380496155094,0.8761491794711241,0.8623790881112393
day3/members/bjorn/20_0140.webp,5,multi_face,small,multi_face|small|edge_or_partial|profile_or_occluded|motion_blur_or_low_sharpness|low_light|clutter_low,yes,yes,no,yes,yes,low,False,False,True,True,False,False,False,False,True,True,False,True,True,False,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day3/members/bjorn/20_0140.webp,5.0,0.434606,ok,1.0,0.994254926092562,0.0061625749804079,0.3343968093395233,0.0,0.400293180346489,0.2,5.0,0.434606,0.1,0.9,0.8767485003918409,0.9355017132422014,0.9130788,1.0,0.9159791969863302,0.9219583939726604,0.9290587366211008,0.9210239826484402,,,,,5,0.9237437710436756,0.1967537850141525,0.3377247452735901,0.2,0.0,0.0,0.0,,0.0,0.999297857284546,0.4749334199076296,ok,0.0,0.9333333333333333,1.0,0.71159718097915,0.9167493326343886,0.9280705364680172,0.8718207542238505,0.8621292068327701
day3/members/onanong/15_0413.webp,2,multi_face,medium,multi_face|medium|edge_or_partial|profile_or_occluded|clutter_high,yes,yes,no,no,no,high,False,False,True,False,True,False,False,False,True,True,False,False,False,True,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day3/members/onanong/15_0413.webp,2.0,0.527091,ok,1.0,0.988310492511696,0.01263630669564,0.3449280858039856,0.0,0.4303016811609268,0.0,2.0,0.527091,0.0,1.0,0.7472738660871983,0.8677921792994472,0.8945818,1.0,0.974897916894917,0.949795833789834,0.9233542696497236,0.9419329758598894,,,,,2,0.7843526245677549,0.4365283846855163,0.0368899628520011,0.0,0.0,0.0,1.0,0.9983345422796904,0.0,0.999029576778412,0.456259226255956,ok,0.0,1.0,1.0,0.675149442525598,0.8999480855893824,0.9156186953477324,0.8925396413166177,0.8820832396513459
day1/members/luca/13_0044.webp,1,single_face,medium,single_face|medium|edge_or_partial|profile_or_occluded|clutter_low,yes,yes,no,no,no,low,False,True,False,False,True,False,False,False,True,True,False,False,False,False,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/luca/13_0044.webp,1.0,0.48088,ok,1.0,0.9929070865475148,0.006019421853125,0.4358985722064972,0.0,0.4474852681159973,0.0,1.0,0.48088,0.0,1.0,0.8796115629374981,0.9362593247425064,0.903824,1.0,0.985630098711376,0.9712601974227518,0.9585120623712532,0.9583990649485014,,,,,1,0.7805361545294672,0.5057915449142456,0.0447766408324241,0.0,0.0,0.0,1.0,1.2187730596328723,0.0,0.9992095232009888,0.4231876540853135,ok,0.0,1.0,1.0,0.6860185092597583,0.9083041404713433,0.9217431519788327,0.8966359668250617,0.886193635839857
day4/members/luca/11_0578.webp,6,multi_face,medium,multi_face|medium|edge_or_partial|profile_or_occluded|clutter_medium,yes,yes,no,no,no,medium,False,False,True,False,True,False,False,False,True,True,False,False,False,False,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/luca/11_0578.webp,6.0,0.480143,ok,1.0,0.9900684659210448,0.0100973919034004,0.2502648811787367,0.0,0.195296607290705,0.0,6.0,0.480143,0.0,1.0,0.7980521619319916,0.8940603139265182,0.9039714,1.0,0.9793076170889776,0.9586152341779556,0.9374272969632592,0.9500034827853036,,,,,6,0.8258359132317782,0.4418216645717621,0.1328851878643036,0.0,0.0,0.0,0.0,,0.0,0.9991847276687622,0.3227995298145044,ok,0.0,1.0,1.0,0.6189423632447357,0.9084380343693866,0.9218423692749387,0.8765265124103594,0.8627219455994044
day4/members/werner/18_0672.webp,3,multi_face,medium,multi_face|medium|clutter_high,no,no,no,no,no,high,False,False,True,False,True,False,False,False,False,False,False,False,False,True,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/werner/18_0672.webp,3.0,0.525043,ok,1.0,0.9923983875388148,0.0077092158608138,0.2632723599672317,0.0,0.4641803900400797,0.0,3.0,0.525043,0.0,1.0,0.8458156827837229,0.9191070351612688,0.8949914,1.0,0.9826156252741904,0.9652312505483808,0.9490526575806344,0.9523188270322538,,,,,3,0.7743696398762635,0.478391021490097,0.231214240193367,0.0,0.0,0.0,0.0,,0.0,0.999065637588501,0.2900225728283047,ok,0.0,1.0,1.0,0.61256066423751,0.9003167798286653,0.9158861733629999,0.8737998772541195,0.8601905411512785
day2/members/luca/11_0416.webp,5,multi_face,medium,multi_face|medium|edge_or_partial|profile_or_occluded|clutter_high,yes,yes,no,no,no,high,False,False,True,False,True,False,False,False,True,True,False,False,False,True,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/luca/11_0416.webp,5.0,0.526635,ok,1.0,0.9888872628932972,0.0108534367755055,0.1985174782574176,0.0,0.2775460377335548,0.0,5.0,0.526635,0.0,1.0,0.7829312644898891,0.8859092636915931,0.894673,1.0,0.9776200395537388,0.955240079107478,0.9324219318457964,0.9455837527383189,,,,,5,0.7944768880135455,0.4817064702510834,0.1809128373861313,0.0,0.0,0.0,0.2,1.1822730245589737,0.0,0.999172866344452,0.331271654666893,ok,0.0,1.0,1.0,0.6199168194445289,0.900030164597534,0.9156782199429102,0.875978062293112,0.8627547978027306
day1/members/stevan/08_0631.webp,0,no_face,none,no_face|downward_egocentric|low_light|clutter_high,no,no,yes,no,yes,high,True,False,False,False,False,False,False,False,False,False,True,False,True,True,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/stevan/08_0631.webp,0.0,0.511261,ok,1.0,0.9978651769174854,0.0002866661234293,,,,,,0.511261,0.0,1.0,0.9942666775314136,0.9960659272244496,0.8977478,1.0,0.9942972790836674,0.9885945581673348,0.9878077436122248,0.96853752544489,,,,,0,,,,,,,,,,0.9991350769996644,,no_face,,1.0,1.0,0.9960659272244496,0.9028018363320569,0.9176955611219637,0.9890999618005406,0.9945078525846555
day3/members/luca/17_0412.webp,4,multi_face,mixed_scale,multi_face|mixed_scale|profile_or_occluded|motion_blur_or_low_sharpness|clutter_low,no,yes,no,yes,no,low,False,False,True,False,False,False,True,False,False,True,False,True,False,False,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day3/members/luca/17_0412.webp,4.0,0.414996,ok,1.0,0.98897842679368,0.0153718069195747,0.2182604633271694,0.0,0.4381438679993152,0.0,4.0,0.414996,0.0,1.0,0.6925638616085052,0.8407711442010926,0.9170008,1.0,0.971965711630164,0.943931423260328,0.9120856521005464,0.9432544688402186,,,,,4,0.821354002039478,0.387890487909317,0.3000362515449524,0.25,0.0,0.0,0.25,0.1180984612122414,0.6625758251078816,0.9994433522224426,0.5565899616594049,ok,0.0,1.0,1.0,0.7145477737323838,0.920351883501337,0.9308137645245546,0.9063995204698487,0.8966324090325619
day4/members/onanong/13_0378.webp,6,multi_face,medium,multi_face|medium|clutter_medium,no,no,no,no,no,medium,False,False,True,False,True,False,False,False,False,False,False,False,False,False,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/onanong/13_0378.webp,6.0,0.476625,ok,1.0,0.9901735857899144,0.0112130679190158,0.3324058204889297,0.1666666666666666,0.3289568896094958,0.1666666666666666,6.0,0.476625,0.1666666666666666,0.8333333333333334,0.7757386416196823,0.8829561137047983,0.904675,1.0,0.861010500389053,0.8720210007781062,0.8819455568523992,0.8813270560742931,,,,,6,0.8497886518060002,0.3514523208141327,0.3644903004169464,0.3333333333333333,0.0,0.0,0.3333333333333333,1.1704251944716075,0.0,0.999188244342804,0.4216998677250337,ok,0.0,0.888888888888889,1.0,0.6639512037787165,0.9090774362855849,0.9223166554461163,0.8345375492066178,0.822943198539301
