protocol,model,subgroup,image_count,ground_truth_boxes,prediction_boxes,ap,precision,recall,f1,true_positives,false_positives,false_negatives,zero_face_false_positive_images,zero_face_specificity,oapr_detector_score
02_egocentric_stress_500,fixed_fusion_yolo11s1280_scrfd10g,mixed_scale_face,45,250,258,0.9240762226488551,0.8992248062015504,0.928,0.9133858267716536,232,26,18,0,,0.9214689373130686
02_egocentric_stress_500,fixed_fusion_yolo11s1280_scrfd10g,edge_or_partial_face,193,818,849,0.9280740309767154,0.8998822143698468,0.9339853300733496,0.916616676664667,764,85,54,0,,0.9262328551508286
02_egocentric_stress_500,fixed_fusion_yolo11s1280_scrfd10g,profile_or_occluded_face,206,862,903,0.9325636331725258,0.8959025470653378,0.9385150812064965,0.91671388101983,809,94,53,0,,0.9288035277457141
02_egocentric_stress_500,fixed_fusion_yolo11s1280_scrfd10g,downward_egocentric_view,89,1,15,0.0,0.0,0.0,0.0,0,15,1,0,,0.0
02_egocentric_stress_500,fixed_fusion_yolo11s1280_scrfd10g,motion_blur_or_low_sharpness,94,127,145,0.8598609361663221,0.7724137931034483,0.8818897637795275,0.8235294117647058,112,33,15,0,,0.8563520787082142
02_egocentric_stress_500,fixed_fusion_yolo11s1280_scrfd10g,low_light_or_dim,99,204,223,0.8769947369801943,0.8161434977578476,0.8921568627450981,0.8524590163934427,182,41,22,0,,0.8746310646584592
02_egocentric_stress_500,fixed_fusion_yolo11s1280_scrfd10g,high_clutter,190,577,626,0.9513819853212231,0.8817891373801917,0.9566724436741768,0.9177057356608479,552,74,25,0,,0.9394424360414462
02_egocentric_stress_500,fixed_fusion_yolo11s1280_scrfd10g,outdoor_or_vehicle_scene,18,4,6,1.0,0.6666666666666666,1.0,0.8,4,2,0,0,,0.9166666666666667
combined_1000,fixed_fusion_yolo11s1280_scrfd10g,all_images,1000,2607,2681,0.9075320885703467,0.8877284595300261,0.9129267357115458,0.9001512859304084,2380,301,227,0,,0.9072130456481095
combined_1000,fixed_fusion_yolo11s1280_scrfd10g,multi_face,556,2446,2465,0.9172766671649115,0.9144016227180527,0.9215044971381848,0.9179393198941153,2254,211,192,0,,0.9199029153851542
combined_1000,fixed_fusion_yolo11s1280_scrfd10g,single_face,161,161,173,0.766674861930961,0.7283236994219653,0.782608695652174,0.7544910179640718,126,47,35,0,,0.7701507766071276
combined_1000,fixed_fusion_yolo11s1280_scrfd10g,no_face,283,0,43,0.0,0.0,0.0,0.0,0,43,0,33,0.88339222614841,0.88339222614841
combined_1000,fixed_fusion_yolo11s1280_scrfd10g,very_small_or_distant_face,52,97,104,0.874570919180994,0.8269230769230769,0.8865979381443299,0.8557213930348259,86,18,11,0,,0.8729113157448286
combined_1000,fixed_fusion_yolo11s1280_scrfd10g,small_face,229,793,847,0.9396904727427197,0.885478158205431,0.9457755359394704,0.9146341463414634,750,97,43,0,,0.9319604507665646
combined_1000,fixed_fusion_yolo11s1280_scrfd10g,medium_face,223,719,736,0.9273641991084607,0.9103260869565217,0.9318497913769124,0.9209621993127148,670,66,49,0,,0.926975522918824
combined_1000,fixed_fusion_yolo11s1280_scrfd10g,large_face,42,75,65,0.7954397714674468,0.9230769230769231,0.8,0.8571428571428571,60,5,15,0,,0.8265934065934066
combined_1000,fixed_fusion_yolo11s1280_scrfd10g,mixed_scale_face,171,923,886,0.879143572004341,0.9187358916478555,0.8819068255687974,0.8999447208402431,814,72,109,0,,0.8900992059945647
combined_1000,fixed_fusion_yolo11s1280_scrfd10g,edge_or_partial_face,376,1585,1578,0.9006988361067199,0.9093789607097592,0.9053627760252366,0.9073664242807461,1435,143,150,0,,0.9062653065575663
combined_1000,fixed_fusion_yolo11s1280_scrfd10g,profile_or_occluded_face,206,862,903,0.9325636331725258,0.8959025470653378,0.9385150812064965,0.91671388101983,809,94,53,0,,0.9288035277457141
combined_1000,fixed_fusion_yolo11s1280_scrfd10g,downward_egocentric_view,242,698,681,0.8834825909668699,0.908957415565345,0.8868194842406877,0.8977519941986946,619,62,79,0,,0.8917664048626552
combined_1000,fixed_fusion_yolo11s1280_scrfd10g,motion_blur_or_low_sharpness,194,335,333,0.7992315431350933,0.8198198198198198,0.8149253731343283,0.8173652694610778,273,60,62,0,,0.8160247918845649
combined_1000,fixed_fusion_yolo11s1280_scrfd10g,low_light_or_dim,199,469,485,0.8764575398034944,0.8556701030927835,0.8848614072494669,0.870020964360587,415,70,54,0,,0.8782321661115787
combined_1000,fixed_fusion_yolo11s1280_scrfd10g,high_clutter,360,1131,1172,0.9331911071354757,0.9044368600682594,0.9372236958443855,0.9205384281372123,1060,112,71,0,,0.9297736953399797
combined_1000,fixed_fusion_yolo11s1280_scrfd10g,outdoor_or_vehicle_scene,23,13,17,0.9821780783319245,0.7647058823529411,1.0,0.8666666666666666,13,4,0,0,,0.9431372549019608
01_baseline_500,sliced_yolo11s_widerface_1280,all_images,500,1323,1707,0.7602033765622573,0.6145284124194493,0.7928949357520786,0.6924092409240924,1049,658,274,0,,0.7499368597118191
01_baseline_500,sliced_yolo11s_widerface_1280,multi_face,280,1240,1472,0.7795201079961175,0.6807065217391305,0.8080645161290323,0.7389380530973453,1002,470,238,0,,0.7780471009321204
01_baseline_500,sliced_yolo11s_widerface_1280,single_face,83,83,128,0.5011330336353617,0.3671875,0.5662650602409639,0.44549763033175355,47,81,36,0,,0.5161654467395649
01_baseline_500,sliced_yolo11s_widerface_1280,no_face,137,0,107,0.0,0.0,0.0,0.0,0,107,0,53,0.6131386861313868,0.6131386861313868
01_baseline_500,sliced_yolo11s_widerface_1280,very_small_or_distant_face,40,81,100,0.8081019048964423,0.68,0.8395061728395061,0.7513812154696133,68,32,13,0,,0.8015243162130823
01_baseline_500,sliced_yolo11s_widerface_1280,small_face,110,386,475,0.8310180574613832,0.6926315789473684,0.8523316062176166,0.7642276422764227,329,146,57,0,,0.8143356125052933
01_baseline_500,sliced_yolo11s_widerface_1280,medium_face,73,169,225,0.6316046841169696,0.5155555555555555,0.6863905325443787,0.5888324873096447,116,109,53,0,,0.6449175235368129
01_baseline_500,sliced_yolo11s_widerface_1280,large_face,14,14,22,0.47579365079365077,0.36363636363636365,0.5714285714285714,0.4444444444444444,8,14,6,0,,0.5189033189033189
01_baseline_500,sliced_yolo11s_widerface_1280,mixed_scale_face,126,673,778,0.7566210488382111,0.6786632390745502,0.7845468053491828,0.7277739490006893,528,250,145,0,,0.7597652346345961
01_baseline_500,sliced_yolo11s_widerface_1280,edge_or_partial_face,183,767,905,0.7448024829240839,0.656353591160221,0.7744458930899609,0.7105263157894738,594,311,173,0,,0.7466567685718652
01_baseline_500,sliced_yolo11s_widerface_1280,profile_or_occluded_face,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,1.0
01_baseline_500,sliced_yolo11s_widerface_1280,downward_egocentric_view,153,697,781,0.7620212680240837,0.706786171574904,0.7919655667144907,0.7469553450608931,552,229,145,0,,0.7721950717871325
01_baseline_500,sliced_yolo11s_widerface_1280,motion_blur_or_low_sharpness,100,208,252,0.47222777418684847,0.44047619047619047,0.5336538461538461,0.4826086956521739,111,141,97,0,,0.5115747929606624
01_baseline_500,sliced_yolo11s_widerface_1280,low_light_or_dim,100,265,383,0.7372189821086691,0.5378590078328982,0.7773584905660378,0.6358024691358025,206,177,59,0,,0.7180195369351651
01_baseline_500,sliced_yolo11s_widerface_1280,high_clutter,170,554,701,0.8005598060807781,0.6576319543509273,0.8321299638989169,0.7346613545816733,461,240,93,0,,0.7903130106148071
01_baseline_500,sliced_yolo11s_widerface_1280,outdoor_or_vehicle_scene,5,9,12,0.748015873015873,0.5833333333333334,0.7777777777777778,0.6666666666666666,7,5,2,0,,0.7305555555555555
02_egocentric_stress_500,sliced_yolo11s_widerface_1280,all_images,500,1284,1786,0.7798785881530726,0.5929451287793953,0.8247663551401869,0.6899022801302931,1059,727,225,0,,0.7678682137516344
02_egocentric_stress_500,sliced_yolo11s_widerface_1280,multi_face,276,1206,1488,0.7977421857769339,0.6727150537634409,0.8300165837479271,0.743132887899035,1001,487,205,0,,0.7925655067872555
02_egocentric_stress_500,sliced_yolo11s_widerface_1280,single_face,78,78,147,0.5919971471387065,0.3945578231292517,0.7435897435897436,0.5155555555555555,58,89,20,0,,0.6516780045351473
02_egocentric_stress_500,sliced_yolo11s_widerface_1280,no_face,146,0,151,0.0,0.0,0.0,0.0,0,151,0,84,0.4246575342465754,0.4246575342465754
02_egocentric_stress_500,sliced_yolo11s_widerface_1280,very_small_or_distant_face,12,16,23,0.85625,0.6086956521739131,0.875,0.717948717948718,14,9,2,0,,0.8091067447045708
02_egocentric_stress_500,sliced_yolo11s_widerface_1280,small_face,119,407,535,0.8119367536200772,0.6373831775700934,0.8378378378378378,0.7239915074309978,341,194,66,0,,0.7893307892093534
02_egocentric_stress_500,sliced_yolo11s_widerface_1280,medium_face,150,550,710,0.8078379259935966,0.6647887323943662,0.8581818181818182,0.7492063492063492,472,238,78,0,,0.8115986423592056
02_egocentric_stress_500,sliced_yolo11s_widerface_1280,large_face,28,61,91,0.6048290751167615,0.46153846153846156,0.6885245901639344,0.5526315789473685,42,49,19,0,,0.6318527244972456
02_egocentric_stress_500,sliced_yolo11s_widerface_1280,mixed_scale_face,45,250,276,0.73381418355049,0.6884057971014492,0.76,0.7224334600760457,190,86,60,0,,0.7434489447291563
02_egocentric_stress_500,sliced_yolo11s_widerface_1280,edge_or_partial_face,193,818,995,0.7857897623490943,0.6703517587939698,0.815403422982885,0.7357970215113072,667,328,151,0,,0.7809966561960991
02_egocentric_stress_500,sliced_yolo11s_widerface_1280,profile_or_occluded_face,206,862,1056,0.7905948381582408,0.6704545454545454,0.8213457076566125,0.7382690302398331,708,348,154,0,,0.785487422082211
02_egocentric_stress_500,sliced_yolo11s_widerface_1280,downward_egocentric_view,89,1,105,0.0,0.0,0.0,0.0,0,105,1,0,,0.0
02_egocentric_stress_500,sliced_yolo11s_widerface_1280,motion_blur_or_low_sharpness,94,127,171,0.6336859262857732,0.5146198830409356,0.6929133858267716,0.5906040268456375,88,83,39,0,,0.6495066958029045
02_egocentric_stress_500,sliced_yolo11s_widerface_1280,low_light_or_dim,99,204,297,0.7132076241823294,0.5286195286195287,0.7696078431372549,0.6267465069860281,157,140,47,0,,0.7097936776476755
02_egocentric_stress_500,sliced_yolo11s_widerface_1280,high_clutter,190,577,810,0.8293282035557004,0.6209876543209877,0.8717504332755632,0.7253064167267483,503,307,74,0,,0.8100631512429021
02_egocentric_stress_500,sliced_yolo11s_widerface_1280,outdoor_or_vehicle_scene,18,4,9,1.0,0.4444444444444444,1.0,0.6153846153846153,4,5,0,0,,0.8482905982905983
combined_1000,sliced_yolo11s_widerface_1280,all_images,1000,2607,3493,0.7689818660274719,0.6034926996850845,0.8085922516302263,0.6911475409836066,2108,1385,499,0,,0.7587211187740572
combined_1000,sliced_yolo11s_widerface_1280,multi_face,556,2446,2960,0.7880307300605817,0.6766891891891892,0.8188879803761243,0.7410284868664447,2003,957,443,0,,0.7852032278800108
combined_1000,sliced_yolo11s_widerface_1280,single_face,161,161,275,0.5394445290669835,0.38181818181818183,0.6521739130434783,0.481651376146789,105,170,56,0,,0.5825077056967763
combined_1000,sliced_yolo11s_widerface_1280,no_face,283,0,258,0.0,0.0,0.0,0.0,0,258,0,137,0.5159010600706714,0.5159010600706714
combined_1000,sliced_yolo11s_widerface_1280,very_small_or_distant_face,52,97,123,0.8156697925155819,0.6666666666666666,0.845360824742268,0.7454545454545455,82,41,15,0,,0.8025148391127773
combined_1000,sliced_yolo11s_widerface_1280,small_face,229,793,1010,0.8206730261133945,0.6633663366336634,0.8448928121059268,0.7432057681641709,670,340,123,0,,0.8013184035732615
combined_1000,sliced_yolo11s_widerface_1280,medium_face,223,719,935,0.7663233068876038,0.6288770053475936,0.8178025034770514,0.7110036275695283,588,347,131,0,,0.7722102346872248
combined_1000,sliced_yolo11s_widerface_1280,large_face,42,75,113,0.5785903475388215,0.4424778761061947,0.6666666666666666,0.5319148936170213,50,63,25,0,,0.6105598443482081
combined_1000,sliced_yolo11s_widerface_1280,mixed_scale_face,171,923,1054,0.7503321198852667,0.681214421252372,0.7778981581798483,0.7263530601922105,718,336,205,0,,0.7553435099901912
combined_1000,sliced_yolo11s_widerface_1280,edge_or_partial_face,376,1585,1900,0.76549068991518,0.6636842105263158,0.795583596214511,0.7236728837876615,1261,639,324,0,,0.7644159795389791
combined_1000,sliced_yolo11s_widerface_1280,profile_or_occluded_face,206,862,1056,0.7905948381582408,0.6704545454545454,0.8213457076566125,0.7382690302398331,708,348,154,0,,0.785487422082211
combined_1000,sliced_yolo11s_widerface_1280,downward_egocentric_view,242,698,886,0.7538068760880673,0.6230248306997742,0.7908309455587392,0.6969696969696969,552,334,146,0,,0.7505850219255822
combined_1000,sliced_yolo11s_widerface_1280,motion_blur_or_low_sharpness,194,335,423,0.5320067071448629,0.47044917257683216,0.5940298507462687,0.5250659630606861,199,224,136,0,,0.5644308110079294
combined_1000,sliced_yolo11s_widerface_1280,low_light_or_dim,199,469,680,0.7267616190566283,0.5338235294117647,0.7739872068230277,0.6318537859007832,363,317,106,0,,0.7144374838513402
combined_1000,sliced_yolo11s_widerface_1280,high_clutter,360,1131,1511,0.8140062321603313,0.6379880873593646,0.852343059239611,0.7297501892505678,964,547,167,0,,0.8002593445543256
combined_1000,sliced_yolo11s_widerface_1280,outdoor_or_vehicle_scene,23,13,21,0.827326519634212,0.5238095238095238,0.8461538461538461,0.6470588235294118,11,10,2,0,,0.7641456582633054
01_baseline_500,fusion_sliced_yolo11s_scrfd10g,all_images,500,1323,1726,0.8623535324674527,0.671494785631518,0.8760393046107332,0.7602492620531321,1159,567,164,0,,0.8266373420734114
01_baseline_500,fusion_sliced_yolo11s_scrfd10g,multi_face,280,1240,1512,0.8778370600135648,0.7294973544973545,0.8895161290322581,0.8015988372093024,1103,409,137,0,,0.8515349286230289
01_baseline_500,fusion_sliced_yolo11s_scrfd10g,single_face,83,83,128,0.6420115529341389,0.4375,0.6746987951807228,0.5308056872037915,56,72,27,0,,0.6150056386684177
01_baseline_500,fusion_sliced_yolo11s_scrfd10g,no_face,137,0,86,0.0,0.0,0.0,0.0,0,86,0,47,0.656934306569343,0.656934306569343
01_baseline_500,fusion_sliced_yolo11s_scrfd10g,very_small_or_distant_face,40,81,97,0.8395900669522903,0.711340206185567,0.8518518518518519,0.7752808988764046,69,28,12,0,,0.8186579490413615
01_baseline_500,fusion_sliced_yolo11s_scrfd10g,small_face,110,386,489,0.915819020454944,0.7300613496932515,0.9248704663212435,0.8160000000000001,357,132,29,0,,0.8781719380781334
01_baseline_500,fusion_sliced_yolo11s_scrfd10g,medium_face,73,169,238,0.832459265191682,0.6050420168067226,0.8520710059171598,0.7076167076167077,144,94,25,0,,0.7912545324310031
01_baseline_500,fusion_sliced_yolo11s_scrfd10g,large_face,14,14,23,0.621933621933622,0.391304347826087,0.6428571428571429,0.4864864864864865,9,14,5,0,,0.5786091992613732
01_baseline_500,fusion_sliced_yolo11s_scrfd10g,mixed_scale_face,126,673,793,0.8490439958068754,0.7313997477931904,0.861812778603269,0.791268758526603,580,213,93,0,,0.8311354705030946
01_baseline_500,fusion_sliced_yolo11s_scrfd10g,edge_or_partial_face,183,767,930,0.8462565213436737,0.7086021505376344,0.8591916558018253,0.7766647024160284,659,271,108,0,,0.823500966928957
01_baseline_500,fusion_sliced_yolo11s_scrfd10g,profile_or_occluded_face,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,1.0
01_baseline_500,fusion_sliced_yolo11s_scrfd10g,downward_egocentric_view,153,697,819,0.8665279432825267,0.7484737484737485,0.8794835007173601,0.8087071240105541,613,206,84,0,,0.8486884313162975
01_baseline_500,fusion_sliced_yolo11s_scrfd10g,motion_blur_or_low_sharpness,100,208,271,0.7024243376787452,0.5608856088560885,0.7307692307692307,0.6346555323590813,152,119,56,0,,0.6897524439753792
01_baseline_500,fusion_sliced_yolo11s_scrfd10g,low_light_or_dim,100,265,373,0.8426975064349758,0.6085790884718498,0.8566037735849057,0.7115987460815048,227,146,38,0,,0.79555004819775
01_baseline_500,fusion_sliced_yolo11s_scrfd10g,high_clutter,170,554,710,0.8877986196152212,0.7014084507042253,0.8989169675090253,0.7879746835443038,498,212,56,0,,0.8514305448373648
01_baseline_500,fusion_sliced_yolo11s_scrfd10g,outdoor_or_vehicle_scene,5,9,14,1.0,0.6428571428571429,1.0,0.782608695652174,9,5,0,0,,0.9099378881987578
02_egocentric_stress_500,fusion_sliced_yolo11s_scrfd10g,all_images,500,1284,1835,0.9076216251262118,0.6490463215258856,0.927570093457944,0.7637063161269638,1191,644,93,0,,0.858751771931993
02_egocentric_stress_500,fusion_sliced_yolo11s_scrfd10g,multi_face,276,1206,1559,0.9164372725063702,0.721616420782553,0.9328358208955224,0.81374321880651,1125,434,81,0,,0.8819407303619723
02_egocentric_stress_500,fusion_sliced_yolo11s_scrfd10g,single_face,78,78,143,0.8040190458774361,0.46153846153846156,0.8461538461538461,0.5972850678733032,66,77,12,0,,0.745475113122172
02_egocentric_stress_500,fusion_sliced_yolo11s_scrfd10g,no_face,146,0,133,0.0,0.0,0.0,0.0,0,133,0,80,0.452054794520548,0.452054794520548
02_egocentric_stress_500,fusion_sliced_yolo11s_scrfd10g,very_small_or_distant_face,12,16,22,0.8546986102133162,0.6363636363636364,0.875,0.7368421052631579,14,8,2,0,,0.8165968899521531
02_egocentric_stress_500,fusion_sliced_yolo11s_scrfd10g,small_face,119,407,555,0.9201798127613702,0.6882882882882883,0.9385749385749386,0.7941787941787942,382,173,25,0,,0.8774472374472375
02_egocentric_stress_500,fusion_sliced_yolo11s_scrfd10g,medium_face,150,550,726,0.9254143407994305,0.7121212121212122,0.94,0.810344827586207,517,209,33,0,,0.8847983281086729
02_egocentric_stress_500,fusion_sliced_yolo11s_scrfd10g,large_face,28,61,88,0.7762399637310845,0.5568181818181818,0.8032786885245902,0.6577181208053691,49,39,12,0,,0.742242495924144
02_egocentric_stress_500,fusion_sliced_yolo11s_scrfd10g,mixed_scale_face,45,250,311,0.8976559442783998,0.7363344051446945,0.916,0.8163992869875223,229,82,21,0,,0.87313326226135
02_egocentric_stress_500,fusion_sliced_yolo11s_scrfd10g,edge_or_partial_face,193,818,1038,0.9036953105301173,0.7254335260115607,0.9205378973105135,0.8114224137931035,753,285,65,0,,0.8737485893012658
02_egocentric_stress_500,fusion_sliced_yolo11s_scrfd10g,profile_or_occluded_face,206,862,1104,0.9100315994211684,0.7237318840579711,0.9269141531322506,0.8128179043743642,799,305,63,0,,0.878071864035351
02_egocentric_stress_500,fusion_sliced_yolo11s_scrfd10g,downward_egocentric_view,89,1,88,0.0,0.0,0.0,0.0,0,88,1,0,,0.0
02_egocentric_stress_500,fusion_sliced_yolo11s_scrfd10g,motion_blur_or_low_sharpness,94,127,191,0.8301918830376015,0.581151832460733,0.8740157480314961,0.6981132075471699,111,80,16,0,,0.8007537213533382
02_egocentric_stress_500,fusion_sliced_yolo11s_scrfd10g,low_light_or_dim,99,204,310,0.8437697463532009,0.5741935483870968,0.8725490196078431,0.6926070038910507,178,132,26,0,,0.7977279685565704
02_egocentric_stress_500,fusion_sliced_yolo11s_scrfd10g,high_clutter,190,577,810,0.9294798219435287,0.6728395061728395,0.9445407279029463,0.7858687815428984,545,265,32,0,,0.8777026191399238
02_egocentric_stress_500,fusion_sliced_yolo11s_scrfd10g,outdoor_or_vehicle_scene,18,4,9,1.0,0.4444444444444444,1.0,0.6153846153846153,4,5,0,0,,0.8482905982905983
combined_1000,fusion_sliced_yolo11s_scrfd10g,all_images,1000,2607,3561,0.8843696779388766,0.6599269868014602,0.9014192558496356,0.7619974059662775,2350,1211,257,0,,0.8424145664739785
combined_1000,fusion_sliced_yolo11s_scrfd10g,multi_face,556,2446,3071,0.8967206284159509,0.7254965809182676,0.910874897792314,0.8076853362334603,2228,843,218,0,,0.866539675715196
combined_1000,fusion_sliced_yolo11s_scrfd10g,single_face,161,161,271,0.718130403053918,0.45018450184501846,0.7577639751552795,0.5648148148148149,122,149,39,0,,0.6787687377391374
combined_1000,fusion_sliced_yolo11s_scrfd10g,no_face,283,0,219,0.0,0.0,0.0,0.0,0,219,0,127,0.5512367491166077,0.5512367491166077
combined_1000,fusion_sliced_yolo11s_scrfd10g,very_small_or_distant_face,52,97,119,0.8419002373574135,0.6974789915966386,0.8556701030927835,0.7685185185185186,83,36,14,0,,0.8180630957996028
combined_1000,fusion_sliced_yolo11s_scrfd10g,small_face,229,793,1044,0.9181259755030271,0.7078544061302682,0.9319041614123581,0.8045726728361459,739,305,54,0,,0.8776663137400961
combined_1000,fusion_sliced_yolo11s_scrfd10g,medium_face,223,719,964,0.903536777066674,0.6856846473029046,0.9193324061196105,0.7855020796197267,661,303,58,0,,0.8625100486129691
combined_1000,fusion_sliced_yolo11s_scrfd10g,large_face,42,75,111,0.7451739351752021,0.5225225225225225,0.7733333333333333,0.6236559139784946,58,53,17,0,,0.7108328974135426
combined_1000,fusion_sliced_yolo11s_scrfd10g,mixed_scale_face,171,923,1104,0.8622492326425202,0.7327898550724637,0.8764897074756229,0.7982239763196842,809,295,114,0,,0.8425532894463224
combined_1000,fusion_sliced_yolo11s_scrfd10g,edge_or_partial_face,376,1585,1968,0.8756502848166366,0.717479674796748,0.8908517350157729,0.794821277793414,1412,556,173,0,,0.8495069146882808
combined_1000,fusion_sliced_yolo11s_scrfd10g,profile_or_occluded_face,206,862,1104,0.9100315994211684,0.7237318840579711,0.9269141531322506,0.8128179043743642,799,305,63,0,,0.878071864035351
combined_1000,fusion_sliced_yolo11s_scrfd10g,downward_egocentric_view,242,698,907,0.8624292580896565,0.6758544652701213,0.8782234957020058,0.7638629283489097,613,294,85,0,,0.8293964508205434
combined_1000,fusion_sliced_yolo11s_scrfd10g,motion_blur_or_low_sharpness,194,335,462,0.7489603663186104,0.5692640692640693,0.7850746268656716,0.6599749058971143,263,199,72,0,,0.7322186408633721
combined_1000,fusion_sliced_yolo11s_scrfd10g,low_light_or_dim,199,469,683,0.843361226539176,0.5929721815519766,0.8635394456289979,0.7031249999999999,405,278,64,0,,0.7963791078140463
combined_1000,fusion_sliced_yolo11s_scrfd10g,high_clutter,360,1131,1520,0.9086444595374658,0.6861842105263158,0.9221927497789567,0.7868728781591854,1043,477,88,0,,0.8647619279487498
combined_1000,fusion_sliced_yolo11s_scrfd10g,outdoor_or_vehicle_scene,23,13,23,0.9751850713389175,0.5652173913043478,1.0,0.7222222222222222,13,10,0,0,,0.8870772946859904
01_baseline_500,fusion_sliced_yolo11s_yolo11s_scrfd10g,all_images,500,1323,1795,0.8899203863289611,0.6623955431754874,0.8987150415721844,0.7626683771648491,1189,606,134,0,,0.841071425630681
01_baseline_500,fusion_sliced_yolo11s_yolo11s_scrfd10g,multi_face,280,1240,1558,0.9024616964326155,0.72400513478819,0.9096774193548387,0.806290207290922,1128,430,112,0,,0.8652633878821947
