relative_path,file_name,file_ext,file_size_bytes,checksum_sha256,image_width,image_height,camera_stream_id,view_type,participant_id,day_or_session_id,read_status,integrity_status,day_id,timestamp_id,selection_seed,image_path,condition_label,source_protocol,box_count,annotation_status,review_method,face_count_category,face_scale_category,edge_partial_face,profile_occluded_face,downward_egocentric_view,blur_low_sharpness,low_light_dim,clutter_level,text_screen_risk,outdoor_vehicle_scene,category_review_status,category_notes,image_id,manual_review_status,manual_face_count,reviewed_face_boxes_json
day1/members/allie/18_0412.webp,18_0412.webp,webp,105466,23b19a0c8786c7384f7fc2c15858fa9539ecfc27db6f55ca8b41f2af5c5b6f4a,3840,2160,allie,egocentric,allie,day1,ok,valid,day1,18_0412,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day1/members/allie/18_0412.webp,multi_face|medium|motion_blur_or_low_sharpness|clutter_low,locked_500_anonymisation_oapr_manifest,3,reviewed,manual reviewer-app verification by the project reviewers,multi_face,medium,no,no,no,yes,no,low,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",day1/members/allie/18_0412.webp,yes,3,"[{""x1"":3299,""y1"":1432,""x2"":3624,""y2"":1849},{""x1"":2260,""y1"":1445,""x2"":2558,""y2"":1795},{""x1"":1224,""y1"":1241,""x2"":1430,""y2"":1506}]"
day2/members/klaus/18_0601.webp,18_0601.webp,webp,285326,3673635377aecbb7ae192cbcc8d840fefcac7cdf9fd8ce696eaf85855d957dc9,3840,2160,klaus,egocentric,klaus,day2,ok,valid,day2,18_0601,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day2/members/klaus/18_0601.webp,multi_face|small|low_light|clutter_high,locked_500_anonymisation_oapr_manifest,2,reviewed,manual reviewer-app verification by the project reviewers,multi_face,small,no,no,no,no,yes,high,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",day2/members/klaus/18_0601.webp,yes,2,"[{""x1"":2370,""y1"":879,""x2"":2507,""y2"":1056},{""x1"":2673,""y1"":1067,""x2"":2832,""y2"":1243}]"
day4/members/allie/12_0604.webp,12_0604.webp,webp,135564,57a3a5902cca0699797047b21b18b092834f2e1dba4687206f77bd03f71e1d1f,3840,2160,allie,egocentric,allie,day4,ok,valid,day4,12_0604,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day4/members/allie/12_0604.webp,multi_face|small|edge_or_partial|profile_or_occluded|motion_blur_or_low_sharpness|low_light|clutter_low,locked_500_anonymisation_oapr_manifest,3,reviewed,manual reviewer-app verification by the project reviewers,multi_face,small,yes,yes,no,yes,yes,low,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",day4/members/allie/12_0604.webp,yes,3,"[{""x1"":3584,""y1"":749,""x2"":3798,""y2"":1009},{""x1"":2531,""y1"":1005,""x2"":2690,""y2"":1207},{""x1"":2396,""y1"":1203,""x2"":2498,""y2"":1340}]"
day1/members/onanong/08_0572.webp,08_0572.webp,webp,183098,b8effcf0c1b28b058d2c2dd55fc016fb071c929453d2c2eee622e419ea50fcb3,3840,2160,onanong,egocentric,onanong,day1,ok,valid,day1,08_0572,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day1/members/onanong/08_0572.webp,multi_face|medium|edge_or_partial|profile_or_occluded|clutter_medium,locked_500_anonymisation_oapr_manifest,2,reviewed,manual reviewer-app verification by the project reviewers,multi_face,medium,yes,yes,no,no,no,medium,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",day1/members/onanong/08_0572.webp,yes,2,"[{""x1"":2007,""y1"":1342,""x2"":2275,""y2"":1659},{""x1"":3566,""y1"":1044,""x2"":3655,""y2"":1159}]"
day3/members/stevan/09_0286.webp,09_0286.webp,webp,150550,45ef4290a7d69d1be50488391a587767b568238f6f4a598451a01c9109d86d3b,3840,2160,stevan,egocentric,stevan,day3,ok,valid,day3,09_0286,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day3/members/stevan/09_0286.webp,multi_face|small|clutter_medium,locked_500_anonymisation_oapr_manifest,2,reviewed,manual reviewer-app verification by the project reviewers,multi_face,small,no,no,no,no,no,medium,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",day3/members/stevan/09_0286.webp,yes,2,"[{""x1"":2217,""y1"":1145,""x2"":2391,""y2"":1343},{""x1"":1369,""y1"":1024,""x2"":1599,""y2"":1198}]"
day3/members/tien/20_0434.webp,20_0434.webp,webp,171442,ce0ab71b85123abfe957ed586579c163bb7539d52c412f2a84c8111606111393,3840,2160,tien,egocentric,tien,day3,ok,valid,day3,20_0434,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day3/members/tien/20_0434.webp,multi_face|small|edge_or_partial|profile_or_occluded|clutter_medium,locked_500_anonymisation_oapr_manifest,3,reviewed,manual reviewer-app verification by the project reviewers,multi_face,small,yes,yes,no,no,no,medium,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",day3/members/tien/20_0434.webp,yes,3,"[{""x1"":3543,""y1"":794,""x2"":3752,""y2"":1057},{""x1"":1786,""y1"":1696,""x2"":1931,""y2"":1869},{""x1"":1230,""y1"":1919,""x2"":1361,""y2"":2080}]"
day4/members/werner/18_0362.webp,18_0362.webp,webp,156872,2e1da6d8d980c63dd084d413c21e129c0892770537d3653de422b24d533c52b8,3840,2160,werner,egocentric,werner,day4,ok,valid,day4,18_0362,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day4/members/werner/18_0362.webp,no_face|downward_egocentric|clutter_medium,locked_500_anonymisation_oapr_manifest,0,reviewed,manual reviewer-app verification by the project reviewers,no_face,none,no,no,yes,no,no,medium,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",day4/members/werner/18_0362.webp,yes,0,[]
day1/members/cathal/12_0342.webp,12_0342.webp,webp,246994,9a6fa90fdbcf7018b5587cd84068fce49f5e171175f139368d5d1b454ffe06e1,3840,2160,cathal,egocentric,cathal,day1,ok,valid,day1,12_0342,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day1/members/cathal/12_0342.webp,multi_face|medium|edge_or_partial|profile_or_occluded|clutter_high,locked_500_anonymisation_oapr_manifest,4,reviewed,manual reviewer-app verification by the project reviewers,multi_face,medium,yes,yes,no,no,no,high,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",day1/members/cathal/12_0342.webp,yes,4,"[{""x1"":1591,""y1"":510,""x2"":1747,""y2"":707},{""x1"":35,""y1"":525,""x2"":254,""y2"":794},{""x1"":2626,""y1"":1071,""x2"":2953,""y2"":1409},{""x1"":912,""y1"":1211,""x2"":1088,""y2"":1478}]"
day3/members/florian/19_0198.webp,19_0198.webp,webp,215508,f5554ae6f2e973c176309f9948a771af5cc20aa7f8c0978fbf91758762af8d29,3840,2160,florian,egocentric,florian,day3,ok,valid,day3,19_0198,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day3/members/florian/19_0198.webp,single_face|small|clutter_high,locked_500_anonymisation_oapr_manifest,1,reviewed,manual reviewer-app verification by the project reviewers,single_face,small,no,no,no,no,no,high,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",day3/members/florian/19_0198.webp,yes,1,"[{""x1"":3247,""y1"":253,""x2"":3412,""y2"":485}]"
day4/members/allie/18_0334.webp,18_0334.webp,webp,124464,e39a1dc1b6841d10c0e472d5faa5a9d8ebfcb156fddb7849e3b15e111f77a2cc,3840,2160,allie,egocentric,allie,day4,ok,valid,day4,18_0334,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day4/members/allie/18_0334.webp,single_face|large|edge_or_partial|profile_or_occluded|motion_blur_or_low_sharpness|low_light|clutter_low,locked_500_anonymisation_oapr_manifest,1,reviewed,manual reviewer-app verification by the project reviewers,single_face,large,yes,yes,no,yes,yes,low,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",day4/members/allie/18_0334.webp,yes,1,"[{""x1"":729,""y1"":0,""x2"":1230,""y2"":573}]"
day4/members/werner/09_0017.webp,09_0017.webp,webp,207722,2044e5e99df8ef8d662571c96a56569aeaaf0683c07b0bdb47eb069bef38d1db,3840,2160,werner,egocentric,werner,day4,ok,valid,day4,09_0017,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day4/members/werner/09_0017.webp,no_face|downward_egocentric|clutter_high,locked_500_anonymisation_oapr_manifest,0,reviewed,manual reviewer-app verification by the project reviewers,no_face,none,no,no,yes,no,no,high,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",day4/members/werner/09_0017.webp,yes,0,[]
day4/members/werner/12_0528.webp,12_0528.webp,webp,222978,fac55c5dfe7bb465c1e7ab84f3208672e97e9305332dc0e8c3f4498c89e0109f,3840,2160,werner,egocentric,werner,day4,ok,valid,day4,12_0528,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day4/members/werner/12_0528.webp,multi_face|small|clutter_medium,locked_500_anonymisation_oapr_manifest,3,reviewed,manual reviewer-app verification by the project reviewers,multi_face,small,no,no,no,no,no,medium,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",day4/members/werner/12_0528.webp,yes,3,"[{""x1"":1702,""y1"":842,""x2"":1851,""y2"":1017},{""x1"":3427,""y1"":1143,""x2"":3587,""y2"":1335},{""x1"":441,""y1"":1454,""x2"":513,""y2"":1529}]"
day3/members/bjorn/20_0140.webp,20_0140.webp,webp,123202,e9bcdfbd98651529826bc7bd4d0e4fed001941f56e2e9318636dc9b2ac26d58a,3840,2160,bjorn,egocentric,bjorn,day3,ok,valid,day3,20_0140,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day3/members/bjorn/20_0140.webp,multi_face|small|edge_or_partial|profile_or_occluded|motion_blur_or_low_sharpness|low_light|clutter_low,locked_500_anonymisation_oapr_manifest,5,reviewed,manual reviewer-app verification by the project reviewers,multi_face,small,yes,yes,no,yes,yes,low,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",day3/members/bjorn/20_0140.webp,yes,5,"[{""x1"":977,""y1"":771,""x2"":1129,""y2"":963},{""x1"":2711,""y1"":672,""x2"":2897,""y2"":875},{""x1"":125,""y1"":1240,""x2"":264,""y2"":1415},{""x1"":2428,""y1"":416,""x2"":2511,""y2"":531},{""x1"":2053,""y1"":305,""x2"":2195,""y2"":472}]"
day3/members/onanong/15_0413.webp,15_0413.webp,webp,229962,302b646fda8b3921622f1649d03c2f13439433ac66785d72e1db1fad560e06ef,3840,2160,onanong,egocentric,onanong,day3,ok,valid,day3,15_0413,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day3/members/onanong/15_0413.webp,multi_face|medium|edge_or_partial|profile_or_occluded|clutter_high,locked_500_anonymisation_oapr_manifest,2,reviewed,manual reviewer-app verification by the project reviewers,multi_face,medium,yes,yes,no,no,no,high,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",day3/members/onanong/15_0413.webp,yes,2,"[{""x1"":3477,""y1"":141,""x2"":3737,""y2"":458},{""x1"":1105,""y1"":780,""x2"":1470,""y2"":1170}]"
day1/members/luca/13_0044.webp,13_0044.webp,webp,177500,d2ab18c1a741c455271112e19c173d014a00c736342f8bd0f8acdb21d4742238,3840,2160,luca,egocentric,luca,day1,ok,valid,day1,13_0044,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day1/members/luca/13_0044.webp,single_face|medium|edge_or_partial|profile_or_occluded|clutter_low,locked_500_anonymisation_oapr_manifest,1,reviewed,manual reviewer-app verification by the project reviewers,single_face,medium,yes,yes,no,no,no,low,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",day1/members/luca/13_0044.webp,yes,1,"[{""x1"":3531,""y1"":1343,""x2"":3822,""y2"":1726}]"
day4/members/luca/11_0578.webp,11_0578.webp,webp,234230,a019e4f0bf586598d173584e8b97175e2abf5f6bf89a979d5039f86689c1a6f4,3840,2160,luca,egocentric,luca,day4,ok,valid,day4,11_0578,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day4/members/luca/11_0578.webp,multi_face|medium|edge_or_partial|profile_or_occluded|clutter_medium,locked_500_anonymisation_oapr_manifest,6,reviewed,manual reviewer-app verification by the project reviewers,multi_face,medium,yes,yes,no,no,no,medium,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",day4/members/luca/11_0578.webp,yes,6,"[{""x1"":1635,""y1"":1224,""x2"":1802,""y2"":1434},{""x1"":837,""y1"":1381,""x2"":1002,""y2"":1575},{""x1"":1883,""y1"":1121,""x2"":2007,""y2"":1275},{""x1"":2619,""y1"":1174,""x2"":2724,""y2"":1291},{""x1"":3613,""y1"":1168,""x2"":3778,""y2"":1374},{""x1"":3719,""y1"":1313,""x2"":3840,""y2"":1649}]"
day4/members/werner/18_0672.webp,18_0672.webp,webp,285154,42fdffbe833a2df69abea8279658a25e0b78ae913b30d64143cde36d9673d249,3840,2160,werner,egocentric,werner,day4,ok,valid,day4,18_0672,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day4/members/werner/18_0672.webp,multi_face|medium|clutter_high,locked_500_anonymisation_oapr_manifest,3,reviewed,manual reviewer-app verification by the project reviewers,multi_face,medium,no,no,no,no,no,high,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",day4/members/werner/18_0672.webp,yes,3,"[{""x1"":1438,""y1"":469,""x2"":1594,""y2"":770},{""x1"":2525,""y1"":245,""x2"":2638,""y2"":406},{""x1"":2894,""y1"":363,""x2"":3079,""y2"":601}]"
day2/members/luca/11_0416.webp,11_0416.webp,webp,292030,27e090293156f55ac9ab6a2fc1ce6fff4668f204b4846c9fe321abef5645e5aa,3840,2160,luca,egocentric,luca,day2,ok,valid,day2,11_0416,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day2/members/luca/11_0416.webp,multi_face|medium|edge_or_partial|profile_or_occluded|clutter_high,locked_500_anonymisation_oapr_manifest,5,reviewed,manual reviewer-app verification by the project reviewers,multi_face,medium,yes,yes,no,no,no,high,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",day2/members/luca/11_0416.webp,yes,5,"[{""x1"":2756,""y1"":1249,""x2"":3048,""y2"":1617},{""x1"":118,""y1"":793,""x2"":304,""y2"":1021},{""x1"":913,""y1"":886,""x2"":1073,""y2"":1075},{""x1"":1943,""y1"":1056,""x2"":2060,""y2"":1189},{""x1"":2557,""y1"":1158,""x2"":2640,""y2"":1293}]"
day1/members/stevan/08_0631.webp,08_0631.webp,webp,238664,a82ae9f1037533870e4580f359d9e9f6f29425e705e92a5c1413e950209e3256,3840,2160,stevan,egocentric,stevan,day1,ok,valid,day1,08_0631,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day1/members/stevan/08_0631.webp,no_face|downward_egocentric|low_light|clutter_high,locked_500_anonymisation_oapr_manifest,0,reviewed,manual reviewer-app verification by the project reviewers,no_face,none,no,no,yes,no,yes,high,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",day1/members/stevan/08_0631.webp,yes,0,[]
day3/members/luca/17_0412.webp,17_0412.webp,webp,139284,b1333f03c68a43aca0cd57b450b09f4223a3d0afe5afdd3bc24e23e64556a3f6,3840,2160,luca,egocentric,luca,day3,ok,valid,day3,17_0412,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day3/members/luca/17_0412.webp,multi_face|mixed_scale|profile_or_occluded|motion_blur_or_low_sharpness|clutter_low,locked_500_anonymisation_oapr_manifest,4,reviewed,manual reviewer-app verification by the project reviewers,multi_face,mixed_scale,no,yes,no,yes,no,low,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",day3/members/luca/17_0412.webp,yes,4,"[{""x1"":1596,""y1"":1437,""x2"":1790,""y2"":1665},{""x1"":2287,""y1"":1475,""x2"":2699,""y2"":1988},{""x1"":3514,""y1"":1465,""x2"":3604,""y2"":1569},{""x1"":2866,""y1"":1451,""x2"":2911,""y2"":1510}]"
day4/members/onanong/13_0378.webp,13_0378.webp,webp,170036,933a8e39043b45e2495cf2aaf866d91f78a5ab7ae2d208aa2a6d9ccbddc46e67,3840,2160,onanong,egocentric,onanong,day4,ok,valid,day4,13_0378,global_500_from_anonymisation_oapr_protocol,data/castle2024/raw/day4/members/onanong/13_0378.webp,multi_face|medium|clutter_medium,locked_500_anonymisation_oapr_manifest,6,reviewed,manual reviewer-app verification by the project reviewers,multi_face,medium,no,no,no,no,no,medium,not_assessed_in_face_review,no,reviewed,"Pre-filled candidate labels for manual correction in the reviewer app. Text/screen risk is handled by the separate multimodal protocol, not by this face-review pack.",day4/members/onanong/13_0378.webp,yes,6,"[{""x1"":2436,""y1"":1174,""x2"":2635,""y2"":1403},{""x1"":3041,""y1"":1339,""x2"":3322,""y2"":1725},{""x1"":1758,""y1"":1206,""x2"":1906,""y2"":1358},{""x1"":1455,""y1"":1080,""x2"":1585,""y2"":1220},{""x1"":1133,""y1"":944,""x2"":1235,""y2"":1057},{""x1"":670,""y1"":934,""x2"":790,""y2"":1052}]"
