relative_path,box_count,face_count_category,face_scale_category,condition_label,edge_partial_face,profile_occluded_face,downward_egocentric_view,blur_low_sharpness,low_light_dim,clutter_level,manual_no_face,manual_single_face,manual_multi_face,manual_small_face,manual_medium_face,manual_large_face,manual_mixed_scale_face,manual_very_small_or_distant_face,manual_edge_or_partial_face,manual_profile_or_occluded_face,manual_downward_egocentric_view,manual_motion_blur_or_low_sharpness,manual_low_light_or_dim,manual_high_clutter,text_present,screen_present,no_text_screen_risk,multimodal_risk_state,method,output_path,boxes_processed,runtime_seconds,status,success,SSIM,LPIPS,AdaFace_cosine_mean,AdaFace_reid_rate,ArcFace_cosine_mean,ArcFace_reid_rate,face_crop_count,runtime_for_score,privacy_residual_rate,privacy_score,lpips_utility_score,utility_score,runtime_score,success_score,privacy_first_score,balanced_oapr_anonymisation_score,utility_preserving_score,runtime_practical_score,tiling_required,error,box_count_manifest,source
day4/members/allie/12_0604.webp,3,multi_face,small,multi_face|small|edge_or_partial|profile_or_occluded|motion_blur_or_low_sharpness|low_light|clutter_low,yes,yes,no,yes,yes,low,False,False,True,True,False,False,False,False,True,True,False,True,True,False,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/allie/12_0604.webp,3.0,0.44826,ok,1.0,0.9935329177193223,0.00561103131622076,0.23336623112360635,0.0,0.3296412130196889,0.0,3.0,0.44826,0.0,1.0,0.8877793736755848,0.9406561456974536,0.910348,1.0,0.986615821854618,0.9732316437092361,0.9613628728487267,0.9612356291394908,,,,
day1/members/onanong/08_0572.webp,2,multi_face,medium,multi_face|medium|edge_or_partial|profile_or_occluded|clutter_medium,yes,yes,no,no,no,medium,False,False,True,False,True,False,False,False,True,True,False,False,False,False,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/onanong/08_0572.webp,2.0,0.469589,ok,1.0,0.9933324785744411,0.007706104777753353,0.3597089797258377,0.0,0.3613373562693596,0.0,2.0,0.469589,0.0,1.0,0.8458779044449329,0.919605191509687,0.9060822,1.0,0.983244888726453,0.9664897774529061,0.9504108157548435,0.9557456983019373,,,,
day3/members/stevan/09_0286.webp,2,multi_face,small,multi_face|small|clutter_medium,no,no,no,no,no,medium,False,False,True,True,True,False,False,False,False,False,False,False,False,False,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day3/members/stevan/09_0286.webp,2.0,0.477391,ok,1.0,0.9954971124016088,0.0045178295113146305,0.3356073647737503,0.0,0.47769445180892944,0.0,2.0,0.477391,0.0,1.0,0.9096434097737074,0.9525702610876581,0.9045218,1.0,0.9881116291631487,0.9762232583262974,0.9667373105438289,0.9618705922175316,,,,
day3/members/tien/20_0434.webp,3,multi_face,small,multi_face|small|edge_or_partial|profile_or_occluded|clutter_medium,yes,yes,no,no,no,medium,False,False,True,True,True,False,False,False,True,True,False,False,False,False,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day3/members/tien/20_0434.webp,3.0,0.477986,ok,1.0,0.9940113363933981,0.005330963991582394,0.15808471788962683,0.0,0.20930979897578558,0.3333333333333333,3.0,0.477986,0.16666666666666666,0.8333333333333334,0.8933807201683521,0.9436960282808751,0.9044028,1.0,0.8701078775754646,0.8902157551509292,0.9122882941404376,0.8933933789895084,,,,
day4/members/werner/18_0362.webp,0,no_face,none,no_face|downward_egocentric|clutter_medium,no,no,yes,no,no,medium,True,False,False,False,True,False,False,False,False,False,True,False,False,False,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/werner/18_0362.webp,0.0,0.465062,ok,1.0,0.9979169136687559,0.0005700223264284432,,,,,,0.465062,0.0,1.0,0.9885995534714311,0.9932582335700935,0.9069876,1.0,0.994338115035514,0.988676230071028,0.9873278767850467,0.9707479267140187,,,,
day1/members/cathal/12_0342.webp,4,multi_face,medium,multi_face|medium|edge_or_partial|profile_or_occluded|clutter_high,yes,yes,no,no,no,high,False,False,True,False,True,False,False,False,True,True,False,False,False,True,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/cathal/12_0342.webp,4.0,0.519758,ok,1.0,0.98479697356983,0.02079753205180168,0.1950262412428856,0.0,0.2504512667655945,0.0,4.0,0.519758,0.0,1.0,0.5840493589639664,0.7844231662668981,0.8960484,1.0,0.9624658949400346,0.9249317898800694,0.881816423133449,0.9256991532533797,,,,
day3/members/florian/19_0198.webp,1,single_face,small,single_face|small|clutter_high,no,no,no,no,no,high,False,True,False,True,False,False,False,False,False,False,False,False,False,True,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day3/members/florian/19_0198.webp,1.0,0.502538,ok,1.0,0.996681880690106,0.002768509555608034,0.534831166267395,1.0,0.5414530634880066,0.0,1.0,0.502538,0.5,0.5,0.9446298088878393,0.9706558447889726,0.8994924,1.0,0.6405729967183458,0.7311459934366917,0.8252771623944863,0.7639788889577944,,,,
day4/members/allie/18_0334.webp,1,single_face,large,single_face|large|edge_or_partial|profile_or_occluded|motion_blur_or_low_sharpness|low_light|clutter_low,yes,yes,no,yes,yes,low,False,True,False,False,False,True,False,False,True,True,False,True,True,False,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/allie/18_0334.webp,1.0,0.456134,ok,1.0,0.9919579887625954,0.011107775382697582,0.4904255270957947,0.0,0.6449390649795532,1.0,1.0,0.456134,0.5,0.5,0.7778444923460484,0.884901240554322,0.9087732,1.0,0.6281738460831482,0.7063476921662966,0.783327940277161,0.7496122081108644,,,,
day4/members/werner/09_0017.webp,0,no_face,none,no_face|downward_egocentric|clutter_high,no,no,yes,no,no,high,True,False,False,False,False,False,False,False,False,False,True,False,False,True,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/werner/09_0017.webp,0.0,0.500572,ok,1.0,0.9978640305285387,0.0002512268256396055,,,,,,0.500572,0.0,1.0,0.9949754634872079,0.9964197470078733,0.8998856,1.0,0.9944572420511809,0.9889144841023619,0.9881984335039367,0.9692496294015747,,,,
day4/members/werner/12_0528.webp,3,multi_face,small,multi_face|small|clutter_medium,no,no,no,no,no,medium,False,False,True,True,True,False,False,False,False,False,False,False,False,False,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/werner/12_0528.webp,3.0,0.486874,ok,1.0,0.9945889950189271,0.005916123744100332,0.31647132833798725,0.0,0.2778034706910451,0.0,3.0,0.486874,0.0,1.0,0.8816775251179934,0.9381332600684602,0.9026252,1.0,0.985851249010269,0.9717024980205381,0.9593291500342301,0.9584142120136921,,,,
day3/members/bjorn/20_0140.webp,5,multi_face,small,multi_face|small|edge_or_partial|profile_or_occluded|motion_blur_or_low_sharpness|low_light|clutter_low,yes,yes,no,yes,yes,low,False,False,True,True,False,False,False,False,True,True,False,True,True,False,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day3/members/bjorn/20_0140.webp,5.0,0.434606,ok,1.0,0.994254926092562,0.006162574980407953,0.3343968093395233,0.0,0.400293180346489,0.2,5.0,0.434606,0.1,0.9,0.8767485003918409,0.9355017132422014,0.9130788,1.0,0.9159791969863302,0.9219583939726604,0.9290587366211007,0.9210239826484402,,,,
day3/members/onanong/15_0413.webp,2,multi_face,medium,multi_face|medium|edge_or_partial|profile_or_occluded|clutter_high,yes,yes,no,no,no,high,False,False,True,False,True,False,False,False,True,True,False,False,False,True,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day3/members/onanong/15_0413.webp,2.0,0.527091,ok,1.0,0.988310492511696,0.012636306695640087,0.3449280858039856,0.0,0.4303016811609268,0.0,2.0,0.527091,0.0,1.0,0.7472738660871983,0.8677921792994472,0.8945818,1.0,0.974897916894917,0.9497958337898341,0.9233542696497236,0.9419329758598894,,,,
day1/members/luca/13_0044.webp,1,single_face,medium,single_face|medium|edge_or_partial|profile_or_occluded|clutter_low,yes,yes,no,no,no,low,False,True,False,False,True,False,False,False,True,True,False,False,False,False,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/luca/13_0044.webp,1.0,0.48088,ok,1.0,0.9929070865475147,0.006019421853125095,0.4358985722064972,0.0,0.4474852681159973,0.0,1.0,0.48088,0.0,1.0,0.8796115629374981,0.9362593247425064,0.903824,1.0,0.9856300987113759,0.9712601974227518,0.9585120623712532,0.9583990649485014,,,,
day4/members/luca/11_0578.webp,6,multi_face,medium,multi_face|medium|edge_or_partial|profile_or_occluded|clutter_medium,yes,yes,no,no,no,medium,False,False,True,False,True,False,False,False,True,True,False,False,False,False,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/luca/11_0578.webp,6.0,0.480143,ok,1.0,0.9900684659210448,0.010097391903400421,0.2502648811787367,0.0,0.19529660729070505,0.0,6.0,0.480143,0.0,1.0,0.7980521619319916,0.8940603139265182,0.9039714,1.0,0.9793076170889777,0.9586152341779555,0.9374272969632591,0.9500034827853037,,,,
day4/members/werner/18_0672.webp,3,multi_face,medium,multi_face|medium|clutter_high,no,no,no,no,no,high,False,False,True,False,True,False,False,False,False,False,False,False,False,True,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/werner/18_0672.webp,3.0,0.525043,ok,1.0,0.9923983875388149,0.007709215860813856,0.26327235996723175,0.0,0.46418039004007977,0.0,3.0,0.525043,0.0,1.0,0.8458156827837229,0.9191070351612689,0.8949914,1.0,0.9826156252741903,0.9652312505483807,0.9490526575806345,0.9523188270322538,,,,
day2/members/luca/11_0416.webp,5,multi_face,medium,multi_face|medium|edge_or_partial|profile_or_occluded|clutter_high,yes,yes,no,no,no,high,False,False,True,False,True,False,False,False,True,True,False,False,False,True,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/luca/11_0416.webp,5.0,0.526635,ok,1.0,0.9888872628932971,0.010853436775505543,0.19851747825741767,0.0,0.27754603773355485,0.0,5.0,0.526635,0.0,1.0,0.7829312644898891,0.8859092636915931,0.894673,1.0,0.9776200395537389,0.955240079107478,0.9324219318457965,0.9455837527383187,,,,
day1/members/stevan/08_0631.webp,0,no_face,none,no_face|downward_egocentric|low_light|clutter_high,no,no,yes,no,yes,high,True,False,False,False,False,False,False,False,False,False,True,False,True,True,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/stevan/08_0631.webp,0.0,0.511261,ok,1.0,0.9978651769174854,0.0002866661234293133,,,,,,0.511261,0.0,1.0,0.9942666775314137,0.9960659272244496,0.8977478,1.0,0.9942972790836674,0.9885945581673349,0.9878077436122247,0.9685375254448899,,,,
day3/members/luca/17_0412.webp,4,multi_face,mixed_scale,multi_face|mixed_scale|profile_or_occluded|motion_blur_or_low_sharpness|clutter_low,no,yes,no,yes,no,low,False,False,True,False,False,False,True,False,False,True,False,True,False,False,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day3/members/luca/17_0412.webp,4.0,0.414996,ok,1.0,0.9889784267936799,0.015371806919574738,0.21826046332716942,0.0,0.43814386799931526,0.0,4.0,0.414996,0.0,1.0,0.6925638616085052,0.8407711442010926,0.9170008000000001,1.0,0.9719657116301639,0.9439314232603279,0.9120856521005464,0.9432544688402186,,,,
day4/members/onanong/13_0378.webp,6,multi_face,medium,multi_face|medium|clutter_medium,no,no,no,no,no,medium,False,False,True,False,True,False,False,False,False,False,False,False,False,False,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/onanong/13_0378.webp,6.0,0.476625,ok,1.0,0.9901735857899143,0.011213067919015884,0.33240582048892975,0.16666666666666666,0.3289568896094958,0.16666666666666666,6.0,0.476625,0.16666666666666666,0.8333333333333334,0.7757386416196823,0.8829561137047983,0.904675,1.0,0.861010500389053,0.8720210007781062,0.8819455568523992,0.8813270560742931,,,,
day3/members/luca/11_0126.webp,3,multi_face,medium,multi_face|medium|edge_or_partial|profile_or_occluded|low_light|clutter_medium,yes,yes,no,no,yes,medium,False,False,True,False,True,False,False,False,True,True,False,False,True,False,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day3/members/luca/11_0126.webp,3.0,0.483013,ok,1.0,0.9866077883685215,0.017440399155020714,0.30655701955159503,0.0,0.3781387060880661,0.3333333333333333,3.0,0.483013,0.16666666666666666,0.8333333333333334,0.6511920168995857,0.8188999026340535,0.9033974,1.0,0.8513381887284414,0.8526763774568827,0.8497896913170268,0.8681325338601441,,,,
day4/members/cathal/13_0074.webp,7,multi_face,medium,multi_face|medium|clutter_high,no,no,no,no,no,high,False,False,True,False,True,False,False,False,False,False,False,False,False,True,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/cathal/13_0074.webp,7.0,0.493987,ok,1.0,0.9870413650157177,0.012424512766301632,0.2212933110339301,0.0,0.3666032297270639,0.0,7.0,0.493987,0.0,1.0,0.7515097446739674,0.8692755548448425,0.9012026,1.0,0.9754514632267263,0.9509029264534526,0.9247580374224212,0.9442158909689685,,,,
day2/members/cathal/19_0687.webp,3,multi_face,small,multi_face|small|low_light|clutter_high,no,no,no,no,yes,high,False,False,True,True,False,False,False,False,False,False,False,False,True,True,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/cathal/19_0687.webp,3.0,0.479689,ok,1.0,0.993325700502285,0.006993729621171951,0.26998122533162433,0.0,0.2282691498597463,0.0,3.0,0.479689,0.0,1.0,0.860125407576561,0.926725554039423,0.9040622,1.0,0.9842119431059133,0.9684238862118268,0.9537689970197115,0.9565637708078846,,,,
day1/members/allie/09_0273.webp,6,multi_face,medium,multi_face|medium|edge_or_partial|profile_or_occluded|clutter_high,yes,yes,no,no,no,high,False,False,True,False,True,False,False,False,True,True,False,False,False,True,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/allie/09_0273.webp,6.0,0.494807,ok,1.0,0.9895671951842253,0.00926666334271431,0.35494527717431384,0.0,0.3194984545310338,0.0,6.0,0.494807,0.0,1.0,0.8146667331457138,0.9021169641649696,0.9010386,1.0,0.9803694746247453,0.9607389492494909,0.9411623420824848,0.9507349728329939,,,,
day3/members/luca/13_0698.webp,1,single_face,medium,single_face|medium|clutter_medium,no,no,no,no,no,medium,False,True,False,False,True,False,False,False,False,False,False,False,False,False,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day3/members/luca/13_0698.webp,1.0,0.496785,ok,1.0,0.9937958688026735,0.007839707657694817,0.6131777763366699,0.0,0.4558924436569214,0.0,1.0,0.496785,0.0,1.0,0.8432058468461037,0.9185008578243885,0.900643,1.0,0.9828072786736582,0.9656145573473165,0.9493147289121942,0.9538930715648777,,,,
day4/members/allie/09_0480.webp,1,single_face,very_small_or_distant,single_face|very_small_or_distant|profile_or_occluded|clutter_medium,no,yes,no,no,no,medium,False,True,False,True,True,False,False,True,False,True,False,False,False,False,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/allie/09_0480.webp,1.0,0.499923,ok,1.0,0.9967178662728259,0.0013442081399261951,0.1567150354385376,0.0,0.08657538145780563,0.0,1.0,0.499923,0.0,1.0,0.9731158372014761,0.9849168517371509,0.9000154,1.0,0.9927382977605725,0.9854765955211453,0.9824599658685754,0.9669879903474302,,,,
day1/members/luca/18_0040.webp,1,single_face,medium,single_face|medium|clutter_high,no,no,no,no,no,high,False,True,False,False,True,False,False,False,False,False,False,False,False,True,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/luca/18_0040.webp,1.0,0.537987,ok,1.0,0.9935609922385672,0.0055336677469313145,-0.045471690595149994,0.0,0.2326085865497589,0.0,1.0,0.537987,0.0,1.0,0.8893266450613737,0.9414438186499705,0.8924026,1.0,0.9858367027974955,0.971673405594991,0.9599621693249852,0.9560095437299941,,,,
day2/members/luca/10_0654.webp,4,multi_face,medium,multi_face|medium|clutter_high,no,no,no,no,no,high,False,False,True,False,True,False,False,False,False,False,False,False,False,True,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/luca/10_0654.webp,4.0,0.547652,ok,1.0,0.9891920801572608,0.01174595020711422,0.3480434753000736,0.0,0.31892949156463146,0.0,4.0,0.547652,0.0,1.0,0.7650809958577156,0.8771365380074883,0.8904696,1.0,0.9760939607011231,0.9521879214022464,0.927615229003744,0.9425681876014976,,,,
day1/members/klaus/10_0063.webp,0,single_face,large,single_face|large|low_light|clutter_medium,no,no,no,no,yes,medium,False,True,False,False,True,True,False,False,False,False,False,False,True,False,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/klaus/10_0063.webp,1.0,0.477743,ok,1.0,0.9863305951462032,0.023051243275403976,0.6479077339172363,0.0,0.8748485445976257,1.0,1.0,0.477743,0.0,1.0,0.5389751344919205,0.7626528648190618,0.9044514,1.0,0.9596204997228591,0.9192409994457186,0.871771572409531,0.9238659929638123,,,,
day3/members/tien/20_0155.webp,3,multi_face,medium,multi_face|medium|motion_blur_or_low_sharpness|low_light|clutter_low,no,no,no,yes,yes,low,False,False,True,False,True,False,False,False,False,False,False,True,True,False,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day3/members/tien/20_0155.webp,3.0,0.42027,ok,1.0,0.9933508066900864,0.00836348719894886,0.4071838955084483,0.0,0.3703206082185109,0.3333333333333333,3.0,0.42027,0.16666666666666666,0.8333333333333334,0.8327302560210228,0.9130405313555545,0.915946,1.0,0.8660867130366666,0.8821734260733329,0.8981148656777772,0.8907252396044443,,,,
day1/members/onanong/08_0611.webp,1,single_face,medium,single_face|medium|clutter_medium,no,no,no,no,no,medium,False,True,False,False,True,False,False,False,False,False,False,False,False,False,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/onanong/08_0611.webp,1.0,0.452388,ok,1.0,0.9928170246039923,0.006562627851963043,0.22654983401298523,0.0,0.26797500252723694,0.0,1.0,0.452388,0.0,1.0,0.8687474429607391,0.9307822337823657,0.9095224,1.0,0.9850934550673548,0.9701869101347097,0.9563433568911829,0.9590131667564731,,,,
day4/members/stevan/13_0714.webp,4,multi_face,small,multi_face|small|edge_or_partial|profile_or_occluded|clutter_medium,yes,yes,no,no,no,medium,False,False,True,True,True,False,False,False,True,True,False,False,False,False,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day4/members/stevan/13_0714.webp,4.0,0.465102,ok,1.0,0.9924152822662076,0.00833136960864067,0.15224150568246841,0.0,0.21089734882116318,0.0,4.0,0.465102,0.0,1.0,0.8333726078271866,0.9128939450466971,0.9069796,1.0,0.9822830717570045,0.964566143514009,0.9471449325233484,0.9546726690093394,,,,
day2/members/florian/12_0020.webp,0,no_face,none,no_face|downward_egocentric|clutter_high,no,no,yes,no,no,high,True,False,False,False,False,False,False,False,False,False,True,False,False,True,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day2/members/florian/12_0020.webp,0.0,0.518806,ok,1.0,0.9979147469515866,0.00021657758043147624,,,,,,0.518806,0.0,1.0,0.9956684483913705,0.9967915976714785,0.8962388,1.0,0.9943306796507217,0.9886613593014435,0.9880196788357393,0.9682299595342957,,,,
day1/members/cathal/09_0001.webp,5,multi_face,mixed_scale,multi_face|mixed_scale|edge_or_partial|profile_or_occluded|clutter_high,yes,yes,no,no,no,high,False,False,True,False,False,False,True,False,True,True,False,False,False,True,,,,,blur,outputs/03_anonymisation/02_deterministic_baselines/blur_images/day1/members/cathal/09_0001.webp,5.0,0.527118,ok,1.0,0.9820904853686048,0.024662718176841736,0.22526674568653107,0.0,0.3780744045972824,0.2,5.0,0.527118,0.1,0.9,0.5067456364631653,0.744418060915885,0.8945764,1.0,0.8863915291373827,0.8627830582747655,0.8316666704579425,0.877256532183177,,,,
