image_id,boxes_json
day2/members/stevan/11_0104.webp,"[{""x1"":2970,""y1"":1165,""x2"":3147,""y2"":1402},{""x1"":2772,""y1"":1157,""x2"":3144,""y2"":1404},{""x1"":1704,""y1"":792,""x2"":1980,""y2"":1068}]"
day2/members/stevan/11_0245.webp,"[{""x1"":2748,""y1"":1110,""x2"":3072,""y2"":1401},{""x1"":2199,""y1"":1362,""x2"":2268,""y2"":1413}]"
day2/members/klaus/12_0131.webp,"[{""x1"":330,""y1"":607,""x2"":1203,""y2"":1702},{""x1"":0,""y1"":1155,""x2"":195,""y2"":1476}]"
day2/members/luca/12_0322.webp,"[{""x1"":1309,""y1"":950,""x2"":2758,""y2"":2151},{""x1"":2952,""y1"":393,""x2"":3129,""y2"":504}]"
day2/members/klaus/12_0217.webp,"[{""x1"":795,""y1"":724,""x2"":1653,""y2"":1725}]"
day2/members/cathal/12_0720.webp,"[{""x1"":1602,""y1"":1018,""x2"":1752,""y2"":1359}]"
day2/members/tien/13_0301.webp,"[{""x1"":1146,""y1"":750,""x2"":2829,""y2"":1791},{""x1"":3078,""y1"":1185,""x2"":3834,""y2"":2139},{""x1"":3228,""y1"":1183,""x2"":3840,""y2"":1639},{""x1"":3084,""y1"":1186,""x2"":3840,""y2"":1861},{""x1"":0,""y1"":1096,""x2"":443,""y2"":2122}]"
day2/members/tien/13_0227.webp,"[{""x1"":1184,""y1"":856,""x2"":2835,""y2"":1924},{""x1"":3114,""y1"":1255,""x2"":3840,""y2"":2137},{""x1"":3240,""y1"":1255,""x2"":3840,""y2"":1702}]"
day2/members/tien/13_0078.webp,"[{""x1"":1053,""y1"":771,""x2"":2844,""y2"":1896},{""x1"":3084,""y1"":1206,""x2"":3840,""y2"":2136},{""x1"":3258,""y1"":1209,""x2"":3840,""y2"":1698}]"
day2/members/tien/13_0190.webp,"[{""x1"":1185,""y1"":811,""x2"":2868,""y2"":1872},{""x1"":3120,""y1"":1230,""x2"":3840,""y2"":2136},{""x1"":3240,""y1"":1234,""x2"":3840,""y2"":1690},{""x1"":3132,""y1"":1230,""x2"":3840,""y2"":1866},{""x1"":1671,""y1"":1842,""x2"":2835,""y2"":2154}]"
day2/members/bjorn/14_0689.webp,"[{""x1"":1380,""y1"":1170,""x2"":3075,""y2"":2142},{""x1"":1359,""y1"":1167,""x2"":3072,""y2"":2145}]"
day2/members/werner/14_0023.webp,"[{""x1"":1323,""y1"":1038,""x2"":3144,""y2"":2118}]"
day2/members/luca/14_0216.webp,[]
day2/members/bjorn/14_0374.webp,"[{""x1"":2412,""y1"":1380,""x2"":2532,""y2"":1461},{""x1"":2040,""y1"":627,""x2"":2394,""y2"":960}]"
day2/members/klaus/15_0332.webp,"[{""x1"":1227,""y1"":474,""x2"":3081,""y2"":1461},{""x1"":1236,""y1"":474,""x2"":3084,""y2"":1473}]"
day2/members/klaus/15_0290.webp,"[{""x1"":1258,""y1"":838,""x2"":3022,""y2"":1839}]"
day2/members/klaus/15_0417.webp,"[{""x1"":1278,""y1"":432,""x2"":3096,""y2"":1395},{""x1"":1269,""y1"":424,""x2"":2637,""y2"":1659},{""x1"":1512,""y1"":382,""x2"":3132,""y2"":2160}]"
day2/members/florian/15_0625.webp,"[{""x1"":933,""y1"":273,""x2"":2733,""y2"":1257},{""x1"":1229,""y1"":279,""x2"":2748,""y2"":1389},{""x1"":976,""y1"":1224,""x2"":1519,""y2"":1497}]"
day2/members/florian/16_0007.webp,"[{""x1"":1027,""y1"":380,""x2"":2755,""y2"":1335},{""x1"":3336,""y1"":925,""x2"":3840,""y2"":1861},{""x1"":1324,""y1"":349,""x2"":2977,""y2"":2119},{""x1"":1086,""y1"":331,""x2"":2781,""y2"":1660}]"
day2/members/florian/16_0111.webp,"[{""x1"":1014,""y1"":384,""x2"":2700,""y2"":1312},{""x1"":1018,""y1"":385,""x2"":2719,""y2"":1327},{""x1"":3252,""y1"":972,""x2"":3840,""y2"":1836},{""x1"":1298,""y1"":366,""x2"":2913,""y2"":2130}]"
day2/members/allie/16_0461.webp,"[{""x1"":919,""y1"":693,""x2"":2626,""y2"":1816},{""x1"":3408,""y1"":1003,""x2"":3840,""y2"":1834}]"
day2/members/allie/16_0504.webp,"[{""x1"":914,""y1"":666,""x2"":2655,""y2"":1792},{""x1"":3402,""y1"":1002,""x2"":3840,""y2"":1845}]"
day2/members/florian/17_0708.webp,"[{""x1"":1579,""y1"":664,""x2"":1771,""y2"":880},{""x1"":1650,""y1"":743,""x2"":1704,""y2"":806}]"
day2/members/cathal/17_0514.webp,"[{""x1"":1563,""y1"":1066,""x2"":3051,""y2"":2155},{""x1"":1344,""y1"":516,""x2"":1908,""y2"":912}]"
day2/members/cathal/17_0031.webp,"[{""x1"":1212,""y1"":1152,""x2"":2736,""y2"":2148},{""x1"":405,""y1"":1083,""x2"":610,""y2"":1236},{""x1"":293,""y1"":1081,""x2"":612,""y2"":1234},{""x1"":405,""y1"":1127,""x2"":558,""y2"":1230}]"
day2/members/cathal/17_0470.webp,"[{""x1"":1620,""y1"":1131,""x2"":2988,""y2"":2157},{""x1"":1449,""y1"":802,""x2"":2061,""y2"":1231},{""x1"":1398,""y1"":475,""x2"":1971,""y2"":897}]"
day2/members/allie/18_0481.webp,"[{""x1"":43,""y1"":1839,""x2"":318,""y2"":1920},{""x1"":2079,""y1"":1026,""x2"":2271,""y2"":1194},{""x1"":339,""y1"":1035,""x2"":520,""y2"":1167},{""x1"":1617,""y1"":843,""x2"":1761,""y2"":936},{""x1"":0,""y1"":1804,""x2"":337,""y2"":2158},{""x1"":34,""y1"":1803,""x2"":337,""y2"":1923},{""x1"":3648,""y1"":510,""x2"":3780,""y2"":723},{""x1"":1515,""y1"":830,""x2"":1764,""y2"":938},{""x1"":0,""y1"":1804,""x2"":338,""y2"":2149}]"
day2/members/cathal/18_0623.webp,"[{""x1"":2455,""y1"":417,""x2"":2620,""y2"":475},{""x1"":2371,""y1"":578,""x2"":2545,""y2"":696},{""x1"":698,""y1"":1602,""x2"":894,""y2"":1770},{""x1"":891,""y1"":1302,""x2"":2118,""y2"":2148},{""x1"":2130,""y1"":542,""x2"":2262,""y2"":647}]"
day2/members/cathal/18_0165.webp,"[{""x1"":1722,""y1"":868,""x2"":3321,""y2"":2146},{""x1"":1578,""y1"":473,""x2"":2166,""y2"":965}]"
day2/members/cathal/18_0330.webp,"[{""x1"":1890,""y1"":876,""x2"":3360,""y2"":2154},{""x1"":1752,""y1"":545,""x2"":2322,""y2"":986},{""x1"":285,""y1"":1935,""x2"":386,""y2"":2010},{""x1"":2505,""y1"":402,""x2"":2679,""y2"":717},{""x1"":2511,""y1"":388,""x2"":2745,""y2"":720},{""x1"":2538,""y1"":422,""x2"":2670,""y2"":702}]"
day2/members/cathal/19_0065.webp,[]
day2/members/allie/19_0540.webp,[]
day2/members/cathal/19_0188.webp,"[{""x1"":1656,""y1"":831,""x2"":3324,""y2"":2148},{""x1"":1437,""y1"":631,""x2"":2106,""y2"":1258},{""x1"":2043,""y1"":348,""x2"":2445,""y2"":783}]"
day2/members/cathal/19_0230.webp,"[{""x1"":1782,""y1"":738,""x2"":3390,""y2"":2154},{""x1"":308,""y1"":1824,""x2"":402,""y2"":1902},{""x1"":1734,""y1"":347,""x2"":2310,""y2"":789},{""x1"":326,""y1"":1836,""x2"":457,""y2"":1932},{""x1"":353,""y1"":1848,""x2"":457,""y2"":1932},{""x1"":3558,""y1"":75,""x2"":3840,""y2"":520}]"
day2/members/cathal/20_0186.webp,"[{""x1"":1487,""y1"":316,""x2"":1704,""y2"":495}]"
day2/members/stevan/20_0437.webp,"[{""x1"":993,""y1"":1936,""x2"":1065,""y2"":2050},{""x1"":993,""y1"":1935,""x2"":1092,""y2"":2055},{""x1"":990,""y1"":1935,""x2"":1215,""y2"":2121},{""x1"":1366,""y1"":1995,""x2"":1501,""y2"":2085},{""x1"":1222,""y1"":2061,""x2"":1312,""y2"":2160}]"
day2/members/werner/20_0669.webp,"[{""x1"":180,""y1"":1224,""x2"":771,""y2"":1644}]"
day2/members/werner/20_0510.webp,"[{""x1"":1746,""y1"":349,""x2"":2274,""y2"":727},{""x1"":1617,""y1"":354,""x2"":2277,""y2"":941},{""x1"":1075,""y1"":350,""x2"":2278,""y2"":934}]"
day2/members/werner/08_0068.webp,"[{""x1"":1995,""y1"":1548,""x2"":2163,""y2"":1710}]"
day2/members/luca/08_0586.webp,[]
day2/members/luca/08_0637.webp,[]
day2/members/luca/08_0482.webp,[]
day2/members/werner/09_0713.webp,"[{""x1"":1608,""y1"":1983,""x2"":2046,""y2"":2160}]"
day2/members/florian/09_0551.webp,"[{""x1"":1194,""y1"":60,""x2"":2106,""y2"":576}]"
day2/members/florian/09_0655.webp,"[{""x1"":2259,""y1"":246,""x2"":2505,""y2"":425},{""x1"":398,""y1"":883,""x2"":518,""y2"":960},{""x1"":2256,""y1"":244,""x2"":2505,""y2"":452},{""x1"":1131,""y1"":249,""x2"":1953,""y2"":636},{""x1"":2248,""y1"":245,""x2"":2644,""y2"":501}]"
day2/members/florian/09_0290.webp,"[{""x1"":1419,""y1"":451,""x2"":2325,""y2"":1392},{""x1"":3444,""y1"":741,""x2"":3840,""y2"":1803}]"
day3/members/allie/10_0309.webp,"[{""x1"":2436,""y1"":395,""x2"":3066,""y2"":912},{""x1"":0,""y1"":1213,""x2"":537,""y2"":1759}]"
day3/members/klaus/10_0640.webp,"[{""x1"":0,""y1"":3,""x2"":536,""y2"":399},{""x1"":420,""y1"":873,""x2"":794,""y2"":1128},{""x1"":1133,""y1"":450,""x2"":2850,""y2"":2160},{""x1"":1338,""y1"":1176,""x2"":2784,""y2"":2145},{""x1"":84,""y1"":621,""x2"":595,""y2"":963},{""x1"":0,""y1"":1671,""x2"":105,""y2"":1941},{""x1"":2982,""y1"":912,""x2"":3192,""y2"":1077}]"
day3/members/bjorn/10_0208.webp,"[{""x1"":1410,""y1"":1178,""x2"":2010,""y2"":1941},{""x1"":229,""y1"":1351,""x2"":387,""y2"":1495}]"
day3/members/tien/10_0459.webp,"[{""x1"":3057,""y1"":479,""x2"":3303,""y2"":618},{""x1"":1864,""y1"":1,""x2"":2731,""y2"":328},{""x1"":1983,""y1"":628,""x2"":2829,""y2"":1141},{""x1"":873,""y1"":1093,""x2"":1074,""y2"":1180},{""x1"":2385,""y1"":886,""x2"":2646,""y2"":1243},{""x1"":2382,""y1"":883,""x2"":2568,""y2"":1249},{""x1"":3054,""y1"":479,""x2"":3300,""y2"":623}]"
day3/members/klaus/11_0126.webp,"[{""x1"":1101,""y1"":444,""x2"":2931,""y2"":2160},{""x1"":2049,""y1"":144,""x2"":2229,""y2"":255},{""x1"":1113,""y1"":1176,""x2"":2979,""y2"":2151},{""x1"":0,""y1"":1,""x2"":405,""y2"":340},{""x1"":1488,""y1"":458,""x2"":2904,""y2"":1346},{""x1"":1221,""y1"":811,""x2"":2790,""y2"":2145}]"
day3/members/cathal/11_0222.webp,"[{""x1"":3480,""y1"":1081,""x2"":3732,""y2"":1249},{""x1"":3204,""y1"":934,""x2"":3456,""y2"":1093},{""x1"":1197,""y1"":1044,""x2"":3039,""y2"":2130}]"
day3/members/klaus/11_0085.webp,"[{""x1"":935,""y1"":445,""x2"":2718,""y2"":2140},{""x1"":2628,""y1"":605,""x2"":2847,""y2"":747}]"
day3/members/tien/11_0629.webp,"[{""x1"":2626,""y1"":1270,""x2"":3636,""y2"":1855}]"
day3/members/klaus/12_0549.webp,"[{""x1"":799,""y1"":931,""x2"":1284,""y2"":1560}]"
day3/members/florian/12_0423.webp,[]
day3/members/cathal/12_0103.webp,"[{""x1"":754,""y1"":1239,""x2"":2136,""y2"":2145},{""x1"":963,""y1"":1188,""x2"":2784,""y2"":2136}]"
day3/members/onanong/12_0079.webp,"[{""x1"":2058,""y1"":1954,""x2"":2472,""y2"":2160},{""x1"":2928,""y1"":1102,""x2"":3840,""y2"":1597},{""x1"":2929,""y1"":1101,""x2"":3840,""y2"":1596}]"
day3/members/florian/13_0155.webp,"[{""x1"":2140,""y1"":1215,""x2"":3010,""y2"":2040}]"
day3/members/florian/13_0715.webp,[]
day3/members/klaus/13_0050.webp,[]
day3/members/florian/13_0205.webp,[]
day3/members/stevan/14_0173.webp,"[{""x1"":1350,""y1"":1335,""x2"":2823,""y2"":2154},{""x1"":3564,""y1"":1476,""x2"":3840,""y2"":2136},{""x1"":1077,""y1"":1389,""x2"":2568,""y2"":2157},{""x1"":3564,""y1"":1479,""x2"":3840,""y2"":2139}]"
day3/members/stevan/14_0466.webp,"[{""x1"":1099,""y1"":1722,""x2"":2770,""y2"":2160},{""x1"":3570,""y1"":1767,""x2"":3840,""y2"":2148}]"
day3/members/stevan/14_0592.webp,"[{""x1"":1345,""y1"":1530,""x2"":2776,""y2"":2157},{""x1"":3540,""y1"":1611,""x2"":3840,""y2"":2145}]"
day3/members/stevan/14_0340.webp,"[{""x1"":1349,""y1"":1686,""x2"":2844,""y2"":2157},{""x1"":3624,""y1"":1732,""x2"":3840,""y2"":2146}]"
day3/members/onanong/15_0248.webp,"[{""x1"":1845,""y1"":1120,""x2"":2289,""y2"":2008}]"
day3/members/allie/15_0629.webp,"[{""x1"":0,""y1"":5,""x2"":543,""y2"":458},{""x1"":2451,""y1"":1050,""x2"":3840,""y2"":2142},{""x1"":748,""y1"":1611,""x2"":868,""y2"":1827},{""x1"":3198,""y1"":1210,""x2"":3690,""y2"":2098}]"
day3/members/tien/15_0056.webp,"[{""x1"":2373,""y1"":1678,""x2"":2577,""y2"":1864}]"
day3/members/cathal/15_0532.webp,"[{""x1"":2442,""y1"":728,""x2"":3234,""y2"":1337}]"
day3/members/allie/16_0001.webp,"[{""x1"":1551,""y1"":1206,""x2"":2937,""y2"":2148}]"
day3/members/allie/16_0285.webp,"[{""x1"":2764,""y1"":1,""x2"":3834,""y2"":1390}]"
day3/members/allie/16_0332.webp,"[{""x1"":1818,""y1"":1368,""x2"":3042,""y2"":2148}]"
day3/members/allie/16_0190.webp,"[{""x1"":1944,""y1"":1497,""x2"":3078,""y2"":2148},{""x1"":0,""y1"":671,""x2"":363,""y2"":1101},{""x1"":0,""y1"":215,""x2"":67,""y2"":370}]"
day3/members/werner/17_0281.webp,"[{""x1"":1788,""y1"":621,""x2"":1977,""y2"":801}]"
day3/members/tien/17_0068.webp,"[{""x1"":309,""y1"":1489,""x2"":729,""y2"":1876},{""x1"":312,""y1"":1488,""x2"":720,""y2"":1785},{""x1"":757,""y1"":1654,""x2"":856,""y2"":1780},{""x1"":2835,""y1"":561,""x2"":3021,""y2"":833},{""x1"":2772,""y1"":561,""x2"":3018,""y2"":846}]"
day3/members/onanong/17_0461.webp,"[{""x1"":1363,""y1"":1380,""x2"":1597,""y2"":1554},{""x1"":2050,""y1"":1858,""x2"":2161,""y2"":1993}]"
day3/members/allie/17_0539.webp,"[{""x1"":2004,""y1"":1261,""x2"":2760,""y2"":1717}]"
day3/members/cathal/18_0312.webp,"[{""x1"":1312,""y1"":829,""x2"":3004,""y2"":2151},{""x1"":2613,""y1"":399,""x2"":2697,""y2"":444},{""x1"":925,""y1"":1830,""x2"":1303,""y2"":2157},{""x1"":822,""y1"":98,""x2"":890,""y2"":205},{""x1"":2611,""y1"":399,""x2"":2701,""y2"":476}]"
day3/members/onanong/18_0537.webp,[]
day3/members/onanong/18_0453.webp,"[{""x1"":1836,""y1"":1444,""x2"":2937,""y2"":2149},{""x1"":1557,""y1"":1465,""x2"":1689,""y2"":1510}]"
day3/members/onanong/18_0711.webp,[]
day3/members/klaus/19_0688.webp,"[{""x1"":1704,""y1"":1569,""x2"":2550,""y2"":1968},{""x1"":2301,""y1"":75,""x2"":2460,""y2"":226},{""x1"":0,""y1"":144,""x2"":520,""y2"":642}]"
day3/members/tien/19_0011.webp,"[{""x1"":1587,""y1"":5,""x2"":2415,""y2"":747}]"
day3/members/cathal/19_0118.webp,"[{""x1"":3246,""y1"":662,""x2"":3666,""y2"":1181},{""x1"":2928,""y1"":9,""x2"":3840,""y2"":747}]"
day3/members/onanong/19_0470.webp,"[{""x1"":1306,""y1"":1175,""x2"":2341,""y2"":2154},{""x1"":3003,""y1"":1360,""x2"":3375,""y2"":1609},{""x1"":2487,""y1"":1689,""x2"":2760,""y2"":2037},{""x1"":1818,""y1"":835,""x2"":2136,""y2"":1137},{""x1"":1,""y1"":1788,""x2"":442,""y2"":2160}]"
day3/members/cathal/20_0075.webp,"[{""x1"":1644,""y1"":1200,""x2"":2898,""y2"":2154},{""x1"":1356,""y1"":198,""x2"":1699,""y2"":566},{""x1"":225,""y1"":1534,""x2"":350,""y2"":1600},{""x1"":1108,""y1"":1518,""x2"":1257,""y2"":1584},{""x1"":229,""y1"":1548,""x2"":393,""y2"":1644},{""x1"":1950,""y1"":519,""x2"":2496,""y2"":878},{""x1"":253,""y1"":1564,""x2"":392,""y2"":1645}]"
day3/members/cathal/20_0121.webp,"[{""x1"":1830,""y1"":1086,""x2"":3150,""y2"":2151},{""x1"":503,""y1"":1437,""x2"":618,""y2"":1497},{""x1"":498,""y1"":1435,""x2"":668,""y2"":1533},{""x1"":521,""y1"":1464,""x2"":669,""y2"":1534},{""x1"":505,""y1"":1437,""x2"":633,""y2"":1515}]"
day3/members/florian/20_0618.webp,"[{""x1"":482,""y1"":368,""x2"":643,""y2"":542}]"
day3/members/florian/20_0568.webp,[]
day3/members/luca/08_0665.webp,[]
day3/members/tien/08_0537.webp,"[{""x1"":1540,""y1"":567,""x2"":1735,""y2"":815}]"
day3/members/klaus/08_0715.webp,[]
day3/members/allie/08_0136.webp,"[{""x1"":1329,""y1"":915,""x2"":2775,""y2"":2139},{""x1"":3141,""y1"":1578,""x2"":3255,""y2"":1653},{""x1"":3240,""y1"":1150,""x2"":3774,""y2"":1557}]"
day3/members/allie/09_0560.webp,"[{""x1"":3303,""y1"":1593,""x2"":3585,""y2"":1878}]"
day3/members/luca/09_0095.webp,[]
day3/members/cathal/09_0670.webp,"[{""x1"":3168,""y1"":248,""x2"":3840,""y2"":789},{""x1"":2547,""y1"":520,""x2"":3240,""y2"":1204},{""x1"":1948,""y1"":1686,""x2"":2038,""y2"":1791},{""x1"":2506,""y1"":184,""x2"":2884,""y2"":612}]"
day3/members/luca/09_0146.webp,[]
day4/members/onanong/10_0147.webp,[]
day4/members/cathal/10_0072.webp,"[{""x1"":2118,""y1"":1728,""x2"":2502,""y2"":2151}]"
day4/members/klaus/10_0242.webp,[]
day4/members/florian/10_0522.webp,[]
day4/members/onanong/11_0304.webp,"[{""x1"":829,""y1"":946,""x2"":1909,""y2"":2002},{""x1"":8,""y1"":640,""x2"":90,""y2"":769},{""x1"":1630,""y1"":599,""x2"":1720,""y2"":684},{""x1"":1611,""y1"":570,""x2"":1719,""y2"":685}]"
day4/members/onanong/11_0222.webp,"[{""x1"":315,""y1"":945,""x2"":1515,""y2"":2046}]"
day4/members/florian/11_0697.webp,"[{""x1"":3378,""y1"":261,""x2"":3612,""y2"":487}]"
day4/members/onanong/11_0715.webp,"[{""x1"":1002,""y1"":1242,""x2"":2031,""y2"":2151}]"
day4/members/werner/12_0174.webp,"[{""x1"":3066,""y1"":1428,""x2"":3348,""y2"":1695},{""x1"":1511,""y1"":1836,""x2"":1692,""y2"":2157},{""x1"":2307,""y1"":1167,""x2"":2562,""y2"":1326}]"
day4/members/florian/12_0410.webp,"[{""x1"":2073,""y1"":562,""x2"":2331,""y2"":762},{""x1"":3306,""y1"":1167,""x2"":3402,""y2"":1200}]"
day4/members/stevan/12_0319.webp,[]
day4/members/allie/12_0597.webp,[]
day4/members/florian/13_0556.webp,"[{""x1"":1437,""y1"":676,""x2"":2949,""y2"":2127},{""x1"":246,""y1"":748,""x2"":379,""y2"":829},{""x1"":592,""y1"":333,""x2"":659,""y2"":388}]"
day4/members/florian/13_0095.webp,"[{""x1"":900,""y1"":774,""x2"":2133,""y2"":2112},{""x1"":3234,""y1"":853,""x2"":3354,""y2"":940}]"
